GENE_ID	locusLine	bin_1_21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam
1_MACS_peak_22235_lociStitched	chr20(.):57760742-57761311	1.003
3_MACS_peak_22236_lociStitched	chr20(.):57764602-57772142	1.0839
1_MACS_peak_22239_lociStitched	chr20(.):57783588-57784474	1.0366
3_MACS_peak_22240_lociStitched	chr20(.):57795237-57799535	1.0915
1_MACS_peak_22243_lociStitched	chr20(.):57807641-57808037	0.5282
1_MACS_peak_22244_lociStitched	chr20(.):57811892-57812284	0.8224
4_MACS_peak_22245_lociStitched	chr20(.):57846327-57850933	0.9205
1_MACS_peak_22249_lociStitched	chr20(.):57853419-57853843	0.7794
1_MACS_peak_22250_lociStitched	chr20(.):57870668-57871037	0.8096
1_MACS_peak_22251_lociStitched	chr20(.):57872707-57873341	0.996
2_MACS_peak_22252_lociStitched	chr20(.):57875699-57877865	0.7601
2_MACS_peak_22254_lociStitched	chr20(.):57895459-57896969	0.7625
3_MACS_peak_22256_lociStitched	chr20(.):57898324-57900454	0.6852
3_MACS_peak_22259_lociStitched	chr20(.):57904620-57907272	0.8652
1_MACS_peak_22262_lociStitched	chr20(.):57913534-57913827	0.6157
2_MACS_peak_22263_lociStitched	chr20(.):57928679-57930384	0.7549
1_MACS_peak_22265_lociStitched	chr20(.):57936156-57936587	0.9829
5_MACS_peak_22266_lociStitched	chr20(.):57938257-57941028	0.8164
2_MACS_peak_22271_lociStitched	chr20(.):57956010-57958179	0.9615
1_MACS_peak_22273_lociStitched	chr20(.):57963297-57963640	0.6705
3_MACS_peak_22274_lociStitched	chr20(.):57964684-57967505	0.6962
2_MACS_peak_22277_lociStitched	chr20(.):57974548-57976160	0.73
2_MACS_peak_22279_lociStitched	chr20(.):57977637-57981655	0.9933
1_MACS_peak_22281_lociStitched	chr20(.):57983158-57984088	0.8964
1_MACS_peak_22282_lociStitched	chr20(.):57985124-57986761	0.9641
1_MACS_peak_22283_lociStitched	chr20(.):57989305-57989979	0.8774
3_MACS_peak_22284_lociStitched	chr20(.):57992865-57995655	0.9137
4_MACS_peak_22287_lociStitched	chr20(.):57997347-58001334	0.7748
3_MACS_peak_22291_lociStitched	chr20(.):58008001-58010109	0.7988
1_MACS_peak_22294_lociStitched	chr20(.):58012491-58012820	0.5539
1_MACS_peak_22295_lociStitched	chr20(.):58014097-58014430	0.5529
2_MACS_peak_22296_lociStitched	chr20(.):58015592-58017100	0.7498
3_MACS_peak_22298_lociStitched	chr20(.):58019213-58021268	0.8896
1_MACS_peak_22301_lociStitched	chr20(.):58024409-58024899	0.7136
1_MACS_peak_22302_lociStitched	chr20(.):58027299-58027914	0.9583
1_MACS_peak_22303_lociStitched	chr20(.):58028920-58029700	0.8319
2_MACS_peak_22304_lociStitched	chr20(.):58031084-58033546	0.9733
2_MACS_peak_22306_lociStitched	chr20(.):58035983-58037427	0.8178
1_MACS_peak_22308_lociStitched	chr20(.):58043204-58043778	0.5861
2_MACS_peak_22309_lociStitched	chr20(.):58045050-58046436	0.8268
1_MACS_peak_22311_lociStitched	chr20(.):58058266-58058602	0.6206
4_MACS_peak_22312_lociStitched	chr20(.):58065814-58070507	1.0035
1_MACS_peak_22316_lociStitched	chr20(.):58092959-58093430	0.5941
1_MACS_peak_22317_lociStitched	chr20(.):58095537-58096053	0.8292
2_MACS_peak_22318_lociStitched	chr20(.):58100847-58102657	0.6903
2_MACS_peak_22320_lociStitched	chr20(.):58136069-58137426	0.6995
1_MACS_peak_22322_lociStitched	chr20(.):58140382-58141757	0.8157
1_MACS_peak_22323_lociStitched	chr20(.):58143111-58144136	0.8455
5_MACS_peak_22324_lociStitched	chr20(.):58149556-58159515	1.0856
4_MACS_peak_22329_lociStitched	chr20(.):58176160-58181158	0.9739
2_MACS_peak_22333_lociStitched	chr20(.):58182162-58183794	0.6846
3_MACS_peak_22335_lociStitched	chr20(.):58193539-58195079	0.7817
2_MACS_peak_22338_lociStitched	chr20(.):58198254-58199936	0.6821
1_MACS_peak_22340_lociStitched	chr20(.):58203908-58204730	0.863
1_MACS_peak_22341_lociStitched	chr20(.):58218103-58218537	0.6349
1_MACS_peak_22342_lociStitched	chr20(.):58238325-58239288	0.7437
1_MACS_peak_22343_lociStitched	chr20(.):58241633-58241938	0.5305
3_MACS_peak_22344_lociStitched	chr20(.):58247287-58249579	0.7021
1_MACS_peak_22347_lociStitched	chr20(.):58252141-58252517	0.5687
1_MACS_peak_22348_lociStitched	chr20(.):58255311-58255641	0.8884
1_MACS_peak_22349_lociStitched	chr20(.):58257456-58257829	0.6316
1_MACS_peak_22350_lociStitched	chr20(.):58300023-58300508	0.6722
1_MACS_peak_22351_lociStitched	chr20(.):58314070-58314494	0.9118
3_MACS_peak_22352_lociStitched	chr20(.):58315628-58318670	0.7816
2_MACS_peak_22355_lociStitched	chr20(.):58324843-58326110	0.6958
1_MACS_peak_22357_lociStitched	chr20(.):58347952-58348371	0.686
1_MACS_peak_22358_lociStitched	chr20(.):58394668-58395113	0.9084
1_MACS_peak_22359_lociStitched	chr20(.):58398317-58398651	0.7184
3_MACS_peak_22360_lociStitched	chr20(.):58402665-58404857	0.9063
1_MACS_peak_22363_lociStitched	chr20(.):59453427-59453794	0.7101
1_MACS_peak_22364_lociStitched	chr20(.):59566508-59566906	0.644
1_MACS_peak_22365_lociStitched	chr20(.):59635190-59635503	0.6803
2_MACS_peak_22366_lociStitched	chr20(.):59688849-59690694	0.7874
2_MACS_peak_22368_lociStitched	chr20(.):59693505-59694706	0.7672
1_MACS_peak_22370_lociStitched	chr20(.):59698396-59699141	0.6382
1_MACS_peak_22371_lociStitched	chr20(.):59705112-59705658	1.0516
1_MACS_peak_22372_lociStitched	chr20(.):59706701-59707276	0.7596
1_MACS_peak_22373_lociStitched	chr20(.):59759100-59759516	0.6094
1_MACS_peak_22374_lociStitched	chr20(.):59797254-59797834	0.8225
1_MACS_peak_22375_lociStitched	chr20(.):59822951-59823337	0.5642
1_MACS_peak_22376_lociStitched	chr20(.):59828566-59829136	0.993
1_MACS_peak_22377_lociStitched	chr20(.):59830671-59831067	0.6491
1_MACS_peak_22378_lociStitched	chr20(.):59836549-59837185	0.8526
1_MACS_peak_22379_lociStitched	chr20(.):59865027-59865501	1.0252
1_MACS_peak_22380_lociStitched	chr20(.):59873261-59873634	0.5692
2_MACS_peak_22381_lociStitched	chr20(.):59874826-59875658	0.5556
2_MACS_peak_22383_lociStitched	chr20(.):59933065-59934021	0.7197
1_MACS_peak_22385_lociStitched	chr20(.):59967077-59967507	0.7992
1_MACS_peak_22386_lociStitched	chr20(.):59973367-59973803	0.8402
1_MACS_peak_22387_lociStitched	chr20(.):60073890-60074286	0.7295
2_MACS_peak_22388_lociStitched	chr20(.):60090992-60092106	0.6998
4_MACS_peak_22390_lociStitched	chr20(.):60096036-60100992	0.8744
2_MACS_peak_22394_lociStitched	chr20(.):60107116-60108820	1.0019
1_MACS_peak_22396_lociStitched	chr20(.):60110147-60110467	0.7763
2_MACS_peak_22397_lociStitched	chr20(.):60112434-60113984	0.5701
1_MACS_peak_22399_lociStitched	chr20(.):60118467-60119612	0.7975
1_MACS_peak_22400_lociStitched	chr20(.):60121185-60121499	0.5059
1_MACS_peak_22401_lociStitched	chr20(.):60131841-60132291	0.8327
1_MACS_peak_22402_lociStitched	chr20(.):60133309-60133931	0.8591
1_MACS_peak_22403_lociStitched	chr20(.):60135012-60135559	0.56
1_MACS_peak_22404_lociStitched	chr20(.):60138660-60138970	0.5567
1_MACS_peak_22405_lociStitched	chr20(.):60151566-60151958	0.629
2_MACS_peak_22406_lociStitched	chr20(.):60155875-60156958	0.7537
3_MACS_peak_22408_lociStitched	chr20(.):60173719-60176696	0.7993
1_MACS_peak_22411_lociStitched	chr20(.):60198943-60199284	0.6451
6_MACS_peak_22412_lociStitched	chr20(.):60201042-60206136	0.8944
4_MACS_peak_22418_lociStitched	chr20(.):60210338-60214706	0.7695
1_MACS_peak_22422_lociStitched	chr20(.):60215719-60216220	0.8245
2_MACS_peak_22423_lociStitched	chr20(.):60218090-60220197	0.8052
4_MACS_peak_22425_lociStitched	chr20(.):60221772-60226527	0.834
1_MACS_peak_22429_lociStitched	chr20(.):60229324-60230362	0.9112
1_MACS_peak_22430_lociStitched	chr20(.):60233116-60233595	0.7536
5_MACS_peak_22431_lociStitched	chr20(.):60235581-60244273	1.0174
1_MACS_peak_22436_lociStitched	chr20(.):60255108-60255600	0.7809
1_MACS_peak_22437_lociStitched	chr20(.):60256735-60257190	0.671
3_MACS_peak_22438_lociStitched	chr20(.):60258562-60262102	0.9472
1_MACS_peak_22441_lociStitched	chr20(.):60264348-60264703	0.5358
3_MACS_peak_22442_lociStitched	chr20(.):60266504-60270010	0.6484
7_MACS_peak_22445_lociStitched	chr20(.):60271245-60285894	1.0181
4_MACS_peak_22452_lociStitched	chr20(.):60292117-60296079	0.8018
1_MACS_peak_22456_lociStitched	chr20(.):60305480-60305981	1.0053
1_MACS_peak_22457_lociStitched	chr20(.):60307634-60308151	0.8875
1_MACS_peak_22458_lociStitched	chr20(.):60309746-60310725	1.0051
5_MACS_peak_22459_lociStitched	chr20(.):60311761-60317066	0.9238
1_MACS_peak_22464_lociStitched	chr20(.):60318275-60319201	0.9774
1_MACS_peak_22465_lociStitched	chr20(.):60322018-60322330	0.8188
4_MACS_peak_22466_lociStitched	chr20(.):60334290-60340557	0.893
2_MACS_peak_22470_lociStitched	chr20(.):60341586-60343018	0.8715
2_MACS_peak_22472_lociStitched	chr20(.):60344046-60345256	0.7599
1_MACS_peak_22474_lociStitched	chr20(.):60347903-60348590	0.9593
2_MACS_peak_22475_lociStitched	chr20(.):60353857-60354579	0.8573
2_MACS_peak_22477_lociStitched	chr20(.):60357781-60360386	0.7507
1_MACS_peak_22479_lociStitched	chr20(.):60362956-60363314	0.6431
7_MACS_peak_22480_lociStitched	chr20(.):60372389-60392546	1.1697
1_MACS_peak_22487_lociStitched	chr20(.):60393935-60396165	1.1955
1_MACS_peak_22488_lociStitched	chr20(.):60401143-60401890	0.7935
3_MACS_peak_22489_lociStitched	chr20(.):60403089-60407411	1.1198
2_MACS_peak_22492_lociStitched	chr20(.):60409176-60411239	0.8319
1_MACS_peak_22494_lociStitched	chr20(.):60412903-60413229	0.5731
1_MACS_peak_22495_lociStitched	chr20(.):60415260-60415860	0.7167
5_MACS_peak_22496_lociStitched	chr20(.):60419184-60428023	0.9851
5_MACS_peak_22501_lociStitched	chr20(.):60431876-60437775	0.9719
1_MACS_peak_22506_lociStitched	chr20(.):60442918-60443936	0.9565
2_MACS_peak_22507_lociStitched	chr20(.):60445156-60445908	0.9002
11_MACS_peak_22509_lociStitched	chr20(.):60447063-60464054	1.0885
6_MACS_peak_22520_lociStitched	chr20(.):60468892-60487290	1.2389
6_MACS_peak_22526_lociStitched	chr20(.):60488618-60494104	0.9408
11_MACS_peak_22532_lociStitched	chr20(.):60497419-60515303	0.9976
3_MACS_peak_22543_lociStitched	chr20(.):60528326-60530198	0.7094
9_MACS_peak_22546_lociStitched	chr20(.):60532230-60538495	0.8094
1_MACS_peak_22555_lociStitched	chr20(.):60562458-60562808	0.7607
1_MACS_peak_22556_lociStitched	chr20(.):60643632-60644057	0.7579
1_MACS_peak_22557_lociStitched	chr20(.):60654690-60655480	0.881
6_MACS_peak_22558_lociStitched	chr20(.):60656827-60662734	0.9453
1_MACS_peak_22564_lociStitched	chr20(.):60665549-60669411	1.0757
6_MACS_peak_22565_lociStitched	chr20(.):60672400-60678897	0.9532
1_MACS_peak_22571_lociStitched	chr20(.):60680723-60681125	0.8171
6_MACS_peak_22572_lociStitched	chr20(.):60687829-60695855	0.9923
3_MACS_peak_22578_lociStitched	chr20(.):60783660-60804321	1.6276
3_MACS_peak_22581_lociStitched	chr20(.):60805489-60811871	1.2969
2_MACS_peak_22584_lociStitched	chr20(.):60942569-60944640	1.164
8_MACS_peak_22586_lociStitched	chr20(.):60983189-61072388	2.0604
4_MACS_peak_22594_lociStitched	chr20(.):61074408-61083802	1.1706
1_MACS_peak_22598_lociStitched	chr20(.):61085921-61091456	2.2363
8_MACS_peak_22599_lociStitched	chr20(.):61141406-61213401	1.9044
3_MACS_peak_22607_lociStitched	chr20(.):61263457-61270517	1.1396
1_MACS_peak_22610_lociStitched	chr20(.):61308771-61309072	0.6453
1_MACS_peak_22611_lociStitched	chr20(.):61313173-61313803	0.78
7_MACS_peak_22612_lociStitched	chr20(.):61315822-61371858	1.8087
12_MACS_peak_22619_lociStitched	chr20(.):61374401-61424838	1.818
1_MACS_peak_22631_lociStitched	chr20(.):61434428-61434902	0.812
2_MACS_peak_22632_lociStitched	chr20(.):61445745-61455354	1.8915
9_MACS_peak_22634_lociStitched	chr20(.):61456488-61471607	1.3452
1_MACS_peak_22643_lociStitched	chr20(.):61497935-61498523	0.8236
1_MACS_peak_22644_lociStitched	chr20(.):61501529-61501930	0.783
1_MACS_peak_22645_lociStitched	chr20(.):61503854-61504305	0.7541
9_MACS_peak_22646_lociStitched	chr20(.):61584687-61640685	1.7761
1_MACS_peak_22655_lociStitched	chr20(.):61646083-61650278	1.1715
13_MACS_peak_22656_lociStitched	chr20(.):61652108-61702656	1.4183
2_MACS_peak_22669_lociStitched	chr20(.):61704223-61705554	0.8874
1_MACS_peak_22671_lociStitched	chr20(.):61711202-61711774	0.6715
4_MACS_peak_22672_lociStitched	chr20(.):61713554-61730642	1.5065
2_MACS_peak_22676_lociStitched	chr20(.):61732211-61733395	0.6547
3_MACS_peak_22678_lociStitched	chr20(.):61736097-61740229	0.9988
1_MACS_peak_22681_lociStitched	chr20(.):61742428-61742758	0.8767
1_MACS_peak_22682_lociStitched	chr20(.):61743834-61744591	0.7522
6_MACS_peak_22683_lociStitched	chr20(.):61745669-61765788	1.215
3_MACS_peak_22689_lociStitched	chr20(.):61769443-61774914	1.1817
1_MACS_peak_22692_lociStitched	chr20(.):61776437-61777050	0.7938
9_MACS_peak_22693_lociStitched	chr20(.):61779555-61815027	1.2479
1_MACS_peak_22702_lociStitched	chr20(.):61816112-61816875	0.8635
2_MACS_peak_22703_lociStitched	chr20(.):61850341-61901379	1.9771
3_MACS_peak_22705_lociStitched	chr20(.):61922469-61931796	1.6309
1_MACS_peak_22708_lociStitched	chr20(.):61933555-61934205	0.6693
1_MACS_peak_22709_lociStitched	chr20(.):61937387-61956617	1.6681
5_MACS_peak_22710_lociStitched	chr20(.):61957624-61970968	1.0884
1_MACS_peak_22715_lociStitched	chr20(.):61972234-61981265	1.7464
1_MACS_peak_22716_lociStitched	chr20(.):61983152-61983516	0.9706
8_MACS_peak_22717_lociStitched	chr20(.):61985349-62016345	1.4466
1_MACS_peak_22725_lociStitched	chr20(.):62017611-62018096	0.9325
1_MACS_peak_22726_lociStitched	chr20(.):62019809-62020169	0.6461
6_MACS_peak_22727_lociStitched	chr20(.):62021219-62062756	1.6172
10_MACS_peak_22733_lociStitched	chr20(.):62064400-62123091	1.5955
8_MACS_peak_22743_lociStitched	chr20(.):62124240-62151742	1.3549
3_MACS_peak_22751_lociStitched	chr20(.):62159479-62166475	1.2222
4_MACS_peak_22754_lociStitched	chr20(.):62170118-62188627	1.9837
4_MACS_peak_22758_lociStitched	chr20(.):62206931-62215858	1.2818
2_MACS_peak_22762_lociStitched	chr20(.):62271368-62272579	0.7718
4_MACS_peak_22764_lociStitched	chr20(.):62274044-62287501	1.5145
2_MACS_peak_22768_lociStitched	chr20(.):62378996-62382328	1.144
9_MACS_peak_22770_lociStitched	chr20(.):62383803-62405309	1.2552
7_MACS_peak_22779_lociStitched	chr20(.):62406635-62416377	1.01
1_MACS_peak_22786_lociStitched	chr20(.):62418274-62427813	1.235
5_MACS_peak_22787_lociStitched	chr20(.):62430100-62440113	1.0292
3_MACS_peak_22792_lociStitched	chr20(.):62441546-62444570	1.0476
3_MACS_peak_22795_lociStitched	chr20(.):62447950-62461725	1.4703
5_MACS_peak_22798_lociStitched	chr20(.):62463147-62481047	1.4128
1_MACS_peak_22803_lociStitched	chr20(.):62482729-62483177	0.9727
2_MACS_peak_22804_lociStitched	chr20(.):62488110-62490825	0.9818
1_MACS_peak_22806_lociStitched	chr20(.):62601534-62601949	0.9982
6_MACS_peak_22807_lociStitched	chr20(.):62667696-62692514	1.5308
2_MACS_peak_22813_lociStitched	chr20(.):62710434-62724849	1.5553
9_MACS_peak_22815_lociStitched	chr20(.):62726699-62756457	1.7729
1_MACS_peak_22824_lociStitched	chr20(.):62758331-62758741	0.4669
1_MACS_peak_22825_lociStitched	chr20(.):62759874-62763050	1.1364
1_MACS_peak_22826_lociStitched	chr20(.):62766673-62767120	0.7444
5_MACS_peak_22827_lociStitched	chr20(.):62768422-62777171	1.2126
5_MACS_peak_22832_lociStitched	chr20(.):62778883-62789086	1.1584
19_MACS_peak_22837_lociStitched	chr20(.):62790848-62866298	1.4047
3_MACS_peak_22856_lociStitched	chr20(.):62867873-62880556	1.2158
1_MACS_peak_22859_lociStitched	chr20(.):62921585-62924031	0.931
4_MACS_peak_22860_lociStitched	chr20(.):62946960-62954650	1.0432
4_MACS_peak_22864_lociStitched	chr20(.):62957778-62963486	0.9252
1_MACS_peak_22868_lociStitched	chr21(.):9646143-9647041	1.0049
1_MACS_peak_22872_lociStitched	chr21(.):9708833-9709643	1.1036
1_MACS_peak_22874_lociStitched	chr21(.):9878162-9878570	0.72
3_MACS_peak_22875_lociStitched	chr21(.):9906485-9909328	0.9165
1_MACS_peak_22878_lociStitched	chr21(.):9954419-9955402	1.5727
2_MACS_peak_22879_lociStitched	chr21(.):10159278-10163048	0.9778
1_MACS_peak_22881_lociStitched	chr21(.):10180027-10181110	0.7212
1_MACS_peak_22882_lociStitched	chr21(.):11098158-11099733	1.0735
1_MACS_peak_22883_lociStitched	chr21(.):11109662-11111190	1.0031
1_MACS_peak_22884_lociStitched	chr21(.):11129238-11133290	1.1329
1_MACS_peak_22885_lociStitched	chr21(.):11134638-11136283	1.079
1_MACS_peak_22886_lociStitched	chr21(.):18404063-18404341	1.1326
1_MACS_peak_22887_lociStitched	chr21(.):24249809-24250228	0.8684
2_MACS_peak_22888_lociStitched	chr21(.):28218119-28219081	0.6466
1_MACS_peak_22890_lociStitched	chr21(.):33142876-33143361	0.8998
2_MACS_peak_22891_lociStitched	chr21(.):33146357-33148689	1.0422
1_MACS_peak_22893_lociStitched	chr21(.):33149958-33150758	0.6551
1_MACS_peak_22894_lociStitched	chr21(.):33783426-33786098	1.2308
3_MACS_peak_22895_lociStitched	chr21(.):34391677-34401788	1.8813
1_MACS_peak_22898_lociStitched	chr21(.):34482189-34482974	0.9104
1_MACS_peak_22899_lociStitched	chr21(.):36041274-36043431	0.9854
1_MACS_peak_22900_lociStitched	chr21(.):36418136-36418790	0.9482
1_MACS_peak_22901_lociStitched	chr21(.):36425030-36425704	0.8505
1_MACS_peak_22902_lociStitched	chr21(.):36430297-36431013	0.8945
1_MACS_peak_22903_lociStitched	chr21(.):36592310-36593157	0.8126
1_MACS_peak_22904_lociStitched	chr21(.):36595342-36599036	1.2656
1_MACS_peak_22905_lociStitched	chr21(.):36610118-36610691	0.8823
1_MACS_peak_22906_lociStitched	chr21(.):36720754-36721153	1.6881
3_MACS_peak_22907_lociStitched	chr21(.):38064710-38070694	1.0837
1_MACS_peak_22910_lociStitched	chr21(.):38071905-38082067	1.6516
1_MACS_peak_22911_lociStitched	chr21(.):38101150-38101856	0.7197
1_MACS_peak_22912_lociStitched	chr21(.):38103622-38104712	0.9779
2_MACS_peak_22913_lociStitched	chr21(.):40122651-40125015	0.959
2_MACS_peak_22915_lociStitched	chr21(.):40134441-40138689	1.2879
2_MACS_peak_22917_lociStitched	chr21(.):40140123-40148976	1.3546
2_MACS_peak_22919_lociStitched	chr21(.):40175951-40178751	0.9064
1_MACS_peak_22921_lociStitched	chr21(.):40235987-40236411	0.6507
1_MACS_peak_22922_lociStitched	chr21(.):40318343-40318778	0.6214
1_MACS_peak_22923_lociStitched	chr21(.):40357288-40357667	0.877
1_MACS_peak_22924_lociStitched	chr21(.):40360550-40362257	1.2457
4_MACS_peak_22925_lociStitched	chr21(.):40390476-40395245	0.9162
1_MACS_peak_22929_lociStitched	chr21(.):40454802-40455440	0.9108
2_MACS_peak_22930_lociStitched	chr21(.):40479282-40480725	0.6392
1_MACS_peak_22932_lociStitched	chr21(.):42509282-42509815	0.8836
1_MACS_peak_22933_lociStitched	chr21(.):42514144-42515393	1.0393
1_MACS_peak_22934_lociStitched	chr21(.):42735269-42735910	0.6667
2_MACS_peak_22935_lociStitched	chr21(.):42740116-42742525	0.9774
1_MACS_peak_22937_lociStitched	chr21(.):42840610-42841116	0.7443
2_MACS_peak_22938_lociStitched	chr21(.):42877642-42881546	1.4037
1_MACS_peak_22940_lociStitched	chr21(.):42908013-42908909	0.7769
1_MACS_peak_22941_lociStitched	chr21(.):42910376-42910875	0.7076
1_MACS_peak_22942_lociStitched	chr21(.):42934307-42935360	0.9719
7_MACS_peak_22943_lociStitched	chr21(.):43019060-43028156	0.9567
1_MACS_peak_22950_lociStitched	chr21(.):43032976-43035290	1.1413
1_MACS_peak_22951_lociStitched	chr21(.):43036505-43037048	0.8378
2_MACS_peak_22952_lociStitched	chr21(.):43040210-43044966	1.4445
2_MACS_peak_22954_lociStitched	chr21(.):43046243-43048263	0.6841
2_MACS_peak_22956_lociStitched	chr21(.):43050270-43052019	1.1445
1_MACS_peak_22958_lociStitched	chr21(.):43053022-43053693	0.8346
4_MACS_peak_22959_lociStitched	chr21(.):43055104-43058687	0.7877
1_MACS_peak_22963_lociStitched	chr21(.):43070430-43071544	0.9105
7_MACS_peak_22964_lociStitched	chr21(.):43076140-43092781	1.2531
7_MACS_peak_22971_lociStitched	chr21(.):43098418-43114306	1.2216
5_MACS_peak_22978_lociStitched	chr21(.):43116309-43120557	0.8822
1_MACS_peak_22983_lociStitched	chr21(.):43121851-43122748	1.089
6_MACS_peak_22984_lociStitched	chr21(.):43130228-43151071	1.4963
3_MACS_peak_22990_lociStitched	chr21(.):43153151-43158639	1.0206
4_MACS_peak_22993_lociStitched	chr21(.):43159689-43177998	1.4758
6_MACS_peak_22997_lociStitched	chr21(.):43179547-43196379	1.363
1_MACS_peak_23003_lociStitched	chr21(.):43198166-43198530	0.6466
1_MACS_peak_23004_lociStitched	chr21(.):43379265-43379678	0.5799
3_MACS_peak_23005_lociStitched	chr21(.):43381090-43385533	0.955
2_MACS_peak_23008_lociStitched	chr21(.):43544194-43548186	1.3557
1_MACS_peak_23010_lociStitched	chr21(.):43555723-43556202	0.7573
1_MACS_peak_23011_lociStitched	chr21(.):43562093-43562672	0.69
6_MACS_peak_23012_lociStitched	chr21(.):43565676-43580493	1.5886
1_MACS_peak_23018_lociStitched	chr21(.):43633185-43633769	0.7606
2_MACS_peak_23019_lociStitched	chr21(.):43637196-43640178	1.2009
1_MACS_peak_23021_lociStitched	chr21(.):43657105-43657692	0.8538
1_MACS_peak_23022_lociStitched	chr21(.):43673871-43674439	0.697
3_MACS_peak_23023_lociStitched	chr21(.):43681482-43685664	1.0802
2_MACS_peak_23026_lociStitched	chr21(.):43698744-43703398	0.9463
1_MACS_peak_23028_lociStitched	chr21(.):43706548-43708030	1.0355
7_MACS_peak_23029_lociStitched	chr21(.):43717241-43745729	1.6985
