REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
2_MACS_peak_25305_lociStitched	chr4	8666679	8667571	2	883	672.2112000000001	37.464000000000006
1_MACS_peak_4814_lociStitched	chr1	249156291	249157182	1	892	703.1772	195.129
2_MACS_peak_7109_lociStitched	chr11	69359626	69360517	2	694	580.3083	57.8259
1_MACS_peak_22673_lociStitched	chr22	43165475	43166366	1	892	673.5069	87.318
1_MACS_peak_23619_lociStitched	chr22	50529363	50530254	1	892	778.1102999999999	36.531
1_MACS_peak_23618_lociStitched	chr22	50525928	50526818	1	891	668.212	92.649
1_MACS_peak_24300_lociStitched	chr3	184379916	184380806	1	891	770.829	108.75800000000001
1_MACS_peak_29241_lociStitched	chr8	143185466	143186356	1	891	669.28	38.359
2_MACS_peak_4907_lociStitched	chr10	48130639	48131528	2	801	418.2745	42.0497
2_MACS_peak_4910_lociStitched	chr10	48138886	48139775	2	875	567.2709	34.048700000000004
1_MACS_peak_8412_lociStitched	chr12	53732054	53732943	1	890	699.3763	124.1044
1_MACS_peak_16020_lociStitched	chr19	14405148	14406037	1	890	704.0880000000001	65.786
1_MACS_peak_8897_lociStitched	chr14	104008201	104009089	1	889	757.1088	49.0176
2_MACS_peak_9672_lociStitched	chr15	96909167	96910055	2	808	559.2624000000001	32.2344
2_MACS_peak_19477_lociStitched	chr2	242970521	242971409	2	707	437.6952	81.42960000000001
1_MACS_peak_21866_lociStitched	chr22	21319495	21320383	1	889	948.9168	75.7464
2_MACS_peak_4964_lociStitched	chr10	71483925	71484812	2	778	590.9194	55.703599999999994
1_MACS_peak_12998_lociStitched	chr17	62774927	62775814	1	888	837.5054	33.6173
2_MACS_peak_23762_lociStitched	chr3	13574624	13575511	2	706	706.6728999999999	89.587
1_MACS_peak_3992_lociStitched	chr1	37261267	37262153	1	887	887.2404	66.8044
1_MACS_peak_4346_lociStitched	chr1	156336878	156337764	1	887	663.5254	141.76
2_MACS_peak_17748_lociStitched	chr19	46954670	46955556	2	820	617.8078	57.767199999999995
1_MACS_peak_25786_lociStitched	chr5	140800762	140801648	1	887	815.2972	114.6484
1_MACS_peak_30060_lociStitched	chr9	132249766	132250652	1	887	914.9721999999999	111.37020000000001
1_MACS_peak_6327_lociStitched	chr11	35441139	35442024	1	886	673.0424999999999	25.488
1_MACS_peak_20091_lociStitched	chr20	56349242	56350127	1	886	671.2724999999999	74.871
1_MACS_peak_26098_lociStitched	chr6	3158005	3158890	1	886	756.852	70.3575
2_MACS_peak_27164_lociStitched	chr7	73305520	73306405	2	880	696.9375	81.33149999999999
2_MACS_peak_29488_lociStitched	chr8	144239722	144240607	2	818	740.4795	57.879
1_MACS_peak_15235_lociStitched	chr19	6067431	6068315	1	885	641.4304	167.1644
1_MACS_peak_25304_lociStitched	chr4	8657059	8657943	1	885	870.298	35.4484
1_MACS_peak_25426_lociStitched	chr4	13538808	13539692	1	885	686.0724	80.2672
2_MACS_peak_31463_lociStitched	chr9	138525988	138526872	2	721	420.8724	28.1112
1_MACS_peak_141_lociStitched	chr1	1535816	1536699	1	884	980.9247	91.21390000000001
2_MACS_peak_17338_lociStitched	chr19	42231093	42231975	2	715	671.7312000000001	68.355
2_MACS_peak_19736_lociStitched	chr20	35034788	35035670	2	713	708.2460000000001	89.7876
1_MACS_peak_17259_lociStitched	chr19	41675509	41676390	1	882	939.4103	60.4366
1_MACS_peak_22486_lociStitched	chr22	39746235	39747115	1	881	1229.8	78.75999999999999
2_MACS_peak_8543_lociStitched	chr12	113492571	113493450	2	652	599.0385	32.2593
2_MACS_peak_11121_lociStitched	chr16	89698191	89699070	2	870	754.8852	24.084600000000002
2_MACS_peak_27932_lociStitched	chr7	155256213	155257092	2	795	554.3853	23.5572
2_MACS_peak_30482_lociStitched	chr9	135130681	135131560	2	783	750.2265	84.5598
2_MACS_peak_9131_lociStitched	chr14	106229146	106230024	2	860	598.6204	16.243
1_MACS_peak_10243_lociStitched	chr16	5010491	5011369	1	879	803.4578	68.045
1_MACS_peak_16709_lociStitched	chr19	34281784	34282661	1	878	636.1758000000001	53.497
2_MACS_peak_19461_lociStitched	chr2	242762618	242763495	2	618	567.9452	19.6448
1_MACS_peak_24490_lociStitched	chr4	3443194	3444071	1	878	757.5526	48.147299999999994
1_MACS_peak_1459_lociStitched	chr1	8306136	8307012	1	877	667.4244	75.5988
1_MACS_peak_6513_lociStitched	chr11	61410867	61411743	1	877	793.5684	95.22120000000001
2_MACS_peak_12392_lociStitched	chr17	41502215	41503091	2	817	656.2116	73.0584
2_MACS_peak_14278_lociStitched	chr17	80984180	80985054	2	860	522.4772	58.55800000000001
1_MACS_peak_19223_lociStitched	chr2	218812196	218813070	1	875	680.846	118.0774
1_MACS_peak_24327_lociStitched	chr3	193847184	193848058	1	875	877.2338000000001	164.1372
1_MACS_peak_8017_lociStitched	chr12	3186858	3187731	1	874	662.9562	66.2607
1_MACS_peak_14773_lociStitched	chr19	3241662	3242535	1	874	900.7614000000001	128.15640000000002
1_MACS_peak_15314_lociStitched	chr19	6635215	6636088	1	874	811.5408	100.5696
2_MACS_peak_16611_lociStitched	chr19	30243142	30244015	2	749	668.8926	54.737100000000005
1_MACS_peak_28931_lociStitched	chr8	86821732	86822605	1	874	641.655	308.5182
2_MACS_peak_20081_lociStitched	chr20	56283332	56284204	2	838	803.6351999999999	58.2496
1_MACS_peak_25737_lociStitched	chr5	92947319	92948191	1	873	697.6872000000001	92.25760000000001
1_MACS_peak_28869_lociStitched	chr8	41510583	41511455	1	873	719.0512	59.4704
1_MACS_peak_29112_lociStitched	chr8	142604965	142605837	1	873	758.5528	29.909599999999998
1_MACS_peak_22026_lociStitched	chr22	25326675	25327546	1	872	658.9986	43.8984
1_MACS_peak_23742_lociStitched	chr3	13323255	13324126	1	872	871.2613	44.0726
2_MACS_peak_12341_lociStitched	chr17	39749869	39750739	2	660	577.854	72.906
2_MACS_peak_25980_lociStitched	chr5	177410861	177411731	2	757	823.629	50.982
1_MACS_peak_3779_lociStitched	chr1	30945247	30946116	1	870	782.6214	77.6886
1_MACS_peak_5557_lociStitched	chr10	134211617	134212486	1	870	595.3519	72.4746
2_MACS_peak_7168_lociStitched	chr11	69607429	69608298	2	783	705.7149000000001	57.440900000000006
1_MACS_peak_27863_lociStitched	chr7	155038223	155039092	1	870	663.8291	42.7548
1_MACS_peak_8009_lociStitched	chr12	2163319	2164187	1	869	779.2904000000001	32.2896
1_MACS_peak_8142_lociStitched	chr12	6426637	6427505	1	869	693.966	31.3348
1_MACS_peak_7532_lociStitched	chr11	71258545	71259412	1	868	742.3254	67.0191
1_MACS_peak_11205_lociStitched	chr17	176521	177388	1	868	623.9799	50.1993
1_MACS_peak_24329_lociStitched	chr3	193921824	193922691	1	868	740.9382	123.11399999999999
1_MACS_peak_31076_lociStitched	chr9	137541998	137542864	1	867	710.8994	53.5188
2_MACS_peak_804_lociStitched	chr1	4033171	4034036	2	746	591.314	64.00999999999999
1_MACS_peak_14460_lociStitched	chr19	452844	453709	1	866	754.1935	55.879000000000005
1_MACS_peak_9598_lociStitched	chr15	79236544	79237408	1	865	771.12	121.9968
1_MACS_peak_15155_lociStitched	chr19	5542084	5542948	1	865	712.5408	129.168
1_MACS_peak_18877_lociStitched	chr2	26726810	26727674	1	865	686.7936000000001	50.371199999999995
1_MACS_peak_7294_lociStitched	chr11	70007277	70008140	1	864	572.4279	23.301
1_MACS_peak_12589_lociStitched	chr17	43819399	43820262	1	864	779.8931	59.115500000000004
1_MACS_peak_28097_lociStitched	chr7	156298491	156299354	1	864	706.3655	61.6182
1_MACS_peak_7462_lociStitched	chr11	70891390	70892252	1	863	656.2406	31.290599999999998
2_MACS_peak_12334_lociStitched	chr17	39739927	39740789	2	785	592.7112	47.9272
1_MACS_peak_15694_lociStitched	chr19	10131690	10132552	1	863	923.4605999999999	96.8026
1_MACS_peak_10981_lociStitched	chr16	88233655	88234516	1	862	876.4119000000001	24.108
2_MACS_peak_28503_lociStitched	chr8	1817325	1818186	2	789	588.7518	48.6465
1_MACS_peak_29858_lociStitched	chr9	124461935	124462796	1	862	944.0865	132.1635
1_MACS_peak_289_lociStitched	chr1	2157872	2158732	1	861	961.8240000000001	25.8
1_MACS_peak_1272_lociStitched	chr1	7361168	7362028	1	861	816.57	48.934
1_MACS_peak_12144_lociStitched	chr17	29249304	29250163	1	860	931.0701	28.2611
1_MACS_peak_18960_lociStitched	chr2	47092773	47093632	1	860	801.1034	136.32330000000002
1_MACS_peak_28230_lociStitched	chr7	157592380	157593239	1	860	600.4409999999999	58.412000000000006
2_MACS_peak_3612_lociStitched	chr1	30153371	30154229	2	853	631.4879999999999	61.5186
1_MACS_peak_26361_lociStitched	chr6	33963336	33964194	1	859	667.4382	72.93
1_MACS_peak_18396_lociStitched	chr19	51207060	51207916	1	857	593.2936000000001	40.1464
1_MACS_peak_20997_lociStitched	chr21	33784135	33784991	1	857	818.8496	45.1112
1_MACS_peak_27708_lociStitched	chr7	150498075	150498931	1	857	658.4352	82.5184
2_MACS_peak_1530_lociStitched	chr1	9328220	9329075	2	834	577.296	29.326499999999996
1_MACS_peak_8480_lociStitched	chr12	57520267	57521122	1	856	870.9884999999999	87.21
2_MACS_peak_17261_lociStitched	chr19	41680156	41681011	2	794	563.103	76.86449999999999
1_MACS_peak_24138_lociStitched	chr3	50711315	50712170	1	856	1050.3674999999998	154.071
1_MACS_peak_23961_lociStitched	chr3	48612741	48613595	1	855	851.3526	50.812999999999995
1_MACS_peak_27931_lociStitched	chr7	155253798	155254652	1	855	611.2078	60.7194
1_MACS_peak_25951_lociStitched	chr5	176315265	176316117	1	853	640.5336	31.268400000000003
2_MACS_peak_14706_lociStitched	chr19	3067574	3068425	2	663	641.9943999999999	26.040599999999998
1_MACS_peak_20979_lociStitched	chr21	9708903	9709754	1	852	759.943	192.5813
2_MACS_peak_24648_lociStitched	chr4	3852453	3853304	2	844	541.0658000000001	66.8886
1_MACS_peak_29145_lociStitched	chr8	142672451	142673302	1	852	686.1613	49.187799999999996
1_MACS_peak_30217_lociStitched	chr9	133232887	133233738	1	852	894.0606	41.4437
2_MACS_peak_12852_lociStitched	chr17	48104956	48105806	2	799	560.83	86.785
1_MACS_peak_29139_lociStitched	chr8	142655642	142656492	1	851	642.345	53.379999999999995
1_MACS_peak_3424_lociStitched	chr1	26233076	26233925	1	850	658.4843999999999	165.4701
2_MACS_peak_28949_lociStitched	chr8	98773770	98774619	2	762	608.6481	15.197099999999999
1_MACS_peak_4664_lociStitched	chr1	205503000	205503848	1	849	513.7184	100.5728
1_MACS_peak_21673_lociStitched	chr22	18837505	18838353	1	849	556.3728	58.851200000000006
2_MACS_peak_24705_lociStitched	chr4	6025087	6025935	2	778	633.7951999999999	59.78399999999999
1_MACS_peak_26530_lociStitched	chr6	44264774	44265622	1	849	619.6336	38.583999999999996
1_MACS_peak_4101_lociStitched	chr1	37787219	37788066	1	848	718.7642000000001	59.713499999999996
1_MACS_peak_4127_lociStitched	chr1	38469960	38470807	1	848	668.1135999999999	161.52290000000002
1_MACS_peak_5400_lociStitched	chr10	105614248	105615095	1	848	730.1987	102.6564
1_MACS_peak_17442_lociStitched	chr19	42563366	42564212	1	847	749.1329999999999	128.50740000000002
1_MACS_peak_4318_lociStitched	chr1	155084396	155085241	1	846	906.347	136.4675
1_MACS_peak_14538_lociStitched	chr19	1267081	1267926	1	846	915.2194999999999	274.794
1_MACS_peak_22002_lociStitched	chr22	24646958	24647803	1	846	557.5310000000001	53.6575
1_MACS_peak_23913_lociStitched	chr3	46733344	46734189	1	846	743.093	88.556
1_MACS_peak_28089_lociStitched	chr7	155996085	155996930	1	846	761.683	111.7935
1_MACS_peak_9625_lociStitched	chr15	85055116	85055960	1	845	528.0908000000001	165.5928
1_MACS_peak_11788_lociStitched	chr17	7819791	7820635	1	845	668.1104	89.886
1_MACS_peak_19432_lociStitched	chr2	241872298	241873142	1	845	689.8012	20.1716
1_MACS_peak_21607_lociStitched	chr21	47427173	47428017	1	845	664.9876	75.6224
1_MACS_peak_26018_lociStitched	chr5	179821497	179822341	1	845	751.9196000000001	13.4196
1_MACS_peak_10990_lociStitched	chr16	88270536	88271379	1	844	515.6631	51.0015
1_MACS_peak_28888_lociStitched	chr8	68306513	68307356	1	844	827.9946	89.1894
2_MACS_peak_16200_lociStitched	chr19	16869230	16870072	2	659	530.2916	42.6894
2_MACS_peak_25537_lociStitched	chr5	374367	375209	2	733	743.8227999999999	25.933600000000002
1_MACS_peak_4233_lociStitched	chr1	142892167	142893008	1	842	596.6895000000001	258.6075
1_MACS_peak_4336_lociStitched	chr1	156045297	156046138	1	842	683.4807	131.70059999999998
1_MACS_peak_15241_lociStitched	chr19	6092695	6093536	1	842	621.0785000000001	71.1486
1_MACS_peak_15324_lociStitched	chr19	6669327	6670168	1	842	659.9327	153.73479999999998
2_MACS_peak_27947_lociStitched	chr7	155289290	155290131	2	660	577.767	85.4456
1_MACS_peak_28193_lociStitched	chr7	157453441	157454282	1	842	654.7185	106.2183
1_MACS_peak_29311_lociStitched	chr8	143555972	143556813	1	842	702.9078	38.0973
1_MACS_peak_29656_lociStitched	chr8	145179100	145179941	1	842	675.1547999999999	115.88980000000001
2_MACS_peak_30597_lociStitched	chr9	135659869	135660710	2	817	615.7801999999999	41.293099999999995
1_MACS_peak_11353_lociStitched	chr17	1108374	1109214	1	841	667.38	106.26
1_MACS_peak_25991_lociStitched	chr5	177707055	177707895	1	841	672.42	109.11599999999999
1_MACS_peak_4467_lociStitched	chr1	172711980	172712819	1	840	697.4607000000001	200.85660000000001
1_MACS_peak_17225_lociStitched	chr19	41442246	41443085	1	840	751.6601	59.4851
1_MACS_peak_18685_lociStitched	chr19	56071091	56071930	1	840	641.4155	56.29690000000001
1_MACS_peak_19867_lociStitched	chr20	44930813	44931652	1	840	667.1728	36.999900000000004
1_MACS_peak_30091_lociStitched	chr9	132387255	132388094	1	840	633.2772	119.8931
1_MACS_peak_209_lociStitched	chr1	1983035	1983872	1	838	616.2831	42.435900000000004
1_MACS_peak_15776_lociStitched	chr19	11499109	11499946	1	838	640.1376	47.6253
1_MACS_peak_25466_lociStitched	chr4	55433686	55434523	1	838	666.5868	171.16649999999998
1_MACS_peak_7735_lociStitched	chr11	118008395	118009231	1	837	567.1424	114.53200000000001
1_MACS_peak_9979_lociStitched	chr16	2040428	2041264	1	837	663.784	75.5744
2_MACS_peak_17006_lociStitched	chr19	38920024	38920860	2	717	619.3088	67.5488
1_MACS_peak_17437_lociStitched	chr19	42534392	42535228	1	837	665.9576	42.7196
1_MACS_peak_29396_lociStitched	chr8	143784245	143785081	1	837	655.006	86.526
1_MACS_peak_9725_lociStitched	chr16	413293	414128	1	836	686.9544999999999	64.295
2_MACS_peak_11246_lociStitched	chr17	630470	631305	2	771	525.048	72.979
2_MACS_peak_2509_lociStitched	chr1	18624273	18625107	2	694	562.7832	19.7658
1_MACS_peak_2563_lociStitched	chr1	18896253	18897087	1	835	754.5197999999999	85.8186
1_MACS_peak_6834_lociStitched	chr11	66126777	66127611	1	835	691.6362	109.0872
1_MACS_peak_18947_lociStitched	chr2	30143583	30144417	1	835	806.3112	85.5684
1_MACS_peak_5430_lociStitched	chr10	118500836	118501669	1	834	921.7978	39.151
1_MACS_peak_29179_lociStitched	chr8	142847676	142848509	1	834	674.8133	40.817
1_MACS_peak_1526_lociStitched	chr1	9269147	9269979	1	833	721.344	65.5616
2_MACS_peak_1008_lociStitched	chr1	5793363	5794194	2	684	589.0959	66.3969
1_MACS_peak_13898_lociStitched	chr17	77623384	77624215	1	832	526.6047	18.4482
2_MACS_peak_26643_lociStitched	chr6	170597491	170598322	2	652	497.85209999999995	37.1457
1_MACS_peak_12145_lociStitched	chr17	29717619	29718449	1	831	688.817	66.317
1_MACS_peak_6929_lociStitched	chr11	66796919	66797748	1	830	641.2315	73.5323
1_MACS_peak_20993_lociStitched	chr21	33143566	33144395	1	830	648.8583	175.4993
1_MACS_peak_30032_lociStitched	chr9	132184610	132185439	1	830	701.1682	87.7911
2_MACS_peak_900_lociStitched	chr1	4688306	4689134	2	714	642.8592	104.4108
1_MACS_peak_21669_lociStitched	chr22	18775000	18775828	1	829	554.76	155.9124
2_MACS_peak_12549_lociStitched	chr17	42982966	42983793	2	739	577.5768	39.0344
1_MACS_peak_15869_lociStitched	chr19	13287221	13288048	1	828	697.2437	59.544
2_MACS_peak_4837_lociStitched	chr10	1453185	1454011	2	808	624.8689999999999	58.150400000000005
1_MACS_peak_21063_lociStitched	chr21	43059354	43060180	1	827	656.5874	60.297999999999995
1_MACS_peak_23409_lociStitched	chr22	46542112	46542938	1	827	1212.4028	90.034
1_MACS_peak_17015_lociStitched	chr19	38968704	38969529	1	826	648.615	29.287499999999998
1_MACS_peak_12176_lociStitched	chr17	34811418	34812242	1	825	560.8144	119.56240000000001
1_MACS_peak_19666_lociStitched	chr20	31689778	31690602	1	825	665.6272	69.9576
1_MACS_peak_22828_lociStitched	chr22	44314964	44315788	1	825	509.97360000000003	23.2368
1_MACS_peak_7745_lociStitched	chr11	118046369	118047192	1	824	642.763	88.4725
2_MACS_peak_8999_lociStitched	chr14	105322194	105323017	2	671	629.9241999999999	32.179300000000005
2_MACS_peak_10786_lociStitched	chr16	85409547	85410370	2	699	451.1686	8.4769
1_MACS_peak_28091_lociStitched	chr7	156028894	156029717	1	824	696.6695	108.0599
1_MACS_peak_6326_lociStitched	chr11	34403138	34403960	1	823	721.716	85.1592
1_MACS_peak_20242_lociStitched	chr20	57339446	57340268	1	823	617.322	46.3608
1_MACS_peak_26020_lociStitched	chr5	179865604	179866426	1	823	577.6194	47.922599999999996
1_MACS_peak_26840_lociStitched	chr7	1649035	1649857	1	823	588.3054	46.689600000000006
1_MACS_peak_31159_lociStitched	chr9	137788367	137789188	1	822	736.3549	33.0863
1_MACS_peak_4587_lociStitched	chr1	202650430	202651250	1	821	666.8240000000001	113.816
2_MACS_peak_14346_lociStitched	chr18	12929042	12929862	2	804	582.856	57.728
1_MACS_peak_16159_lociStitched	chr19	15667427	15668247	1	821	741.608	120.458
1_MACS_peak_1347_lociStitched	chr1	7572829	7573648	1	820	550.0404	88.452
1_MACS_peak_3829_lociStitched	chr1	31184493	31185312	1	820	577.0674	129.4839
1_MACS_peak_5387_lociStitched	chr10	103590180	103590999	1	820	1074.3642	154.6272
1_MACS_peak_26955_lociStitched	chr7	4941862	4942681	1	820	682.9641	65.8476
1_MACS_peak_25586_lociStitched	chr5	965694	966512	1	819	635.0952	125.80839999999999
2_MACS_peak_2449_lociStitched	chr1	18383716	18384533	2	613	515.4453	72.3862
1_MACS_peak_5369_lociStitched	chr10	102971611	102972428	1	818	707.7670999999999	99.5923
1_MACS_peak_21222_lociStitched	chr21	44251876	44252693	1	818	693.7147	65.7685
1_MACS_peak_21399_lociStitched	chr21	46086177	46086992	1	816	675.2275	51.181999999999995
1_MACS_peak_10886_lociStitched	chr16	86550661	86551475	1	815	701.9122	6.5934
1_MACS_peak_12709_lociStitched	chr17	46718855	46719669	1	815	705.8194	67.3992
1_MACS_peak_12936_lociStitched	chr17	56608388	56609202	1	815	724.2158000000001	101.83139999999999
1_MACS_peak_13301_lociStitched	chr17	72618918	72619732	1	815	612.2094	118.7626
2_MACS_peak_18806_lociStitched	chr2	3716776	3717590	2	780	604.0694	75.295
1_MACS_peak_25865_lociStitched	chr5	176094754	176095568	1	815	796.0106	77.8184
1_MACS_peak_8790_lociStitched	chr14	21537248	21538061	1	814	743.0007	35.9346
1_MACS_peak_16031_lociStitched	chr19	14455547	14456360	1	814	763.7322	66.8286
1_MACS_peak_17833_lociStitched	chr19	47835001	47835814	1	814	844.7882999999999	96.9096
1_MACS_peak_3926_lociStitched	chr1	33390405	33391217	1	813	601.6108	87.9396
1_MACS_peak_12655_lociStitched	chr17	44918206	44919018	1	813	582.9348	105.56
1_MACS_peak_2048_lociStitched	chr1	17080215	17081026	1	812	638.0137	228.29649999999998
1_MACS_peak_3309_lociStitched	chr1	23116983	23117794	1	812	666.3176	51.0119
2_MACS_peak_4990_lociStitched	chr10	71631783	71632594	2	748	650.8275	55.066900000000004
2_MACS_peak_8725_lociStitched	chr13	113780620	113781430	2	765	553.068	39.447
1_MACS_peak_27230_lociStitched	chr7	75903164	75903974	1	811	588.708	81.08099999999999
2_MACS_peak_10679_lociStitched	chr16	85140827	85141636	2	669	544.6188	28.3959
1_MACS_peak_15115_lociStitched	chr19	5433894	5434703	1	810	661.1148000000001	78.7966
1_MACS_peak_17120_lociStitched	chr19	39737145	39737954	1	810	643.964	26.7779
1_MACS_peak_17606_lociStitched	chr19	46156963	46157772	1	810	776.5591	109.2959
1_MACS_peak_28336_lociStitched	chr7	158237639	158238448	1	810	770.5725	131.1389
1_MACS_peak_15186_lociStitched	chr19	5784824	5785632	1	809	567.7008	75.2248
1_MACS_peak_8600_lociStitched	chr13	96296005	96296812	1	808	686.8376999999999	15.8172
2_MACS_peak_8947_lociStitched	chr14	105042551	105043358	2	758	602.6676	8.473500000000001
2_MACS_peak_18778_lociStitched	chr2	590157	590964	2	750	555.1352999999999	46.8867
1_MACS_peak_27566_lociStitched	chr7	101165117	101165924	1	808	625.1021999999999	85.0578
1_MACS_peak_175_lociStitched	chr1	1909626	1910432	1	807	679.6998000000001	56.017
2_MACS_peak_3717_lociStitched	chr1	30707399	30708205	2	695	628.5188	59.482800000000005
1_MACS_peak_19144_lociStitched	chr2	133023036	133023842	1	807	2272.2752	672.9294
1_MACS_peak_19587_lociStitched	chr20	30513425	30514231	1	807	661.4036	81.80900000000001
1_MACS_peak_25080_lociStitched	chr4	7808929	7809735	1	807	664.0634	43.3628
1_MACS_peak_26510_lociStitched	chr6	43476870	43477676	1	807	882.8924	96.4782
