GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
3_MACS_peak_17101_lociStitched	chr17(.):81096312-81103296	1.1349
2_MACS_peak_17104_lociStitched	chr17(.):81108795-81110586	0.9616
4_MACS_peak_17106_lociStitched	chr17(.):81118561-81128875	1.2133
1_MACS_peak_17110_lociStitched	chr17(.):81131624-81132100	0.837
1_MACS_peak_17111_lociStitched	chr17(.):81137521-81138124	1.1162
1_MACS_peak_17112_lociStitched	chr17(.):81158745-81159008	0.5658
1_MACS_peak_17113_lociStitched	chr18(.):78000-78677	0.6717
1_MACS_peak_17114_lociStitched	chr18(.):79752-80045	0.6019
2_MACS_peak_17115_lociStitched	chr18(.):81548-82926	0.7518
1_MACS_peak_17117_lociStitched	chr18(.):83983-84438	0.6141
1_MACS_peak_17118_lociStitched	chr18(.):2846572-2846879	0.8041
2_MACS_peak_17119_lociStitched	chr18(.):3450100-3452885	1.1895
1_MACS_peak_17121_lociStitched	chr18(.):3588723-3589154	0.942
2_MACS_peak_17122_lociStitched	chr18(.):3601861-3604703	1.1684
1_MACS_peak_17124_lociStitched	chr18(.):5891498-5892624	0.9188
1_MACS_peak_17125_lociStitched	chr18(.):5894318-5895228	0.9634
1_MACS_peak_17126_lociStitched	chr18(.):5972815-5973096	0.8006
1_MACS_peak_17127_lociStitched	chr18(.):12253933-12254377	0.797
1_MACS_peak_17128_lociStitched	chr18(.):12306282-12306653	0.7866
1_MACS_peak_17129_lociStitched	chr18(.):12406201-12406926	0.8918
1_MACS_peak_17130_lociStitched	chr18(.):12906580-12907303	0.9558
3_MACS_peak_17131_lociStitched	chr18(.):12909989-12912664	0.659
1_MACS_peak_17134_lociStitched	chr18(.):12917704-12918962	1.1481
3_MACS_peak_17135_lociStitched	chr18(.):12922253-12927479	1.1966
1_MACS_peak_17138_lociStitched	chr18(.):13136617-13137603	1.2718
1_MACS_peak_17139_lociStitched	chr18(.):13216677-13217322	0.9404
1_MACS_peak_17140_lociStitched	chr18(.):13218369-13219259	0.9521
1_MACS_peak_17141_lociStitched	chr18(.):19971588-19972250	0.8218
1_MACS_peak_17142_lociStitched	chr18(.):19973323-19973918	0.6412
1_MACS_peak_17143_lociStitched	chr18(.):21593763-21594435	0.8785
1_MACS_peak_17144_lociStitched	chr18(.):22242383-22242959	0.8189
1_MACS_peak_17145_lociStitched	chr18(.):24235541-24236329	0.9878
1_MACS_peak_17146_lociStitched	chr18(.):34903401-34903769	0.7076
1_MACS_peak_17147_lociStitched	chr18(.):34906015-34906833	0.8261
1_MACS_peak_17148_lociStitched	chr18(.):35066596-35066987	0.7967
1_MACS_peak_17149_lociStitched	chr18(.):35069535-35069996	0.8759
1_MACS_peak_17150_lociStitched	chr18(.):35072095-35072528	0.8117
1_MACS_peak_17151_lociStitched	chr18(.):35082308-35082614	0.8363
1_MACS_peak_17152_lociStitched	chr18(.):37313709-37313877	1.8168
2_MACS_peak_17153_lociStitched	chr18(.):44542053-44557759	1.5784
1_MACS_peak_17155_lociStitched	chr18(.):45934043-45935211	0.9511
1_MACS_peak_17156_lociStitched	chr18(.):45937406-45938991	1.0281
2_MACS_peak_17157_lociStitched	chr18(.):47087049-47088840	1.0527
1_MACS_peak_17159_lociStitched	chr18(.):55108013-55108410	0.6684
1_MACS_peak_17160_lociStitched	chr18(.):55469226-55470252	0.9535
1_MACS_peak_17161_lociStitched	chr18(.):56425400-56425802	0.653
1_MACS_peak_17162_lociStitched	chr18(.):56427027-56427500	1.0269
1_MACS_peak_17163_lociStitched	chr18(.):56485240-56485629	0.6243
1_MACS_peak_17164_lociStitched	chr18(.):56933050-56933404	0.7158
2_MACS_peak_17165_lociStitched	chr18(.):60172219-60172916	0.7352
1_MACS_peak_17167_lociStitched	chr18(.):60174978-60175413	0.7745
1_MACS_peak_17168_lociStitched	chr18(.):75884422-75884762	0.6056
1_MACS_peak_17169_lociStitched	chr18(.):75912105-75912466	0.7448
1_MACS_peak_17170_lociStitched	chr18(.):76262722-76263114	0.5587
1_MACS_peak_17171_lociStitched	chr18(.):76264619-76265116	0.7103
1_MACS_peak_17172_lociStitched	chr18(.):76342397-76342683	0.706
1_MACS_peak_17173_lociStitched	chr18(.):76362123-76362381	0.6725
1_MACS_peak_17174_lociStitched	chr18(.):76367380-76367708	0.7617
1_MACS_peak_17175_lociStitched	chr18(.):76436090-76436400	0.5971
1_MACS_peak_17176_lociStitched	chr18(.):76549995-76550434	1.0188
1_MACS_peak_17177_lociStitched	chr18(.):76582294-76582764	0.8791
2_MACS_peak_17178_lociStitched	chr18(.):76588706-76589898	0.7473
1_MACS_peak_17180_lociStitched	chr18(.):76621752-76622168	0.8249
1_MACS_peak_17181_lociStitched	chr18(.):76626069-76626433	0.8182
1_MACS_peak_17182_lociStitched	chr18(.):76638291-76638723	1.0249
1_MACS_peak_17183_lociStitched	chr18(.):76663300-76663594	0.5575
3_MACS_peak_17184_lociStitched	chr18(.):76701875-76704425	0.6752
1_MACS_peak_17187_lociStitched	chr18(.):76708249-76708614	0.6143
1_MACS_peak_17188_lociStitched	chr18(.):76732151-76732410	0.7384
1_MACS_peak_17189_lociStitched	chr18(.):77154473-77154847	0.7758
1_MACS_peak_17190_lociStitched	chr18(.):77357407-77357788	0.6825
2_MACS_peak_17191_lociStitched	chr18(.):77532329-77533994	0.8855
2_MACS_peak_17193_lociStitched	chr18(.):77539039-77540634	0.7956
1_MACS_peak_17195_lociStitched	chr18(.):77555584-77555975	0.7035
1_MACS_peak_17196_lociStitched	chr18(.):77561291-77561575	0.5414
1_MACS_peak_17197_lociStitched	chr18(.):77590536-77591569	0.6922
1_MACS_peak_17198_lociStitched	chr18(.):77613368-77613787	0.633
10_MACS_peak_17199_lociStitched	chr18(.):77628398-77637620	0.7607
1_MACS_peak_17209_lociStitched	chr18(.):77835243-77835679	0.9887
3_MACS_peak_17210_lociStitched	chr19(.):71488-78161	0.9192
3_MACS_peak_17213_lociStitched	chr19(.):79187-82043	0.5809
2_MACS_peak_17216_lociStitched	chr19(.):193618-196073	0.7251
1_MACS_peak_17218_lociStitched	chr19(.):197133-198432	0.6471
1_MACS_peak_17219_lociStitched	chr19(.):239876-240770	0.8903
1_MACS_peak_17220_lociStitched	chr19(.):275120-281717	1.3456
2_MACS_peak_17221_lociStitched	chr19(.):283465-284718	0.9319
3_MACS_peak_17223_lociStitched	chr19(.):286693-297679	1.2039
1_MACS_peak_17226_lociStitched	chr19(.):304316-304861	0.8581
2_MACS_peak_17227_lociStitched	chr19(.):306202-307994	0.9197
1_MACS_peak_17229_lociStitched	chr19(.):310057-310412	0.6627
1_MACS_peak_17230_lociStitched	chr19(.):312142-312567	0.7224
4_MACS_peak_17231_lociStitched	chr19(.):314436-317204	0.8121
3_MACS_peak_17235_lociStitched	chr19(.):318789-323021	0.8824
12_MACS_peak_17238_lociStitched	chr19(.):324498-339013	0.9816
3_MACS_peak_17250_lociStitched	chr19(.):340609-343568	0.9732
1_MACS_peak_17253_lociStitched	chr19(.):347055-347612	0.661
1_MACS_peak_17254_lociStitched	chr19(.):354433-355937	0.8538
6_MACS_peak_17255_lociStitched	chr19(.):357303-376639	1.3581
3_MACS_peak_17261_lociStitched	chr19(.):378198-391330	1.3845
1_MACS_peak_17264_lociStitched	chr19(.):396911-398215	1.0529
2_MACS_peak_17265_lociStitched	chr19(.):401053-404015	1.1304
5_MACS_peak_17267_lociStitched	chr19(.):405244-425807	1.5154
3_MACS_peak_17272_lociStitched	chr19(.):434578-438668	1.0736
1_MACS_peak_17275_lociStitched	chr19(.):440383-440798	0.7401
3_MACS_peak_17276_lociStitched	chr19(.):444726-449261	1.0894
3_MACS_peak_17279_lociStitched	chr19(.):452692-457681	1.1126
1_MACS_peak_17282_lociStitched	chr19(.):459392-459873	0.7284
1_MACS_peak_17283_lociStitched	chr19(.):462415-462777	0.9238
3_MACS_peak_17284_lociStitched	chr19(.):468111-471185	0.9281
2_MACS_peak_17287_lociStitched	chr19(.):474423-479397	1.2849
3_MACS_peak_17289_lociStitched	chr19(.):483427-487787	1.025
4_MACS_peak_17292_lociStitched	chr19(.):495429-503163	1.1446
1_MACS_peak_17296_lociStitched	chr19(.):505054-505619	0.929
3_MACS_peak_17297_lociStitched	chr19(.):520099-530062	1.3782
8_MACS_peak_17300_lociStitched	chr19(.):544764-560223	1.5928
1_MACS_peak_17308_lociStitched	chr19(.):585486-589733	2.0441
1_MACS_peak_17309_lociStitched	chr19(.):590972-603573	2.1579
4_MACS_peak_17310_lociStitched	chr19(.):607018-612062	0.9858
1_MACS_peak_17314_lociStitched	chr19(.):637248-638142	1.0638
2_MACS_peak_17315_lociStitched	chr19(.):664772-679995	2.0016
15_MACS_peak_17317_lociStitched	chr19(.):681373-793179	2.0767
1_MACS_peak_17332_lociStitched	chr19(.):816980-817476	0.8827
11_MACS_peak_17333_lociStitched	chr19(.):819305-862141	1.7856
3_MACS_peak_17344_lociStitched	chr19(.):914584-921855	2.01
1_MACS_peak_17347_lociStitched	chr19(.):980211-980731	0.9893
2_MACS_peak_17348_lociStitched	chr19(.):996114-1004731	1.779
1_MACS_peak_17350_lociStitched	chr19(.):1178743-1179179	0.7749
3_MACS_peak_17351_lociStitched	chr19(.):1231439-1240507	2.9277
1_MACS_peak_17354_lociStitched	chr19(.):1267173-1268111	0.9119
7_MACS_peak_17355_lociStitched	chr19(.):1282669-1345883	2.7444
4_MACS_peak_17362_lociStitched	chr19(.):1346895-1352680	1.1445
1_MACS_peak_17366_lociStitched	chr19(.):1401652-1403369	1.2787
2_MACS_peak_17367_lociStitched	chr19(.):1404405-1405593	0.9336
1_MACS_peak_17369_lociStitched	chr19(.):1445246-1454887	3.4087
3_MACS_peak_17370_lociStitched	chr19(.):1457378-1459776	0.992
2_MACS_peak_17373_lociStitched	chr19(.):1467509-1472808	1.865
1_MACS_peak_17375_lociStitched	chr19(.):1480863-1482635	1.4166
6_MACS_peak_17376_lociStitched	chr19(.):1483971-1512983	2.1413
10_MACS_peak_17382_lociStitched	chr19(.):1514002-1552959	1.8916
2_MACS_peak_17392_lociStitched	chr19(.):1568500-1573789	1.6526
16_MACS_peak_17394_lociStitched	chr19(.):1670438-1812373	2.4277
1_MACS_peak_17410_lociStitched	chr19(.):1930074-1930498	0.7794
1_MACS_peak_17411_lociStitched	chr19(.):2298511-2298848	0.8129
3_MACS_peak_17412_lociStitched	chr19(.):2299909-2315949	1.7454
1_MACS_peak_17415_lociStitched	chr19(.):2317854-2318269	0.9927
5_MACS_peak_17416_lociStitched	chr19(.):2358315-2366186	1.0128
2_MACS_peak_17421_lociStitched	chr19(.):2367340-2369338	1.0747
1_MACS_peak_17423_lociStitched	chr19(.):2371307-2372335	1.0941
3_MACS_peak_17424_lociStitched	chr19(.):2374390-2377261	1.0031
2_MACS_peak_17427_lociStitched	chr19(.):2381063-2382376	0.8857
1_MACS_peak_17429_lociStitched	chr19(.):2387488-2388104	0.8141
2_MACS_peak_17430_lociStitched	chr19(.):2487310-2490875	1.3309
1_MACS_peak_17432_lociStitched	chr19(.):2499371-2499719	0.5868
2_MACS_peak_17433_lociStitched	chr19(.):2710884-2713488	0.8747
4_MACS_peak_17435_lociStitched	chr19(.):2716083-2729335	1.6931
6_MACS_peak_17439_lociStitched	chr19(.):2861450-2866455	0.9381
1_MACS_peak_17445_lociStitched	chr19(.):2873519-2874216	1.0331
1_MACS_peak_17446_lociStitched	chr19(.):2875441-2875737	0.5931
3_MACS_peak_17447_lociStitched	chr19(.):2883491-2887378	0.8658
2_MACS_peak_17450_lociStitched	chr19(.):2888807-2890182	0.8135
3_MACS_peak_17452_lociStitched	chr19(.):2891440-2894991	1.1549
1_MACS_peak_17455_lociStitched	chr19(.):2896254-2897413	0.8585
4_MACS_peak_17456_lociStitched	chr19(.):2901537-2908661	0.9972
4_MACS_peak_17460_lociStitched	chr19(.):2911836-2915588	0.9186
1_MACS_peak_17464_lociStitched	chr19(.):2917081-2917981	0.9432
3_MACS_peak_17465_lociStitched	chr19(.):2919080-2922228	0.9991
5_MACS_peak_17468_lociStitched	chr19(.):2941035-2947993	0.9901
2_MACS_peak_17473_lociStitched	chr19(.):2952961-2955953	0.9908
2_MACS_peak_17475_lociStitched	chr19(.):2956957-2959785	0.9279
1_MACS_peak_17477_lociStitched	chr19(.):2963100-2964085	1.012
16_MACS_peak_17478_lociStitched	chr19(.):2965383-3000071	1.181
3_MACS_peak_17494_lociStitched	chr19(.):3003327-3006713	0.892
13_MACS_peak_17497_lociStitched	chr19(.):3007984-3035075	1.1038
1_MACS_peak_17510_lociStitched	chr19(.):3036362-3036789	0.8131
15_MACS_peak_17511_lociStitched	chr19(.):3039193-3061610	0.9766
5_MACS_peak_17526_lociStitched	chr19(.):3062657-3068596	1.0757
1_MACS_peak_17531_lociStitched	chr19(.):3072193-3073216	0.8956
1_MACS_peak_17532_lociStitched	chr19(.):3076124-3076856	0.8948
15_MACS_peak_17533_lociStitched	chr19(.):3079132-3127922	1.2326
6_MACS_peak_17548_lociStitched	chr19(.):3131917-3146088	1.2451
4_MACS_peak_17554_lociStitched	chr19(.):3147195-3152908	1.0261
4_MACS_peak_17558_lociStitched	chr19(.):3154846-3162167	1.141
2_MACS_peak_17562_lociStitched	chr19(.):3163252-3173221	1.359
3_MACS_peak_17564_lociStitched	chr19(.):3175941-3182263	1.3275
9_MACS_peak_17567_lociStitched	chr19(.):3213564-3235487	1.3502
4_MACS_peak_17576_lociStitched	chr19(.):3237195-3243594	0.9855
2_MACS_peak_17580_lociStitched	chr19(.):3245883-3247480	0.7044
1_MACS_peak_17582_lociStitched	chr19(.):3248951-3249678	0.8709
2_MACS_peak_17583_lociStitched	chr19(.):3251298-3252976	0.9459
13_MACS_peak_17585_lociStitched	chr19(.):3256839-3276028	1.2276
2_MACS_peak_17598_lociStitched	chr19(.):3277362-3284922	1.7215
2_MACS_peak_17600_lociStitched	chr19(.):3287447-3296110	1.5802
9_MACS_peak_17602_lociStitched	chr19(.):3297526-3309813	1.1212
3_MACS_peak_17611_lociStitched	chr19(.):3311187-3322449	1.4987
1_MACS_peak_17614_lociStitched	chr19(.):3323596-3324008	0.7002
6_MACS_peak_17615_lociStitched	chr19(.):3327549-3359416	1.5482
8_MACS_peak_17621_lociStitched	chr19(.):3360426-3434920	1.735
10_MACS_peak_17629_lociStitched	chr19(.):3436526-3467600	1.7112
7_MACS_peak_17639_lociStitched	chr19(.):3469090-3485299	1.5374
2_MACS_peak_17646_lociStitched	chr19(.):3560070-3569583	1.4439
5_MACS_peak_17648_lociStitched	chr19(.):3581274-3607684	1.6146
1_MACS_peak_17653_lociStitched	chr19(.):3703048-3705635	1.0578
13_MACS_peak_17654_lociStitched	chr19(.):3708026-3747017	1.6868
33_MACS_peak_17667_lociStitched	chr19(.):3773167-3953641	1.764
2_MACS_peak_17700_lociStitched	chr19(.):4066806-4070463	1.7407
1_MACS_peak_17702_lociStitched	chr19(.):4071659-4072028	0.8033
4_MACS_peak_17703_lociStitched	chr19(.):4132486-4137591	1.0939
3_MACS_peak_17707_lociStitched	chr19(.):4140423-4173347	2.0598
10_MACS_peak_17710_lociStitched	chr19(.):4183547-4240450	1.6766
3_MACS_peak_17720_lociStitched	chr19(.):4275553-4309783	1.8832
3_MACS_peak_17723_lociStitched	chr19(.):4313177-4319543	1.2979
1_MACS_peak_17726_lociStitched	chr19(.):4322410-4327626	1.2315
4_MACS_peak_17727_lociStitched	chr19(.):4459032-4466020	1.0934
4_MACS_peak_17731_lociStitched	chr19(.):4509902-4543020	2.0999
2_MACS_peak_17735_lociStitched	chr19(.):4544707-4555914	1.8395
5_MACS_peak_17737_lociStitched	chr19(.):4557407-4624068	2.0734
2_MACS_peak_17742_lociStitched	chr19(.):4625894-4636390	1.4433
1_MACS_peak_17744_lociStitched	chr19(.):4729862-4730853	1.0512
4_MACS_peak_17745_lociStitched	chr19(.):4734043-4767546	1.5992
8_MACS_peak_17749_lociStitched	chr19(.):4772010-4789636	1.2837
1_MACS_peak_17757_lociStitched	chr19(.):4873368-4874221	0.9759
2_MACS_peak_17758_lociStitched	chr19(.):4876978-4879136	0.8472
1_MACS_peak_17760_lociStitched	chr19(.):4884138-4884750	1.0805
2_MACS_peak_17761_lociStitched	chr19(.):4887613-4892662	1.2179
1_MACS_peak_17763_lociStitched	chr19(.):4900985-4901329	0.8198
3_MACS_peak_17764_lociStitched	chr19(.):5164390-5166736	0.7534
18_MACS_peak_17767_lociStitched	chr19(.):5169983-5197264	1.1073
4_MACS_peak_17785_lociStitched	chr19(.):5203291-5222353	1.3306
5_MACS_peak_17789_lociStitched	chr19(.):5223677-5230809	0.9824
8_MACS_peak_17794_lociStitched	chr19(.):5235855-5253644	1.2487
4_MACS_peak_17802_lociStitched	chr19(.):5254881-5257832	0.892
5_MACS_peak_17806_lociStitched	chr19(.):5260215-5272601	1.5313
4_MACS_peak_17811_lociStitched	chr19(.):5273698-5287344	1.4698
6_MACS_peak_17815_lociStitched	chr19(.):5288772-5299727	1.0822
21_MACS_peak_17821_lociStitched	chr19(.):5300822-5347005	1.3829
1_MACS_peak_17842_lociStitched	chr19(.):5348470-5349241	0.7667
3_MACS_peak_17843_lociStitched	chr19(.):5351837-5355718	1.0158
1_MACS_peak_17846_lociStitched	chr19(.):5358530-5359181	0.7485
1_MACS_peak_17847_lociStitched	chr19(.):5360596-5361136	0.7438
3_MACS_peak_17848_lociStitched	chr19(.):5376346-5379342	0.7356
1_MACS_peak_17851_lociStitched	chr19(.):5382560-5383070	0.9599
1_MACS_peak_17852_lociStitched	chr19(.):5386355-5386765	0.8368
1_MACS_peak_17853_lociStitched	chr19(.):5392552-5393409	0.8488
3_MACS_peak_17854_lociStitched	chr19(.):5395061-5398308	1.1066
10_MACS_peak_17857_lociStitched	chr19(.):5409712-5422030	0.9729
1_MACS_peak_17867_lociStitched	chr19(.):5425793-5426356	0.7096
7_MACS_peak_17868_lociStitched	chr19(.):5429364-5436097	0.9432
2_MACS_peak_17875_lociStitched	chr19(.):5437646-5439376	1.0014
1_MACS_peak_17877_lociStitched	chr19(.):5440557-5441617	1.1957
1_MACS_peak_17878_lociStitched	chr19(.):5443034-5443772	0.9219
2_MACS_peak_17879_lociStitched	chr19(.):5445485-5448488	1.1754
3_MACS_peak_17881_lociStitched	chr19(.):5450107-5453276	0.8889
2_MACS_peak_17884_lociStitched	chr19(.):5456097-5459020	1.0498
1_MACS_peak_17886_lociStitched	chr19(.):5460081-5460486	0.7769
10_MACS_peak_17887_lociStitched	chr19(.):5464908-5480831	1.1417
4_MACS_peak_17897_lociStitched	chr19(.):5484163-5499995	1.4056
4_MACS_peak_17901_lociStitched	chr19(.):5507116-5513723	1.198
2_MACS_peak_17905_lociStitched	chr19(.):5519528-5524412	1.1847
4_MACS_peak_17907_lociStitched	chr19(.):5526602-5534104	1.1206
1_MACS_peak_17911_lociStitched	chr19(.):5536430-5536946	0.8825
9_MACS_peak_17912_lociStitched	chr19(.):5538906-5566462	1.4776
1_MACS_peak_17921_lociStitched	chr19(.):5681757-5683328	0.9829
19_MACS_peak_17922_lociStitched	chr19(.):5722021-5767849	1.1771
9_MACS_peak_17941_lociStitched	chr19(.):5769019-5785931	1.3726
3_MACS_peak_17950_lociStitched	chr19(.):5787674-5791179	0.9376
2_MACS_peak_17953_lociStitched	chr19(.):5796604-5802008	1.3174
3_MACS_peak_17955_lociStitched	chr19(.):5807616-5809738	0.6845
2_MACS_peak_17958_lociStitched	chr19(.):5812806-5813888	0.7507
1_MACS_peak_17960_lociStitched	chr19(.):5820845-5821234	0.8381
1_MACS_peak_17961_lociStitched	chr19(.):5825169-5825658	0.958
12_MACS_peak_17962_lociStitched	chr19(.):5828100-5890982	1.5079
1_MACS_peak_17974_lociStitched	chr19(.):5892163-5892550	1.0205
1_MACS_peak_17975_lociStitched	chr19(.):5985670-5986199	0.8835
10_MACS_peak_17976_lociStitched	chr19(.):5991296-6029846	1.5875
1_MACS_peak_17986_lociStitched	chr19(.):6032958-6033359	0.6909
5_MACS_peak_17987_lociStitched	chr19(.):6034938-6048539	1.2315
8_MACS_peak_17992_lociStitched	chr19(.):6056295-6067934	1.1529
1_MACS_peak_18000_lociStitched	chr19(.):6070453-6070791	0.5692
6_MACS_peak_18001_lociStitched	chr19(.):6072348-6079890	0.8974
1_MACS_peak_18007_lociStitched	chr19(.):6082176-6083332	0.8872
1_MACS_peak_18008_lociStitched	chr19(.):6087109-6088336	1.1109
1_MACS_peak_18009_lociStitched	chr19(.):6092332-6092844	1.1831
4_MACS_peak_18010_lociStitched	chr19(.):6107590-6112297	0.8126
2_MACS_peak_18014_lociStitched	chr19(.):6113543-6115382	0.8821
3_MACS_peak_18016_lociStitched	chr19(.):6120578-6124335	0.9941
1_MACS_peak_18019_lociStitched	chr19(.):6126742-6127368	0.8514
1_MACS_peak_18020_lociStitched	chr19(.):6130790-6131286	0.8722
1_MACS_peak_18021_lociStitched	chr19(.):6135550-6135969	0.8495
1_MACS_peak_18022_lociStitched	chr19(.):6138754-6139259	0.7477
8_MACS_peak_18023_lociStitched	chr19(.):6141026-6153451	0.9636
4_MACS_peak_18031_lociStitched	chr19(.):6156498-6161353	0.9302
1_MACS_peak_18035_lociStitched	chr19(.):6163912-6165427	1.1954
1_MACS_peak_18036_lociStitched	chr19(.):6172652-6173238	0.6394
1_MACS_peak_18037_lociStitched	chr19(.):6175216-6175604	0.853
1_MACS_peak_18038_lociStitched	chr19(.):6177094-6177681	1.1467
4_MACS_peak_18039_lociStitched	chr19(.):6179578-6185632	0.8959
1_MACS_peak_18043_lociStitched	chr19(.):6202795-6203493	0.9681
1_MACS_peak_18044_lociStitched	chr19(.):6205045-6205505	0.6542
4_MACS_peak_18045_lociStitched	chr19(.):6282745-6289525	1.0044
2_MACS_peak_18049_lociStitched	chr19(.):6296071-6297854	0.8891
5_MACS_peak_18051_lociStitched	chr19(.):6300874-6313746	1.2033
2_MACS_peak_18056_lociStitched	chr19(.):6315209-6317382	0.8376
4_MACS_peak_18058_lociStitched	chr19(.):6319502-6326917	1.2398
1_MACS_peak_18062_lociStitched	chr19(.):6328173-6328996	0.892
4_MACS_peak_18063_lociStitched	chr19(.):6330071-6337488	1.1059
1_MACS_peak_18067_lociStitched	chr19(.):6338547-6338906	0.6456
2_MACS_peak_18068_lociStitched	chr19(.):6348281-6350163	0.8908
1_MACS_peak_18070_lociStitched	chr19(.):6357886-6358496	0.8733
1_MACS_peak_18071_lociStitched	chr19(.):6359570-6360256	0.8919
2_MACS_peak_18072_lociStitched	chr19(.):6401294-6403342	0.8007
1_MACS_peak_18074_lociStitched	chr19(.):6429862-6430477	0.7964
1_MACS_peak_18075_lociStitched	chr19(.):6431535-6432644	0.9529
2_MACS_peak_18076_lociStitched	chr19(.):6438832-6440245	0.8509
1_MACS_peak_18078_lociStitched	chr19(.):6492525-6493074	0.7649
1_MACS_peak_18079_lociStitched	chr19(.):6494675-6495144	0.682
3_MACS_peak_18080_lociStitched	chr19(.):6497753-6504394	1.3115
2_MACS_peak_18083_lociStitched	chr19(.):6529830-6532389	1.1413
1_MACS_peak_18085_lociStitched	chr19(.):6545978-6546469	1.1218
1_MACS_peak_18086_lociStitched	chr19(.):6611169-6611555	0.8815
1_MACS_peak_18087_lociStitched	chr19(.):6639079-6640572	1.0922
1_MACS_peak_18088_lociStitched	chr19(.):6645080-6645555	1.0168
5_MACS_peak_18089_lociStitched	chr19(.):6654521-6663726	1.4911
1_MACS_peak_18094_lociStitched	chr19(.):6669065-6670107	1.0441
1_MACS_peak_18095_lociStitched	chr19(.):6678014-6678601	0.9149
3_MACS_peak_18096_lociStitched	chr19(.):6683545-6688652	1.053
5_MACS_peak_18099_lociStitched	chr19(.):6689678-6699319	1.1328
