GENE_ID	locusLine	H3k18ac_5_DMSO_compare_signal
MACS_peak_18999	chr22(.):42946785-42948703	0.4772
MACS_peak_19000_1	chr22(.):42976645-42977016	0.1459
MACS_peak_19000_2	chr22(.):42977017-42978454	1.4637
MACS_peak_19001_1	chr22(.):43008839-43009961	0.1598
MACS_peak_19001_2	chr22(.):43009962-43010249	0.8743
MACS_peak_19001_3	chr22(.):43010250-43011961	5.2789
MACS_peak_19001_4	chr22(.):43011962-43012249	0.3904
MACS_peak_19001_5	chr22(.):43012250-43012584	0.0466
MACS_peak_19002	chr22(.):43018759-43020303	0.3308
MACS_peak_19003_1	chr22(.):43044148-43044404	0.0237
MACS_peak_19003_2	chr22(.):43044405-43046321	0.9032
MACS_peak_19004	chr22(.):43111632-43114006	0.9473
MACS_peak_19005_1	chr22(.):43251715-43252407	0.5504
MACS_peak_19005_2	chr22(.):43252408-43254134	1.6577
MACS_peak_19008	chr22(.):43481191-43483566	1.1444
MACS_peak_19009_1	chr22(.):43484434-43485841	0.7609
MACS_peak_19010	chr22(.):43524318-43526275	0.4421
MACS_peak_19011_1	chr22(.):43538303-43538402	0.0159
MACS_peak_19011_2	chr22(.):43538403-43540217	0.8827
MACS_peak_19012	chr22(.):43542928-43545296	0.5888
MACS_peak_19013_1	chr22(.):43547189-43548533	0.7396
MACS_peak_19013_2	chr22(.):43548534-43548982	0.5219
MACS_peak_19014_1	chr22(.):43581542-43582136	0.3302
MACS_peak_19014_2	chr22(.):43582137-43583163	1.638
MACS_peak_19015_1	chr22(.):43583496-43584136	2.0899
MACS_peak_19015_2	chr22(.):43584137-43584621	0.1711
MACS_peak_19017	chr22(.):43658469-43661989	1.1191
MACS_peak_19018	chr22(.):43665456-43670110	0.9767
MACS_peak_19019	chr22(.):43773756-43775440	0.8415
MACS_peak_19021	chr22(.):43947418-43949658	0.5979
MACS_peak_19022_1	chr22(.):44207340-44209193	1.9363
MACS_peak_19023_1	chr22(.):44350410-44352259	1.156
MACS_peak_19024_1	chr22(.):44419032-44419166	0.2149
MACS_peak_19024_2	chr22(.):44419167-44421166	1.5713
MACS_peak_19024_3	chr22(.):44421167-44424093	2.619
MACS_peak_19025	chr22(.):44443423-44444742	0.5652
MACS_peak_19026_1	chr22(.):44576397-44577768	1.168
MACS_peak_19026_2	chr22(.):44577769-44578205	0.3362
MACS_peak_19027	chr22(.):44724172-44726574	0.6438
MACS_peak_19028_1	chr22(.):45558436-45558724	0.3811
MACS_peak_19028_2	chr22(.):45558725-45559550	1.5271
MACS_peak_19028_3	chr22(.):45559551-45560724	2.5611
MACS_peak_19028_4	chr22(.):45560725-45561197	0.7274
MACS_peak_19029	chr22(.):45629444-45633434	1.6054
MACS_peak_19030_1	chr22(.):45635288-45635649	0.3357
MACS_peak_19030_2	chr22(.):45635650-45636798	0.7046
MACS_peak_19031_1	chr22(.):45636898-45637649	0.74
MACS_peak_19031_2	chr22(.):45637650-45637903	0.0894
MACS_peak_19032	chr22(.):45643692-45646568	0.9383
MACS_peak_19034	chr22(.):45656642-45660749	1.4411
MACS_peak_19036_1	chr22(.):45704522-45704783	0.2044
MACS_peak_19036_2	chr22(.):45704784-45706079	0.9917
MACS_peak_19036_3	chr22(.):45706080-45706783	0.4785
MACS_peak_19036_4	chr22(.):45706784-45706913	0.0554
MACS_peak_19037	chr22(.):45713248-45715312	0.2617
MACS_peak_19038_1	chr22(.):45808744-45810499	1.8616
MACS_peak_19038_2	chr22(.):45810500-45810564	0.0719
MACS_peak_19040_1	chr22(.):46066914-46068676	2.4167
MACS_peak_19040_2	chr22(.):46068677-46069143	0.3295
MACS_peak_19041	chr22(.):46178944-46182139	0.3728
MACS_peak_19042	chr22(.):46408540-46410833	2.5562
MACS_peak_19044	chr22(.):46430942-46433552	0.93
MACS_peak_19045_1	chr22(.):46447735-46448724	1.6197
MACS_peak_19045_2	chr22(.):46448725-46449023	3.0997
MACS_peak_19045_3	chr22(.):46449024-46450724	4.8035
MACS_peak_19045_4	chr22(.):46450725-46451023	1.0385
MACS_peak_19045_5	chr22(.):46451024-46451706	0.1103
MACS_peak_19046	chr22(.):46452639-46455405	0.7193
MACS_peak_19047	chr22(.):46465977-46467028	1.661
MACS_peak_19049	chr22(.):46536775-46537881	0.3212
MACS_peak_19050_1	chr22(.):46544838-46545497	0.7997
MACS_peak_19050_2	chr22(.):46545498-46546354	1.7867
MACS_peak_19051_1	chr22(.):46546585-46547497	1.6048
MACS_peak_19051_2	chr22(.):46547498-46547933	0.281
MACS_peak_19052	chr22(.):46615035-46616887	0.9119
MACS_peak_19053_1	chr22(.):46645279-46647192	2.0743
MACS_peak_19053_2	chr22(.):46647193-46647492	0.1161
MACS_peak_19054	chr22(.):46682878-46685392	1.7475
MACS_peak_19055	chr22(.):46688629-46690535	1.0701
MACS_peak_19056_1	chr22(.):46691038-46691556	0.3947
MACS_peak_19056_2	chr22(.):46691557-46691636	0.161
MACS_peak_19056_3	chr22(.):46691637-46693556	4.528
MACS_peak_19056_4	chr22(.):46693557-46693636	0.4918
MACS_peak_19056_5	chr22(.):46693637-46693945	0.2546
MACS_peak_19058_1	chr22(.):46730674-46732296	1.7542
MACS_peak_19058_2	chr22(.):46732297-46733226	0.64
MACS_peak_19059	chr22(.):46757399-46760107	0.3851
MACS_peak_19060	chr22(.):46761986-46764551	2.0303
MACS_peak_19061	chr22(.):46816312-46818480	0.8306
MACS_peak_19062	chr22(.):46827679-46829249	0.6048
MACS_peak_19063	chr22(.):46883640-46885097	0.9423
MACS_peak_19064	chr22(.):46959036-46960313	1.004
MACS_peak_19065	chr22(.):46973033-46974115	0.4811
MACS_peak_19066	chr22(.):46982257-46984974	0.9117
MACS_peak_19067	chr22(.):46987767-46990053	0.894
MACS_peak_19068	chr22(.):47008782-47011386	1.7431
MACS_peak_19069_1	chr22(.):47132656-47133151	0.4122
MACS_peak_19069_2	chr22(.):47133152-47135151	2.0681
MACS_peak_19069_3	chr22(.):47135152-47136024	1.0402
MACS_peak_19070_1	chr22(.):47157405-47157516	0.0303
MACS_peak_19070_2	chr22(.):47157517-47159516	1.5041
MACS_peak_19070_3	chr22(.):47159517-47159646	0.0293
MACS_peak_19071	chr22(.):47168378-47170437	0.3001
MACS_peak_19072	chr22(.):47183895-47185592	0.3721
MACS_peak_19073	chr22(.):47186521-47188301	0.7652
MACS_peak_19074	chr22(.):47310357-47312224	0.4448
MACS_peak_19075	chr22(.):47396065-47397475	0.4899
MACS_peak_19076	chr22(.):47732257-47734388	1.5091
MACS_peak_19078	chr22(.):48089983-48093619	0.9034
MACS_peak_19081	chr22(.):48312944-48315838	0.5167
MACS_peak_19082	chr22(.):48387100-48388537	0.2194
MACS_peak_19083	chr22(.):48390434-48394961	1.8087
MACS_peak_19085	chr22(.):48416549-48418613	0.9161
MACS_peak_19087	chr22(.):48440098-48443372	1.0525
MACS_peak_19088	chr22(.):48474335-48476691	0.4874
MACS_peak_19089	chr22(.):48479249-48481320	0.4409
MACS_peak_19090	chr22(.):48490797-48499057	2.2202
MACS_peak_19090	chr22(.):48490797-48499057	2.2202
MACS_peak_19091	chr22(.):48507901-48511043	0.5418
MACS_peak_19092	chr22(.):48513299-48515682	0.4102
MACS_peak_19093	chr22(.):48746975-48749236	0.4586
MACS_peak_19094	chr22(.):48839380-48841208	0.4063
MACS_peak_19095_1	chr22(.):48884943-48886286	2.14
MACS_peak_19095_2	chr22(.):48886287-48888233	1.7975
MACS_peak_19097	chr22(.):49227290-49232660	0.6377
MACS_peak_19098	chr22(.):49233853-49236137	0.2591
MACS_peak_19099	chr22(.):49236157-49239315	0.292
MACS_peak_19100	chr22(.):49659498-49662085	0.3302
MACS_peak_19100	chr22(.):49659498-49662085	0.3302
MACS_peak_19101	chr22(.):49775216-49778031	0.6545
MACS_peak_19103_1	chr22(.):50049987-50050189	0.1914
MACS_peak_19103_2	chr22(.):50050190-50052105	1.1245
MACS_peak_19104	chr22(.):50219596-50221198	1.6071
MACS_peak_19105	chr22(.):50221433-50222331	0.9305
MACS_peak_19106_1	chr22(.):50245917-50246495	0.2707
MACS_peak_19106_2	chr22(.):50246496-50247647	3.2449
MACS_peak_19108_1	chr22(.):50311199-50311281	0.2245
MACS_peak_19108_2	chr22(.):50311282-50313105	1.9144
MACS_peak_19108_3	chr22(.):50313106-50313205	0.06
MACS_peak_19109	chr22(.):50318767-50319991	0.4313
MACS_peak_19110	chr22(.):50327427-50329259	0.8906
MACS_peak_19111	chr22(.):50329509-50331055	1.4075
MACS_peak_19112_1	chr22(.):50352657-50353141	0.1725
MACS_peak_19112_2	chr22(.):50353142-50355141	2.9412
MACS_peak_19112_3	chr22(.):50355142-50355525	0.4231
MACS_peak_19113	chr22(.):50363555-50364927	0.648
MACS_peak_19114	chr22(.):50543647-50544757	0.5662
MACS_peak_19115_1	chr22(.):50623486-50625358	1.4026
MACS_peak_19115_2	chr22(.):50625359-50626608	1.0998
MACS_peak_19116	chr22(.):50627427-50631001	1.9507
MACS_peak_19117_1	chr22(.):50638453-50640406	0.9927
MACS_peak_19117_2	chr22(.):50640407-50640645	0.2708
MACS_peak_19118_1	chr22(.):50681927-50682399	0.3857
MACS_peak_19118_2	chr22(.):50682400-50684399	1.5742
MACS_peak_19118_3	chr22(.):50684400-50687694	0.2053
MACS_peak_19118_1	chr22(.):50681927-50682399	0.3857
MACS_peak_19118_2	chr22(.):50682400-50684399	1.5742
MACS_peak_19118_3	chr22(.):50684400-50687694	0.2053
MACS_peak_19119_1	chr22(.):50688076-50688833	0.1899
MACS_peak_19119_2	chr22(.):50688834-50690234	1.448
MACS_peak_19120_1	chr22(.):50698619-50699088	0.2997
MACS_peak_19120_2	chr22(.):50699089-50701063	0.7954
MACS_peak_19121_1	chr22(.):50744374-50745001	0.4458
MACS_peak_19121_2	chr22(.):50745002-50746204	1.0469
MACS_peak_19122_1	chr22(.):50746293-50747001	0.303
MACS_peak_19122_2	chr22(.):50747002-50747810	0.2087
MACS_peak_19123	chr22(.):50752068-50754408	1.8149
MACS_peak_19124_1	chr22(.):50764574-50766488	1.6715
MACS_peak_19125	chr22(.):50771756-50774007	0.4431
MACS_peak_19126_1	chr22(.):50780180-50780758	0.3503
MACS_peak_19126_2	chr22(.):50780759-50782543	1.5156
MACS_peak_19127_1	chr22(.):50906931-50912463	0.9919
MACS_peak_19127_2	chr22(.):50912464-50914463	0.9285
MACS_peak_19128_1	chr22(.):50919409-50921010	1.1335
MACS_peak_19128_2	chr22(.):50921011-50921090	0.0303
MACS_peak_19129_1	chr22(.):50944864-50945134	0.1359
MACS_peak_19129_2	chr22(.):50945135-50945643	0.9991
MACS_peak_19129_3	chr22(.):50945644-50947134	2.5648
MACS_peak_19129_4	chr22(.):50947135-50947643	0.8728
MACS_peak_19129_5	chr22(.):50947644-50948086	0.0892
MACS_peak_19129_1	chr22(.):50944864-50945134	0.1359
MACS_peak_19129_2	chr22(.):50945135-50945643	0.9991
MACS_peak_19129_3	chr22(.):50945644-50947134	2.5648
MACS_peak_19129_4	chr22(.):50947135-50947643	0.8728
MACS_peak_19129_5	chr22(.):50947644-50948086	0.0892
MACS_peak_19130_1	chr22(.):50962632-50963032	0.2585
MACS_peak_19130_2	chr22(.):50963034-50963573	0.8083
MACS_peak_19130_3	chr22(.):50963574-50963867	2.3829
MACS_peak_19130_4	chr22(.):50963868-50965032	4.3806
MACS_peak_19130_5	chr22(.):50965034-50965573	2.7029
MACS_peak_19130_6	chr22(.):50965574-50965867	0.4635
MACS_peak_19130_7	chr22(.):50965868-50966197	0.2843
MACS_peak_19131_1	chr22(.):50967968-50969257	1.347
MACS_peak_19131_2	chr22(.):50969258-50969513	1.2343
MACS_peak_19131_3	chr22(.):50969514-50970007	2.2659
MACS_peak_19131_4	chr22(.):50970008-50970636	0.2252
MACS_peak_19132	chr22(.):50972262-50973561	0.2702
MACS_peak_19133	chr22(.):50973950-50975814	0.4959
MACS_peak_19134	chr22(.):50976322-50979240	1.7896
MACS_peak_19136	chr22(.):50982009-50983620	0.5144
MACS_peak_19137_1	chr22(.):51000705-51002317	0.496
MACS_peak_19138_1	chr22(.):51020154-51020427	0.4645
MACS_peak_19138_2	chr22(.):51020454-51022427	2.7983
MACS_peak_19139	chr22(.):51058172-51062507	0.8387
MACS_peak_19140_1	chr22(.):51065711-51067600	0.9173
MACS_peak_19141	chr22(.):51130564-51133578	0.4326
MACS_peak_19143	chr22(.):51143058-51144685	0.4559
MACS_peak_19144	chr22(.):51166399-51169044	0.5311
MACS_peak_19145	chr22(.):51170037-51173113	0.9244
MACS_peak_19146_1	chr22(.):51194860-51196254	1.6612
MACS_peak_19148	chr3(.):533908-534716	0.3483
MACS_peak_19149	chr3(.):564118-565656	0.461
MACS_peak_19150	chr3(.):598814-600983	0.377
MACS_peak_19151	chr3(.):1166782-1168888	0.7168
MACS_peak_19152	chr3(.):1169055-1170655	0.4312
MACS_peak_19153	chr3(.):1483346-1485033	0.4291
MACS_peak_19154	chr3(.):1569858-1571091	0.4728
MACS_peak_19155	chr3(.):1573324-1576535	1.0846
MACS_peak_19156	chr3(.):1984599-1986045	0.8894
MACS_peak_19157	chr3(.):2119250-2120412	0.426
MACS_peak_19158	chr3(.):2131323-2133101	0.7134
MACS_peak_19159_1	chr3(.):2139655-2141245	1.4568
MACS_peak_19159_2	chr3(.):2141246-2141402	0.0909
MACS_peak_19160	chr3(.):2676513-2678296	0.3965
MACS_peak_19162	chr3(.):2981746-2983232	0.4252
MACS_peak_19163	chr3(.):2985588-2987667	0.5367
MACS_peak_19164	chr3(.):3122777-3124862	0.5045
MACS_peak_19165	chr3(.):3129358-3131755	0.4774
MACS_peak_19166	chr3(.):3138578-3140578	0.4232
MACS_peak_19167	chr3(.):3142640-3145076	0.5554
MACS_peak_19168_1	chr3(.):3167689-3169598	1.1879
MACS_peak_19168_2	chr3(.):3169599-3169835	0.0422
MACS_peak_19169	chr3(.):3213944-3215732	0.572
MACS_peak_19170_1	chr3(.):3220481-3222343	1.2074
MACS_peak_19173	chr3(.):3630692-3632534	0.4161
MACS_peak_19174	chr3(.):3676414-3677879	0.4607
MACS_peak_19175_1	chr3(.):3839840-3840119	0.08
MACS_peak_19175_2	chr3(.):3840120-3842119	1.5706
MACS_peak_19175_3	chr3(.):3842120-3842241	0.0868
MACS_peak_19176	chr3(.):4056774-4058516	0.3179
MACS_peak_19177_1	chr3(.):4344489-4345986	2.2696
MACS_peak_19177_2	chr3(.):4345987-4346147	0.1226
MACS_peak_19178_1	chr3(.):4508151-4509488	0.939
MACS_peak_19179_1	chr3(.):4533681-4534030	0.1639
MACS_peak_19179_2	chr3(.):4534031-4536030	0.7723
MACS_peak_19179_3	chr3(.):4536031-4536816	0.44
MACS_peak_19180	chr3(.):4544388-4546565	0.3268
MACS_peak_19181	chr3(.):4871664-4874411	1.187
MACS_peak_19182	chr3(.):4874887-4876755	0.2138
MACS_peak_19184	chr3(.):4909441-4910680	0.6425
MACS_peak_19185_1	chr3(.):5018210-5020095	1.5464
MACS_peak_19185_2	chr3(.):5020096-5022095	1.8892
MACS_peak_19185_3	chr3(.):5022096-5022582	0.3447
MACS_peak_19186	chr3(.):5024991-5026710	1.0626
MACS_peak_19187	chr3(.):5027876-5029576	1.2601
MACS_peak_19188_1	chr3(.):5163616-5164928	2.0639
MACS_peak_19188_2	chr3(.):5164929-5166200	0.6759
MACS_peak_19190	chr3(.):5222366-5225132	1.2025
MACS_peak_19191_1	chr3(.):5225683-5228357	0.9478
MACS_peak_19191_2	chr3(.):5228358-5230357	3.6564
MACS_peak_19191_3	chr3(.):5230358-5243465	1.353
MACS_peak_19193	chr3(.):5245941-5248296	0.4616
MACS_peak_19194	chr3(.):5252643-5257228	1.0618
MACS_peak_19195	chr3(.):5272403-5273596	0.5306
MACS_peak_19196	chr3(.):5287296-5288630	0.3734
MACS_peak_19198	chr3(.):6685784-6686723	0.3487
MACS_peak_19199	chr3(.):6721012-6722736	0.4666
MACS_peak_19200	chr3(.):6757958-6760610	0.6956
MACS_peak_19201	chr3(.):6885672-6887233	0.2944
MACS_peak_19202	chr3(.):7247129-7248159	0.6363
MACS_peak_19203	chr3(.):7647965-7648924	0.2331
MACS_peak_19204	chr3(.):8275058-8277062	0.5072
MACS_peak_19204	chr3(.):8275058-8277062	0.5072
MACS_peak_19205	chr3(.):8397991-8400145	0.4477
MACS_peak_19206	chr3(.):8413539-8414507	0.3291
MACS_peak_19207	chr3(.):8664379-8665858	0.9565
MACS_peak_19208	chr3(.):8695977-8697572	0.1099
MACS_peak_19209	chr3(.):8697842-8709326	1.113
MACS_peak_19209	chr3(.):8697842-8709326	1.113
MACS_peak_19210	chr3(.):8723685-8725558	0.4043
MACS_peak_19212_1	chr3(.):8809339-8810299	0.6668
MACS_peak_19212_2	chr3(.):8810300-8810938	0.4171
MACS_peak_19213_1	chr3(.):9003830-9004158	0.1111
MACS_peak_19213_2	chr3(.):9004159-9006031	1.1547
MACS_peak_19214	chr3(.):9187093-9190164	0.4431
MACS_peak_19215	chr3(.):9208437-9212020	0.386
MACS_peak_19216_1	chr3(.):9403775-9405715	2.1253
MACS_peak_19216_2	chr3(.):9405716-9405877	0.0784
MACS_peak_19217_1	chr3(.):9436907-9438173	1.1912
MACS_peak_19217_2	chr3(.):9438174-9438401	3.6308
MACS_peak_19217_3	chr3(.):9438402-9440173	4.2359
MACS_peak_19217_4	chr3(.):9440174-9440401	2.0486
MACS_peak_19217_5	chr3(.):9440402-9441203	0.7051
MACS_peak_19218_1	chr3(.):9690123-9692115	1.1601
MACS_peak_19218_2	chr3(.):9692116-9692501	0.2647
MACS_peak_19219	chr3(.):9693889-9696020	0.7119
MACS_peak_19220_1	chr3(.):9772268-9772432	0.1067
MACS_peak_19220_2	chr3(.):9772433-9774432	3.4817
MACS_peak_19220_3	chr3(.):9774433-9774743	0.3087
MACS_peak_19221_1	chr3(.):9790567-9790626	0.0606
MACS_peak_19221_2	chr3(.):9790627-9792626	1.5139
MACS_peak_19221_3	chr3(.):9792627-9792805	0.3103
MACS_peak_19222_1	chr3(.):9810850-9812414	0.9625
MACS_peak_19223_1	chr3(.):9833298-9833419	0.0606
MACS_peak_19223_2	chr3(.):9833420-9833799	0.4197
MACS_peak_19223_3	chr3(.):9833800-9835177	6.0273
MACS_peak_19223_4	chr3(.):9835178-9835230	0.6214
MACS_peak_19223_5	chr3(.):9835231-9835419	0.5416
MACS_peak_19223_6	chr3(.):9835420-9835789	0.2579
MACS_peak_19224_1	chr3(.):9850928-9852230	1.223
MACS_peak_19225_1	chr3(.):9884702-9886077	1.1025
MACS_peak_19226_1	chr3(.):9931756-9933269	2.0778
MACS_peak_19227_1	chr3(.):9973889-9974522	0.7233
MACS_peak_19227_2	chr3(.):9974524-9976438	1.4522
MACS_peak_19228_1	chr3(.):10027600-10029521	2.0557
MACS_peak_19228_2	chr3(.):10029522-10029832	0.3659
MACS_peak_19230_1	chr3(.):10052019-10053194	0.5634
MACS_peak_19231_1	chr3(.):10067027-10067111	0.0
MACS_peak_19231_2	chr3(.):10067112-10068819	2.3268
MACS_peak_19231_3	chr3(.):10068820-10069111	0.2983
MACS_peak_19231_4	chr3(.):10069112-10069431	0.1543
MACS_peak_19232	chr3(.):10075290-10076217	0.5386
MACS_peak_19233_1	chr3(.):10156547-10158331	1.2993
MACS_peak_19233_2	chr3(.):10158332-10158478	0.1209
MACS_peak_19234_1	chr3(.):10182841-10184317	2.0701
MACS_peak_19234_2	chr3(.):10184318-10184642	0.2388
MACS_peak_19235_1	chr3(.):10206227-10207403	0.8588
MACS_peak_19236	chr3(.):10230409-10232352	0.5851
MACS_peak_19237	chr3(.):10239757-10241830	0.8736
MACS_peak_19238	chr3(.):10254200-10256022	0.5278
MACS_peak_19239	chr3(.):10260996-10264467	1.6314
MACS_peak_19240	chr3(.):10264854-10266429	1.0266
MACS_peak_19241_1	chr3(.):10289017-10289175	0.0882
MACS_peak_19241_2	chr3(.):10289176-10291175	1.423
MACS_peak_19241_3	chr3(.):10291176-10291595	0.3854
MACS_peak_19243_1	chr3(.):10361725-10361854	0.0136
MACS_peak_19243_2	chr3(.):10361858-10363185	1.0809
MACS_peak_19245_1	chr3(.):10430521-10435245	0.3153
MACS_peak_19245_2	chr3(.):10435246-10437245	0.9576
MACS_peak_19245_3	chr3(.):10437246-10442752	1.1361
MACS_peak_19245_1	chr3(.):10430521-10435245	0.3153
MACS_peak_19245_2	chr3(.):10435246-10437245	0.9576
MACS_peak_19245_3	chr3(.):10437246-10442752	1.1361
MACS_peak_19246	chr3(.):10449674-10451092	0.4652
MACS_peak_19247_1	chr3(.):11313588-11315008	1.1639
MACS_peak_19247_2	chr3(.):11315009-11315373	0.1738
MACS_peak_19248	chr3(.):11346463-11349775	0.705
MACS_peak_19249	chr3(.):11660933-11662384	0.3282
MACS_peak_19250_1	chr3(.):11683619-11684397	1.5581
MACS_peak_19250_2	chr3(.):11684398-11685822	1.0817
MACS_peak_19251_1	chr3(.):11759741-11761219	1.0881
MACS_peak_19251_2	chr3(.):11761220-11763081	1.1614
MACS_peak_19252	chr3(.):11765679-11766878	0.927
MACS_peak_19253_1	chr3(.):11887084-11887351	0.3953
MACS_peak_19253_2	chr3(.):11887352-11888757	1.2484
MACS_peak_19254	chr3(.):12234218-12236011	0.5564
MACS_peak_19255_1	chr3(.):12524715-12524929	0.2118
MACS_peak_19255_2	chr3(.):12524930-12525008	0.1976
MACS_peak_19255_3	chr3(.):12525009-12526929	1.9315
MACS_peak_19255_4	chr3(.):12526930-12527008	0.1285
MACS_peak_19255_5	chr3(.):12527009-12527237	0.102
MACS_peak_19256_1	chr3(.):12597624-12599592	1.2979
MACS_peak_19257	chr3(.):12666484-12668243	0.3204
MACS_peak_19258	chr3(.):12681081-12683673	0.3341
MACS_peak_19259	chr3(.):12683709-12686579	0.2682
MACS_peak_19260	chr3(.):12687561-12691778	1.3364
MACS_peak_19261_1	chr3(.):12703199-12704699	0.751
MACS_peak_19261_2	chr3(.):12704700-12706598	4.4194
MACS_peak_19262_1	chr3(.):12881444-12882080	0.5107
MACS_peak_19262_2	chr3(.):12882081-12882948	2.1141
MACS_peak_19262_3	chr3(.):12882949-12884080	2.277
MACS_peak_19262_4	chr3(.):12884081-12884288	0.0214
MACS_peak_19263	chr3(.):13014816-13016378	0.3942
MACS_peak_19264	chr3(.):13035433-13039037	1.0483
MACS_peak_19265	chr3(.):13039416-13041968	0.9459
MACS_peak_19266	chr3(.):13043400-13046211	0.4816
MACS_peak_19267	chr3(.):13048977-13062012	4.0213
MACS_peak_19268	chr3(.):13110299-13112209	0.3328
MACS_peak_19269_1	chr3(.):13112682-13113616	0.7756
MACS_peak_19269_2	chr3(.):13113617-13115437	0.9536
MACS_peak_19270	chr3(.):13151307-13154429	1.9184
MACS_peak_19271	chr3(.):13371008-13377150	3.0241
MACS_peak_19272	chr3(.):13387954-13388985	0.4593
MACS_peak_19273	chr3(.):13455313-13456843	1.8182
MACS_peak_19274_1	chr3(.):13459535-13460808	0.5962
MACS_peak_19274_2	chr3(.):13460809-13462808	5.7829
MACS_peak_19274_3	chr3(.):13462809-13463901	1.8056
MACS_peak_19275	chr3(.):13468218-13470985	1.2306
MACS_peak_19276	chr3(.):13492443-13494894	1.3845
MACS_peak_19277_1	chr3(.):13520554-13520713	0.0303
MACS_peak_19277_2	chr3(.):13520714-13520842	0.1162
MACS_peak_19277_3	chr3(.):13520843-13522040	1.1122
MACS_peak_19278	chr3(.):13936650-13938406	0.9307
MACS_peak_19280_1	chr3(.):14160944-14165370	3.4052
MACS_peak_19280_2	chr3(.):14165371-14165438	2.3341
MACS_peak_19280_3	chr3(.):14165439-14167370	5.1077
MACS_peak_19280_4	chr3(.):14167371-14167438	0.5334
MACS_peak_19280_5	chr3(.):14167439-14168140	0.8984
MACS_peak_19281	chr3(.):14185160-14187373	0.2801
MACS_peak_19282_1	chr3(.):14218880-14219171	0.2511
MACS_peak_19282_2	chr3(.):14219172-14219226	0.0953
MACS_peak_19282_3	chr3(.):14219227-14221171	2.3499
MACS_peak_19282_4	chr3(.):14221172-14221226	0.0606
MACS_peak_19283	chr3(.):14410773-14412534	0.4277
MACS_peak_19284_1	chr3(.):14443032-14443104	0.0088
MACS_peak_19284_2	chr3(.):14443105-14445104	0.9529
MACS_peak_19284_3	chr3(.):14445105-14445782	0.3455
MACS_peak_19285	chr3(.):14471868-14477939	1.3095
MACS_peak_19286	chr3(.):14527130-14529191	0.6389
MACS_peak_19287_1	chr3(.):14692164-14692251	0.0762
MACS_peak_19287_2	chr3(.):14692252-14694251	1.9538
MACS_peak_19287_3	chr3(.):14694252-14694508	0.1014
MACS_peak_19288	chr3(.):14727064-14733903	0.8937
MACS_peak_19289	chr3(.):14739497-14741553	0.7128
MACS_peak_19291	chr3(.):14781962-14784021	1.2618
MACS_peak_19292_1	chr3(.):14988065-14988234	0.1942
MACS_peak_19292_2	chr3(.):14988235-14990234	3.5718
MACS_peak_19292_3	chr3(.):14990235-14990904	0.9747
MACS_peak_19293	chr3(.):15000089-15001684	0.4345
MACS_peak_19295	chr3(.):15039469-15041611	0.5425
MACS_peak_19296	chr3(.):15091209-15093613	0.3213
MACS_peak_19297_1	chr3(.):15105241-15105815	0.1473
MACS_peak_19297_2	chr3(.):15105816-15107629	1.8811
MACS_peak_19298_1	chr3(.):15138899-15139654	0.3071
MACS_peak_19298_2	chr3(.):15139655-15141654	2.2538
MACS_peak_19299	chr3(.):15161459-15163573	0.3435
MACS_peak_19300	chr3(.):15165448-15169082	0.515
