GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
3_MACS_peak_22355_lociStitched	chr2(.):26750316-26754077	1.0547
3_MACS_peak_22358_lociStitched	chr2(.):26757927-26762228	1.2516
1_MACS_peak_22361_lociStitched	chr2(.):26764550-26764860	0.819
3_MACS_peak_22362_lociStitched	chr2(.):26776586-26782785	1.577
8_MACS_peak_22365_lociStitched	chr2(.):26783635-26815139	1.7479
2_MACS_peak_22373_lociStitched	chr2(.):26816450-26819714	1.1729
1_MACS_peak_22375_lociStitched	chr2(.):26821098-26821696	1.3683
2_MACS_peak_22376_lociStitched	chr2(.):26829170-26830993	0.9036
1_MACS_peak_22378_lociStitched	chr2(.):26832005-26834327	1.5092
2_MACS_peak_22379_lociStitched	chr2(.):26834857-26843511	1.4336
1_MACS_peak_22381_lociStitched	chr2(.):26851350-26854454	1.1969
1_MACS_peak_22382_lociStitched	chr2(.):26856646-26857014	0.7163
1_MACS_peak_22383_lociStitched	chr2(.):26871450-26872803	0.9905
4_MACS_peak_22384_lociStitched	chr2(.):26875460-26877352	0.9392
1_MACS_peak_22388_lociStitched	chr2(.):26893108-26893467	0.8286
2_MACS_peak_22389_lociStitched	chr2(.):26894294-26896524	1.0473
1_MACS_peak_22391_lociStitched	chr2(.):26897109-26897979	0.9642
1_MACS_peak_22392_lociStitched	chr2(.):26898508-26898764	0.6938
1_MACS_peak_22393_lociStitched	chr2(.):26905114-26905520	0.5978
2_MACS_peak_22394_lociStitched	chr2(.):26915946-26919428	1.3685
3_MACS_peak_22396_lociStitched	chr2(.):26921535-26923412	1.0279
1_MACS_peak_22399_lociStitched	chr2(.):26924543-26924845	0.6965
6_MACS_peak_22400_lociStitched	chr2(.):26927928-26937356	1.2225
2_MACS_peak_22406_lociStitched	chr2(.):26947353-26948843	0.9561
2_MACS_peak_22408_lociStitched	chr2(.):26952193-26954193	1.0759
1_MACS_peak_22410_lociStitched	chr2(.):26957146-26957434	0.4787
1_MACS_peak_22411_lociStitched	chr2(.):26962143-26962835	0.9635
2_MACS_peak_22412_lociStitched	chr2(.):26963371-26964717	1.2168
1_MACS_peak_22414_lociStitched	chr2(.):27068371-27068681	0.7776
1_MACS_peak_22415_lociStitched	chr2(.):27069242-27073454	2.6855
1_MACS_peak_22416_lociStitched	chr2(.):27156179-27156427	0.9231
1_MACS_peak_22417_lociStitched	chr2(.):27156957-27157373	0.9415
1_MACS_peak_22418_lociStitched	chr2(.):27158329-27158860	0.5073
4_MACS_peak_22419_lociStitched	chr2(.):27165840-27172949	1.4188
1_MACS_peak_22423_lociStitched	chr2(.):27182813-27183102	0.7251
1_MACS_peak_22424_lociStitched	chr2(.):27183935-27184637	0.8156
2_MACS_peak_22425_lociStitched	chr2(.):27476947-27478101	0.732
1_MACS_peak_22427_lociStitched	chr2(.):27479107-27479527	0.8707
2_MACS_peak_22428_lociStitched	chr2(.):27480432-27481327	0.9027
1_MACS_peak_22430_lociStitched	chr2(.):27482215-27488681	2.0651
1_MACS_peak_22431_lociStitched	chr2(.):30143347-30144418	1.0803
3_MACS_peak_22432_lociStitched	chr2(.):30453741-30455934	0.9909
1_MACS_peak_22435_lociStitched	chr2(.):32686038-32686159	0.7314
1_MACS_peak_22436_lociStitched	chr2(.):38076917-38077273	0.8952
1_MACS_peak_22437_lociStitched	chr2(.):38083426-38083715	0.6788
1_MACS_peak_22438_lociStitched	chr2(.):42274120-42274851	1.3642
1_MACS_peak_22439_lociStitched	chr2(.):43019890-43020508	0.8638
1_MACS_peak_22440_lociStitched	chr2(.):45157659-45157983	0.7975
5_MACS_peak_22441_lociStitched	chr2(.):45159587-45168341	1.6321
3_MACS_peak_22446_lociStitched	chr2(.):45169606-45171218	0.8666
2_MACS_peak_22449_lociStitched	chr2(.):45179535-45182499	1.479
1_MACS_peak_22451_lociStitched	chr2(.):45235413-45235742	0.7801
2_MACS_peak_22452_lociStitched	chr2(.):47089432-47092080	0.9984
5_MACS_peak_22454_lociStitched	chr2(.):47093047-47100438	1.0288
1_MACS_peak_22459_lociStitched	chr2(.):47101078-47102002	1.3789
2_MACS_peak_22460_lociStitched	chr2(.):47106176-47107317	0.834
1_MACS_peak_22462_lociStitched	chr2(.):47108140-47110058	1.2099
1_MACS_peak_22463_lociStitched	chr2(.):47112039-47112528	0.7336
1_MACS_peak_22464_lociStitched	chr2(.):47796618-47797216	0.9236
1_MACS_peak_22465_lociStitched	chr2(.):55646533-55646890	0.9029
2_MACS_peak_22466_lociStitched	chr2(.):61106822-61108242	1.0369
1_MACS_peak_22468_lociStitched	chr2(.):61108821-61110044	1.165
1_MACS_peak_22469_lociStitched	chr2(.):69533266-69534384	1.2407
1_MACS_peak_22470_lociStitched	chr2(.):69902089-69902200	0.8529
6_MACS_peak_22471_lociStitched	chr2(.):71122363-71130013	1.3376
1_MACS_peak_22477_lociStitched	chr2(.):71131418-71131720	0.7316
1_MACS_peak_22478_lociStitched	chr2(.):71166929-71167210	0.807
1_MACS_peak_22479_lociStitched	chr2(.):71174428-71175134	0.9639
1_MACS_peak_22480_lociStitched	chr2(.):71188187-71188452	0.6196
3_MACS_peak_22481_lociStitched	chr2(.):71189348-71192300	1.2038
1_MACS_peak_22484_lociStitched	chr2(.):71689806-71690338	0.9468
2_MACS_peak_22485_lociStitched	chr2(.):71690880-71694359	1.3422
1_MACS_peak_22487_lociStitched	chr2(.):71785830-71786116	0.7469
2_MACS_peak_22488_lociStitched	chr2(.):72310664-72311339	0.7947
1_MACS_peak_22490_lociStitched	chr2(.):72361663-72362182	1.2726
1_MACS_peak_22491_lociStitched	chr2(.):72362894-72363178	0.7095
1_MACS_peak_22492_lociStitched	chr2(.):72366220-72366513	0.7036
1_MACS_peak_22493_lociStitched	chr2(.):72372354-72372624	0.6735
1_MACS_peak_22494_lociStitched	chr2(.):73122847-73123124	0.6309
2_MACS_peak_22495_lociStitched	chr2(.):73141175-73149020	1.7535
1_MACS_peak_22497_lociStitched	chr2(.):73150390-73152330	1.3862
1_MACS_peak_22498_lociStitched	chr2(.):73403218-73404068	1.0877
1_MACS_peak_22499_lociStitched	chr2(.):73518336-73520908	1.9447
1_MACS_peak_22500_lociStitched	chr2(.):74668514-74669504	1.5156
1_MACS_peak_22501_lociStitched	chr2(.):74724953-74726400	1.5719
3_MACS_peak_22502_lociStitched	chr2(.):74738389-74744884	1.851
2_MACS_peak_22505_lociStitched	chr2(.):74745507-74746964	0.825
3_MACS_peak_22507_lociStitched	chr2(.):74775241-74778007	1.1955
1_MACS_peak_22510_lociStitched	chr2(.):75427305-75427595	0.7953
1_MACS_peak_22511_lociStitched	chr2(.):85107189-85108251	1.4943
1_MACS_peak_22512_lociStitched	chr2(.):85360876-85361775	1.072
1_MACS_peak_22513_lociStitched	chr2(.):85978036-85978493	1.0087
1_MACS_peak_22514_lociStitched	chr2(.):85979082-85983219	1.6623
1_MACS_peak_22515_lociStitched	chr2(.):85984284-85984530	0.6971
2_MACS_peak_22516_lociStitched	chr2(.):85999198-86000408	0.6762
3_MACS_peak_22518_lociStitched	chr2(.):87017014-87018782	0.8789
1_MACS_peak_22521_lociStitched	chr2(.):87623554-87624152	2.8629
1_MACS_peak_22522_lociStitched	chr2(.):87625290-87626130	1.3522
1_MACS_peak_22523_lociStitched	chr2(.):87634067-87634368	0.5937
1_MACS_peak_22524_lociStitched	chr2(.):87641614-87642766	1.5899
1_MACS_peak_22525_lociStitched	chr2(.):87644060-87644853	1.6981
2_MACS_peak_22526_lociStitched	chr2(.):87651457-87652529	0.8487
1_MACS_peak_22528_lociStitched	chr2(.):87655583-87657049	1.4508
1_MACS_peak_22529_lociStitched	chr2(.):87657770-87658278	0.6587
1_MACS_peak_22530_lociStitched	chr2(.):87730028-87730702	0.707
2_MACS_peak_22534_lociStitched	chr2(.):90412611-90414455	1.0735
1_MACS_peak_22544_lociStitched	chr2(.):91634228-91635692	1.8675
3_MACS_peak_22545_lociStitched	chr2(.):91668695-91672485	1.7465
1_MACS_peak_22548_lociStitched	chr2(.):91777206-91778787	2.0067
1_MACS_peak_22549_lociStitched	chr2(.):91967622-91967942	0.6767
1_MACS_peak_22550_lociStitched	chr2(.):91995377-91997879	0.9779
1_MACS_peak_22551_lociStitched	chr2(.):92230761-92232493	0.9896
1_MACS_peak_22555_lociStitched	chr2(.):95980589-95980869	0.8737
1_MACS_peak_22556_lociStitched	chr2(.):95982338-95982880	0.8421
1_MACS_peak_22557_lociStitched	chr2(.):95984786-95985319	1.0638
2_MACS_peak_22558_lociStitched	chr2(.):96042173-96043309	0.8178
1_MACS_peak_22560_lociStitched	chr2(.):96047348-96047681	0.7588
1_MACS_peak_22561_lociStitched	chr2(.):96051228-96051492	0.5561
2_MACS_peak_22562_lociStitched	chr2(.):96427356-96428599	0.7503
1_MACS_peak_22564_lociStitched	chr2(.):96697008-96697321	0.6968
1_MACS_peak_22565_lociStitched	chr2(.):96757184-96757463	0.8399
1_MACS_peak_22566_lociStitched	chr2(.):96767232-96767629	0.806
2_MACS_peak_22567_lociStitched	chr2(.):96772438-96774968	1.1025
3_MACS_peak_22569_lociStitched	chr2(.):96780532-96782184	1.0192
3_MACS_peak_22572_lociStitched	chr2(.):96783070-96790920	1.4279
3_MACS_peak_22575_lociStitched	chr2(.):96799628-96802398	0.9535
1_MACS_peak_22578_lociStitched	chr2(.):96803339-96804049	0.8933
1_MACS_peak_22579_lociStitched	chr2(.):97535221-97536973	1.2455
1_MACS_peak_22580_lociStitched	chr2(.):97540381-97540794	0.7342
2_MACS_peak_22581_lociStitched	chr2(.):97542982-97546257	1.2003
3_MACS_peak_22583_lociStitched	chr2(.):97546946-97548693	0.8961
1_MACS_peak_22586_lociStitched	chr2(.):97576415-97576718	0.8077
2_MACS_peak_22587_lociStitched	chr2(.):97577293-97579585	1.2625
1_MACS_peak_22589_lociStitched	chr2(.):97580368-97580660	0.7257
1_MACS_peak_22590_lociStitched	chr2(.):97584944-97585230	0.6317
1_MACS_peak_22591_lociStitched	chr2(.):97588070-97588510	0.9503
4_MACS_peak_22592_lociStitched	chr2(.):97590675-97595168	1.0834
1_MACS_peak_22596_lociStitched	chr2(.):100721693-100721995	0.8231
1_MACS_peak_22597_lociStitched	chr2(.):100760188-100760857	1.2274
1_MACS_peak_22598_lociStitched	chr2(.):106975276-106976856	1.3564
1_MACS_peak_22599_lociStitched	chr2(.):106977895-106978323	0.8298
1_MACS_peak_22600_lociStitched	chr2(.):109786659-109786915	0.8933
1_MACS_peak_22601_lociStitched	chr2(.):111367656-111368163	0.5837
1_MACS_peak_22602_lociStitched	chr2(.):111875538-111876268	0.7745
1_MACS_peak_22603_lociStitched	chr2(.):112897387-112897667	0.3942
4_MACS_peak_22604_lociStitched	chr2(.):113192261-113194517	0.9162
2_MACS_peak_22608_lociStitched	chr2(.):113385643-113388420	0.9978
2_MACS_peak_22610_lociStitched	chr2(.):113389052-113395007	1.71
1_MACS_peak_22612_lociStitched	chr2(.):113397100-113397575	1.0073
1_MACS_peak_22613_lociStitched	chr2(.):113398273-113398713	0.7978
1_MACS_peak_22614_lociStitched	chr2(.):113399398-113399803	0.7862
2_MACS_peak_22615_lociStitched	chr2(.):114035304-114036338	0.8711
1_MACS_peak_22617_lociStitched	chr2(.):114257755-114258152	0.6255
1_MACS_peak_22618_lociStitched	chr2(.):114259621-114260016	0.8866
2_MACS_peak_22619_lociStitched	chr2(.):114298773-114300111	0.9664
1_MACS_peak_22621_lociStitched	chr2(.):114324453-114324735	0.6779
1_MACS_peak_22622_lociStitched	chr2(.):114332101-114332616	0.6784
3_MACS_peak_22623_lociStitched	chr2(.):114334234-114336712	0.9181
2_MACS_peak_22626_lociStitched	chr2(.):114337967-114340384	0.9107
1_MACS_peak_22628_lociStitched	chr2(.):114426019-114426409	0.7217
1_MACS_peak_22629_lociStitched	chr2(.):119602461-119602874	0.8642
2_MACS_peak_22630_lociStitched	chr2(.):119606083-119607254	0.9704
1_MACS_peak_22632_lociStitched	chr2(.):119608652-119608944	0.6871
1_MACS_peak_22633_lociStitched	chr2(.):119611779-119612767	0.8347
1_MACS_peak_22634_lociStitched	chr2(.):119614246-119614798	0.8802
1_MACS_peak_22635_lociStitched	chr2(.):119913859-119914120	1.1288
1_MACS_peak_22636_lociStitched	chr2(.):121072793-121073085	0.8838
1_MACS_peak_22637_lociStitched	chr2(.):121076272-121076587	0.7981
2_MACS_peak_22638_lociStitched	chr2(.):121100566-121103149	1.2065
1_MACS_peak_22640_lociStitched	chr2(.):121103761-121105385	1.6265
4_MACS_peak_22641_lociStitched	chr2(.):121106184-121108163	0.7777
1_MACS_peak_22645_lociStitched	chr2(.):121109686-121109959	0.5232
2_MACS_peak_22646_lociStitched	chr2(.):121111584-121112284	0.897
1_MACS_peak_22648_lociStitched	chr2(.):121113755-121114113	0.5558
2_MACS_peak_22649_lociStitched	chr2(.):121116799-121117818	0.9265
1_MACS_peak_22651_lociStitched	chr2(.):121122117-121122378	0.5026
3_MACS_peak_22652_lociStitched	chr2(.):121132587-121134176	0.8696
1_MACS_peak_22655_lociStitched	chr2(.):121135131-121135529	0.8938
1_MACS_peak_22656_lociStitched	chr2(.):121153812-121154387	1.0618
1_MACS_peak_22657_lociStitched	chr2(.):121189024-121189328	0.9527
1_MACS_peak_22658_lociStitched	chr2(.):121282180-121282467	0.6923
1_MACS_peak_22659_lociStitched	chr2(.):121303727-121304161	0.7513
4_MACS_peak_22660_lociStitched	chr2(.):121426406-121429310	1.0367
1_MACS_peak_22664_lociStitched	chr2(.):121432043-121432566	1.3161
1_MACS_peak_22665_lociStitched	chr2(.):121492334-121492611	0.6369
1_MACS_peak_22666_lociStitched	chr2(.):121710851-121711225	0.8251
1_MACS_peak_22667_lociStitched	chr2(.):121718506-121718762	0.7495
1_MACS_peak_22668_lociStitched	chr2(.):121818928-121819465	0.8401
1_MACS_peak_22669_lociStitched	chr2(.):121820049-121820697	0.8077
1_MACS_peak_22670_lociStitched	chr2(.):121822399-121822679	0.9387
1_MACS_peak_22671_lociStitched	chr2(.):121823556-121823815	0.8196
1_MACS_peak_22672_lociStitched	chr2(.):121829874-121830265	0.8352
1_MACS_peak_22673_lociStitched	chr2(.):121831535-121832452	1.0692
1_MACS_peak_22674_lociStitched	chr2(.):121833297-121834454	1.2068
1_MACS_peak_22675_lociStitched	chr2(.):121843097-121843596	0.6611
1_MACS_peak_22676_lociStitched	chr2(.):127808783-127809657	0.9933
3_MACS_peak_22677_lociStitched	chr2(.):127810179-127812520	0.918
2_MACS_peak_22680_lociStitched	chr2(.):127813452-127815391	1.0903
2_MACS_peak_22682_lociStitched	chr2(.):127863242-127863838	1.0168
2_MACS_peak_22684_lociStitched	chr2(.):127976507-127977416	0.9755
1_MACS_peak_22686_lociStitched	chr2(.):128179726-128181421	1.1703
1_MACS_peak_22687_lociStitched	chr2(.):128292573-128293147	0.933
2_MACS_peak_22688_lociStitched	chr2(.):128316951-128319700	1.0945
1_MACS_peak_22690_lociStitched	chr2(.):128322043-128326268	1.525
1_MACS_peak_22691_lociStitched	chr2(.):128326996-128328351	1.178
1_MACS_peak_22692_lociStitched	chr2(.):128330845-128331400	1.0246
1_MACS_peak_22693_lociStitched	chr2(.):128335142-128335667	0.8539
4_MACS_peak_22694_lociStitched	chr2(.):128337413-128341749	1.0734
4_MACS_peak_22698_lociStitched	chr2(.):128365531-128367735	0.8388
1_MACS_peak_22702_lociStitched	chr2(.):128380349-128380647	0.9773
1_MACS_peak_22703_lociStitched	chr2(.):128382138-128385860	1.3972
5_MACS_peak_22704_lociStitched	chr2(.):128386408-128397543	1.493
3_MACS_peak_22709_lociStitched	chr2(.):128400605-128402661	0.9344
1_MACS_peak_22712_lociStitched	chr2(.):128403797-128404536	1.1189
3_MACS_peak_22713_lociStitched	chr2(.):128407590-128412395	1.3234
3_MACS_peak_22716_lociStitched	chr2(.):128413130-128415624	0.8985
2_MACS_peak_22719_lociStitched	chr2(.):128429966-128432669	1.4932
1_MACS_peak_22721_lociStitched	chr2(.):131350807-131351078	0.7151
2_MACS_peak_22722_lociStitched	chr2(.):131590949-131591871	0.7339
1_MACS_peak_22724_lociStitched	chr2(.):132767328-132768154	0.9835
1_MACS_peak_22725_lociStitched	chr2(.):132796261-132796610	0.8432
1_MACS_peak_22726_lociStitched	chr2(.):133016670-133016957	4.8995
3_MACS_peak_22727_lociStitched	chr2(.):133018778-133020390	3.3894
1_MACS_peak_22730_lociStitched	chr2(.):133023053-133023791	6.8002
1_MACS_peak_22731_lociStitched	chr2(.):133025492-133026046	6.6247
1_MACS_peak_22732_lociStitched	chr2(.):133026701-133027172	7.4156
1_MACS_peak_22733_lociStitched	chr2(.):133029148-133029982	4.7376
2_MACS_peak_22734_lociStitched	chr2(.):133030532-133031625	4.3033
1_MACS_peak_22736_lociStitched	chr2(.):133041133-133041469	1.2138
1_MACS_peak_22738_lociStitched	chr2(.):135475459-135476127	1.3089
1_MACS_peak_22739_lociStitched	chr2(.):135476690-135477127	0.9672
2_MACS_peak_22740_lociStitched	chr2(.):145273403-145274433	0.9088
1_MACS_peak_22742_lociStitched	chr2(.):145276881-145277907	1.1161
1_MACS_peak_22743_lociStitched	chr2(.):145280288-145281169	1.0422
1_MACS_peak_22744_lociStitched	chr2(.):151106241-151106370	10.9579
1_MACS_peak_22746_lociStitched	chr2(.):163609400-163609548	0.7384
1_MACS_peak_22747_lociStitched	chr2(.):170218052-170219073	1.4866
1_MACS_peak_22748_lociStitched	chr2(.):170624138-170625589	1.1965
3_MACS_peak_22749_lociStitched	chr2(.):171669829-171672025	1.1873
2_MACS_peak_22752_lociStitched	chr2(.):171673740-171677341	1.294
2_MACS_peak_22754_lociStitched	chr2(.):171678268-171679163	0.6673
2_MACS_peak_22756_lociStitched	chr2(.):172378619-172379929	1.0943
2_MACS_peak_22758_lociStitched	chr2(.):172947077-172953616	1.4277
2_MACS_peak_22760_lociStitched	chr2(.):172959233-172967213	1.9231
1_MACS_peak_22762_lociStitched	chr2(.):172970458-172971226	1.0469
1_MACS_peak_22763_lociStitched	chr2(.):174218152-174218548	0.9837
2_MACS_peak_22764_lociStitched	chr2(.):174219126-174221364	1.1162
1_MACS_peak_22766_lociStitched	chr2(.):175191140-175193175	1.5999
1_MACS_peak_22767_lociStitched	chr2(.):175193989-175194270	0.6991
3_MACS_peak_22768_lociStitched	chr2(.):175197049-175201406	1.7388
1_MACS_peak_22771_lociStitched	chr2(.):175205147-175205650	0.962
1_MACS_peak_22772_lociStitched	chr2(.):175206307-175207717	1.5846
2_MACS_peak_22773_lociStitched	chr2(.):175546621-175548391	1.3159
1_MACS_peak_22775_lociStitched	chr2(.):176971181-176971496	0.7579
1_MACS_peak_22776_lociStitched	chr2(.):176977114-176977582	0.8049
3_MACS_peak_22777_lociStitched	chr2(.):182547264-182549106	0.8055
2_MACS_peak_22780_lociStitched	chr2(.):183896549-183898067	1.0699
1_MACS_peak_22782_lociStitched	chr2(.):183899322-183900668	1.046
3_MACS_peak_22783_lociStitched	chr2(.):183901585-183905532	1.6073
1_MACS_peak_22786_lociStitched	chr2(.):183909038-183909447	0.7586
1_MACS_peak_22787_lociStitched	chr2(.):199229500-199229831	0.6271
1_MACS_peak_22788_lociStitched	chr2(.):199233909-199234748	1.2606
2_MACS_peak_22789_lociStitched	chr2(.):199239052-199241366	1.2191
1_MACS_peak_22791_lociStitched	chr2(.):200014384-200014504	2.7245
2_MACS_peak_22792_lociStitched	chr2(.):200327107-200328362	0.8866
2_MACS_peak_22794_lociStitched	chr2(.):200334363-200335069	0.8478
1_MACS_peak_22796_lociStitched	chr2(.):217235509-217236967	1.388
1_MACS_peak_22797_lociStitched	chr2(.):217498669-217499373	0.8672
1_MACS_peak_22798_lociStitched	chr2(.):217535418-217535674	0.5284
1_MACS_peak_22799_lociStitched	chr2(.):217558926-217559637	1.1227
2_MACS_peak_22800_lociStitched	chr2(.):218084172-218086662	1.2005
1_MACS_peak_22802_lociStitched	chr2(.):218089774-218090122	1.1286
1_MACS_peak_22803_lociStitched	chr2(.):218301811-218302252	1.1323
1_MACS_peak_22804_lociStitched	chr2(.):218696251-218696558	0.6288
1_MACS_peak_22805_lociStitched	chr2(.):218771030-218771286	0.7117
2_MACS_peak_22806_lociStitched	chr2(.):218784146-218784930	1.0621
1_MACS_peak_22808_lociStitched	chr2(.):218786783-218787061	0.6026
1_MACS_peak_22809_lociStitched	chr2(.):218795554-218795865	0.8686
1_MACS_peak_22810_lociStitched	chr2(.):218808824-218809171	0.6981
3_MACS_peak_22811_lociStitched	chr2(.):218812116-218813994	0.7764
1_MACS_peak_22814_lociStitched	chr2(.):218873164-218873859	0.9666
2_MACS_peak_22815_lociStitched	chr2(.):218874763-218876328	0.8856
1_MACS_peak_22817_lociStitched	chr2(.):219188187-219188619	1.1505
1_MACS_peak_22818_lociStitched	chr2(.):219254432-219254766	0.5093
1_MACS_peak_22819_lociStitched	chr2(.):219257712-219258053	0.6614
1_MACS_peak_22820_lociStitched	chr2(.):219261131-219264338	1.8623
1_MACS_peak_22821_lociStitched	chr2(.):219717891-219718797	0.9983
5_MACS_peak_22822_lociStitched	chr2(.):219719742-219728690	1.7324
1_MACS_peak_22827_lociStitched	chr2(.):219729774-219730552	0.9702
2_MACS_peak_22828_lociStitched	chr2(.):219818087-219818652	0.8805
1_MACS_peak_22830_lociStitched	chr2(.):219819405-219820082	1.133
2_MACS_peak_22831_lociStitched	chr2(.):219822318-219823727	1.0585
1_MACS_peak_22833_lociStitched	chr2(.):219825078-219826367	1.3861
1_MACS_peak_22834_lociStitched	chr2(.):219828780-219829527	1.1955
4_MACS_peak_22835_lociStitched	chr2(.):219845461-219871425	1.9566
2_MACS_peak_22839_lociStitched	chr2(.):219872088-219873462	1.0375
1_MACS_peak_22841_lociStitched	chr2(.):219878690-219880417	1.1946
3_MACS_peak_22842_lociStitched	chr2(.):219881017-219884770	1.1463
4_MACS_peak_22845_lociStitched	chr2(.):219885659-219898102	1.4299
2_MACS_peak_22849_lociStitched	chr2(.):219900662-219902569	0.9597
2_MACS_peak_22851_lociStitched	chr2(.):219905564-219908370	1.2281
1_MACS_peak_22853_lociStitched	chr2(.):219910679-219911512	1.0672
1_MACS_peak_22854_lociStitched	chr2(.):219912165-219912953	0.6618
2_MACS_peak_22855_lociStitched	chr2(.):219919551-219926300	1.9799
2_MACS_peak_22857_lociStitched	chr2(.):220154087-220156667	1.1614
1_MACS_peak_22859_lociStitched	chr2(.):220157346-220157835	1.0172
1_MACS_peak_22860_lociStitched	chr2(.):220161353-220161841	0.838
2_MACS_peak_22861_lociStitched	chr2(.):220163971-220168901	1.4451
1_MACS_peak_22863_lociStitched	chr2(.):220196656-220197217	0.8771
1_MACS_peak_22864_lociStitched	chr2(.):220222842-220223809	1.3842
1_MACS_peak_22865_lociStitched	chr2(.):220272877-220273350	0.953
4_MACS_peak_22866_lociStitched	chr2(.):220283609-220286518	0.8511
2_MACS_peak_22870_lociStitched	chr2(.):220288866-220291349	1.0892
1_MACS_peak_22872_lociStitched	chr2(.):220298719-220302753	1.7679
2_MACS_peak_22873_lociStitched	chr2(.):220303540-220304726	1.0278
4_MACS_peak_22875_lociStitched	chr2(.):220305659-220318892	1.7419
1_MACS_peak_22879_lociStitched	chr2(.):220322349-220322944	0.9853
2_MACS_peak_22880_lociStitched	chr2(.):220326307-220327506	0.9395
3_MACS_peak_22882_lociStitched	chr2(.):220328612-220340765	1.5762
