GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
SARS2	4567.6566	6987.403	2419.7464	0.604705059245216	0.613302158587526
TM7SF4	0	2420.625	2420.625	1	8
LOC729513	0	2420.8176	2420.8176	1	8
ZBTB47	0	2421.877	2421.877	1	8
PHF2	2511.2	4933.8303	2422.6303	0.66270117127663	0.974331160697629
TCHP	1982.119	4406.5376	2424.4186	0.689744006588177	1.15260193550274
MNAT1	510.1768	2936.0227	2425.8459	0.851959586205035	2.52479392268229
WNT8A	0	2426.0532	2426.0532	1	8
SIDT1	5541.2	7968.9116	2427.7116	0.589847947666102	0.524184253730447
BLOC1S1	3551.1218	5980.6128	2429.491	0.627442228615975	0.752018472668104
DUSP9	0	2430.507	2430.507	1	8
PNCK	0	2430.507	2430.507	1	8
SLC6A8	0	2430.507	2430.507	1	8
RPS26P11	0	2431.3421	2431.3421	1	8
NPTX1	0	2431.3882	2431.3882	1	8
THOC3	0	2434.9229	2434.9229	1	8
TMC2	0	2438.7517	2438.7517	1	8
KIAA0284	0	2439.8445	2439.8445	1	8
XRCC6BP1	7464.78	9904.8017	2440.0217	0.570238355250662	0.408028349530275
MIR491	0	2440.9772	2440.9772	1	8
PLSCR3	2507.1013	4948.4771	2441.3758	0.663728128725734	0.980964312527471
ASB12	0	2443.5846	2443.5846	1	8
PROX2	0	2443.8232	2443.8232	1	8
RPS6KL1	0	2443.8232	2443.8232	1	8
PCBD1	0	2444.1787	2444.1787	1	8
RND2	0	2444.673	2444.673	1	8
VAT1	0	2444.673	2444.673	1	8
MAP1LC3B	1667.1404	4111.9881	2444.8477	0.711523908838504	1.30246048187492
CCDC71	767.2256	3213.4864	2446.2608	0.807264228107936	2.06641660202005
MIR3651	695.3107	3143.4352	2448.1245	0.818870350340198	2.17661232697978
PHLDA3	0	2449.2398	2449.2398	1	8
RPS10P7	0	2449.2398	2449.2398	1	8
TNNI1	0	2449.2398	2449.2398	1	8
C7orf26	2968.9956	5418.2876	2449.292	0.646012239100261	0.867862017827542
RTKN	0	2449.7875	2449.7875	1	8
GYS1	8772.7365	11223.2636	2450.5271	0.561275432280079	0.355393415408354
WWP2	4264.8	6715.3783	2450.5783	0.611591006677915	0.654990586638647
SCN2A	0	2450.682	2450.682	1	8
INTS4L1	0	2451.0626	2451.0626	1	8
PIK3R4	3628.6	6080.5909	2451.9909	0.626271639174383	0.744798499194218
SLC15A4	1603.8225	4056.0627	2452.2402	0.716633386839719	1.33856547108318
ZNF737	511.0144	2963.6579	2452.6435	0.852931627537941	2.53594307364189
STOML1	1634.9982	4087.9916	2452.9934	0.714310481559831	1.32210318439626
SLX1B	6006.7524	8460.7699	2454.0175	0.584811256866008	0.494203752641204
CLDN19	0	2455.6848	2455.6848	1	8
KLF3	9666.544	12122.9996	2456.4556	0.556367761645086	0.326674617652942
C3orf39	565.5628	3022.8009	2457.2381	0.842389777825475	2.41812682260806
CLMN	659.736	3118.0321	2458.2961	0.825363552622513	2.24067504447162
SNRNP25	4267.5424	6727.8182	2460.2758	0.611877904213528	0.656733234257944
FAM53A	326.2745	2788.1817	2461.9072	0.895238693676283	3.09516643865926
C6orf174	0	2461.984	2461.984	1	8
C6orf58	0	2461.984	2461.984	1	8
CXorf23	0	2462.9363	2462.9363	1	8
SPI1	4213.798	6685.0558	2471.2578	0.613372371322203	0.665818446252738
ADRA1D	0	2473.267	2473.267	1	8
UQCC	1381.0062	3854.9421	2473.9359	0.73624525666153	1.48098939492264
ROGDI	1237.041	3713.3654	2476.3244	0.750113243227869	1.58583396802874
POLA1	1544.625	4021.2944	2476.6694	0.722485201636229	1.38040333315335
MIR630	0	2476.7992	2476.7992	1	8
AKAP3	0	2477.3233	2477.3233	1	8
NCRNA00221	0	2477.3835	2477.3835	1	8
LOC728323	1797.8	4276.0651	2478.2651	0.704010548406813	1.25005128304594
CCDC36	0	2479.0836	2479.0836	1	8
TXNDC12	8156.715	10636.0433	2479.3283	0.565964991951182	0.382901406084217
AKAP4	0	2479.7519	2479.7519	1	8
CCNB3	0	2479.7519	2479.7519	1	8
LPHN1	0	2480.9659	2480.9659	1	8
SNORA36C	0	2480.9737	2480.9737	1	8
ARL6	3005.1988	5486.4747	2481.2759	0.646100524237066	0.86841902094762
SUMO4	0	2483.5619	2483.5619	1	8
RASA4P	1025.8411	3510.7673	2484.9262	0.773874884153545	1.77497909624619
ITGA5	0	2486.6646	2486.6646	1	8
ZNF385A	0	2486.6646	2486.6646	1	8
AIFM1	4635.2862	7122.1559	2486.8697	0.605757259055522	0.619655596814608
AOX2P	0	2487.0075	2487.0075	1	8
ELOF1	1711.3234	4198.7	2487.3766	0.710437119419866	1.29483028917375
TNFRSF18	0	2488.9407	2488.9407	1	8
TTLL10	0	2488.9407	2488.9407	1	8
PLD6	1138.878	3628.0879	2489.2099	0.761089543350835	1.67159619984521
TNFRSF4	0	2492.8499	2492.8499	1	8
LOC100130855	7039.2	9532.4115	2493.2115	0.575225378654333	0.43742975493893
XYLT2	1058.0496	3551.401	2493.3514	0.770460800686312	1.74698100812995
LOC100132247	0	2494.3359	2494.3359	1	8
LOC653786	0	2494.3359	2494.3359	1	8
NPTX2	0	2500.0416	2500.0416	1	8
CCDC54	0	2502.608	2502.608	1	8
ITGA1	0	2504.0244	2504.0244	1	8
PELO	0	2504.0244	2504.0244	1	8
HEPACAM	0	2506.1621	2506.1621	1	8
HEPN1	0	2506.1621	2506.1621	1	8
SUMO1P3	0	2509.1239	2509.1239	1	8
VWA3B	0	2509.4238	2509.4238	1	8
DDX11L9	0	2511.7027	2511.7027	1	8
FAM138E	0	2511.7027	2511.7027	1	8
OR4F4	0	2511.7027	2511.7027	1	8
STEAP1	0	2511.8293	2511.8293	1	8
STEAP2	0	2511.8293	2511.8293	1	8
POM121	2746.934	5259.6256	2512.6916	0.656914562904147	0.937137859192087
SCARNA7	0	2512.7632	2512.7632	1	8
STXBP1	0	2512.8891	2512.8891	1	8
NR2F6	328.776	2842.8354	2514.0594	0.896337867873725	3.11215367539544
NCRNA00176	0	2514.3083	2514.3083	1	8
SOX18	0	2514.3083	2514.3083	1	8
MRS2	1905.5488	4421.4541	2515.9053	0.698822834426076	1.21431435691261
SHKBP1	1304.5136	3821.9668	2517.4532	0.745534265575267	1.5508032613936
DEFB122	0	2519.0351	2519.0351	1	8
DEFB123	0	2519.0351	2519.0351	1	8
AHSG	41.895	2561.001	2519.106	0.983904466409722	5.93378593170368
RSPH10B2	0	2519.7993	2519.7993	1	8
LOC100288346	0	2522.5968	2522.5968	1	8
C2orf46	0	2522.9757	2522.9757	1	8
PLXNB3	0	2524.2795	2524.2795	1	8
SRPK3	0	2524.2795	2524.2795	1	8
CHADL	0	2524.5685	2524.5685	1	8
DOCK6	0	2525.2599	2525.2599	1	8
LOC55908	0	2525.2599	2525.2599	1	8
HAS2	0	2526.6477	2526.6477	1	8
HAS2-AS1	0	2526.6477	2526.6477	1	8
FLJ39609	0	2529.1224	2529.1224	1	8
SAMD11	0	2529.1224	2529.1224	1	8
CYTL1	0	2532.3296	2532.3296	1	8
C6orf126	0	2532.9525	2532.9525	1	8
C6orf127	0	2532.9525	2532.9525	1	8
LOC100289656	0	2533.8918	2533.8918	1	8
LOC646278	0	2533.8918	2533.8918	1	8
ST3GAL5	17427	19965.1215	2538.1215	0.533939255091477	0.196157615988875
INTS1	928.986	3467.5597	2538.5737	0.78870093400826	1.90019196104835
TMEM232	0	2540.241	2540.241	1	8
FEZ1	0	2547.1951	2547.1951	1	8
LOC100130776	0	2547.6312	2547.6312	1	8
WDR70	1188.759	3736.7193	2547.9603	0.75865105323883	1.65231592978948
DQX1	0	2548.4047	2548.4047	1	8
LBX2	0	2548.4047	2548.4047	1	8
LOC151534	0	2548.4047	2548.4047	1	8
TLX2	0	2548.4047	2548.4047	1	8
NPM2	0	2548.9728	2548.9728	1	8
IZUMO1	0	2549.1614	2549.1614	1	8
RASIP1	0	2549.1614	2549.1614	1	8
EEFSEC	2614.3293	5165.392	2551.0627	0.663955918318051	0.982436964985548
CD40	0	2551.2846	2551.2846	1	8
PPY2	0	2551.4065	2551.4065	1	8
PDE3B	2134.5407	4687.6131	2553.0724	0.687116303358626	1.13492782822619
FLJ40504	0	2554.2151	2554.2151	1	8
SARM1	0	2554.2151	2554.2151	1	8
SEBOX	0	2554.2151	2554.2151	1	8
VTN	0	2554.2151	2554.2151	1	8
ZXDA	0	2555.0382	2555.0382	1	8
CRYGS	0	2561.001	2561.001	1	8
FETUB	0	2561.001	2561.001	1	8
HRG	0	2561.001	2561.001	1	8
LCA5	3407.586	5968.758	2561.172	0.636576260427305	0.808680693749126
MRPL28	0	2563.0024	2563.0024	1	8
LOC442132	179.8911	2744.5223	2564.6312	0.938486432868896	3.93135934462478
NCRNA00161	0	2564.9543	2564.9543	1	8
TMEM86A	275.9133	2841.6856	2565.7723	0.911498140443917	3.3644600392099
TMEM57	1570.1965	4136.3156	2566.1191	0.724841291408109	1.39740115275041
TXNDC3	0	2567.0483	2567.0483	1	8
FOXN1	0	2569.9882	2569.9882	1	8
MMP21	0	2570.5447	2570.5447	1	8
KRTCAP3	0	2572.0167	2572.0167	1	8
FGL1	0	2573.1154	2573.1154	1	8
MCAT	1840.5909	4414.0388	2573.4479	0.705723441948929	1.26193031028684
GCGR	0	2575.818	2575.818	1	8
UBA2	3809.2	6385.2424	2576.0424	0.626345429152653	0.745253351513177
ESR1	7568.149	10145.3822	2577.2332	0.572747584061613	0.422810818253416
PIK3CG	24545.6	27123.9824	2578.3824	0.524950679686546	0.144104580733452
MFAP3L	1753.132	4332.9182	2579.7862	0.71194256662556	1.30540437441083
OPRD1	0	2581.2456	2581.2456	1	8
LRP1B	0	2582.1033	2582.1033	1	8
A4GALT	0	2583.3116	2583.3116	1	8
SRSF8	10073.5364	12657.5373	2584.0009	0.556838513967776	0.329426493135359
TCEAL3	727.875	3314.0328	2586.1578	0.819917960523493	2.18682526265301
MIR597	0	2587.1112	2587.1112	1	8
BHLHB9	0	2589.2932	2589.2932	1	8
GPRASP2	0	2589.2932	2589.2932	1	8
NSL1	8379.4736	10969.2739	2589.8003	0.566924236310387	0.388536509632884
TATDN3	8379.4736	10969.2739	2589.8003	0.566924236310387	0.388536509632884
UCN3	0	2590.9557	2590.9557	1	8
SNX11	4769.6027	7362.2671	2592.6644	0.606853454691708	0.626280993919968
LTB4R2	3292.7145	5885.8008	2593.0863	0.641258483275612	0.837961290089955
ZNF233	703.1934	3297.1723	2593.9789	0.824217720894867	2.22923584487001
PSMA5	2890.8	5490.7855	2599.9855	0.655101054567778	0.925543753443526
SIGLEC15	0	2604.0741	2604.0741	1	8
MIR2909	0	2604.5775	2604.5775	1	8
RBL2	7221.069	9826.2914	2605.2224	0.576411313507515	0.444434594952688
CD99P1	910.9622	3518.3148	2607.3526	0.79433162568067	1.94942147687751
ABCC11	0	2607.9878	2607.9878	1	8
CSDC2	0	2607.9938	2607.9938	1	8
DPP4	0	2608.3202	2608.3202	1	8
DIRC2	5326.525	7935.3091	2608.7841	0.598356836630915	0.57509178833745
EDN1	0	2609.9967	2609.9967	1	8
NBPF6	0	2612.2858	2612.2858	1	8
MIR1225	0	2614.3572	2614.3572	1	8
MIR320C1	3542.6531	6157.2178	2614.5647	0.634773170022294	0.797448399793476
KIR3DX1	0	2614.7104	2614.7104	1	8
LAIR2	0	2614.7104	2614.7104	1	8
EDA2R	0	2614.9999	2614.9999	1	8
DEC1	0	2615.3953	2615.3953	1	8
MS4A8B	0	2615.45	2615.45	1	8
STAR	0	2615.7399	2615.7399	1	8
C3orf63	6312.5208	8929.2418	2616.721	0.585840498526069	0.500321441894711
RABGGTA	3799.3725	6419.4048	2620.0323	0.628196956596754	0.756678374111341
CCDC64	384.5574	3005.0247	2620.4673	0.886547253125983	2.9661059896678
FTH1P3	0	2620.7318	2620.7318	1	8
ANXA2P1	0	2621.5198	2621.5198	1	8
TRIM15	0	2623.3464	2623.3464	1	8
LGALS9C	0	2623.8732	2623.8732	1	8
RRN3P1	0	2625.501	2625.501	1	8
LYN	966.6854	3592.6387	2625.9533	0.787976160764706	1.89392549779967
CLDN6	0	2627.6119	2627.6119	1	8
TNFRSF12A	0	2627.6119	2627.6119	1	8
TDRD7	1090.397	3719.218	2628.821	0.773288090626796	1.77014581525003
STX11	1576.1805	4207.4081	2631.2276	0.727473613873573	1.41649900208466
HS3ST6	0	2632.0662	2632.0662	1	8
NUCB2	2059.6032	4692.9171	2633.3139	0.694987484895084	1.18811855873918
FAM106A	0	2633.8254	2633.8254	1	8
LOC220594	0	2633.8254	2633.8254	1	8
TRIM10	0	2634.7589	2634.7589	1	8
TRIM40	0	2634.7589	2634.7589	1	8
MEGF10	0	2635.9436	2635.9436	1	8
PARP6	890.804	3527.8614	2637.0574	0.798399761158652	1.98561394105357
C15orf27	0	2637.0575	2637.0575	1	8
NRG4	0	2637.0575	2637.0575	1	8
PARP15	0	2637.6887	2637.6887	1	8
LOC643037	0	2638.2337	2638.2337	1	8
PIWIL4	0	2638.2337	2638.2337	1	8
P2RY6	8307.1132	10950.3653	2643.2521	0.56862923668849	0.398559879285484
ANAPC5	2088.2058	4731.9203	2643.7145	0.693817127516161	1.18016187292158
MRPS25	2794.588	5438.4278	2643.8398	0.660563265286094	0.960554036369232
NANOS2	0	2644.0319	2644.0319	1	8
COL9A3	0	2644.3434	2644.3434	1	8
GIT1	1880.772	4526.3169	2645.5449	0.706454517901258	1.26701262908625
C2orf50	0	2646.0593	2646.0593	1	8
NHP2	1016.964	3664.4569	2647.4929	0.782765954669874	1.8493307865349
FLJ44635	0	2647.8234	2647.8234	1	8
RGAG4	0	2647.8234	2647.8234	1	8
FAM116A	4344.8043	6995.0259	2650.2216	0.616854553959723	0.687038202974151
FRMPD2	0	2650.2235	2650.2235	1	8
POTEG	0	2650.2349	2650.2349	1	8
CYB5R3	1187.1744	3840.3855	2653.2111	0.763866682125458	1.69371924932491
DPEP1	0	2653.7358	2653.7358	1	8
RIMS2	3171.4	5829.5876	2658.1876	0.647660885567713	0.878273974988896
GPR27	0	2660.3488	2660.3488	1	8
GLIPR1L1	0	2661.0624	2661.0624	1	8
SNX4	2249.5725	4912.9995	2663.427	0.685926717385878	1.12695322892408
APOBEC1	0	2663.8909	2663.8909	1	8
GDF3	0	2663.8909	2663.8909	1	8
SCG3	0	2665.89	2665.89	1	8
MTMR7	0	2667.5126	2667.5126	1	8
PACSIN3	0	2667.5155	2667.5155	1	8
PSMB6	2277.1735	4946.7751	2669.6016	0.684774404402601	1.11924409439341
ABCC6P2	0	2670.6472	2670.6472	1	8
SHQ1	0	2671.6197	2671.6197	1	8
ZAR1L	0	2672.7881	2672.7881	1	8
TMEM200C	0	2674.2695	2674.2695	1	8
OTP	0	2675.4294	2675.4294	1	8
MIR548B	0	2676.7359	2676.7359	1	8
BHLHE40	4962.6	7640.4208	2677.8208	0.606237260197174	0.622555923697645
CLTB	1797.965	4477.6507	2679.6857	0.713499824407667	1.31637705146179
CCDC144NL	0	2682.4028	2682.4028	1	8
MIR301B	1062.1498	3747.6958	2685.546	0.779171747217832	1.81901660378998
TCEAL4	574.5384	3260.2248	2685.6864	0.850176302933125	2.50449621947538
UBE2Q1	5121	7807.0174	2686.0174	0.603883577693823	0.608345926017718
LOC284412	0	2688.0092	2688.0092	1	8
ZNF383	0	2688.0092	2688.0092	1	8
ZNF585A	0	2688.0092	2688.0092	1	8
ZNF585B	0	2688.0092	2688.0092	1	8
ZCCHC24	0	2688.0447	2688.0447	1	8
RGN	0	2688.4892	2688.4892	1	8
IFIT3	2902.0464	5592.1224	2690.076	0.658348395430993	0.946325352238744
DFNB59	4992.4765	7682.6869	2690.2104	0.606121330159736	0.621855322502265
LIX1	0	2690.7056	2690.7056	1	8
ZNF846	0	2690.7356	2690.7356	1	8
PPM1F	0	2690.8275	2690.8275	1	8
RANBP10	2679.7496	5371.8177	2692.0681	0.667176650190827	1.00331214646491
SNORA22	0	2692.1463	2692.1463	1	8
CYP3A5	0	2693.3128	2693.3128	1	8
CBX1	4665.104	7362.2671	2697.1631	0.612126044734747	0.658240847354993
SNTB1	701.6646	3399.5	2697.8354	0.828910890335882	2.27646908642974
ZNF595	0	2698.3282	2698.3282	1	8
ZNF718	0	2698.3282	2698.3282	1	8
DCLK2	563.9494	3262.5216	2698.5722	0.852618927466065	2.53234982463531
IQCJ-SCHIP1	0	2700.283	2700.283	1	8
BOC	0	2701.0044	2701.0044	1	8
C2orf72	0	2701.0487	2701.0487	1	8
KCNV1	0	2702.0862	2702.0862	1	8
ZNF512B	0	2702.3285	2702.3285	1	8
NAA40	1792.4	4495.985	2703.585	0.71496656136671	1.32674459068583
GLYAT	0	2703.7605	2703.7605	1	8
CFP	0	2704.6055	2704.6055	1	8
SYN1	0	2704.6055	2704.6055	1	8
EIF5AL1	0	2705.3194	2705.3194	1	8
SFTPA1	0	2705.3194	2705.3194	1	8
SFTPA2	0	2705.3194	2705.3194	1	8
ZNF167	0	2706.4804	2706.4804	1	8
SIK3	5175.8	7882.4495	2706.6495	0.603637531967819	0.60686215141804
CYP2U1	2965.4	5673.2023	2707.8023	0.656726875828049	0.935936588138907
NT5C	1771.9473	4483.186	2711.2387	0.71672109689493	1.33918865875215
HNF4A	0	2712.258	2712.258	1	8
MIR3646	0	2712.258	2712.258	1	8
CDKL4	0	2715.5984	2715.5984	1	8
FAM195B	2115.9083	4832.0557	2716.1474	0.695463548746079	1.19135998020477
SNORD63	0	2716.3907	2716.3907	1	8
GBGT1	0	2716.7808	2716.7808	1	8
OBP2B	0	2716.7808	2716.7808	1	8
MIR708	0	2718.694	2718.694	1	8
ARRB2	2821.4	5540.9971	2719.5971	0.662608703430264	0.973734395500736
FBP1	381.0901	3101.158	2720.0679	0.89056204812058	3.0246029960134
TMEM116	6485.3072	9206.4077	2721.1005	0.586705006984291	0.50546341826586
C16orf3	0	2721.2763	2721.2763	1	8
DBNDD1	0	2721.2763	2721.2763	1	8
GAS8	0	2721.2763	2721.2763	1	8
LOC100130015	0	2721.2763	2721.2763	1	8
PRDM7	0	2721.2763	2721.2763	1	8
EIF2C2	1777.0333	4498.9728	2721.9395	0.716852840535002	1.34012492823958
APOBEC2	0	2722.4452	2722.4452	1	8
TSPO2	0	2722.4452	2722.4452	1	8
UNC5CL	0	2722.4452	2722.4452	1	8
RLN2	1435.3248	4158.6	2723.2752	0.743413640455088	1.53472068262164
KREMEN1	122.4	2846.4739	2724.0739	0.958772246945214	4.53950040823061
ATP1A2	0	2725.5898	2725.5898	1	8
SETX	2487.512	5216.0216	2728.5096	0.677094677694402	1.06824635853288
SLC4A4	0	2729.1048	2729.1048	1	8
TMEM189-UBE2V1	1188.033	3917.8353	2729.8023	0.767320085400558	1.72148183967071
PSAT1	2938.8	5672.3326	2733.5326	0.65872085165661	0.948714948452197
TPPP3	0	2735.1083	2735.1083	1	8
ERP29	6470.9584	9206.4077	2735.4493	0.587241992135401	0.508658930260616
TP53TG3	0	2736.055	2736.055	1	8
TP53TG3B	0	2736.055	2736.055	1	8
ADARB1	0	2738.3516	2738.3516	1	8
C21orf122	0	2738.3516	2738.3516	1	8
GPR112	0	2740.1604	2740.1604	1	8
DLGAP3	0	2742.1732	2742.1732	1	8
GJA4	0	2742.1732	2742.1732	1	8
GJB3	0	2742.1732	2742.1732	1	8
RAB11A	4444.4664	7186.911	2742.4446	0.617889932795062	0.693361600036684
ADCY2	0	2744.5223	2744.5223	1	8
CSNK1A1	14338.2	17085.1258	2746.9258	0.543708387480742	0.25287694931166
GPR84	0	2747.2046	2747.2046	1	8
MIR148B	0	2747.2046	2747.2046	1	8
NFE2	0	2747.2046	2747.2046	1	8
ACOT11	0	2747.3404	2747.3404	1	8
CLCN7	2914.11	5661.5301	2747.4201	0.660187465189916	0.958136675928016
NOMO3	1392.875	4141.5777	2748.7027	0.748326514742822	1.57211466247785
C1orf180	0	2749.859	2749.859	1	8
BHMT2	0	2751.6275	2751.6275	1	8
DMGDH	0	2751.6275	2751.6275	1	8
ZNF805	2998.7212	5750.614	2751.8928	0.657262965533656	0.939368605765837
CIDEB	3133.7968	5885.8008	2752.004	0.652556916729855	0.909327079926884
FAM181B	0	2752.1031	2752.1031	1	8
CWF19L1	2778.58	5530.7847	2752.2047	0.665608611450163	0.993136404029454
PTPN5	0	2754.2592	2754.2592	1	8
PYDC1	0	2754.9157	2754.9157	1	8
TRIM72	0	2754.9157	2754.9157	1	8
C19orf50	2522.856	5277.7871	2754.9311	0.676583588345428	1.06487529286791
LELP1	0	2756.514	2756.514	1	8
PRR9	0	2756.514	2756.514	1	8
PI4KAP1	0	2756.8455	2756.8455	1	8
MIR573	0	2756.8682	2756.8682	1	8
HELZ	2284.3468	5044.8241	2760.4773	0.688321253363051	1.14302227588515
TRIB2	2237.88	4998.9979	2761.1179	0.690767202248915	1.1595062430303
GRHL1	632.8756	3395.1042	2762.2286	0.842880145526053	2.42346200126654
SPDYE4	0	2762.2751	2762.2751	1	8
SNORD119	0	2767.0597	2767.0597	1	8
GPR33	0	2769.858	2769.858	1	8
HEATR5A	0	2769.858	2769.858	1	8
SERHL	0	2770.6725	2770.6725	1	8
ACTBL2	0	2770.9306	2770.9306	1	8
RCBTB2	4165.9904	6941.2745	2775.2841	0.624931030500587	0.736541068105086
PTCRA	0	2777.5547	2777.5547	1	8
FAM19A5	1107.909	3886.2216	2778.3126	0.778157783859317	1.81052878054841
C6orf192	2354.448	5133.9449	2779.4969	0.685587010264913	1.12467895245572
CEP57L1	11082.2476	13862.1575	2779.9099	0.555722112611136	0.322901310100186
SNORA2B	0	2781.6586	2781.6586	1	8
GGT8P	0	2782.8408	2782.8408	1	8
C6orf94	0	2784.276	2784.276	1	8
RAD54L2	0	2784.5742	2784.5742	1	8
CKS2	8528.8242	11315.7451	2786.9209	0.570218729816424	0.407912816199845
OR4C11	0	2787.6135	2787.6135	1	8
OR4C16	0	2787.6135	2787.6135	1	8
OR4C6	0	2787.6135	2787.6135	1	8
OR4P4	0	2787.6135	2787.6135	1	8
OR4S2	0	2787.6135	2787.6135	1	8
NKX2-3	0	2788.9682	2788.9682	1	8
RIPPLY2	0	2789.0566	2789.0566	1	8
PDP1	1031.6171	3822.0783	2790.4612	0.787457387622635	1.8894497415779
GPR142	0	2795.1829	2795.1829	1	8
FOXP1	890.11	3685.5377	2795.4277	0.805467977790336	2.04981957527639
LRRC37A2	0	2796.464	2796.464	1	8
MIR1265	0	2797.3317	2797.3317	1	8
ZNF311	0	2798.1174	2798.1174	1	8
C16orf55	1065.4072	3865.0921	2799.6849	0.783914947518601	1.85909785631406
CHMP1A	1065.4072	3865.0921	2799.6849	0.783914947518601	1.85909785631406
CTAGE6P	0	2801.4957	2801.4957	1	8
MED7	7494.0165	10296.7401	2802.7236	0.578769095182832	0.458376599912956
SNX9	0	2803.1589	2803.1589	1	8
SECISBP2	8512.4	11315.7451	2803.3451	0.570691057732879	0.410693733691363
GSTT1	0	2804.6364	2804.6364	1	8
GSTTP2	0	2804.6364	2804.6364	1	8
LOC391322	0	2804.6364	2804.6364	1	8
MME	0	2804.6487	2804.6487	1	8
DCUN1D1	1994.59	4801.0658	2806.4758	0.706490431725515	1.26726248642719
HAND1	0	2808.9258	2808.9258	1	8
RARRES1	0	2809.8459	2809.8459	1	8
LAG3	0	2816.3896	2816.3896	1	8
UBE2U	0	2817.0199	2817.0199	1	8
MFSD2B	0	2817.4969	2817.4969	1	8
SNORD101	2316.0858	5133.9449	2817.8591	0.689117281087177	1.14837911296017
TMEM14C	3817.2942	6636.9925	2819.6983	0.634858473892819	0.797979264168603
CREBL2	9427.2	12249.036	2821.836	0.56509054431775	0.377766972894575
SPRY1	8226.9528	11049.2736	2822.3208	0.573207295386404	0.425521455695091
SDF2L1	924.8526	3747.6958	2822.8432	0.802066769388627	2.01870849735498
ABP1	0	2824.4246	2824.4246	1	8
TMEM176A	0	2824.4246	2824.4246	1	8
TMEM176B	0	2824.4246	2824.4246	1	8
C22orf42	0	2826.868	2826.868	1	8
RFPL2	0	2826.868	2826.868	1	8
CD4	0	2828.4472	2828.4472	1	8
CBWD6	2744.6685	5575.2086	2830.5401	0.670107086077029	1.0223938737983
CSRNP2	1659.4725	4491.494	2832.0215	0.730209471958594	1.43647068468357
PCSK4	1462.5958	4296.2621	2833.6663	0.746026759924047	1.55455088552055
SNORD121B	0	2834.5256	2834.5256	1	8
C2orf55	0	2834.7836	2834.7836	1	8
IK	3113.6086	5949.0362	2835.4276	0.656434885321777	0.934068357082188
MIR3655	3113.6086	5949.0362	2835.4276	0.656434885321777	0.934068357082188
NDUFA2	3113.6086	5949.0362	2835.4276	0.656434885321777	0.934068357082188
PTENP1	1649.9634	4486.2264	2836.263	0.731109458185273	1.44306840618073
MMP9	0	2839.0562	2839.0562	1	8
PRTFDC1	0	2839.6476	2839.6476	1	8
IGSF22	0	2841.6856	2841.6856	1	8
USHBP1	0	2842.8354	2842.8354	1	8
SLC25A39	4565.4	7412.6933	2847.2933	0.618854196101478	0.699256552894811
SHOX2	0	2848.7103	2848.7103	1	8
C20orf96	1914.451	4764.0776	2849.6266	0.71334239700643	1.31526617766671
INSIG2	2390.6936	5241.7263	2851.0327	0.686771216557412	1.13261278356804
TIPIN	2469.168	5323.6012	2854.4332	0.683146268466414	1.1083775010531
EIF2C4	1524.9708	4381.0465	2856.0757	0.741793712659799	1.52249390901787
ALDH1B1	1581.0144	4440.7536	2859.7392	0.737450130925004	1.48995401610357
PCGF5	5716.8	8576.8549	2860.0549	0.6000463114581	0.58524089488961
ZNF787	3491.6335	6354.0912	2862.4577	0.645365515856847	0.863783662995951
EVI5L	0	2862.9363	2862.9363	1	8
FLJ22184	0	2862.9363	2862.9363	1	8
LOC388499	0	2862.9363	2862.9363	1	8
LRRC8E	0	2862.9363	2862.9363	1	8
LOC144438	0	2863.3624	2863.3624	1	8
C2orf85	0	2863.5012	2863.5012	1	8
NEU4	0	2863.5012	2863.5012	1	8
SFSWAP	1892.5025	4756.1002	2863.5977	0.71535334785458	1.32948390362648
DOCK9	2491.0424	5354.7132	2863.6708	0.682498088520626	1.10405972799673
FAM43A	1066.9295	3932.1229	2865.1934	0.786573651438421	1.88184356469036
TSHB	0	2868.78	2868.78	1	8
TSPAN2	0	2868.78	2868.78	1	8
ST7OT2	0	2869.3722	2869.3722	1	8
ST7OT3	0	2869.3722	2869.3722	1	8
ARL2	7931.4	10800.8267	2869.4267	0.576590646321828	0.445494292303444
IQGAP1	4023	6893.2426	2870.2426	0.631466600055224	0.776911052291941
PLTP	462.5056	3333.2726	2870.767	0.878152627569229	2.84939656907974
SOX30	0	2871.2367	2871.2367	1	8
ZHX3	0	2873.244	2873.244	1	8
SCN3A	439.482	3313.662	2874.18	0.882902974146476	2.91455046956536
MAPK8	0	2875.5213	2875.5213	1	8
LRRC40	4664.3929	7540.6543	2876.2614	0.617830818384709	0.693000393596432
SRSF11	4664.3929	7540.6543	2876.2614	0.617830818384709	0.693000393596432
BLK	0	2876.9257	2876.9257	1	8
IFNB1	0	2877.8418	2877.8418	1	8
PTPLAD2	0	2877.8418	2877.8418	1	8
HAL	0	2879.4132	2879.4132	1	8
LUC7L3	5615.8636	8498.6497	2882.7861	0.602121342717499	0.597725742805991
RRBP1	2659.5174	5542.33	2882.8126	0.67574166278685	1.05932813807791
PAQR9	0	2886.8925	2886.8925	1	8
LOC390705	0	2887.7368	2887.7368	1	8
DNM1P35	94.3007	2984.2737	2889.973	0.969368711699805	4.9839675667687
CHN1	0	2893.0058	2893.0058	1	8
