REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_18436_lociStitched	chr22	39539721	39549782	3	8824	14381.1934	1680.187	981	CBX7	APOBEC3H	CBX7	CBX7	0.42669999999999997	981	1
3_MACS_peak_17772_lociStitched	chr21	34696135	34712634	3	8822	26211.9613	5000.8469	982	IFNAR1		IFNAR1	IFNAR1	0.4832	982	1
2_MACS_peak_2501_lociStitched	chr1	207994705	208006391	2	8819	24676.1576	3605.131	983	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.2793999999999999	983	1
2_MACS_peak_17758_lociStitched	chr21	34443115	34453945	2	8816	18898.35	2538.552	984	OLIG1	OLIG2	OLIG1	OLIG1	0.5459999999999999	984	1
2_MACS_peak_29482_lociStitched	chr9	127622789	127636043	2	8815	18726.5766	2645.4984	985	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.641	985	1
3_MACS_peak_6247_lociStitched	chr12	27295850	27304903	3	8812	8015.5262	1860.3915	986			C12orf71	C12orf71	NONE	986	1
3_MACS_peak_12362_lociStitched	chr17	75314835	75330007	3	8811	18397.5672	2504.8972	987	SEPT9	SEPT9	SEPT9	SEPT9	0.2051	987	1
3_MACS_peak_20063_lociStitched	chr3	148708414	148723114	3	8805	12415.62	2522.52	988	GYG1		GYG1	GYG1	0.22280000000000003	988	1
1_MACS_peak_1348_lociStitched	chr1	111172725	111181528	1	8804	20996.9156	1230.6594	989		KCNA2,KCNA3	KCNA2	KCNA3	0.4962	989	1
2_MACS_peak_9920_lociStitched	chr15	96405069	96414905	2	8793	12157.296	1763.5948	990			LOC145820	LOC145820	NONE	990	1
3_MACS_peak_16843_lociStitched	chr20	5048566	5062523	3	8792	10972.9934	2361.5244	991		PCNA-AS1,CDS2,C20orf30,PCNA	C20orf30	PCNA-AS1	0.6023	991	1
3_MACS_peak_11247_lociStitched	chr17	8053580	8067603	3	8788	21075.1667	2640.5309	992	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	0.8117	992	1
1_MACS_peak_2587_lociStitched	chr1	212657139	212665925	1	8787	14877.3338	2063.8314	993			NENF	NENF	NONE	993	1
2_MACS_peak_27512_lociStitched	chr8	29622007	29635546	2	8787	31112.622	2737.5858	994		C8orf75	C8orf75	C8orf75	0.4609	994	1
3_MACS_peak_25733_lociStitched	chr7	20230046	20241678	3	8783	9741.8	2427.5984	995	MACC1		MACC1	MACC1	0.31220000000000003	995	1
3_MACS_peak_11227_lociStitched	chr17	7474963	7488504	3	8776	18002.7595	3042.6627	996	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	0.7597	996	1
3_MACS_peak_7163_lociStitched	chr12	109072122	109087404	3	8776	18478.9944	3067.0974	997	CORO1C	SELPLG	CORO1C	SELPLG	2.7067	997	1
2_MACS_peak_1871_lociStitched	chr1	160162733	160177110	2	8772	17430.6748	3650.3203	998	CASQ1,PEA15	ATP1A4	PEA15	PEA15	0.5093000000000001	998	1
2_MACS_peak_1849_lociStitched	chr1	158977989	158987128	2	8768	13448.0385	2482.1524	999	IFI16		IFI16	IFI16	0.1619	999	1
2_MACS_peak_21745_lociStitched	chr4	141740419	141752992	2	8762	14100.6195	2131.1235	1000			TBC1D9	TBC1D9	NONE	1000	1
3_MACS_peak_2163_lociStitched	chr1	183439013	183451517	3	8761	23572.5408	3563.64	1001	SMG7		SMG7	SMG7	0.16199999999999998	1001	1
1_MACS_peak_23238_lociStitched	chr5	140886127	140894881	1	8755	12387.7854	1517.9436	1002	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.3276	1002	1
1_MACS_peak_28251_lociStitched	chr8	126440939	126449690	1	8752	20464.2135	1842.9606	1003	TRIB1		TRIB1	TRIB1	1.0565	1003	1
4_MACS_peak_26244_lociStitched	chr7	73256250	73270752	4	8752	11191.1934	2304.3678	1004	WBSCR27	CLDN4,WBSCR28	WBSCR27	WBSCR27	0.27280000000000004	1004	1
1_MACS_peak_15055_lociStitched	chr2	67686154	67694904	1	8751	16124.5	1661.625	1005			ETAA1	ETAA1	NONE	1005	1
2_MACS_peak_12828_lociStitched	chr18	42330535	42342590	2	8751	17378.488	2131.324	1006	SETBP1		SETBP1	SETBP1	0.3466	1006	1
1_MACS_peak_2297_lociStitched	chr1	197740144	197748885	1	8742	22224.8666	2956.2062	1007	DENND1B		DENND1B	DENND1B	0.019699999999999995	1007	1
2_MACS_peak_1165_lociStitched	chr1	88052325	88061585	2	8733	9640.586	1788.106	1008			LMO4	LMO4	0.46209999999999996	1008	1
1_MACS_peak_11061_lociStitched	chr17	977234	985951	1	8718	16957.1801	1612.645	1009	ABR		ABR	ABR	0.17179999999999998	1009	1
2_MACS_peak_25197_lociStitched	chr6	135190281	135204140	2	8718	25145.7696	2653.9985	1010			ALDH8A1	ALDH8A1	NONE	1010	1
3_MACS_peak_5698_lociStitched	chr11	118964513	118979777	3	8716	14954.1408	3040.5888	1011	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.649	1011	1
3_MACS_peak_8383_lociStitched	chr14	63937199	63951638	3	8715	8777.4681	1273.5198	1012	PPP2R5E		PPP2R5E	PPP2R5E	0.0407	1012	1
2_MACS_peak_21559_lociStitched	chr4	113200109	113211207	2	8704	9522.084	1985.4322	1013	TIFA	AP1AR,ALPK1	TIFA	TIFA	0.356	1013	1
1_MACS_peak_5806_lociStitched	chr11	126566272	126574973	1	8702	16693.7386	1521.8049	1014	KIRREL3		MIR3167	MIR3167	NONE	1014	1
1_MACS_peak_20095_lociStitched	chr3	151910726	151919425	1	8700	10438.8	1816.3512	1015			MBNL1	MBNL1	0.0743	1015	1
2_MACS_peak_3163_lociStitched	chr10	14776109	14786620	2	8698	12667.8572	2096.9445	1016	FAM107B		FAM107B	FAM107B	0.1579	1016	1
2_MACS_peak_22014_lociStitched	chr4	185263581	185277167	2	8694	18449.788	2672.3662	1017			IRF2	IRF2	0.8763000000000001	1017	1
2_MACS_peak_22922_lociStitched	chr5	112256520	112267702	2	8692	18510.6828	2245.3456	1018	REEP5	DCP2	REEP5	REEP5	0.1644	1018	1
4_MACS_peak_22796_lociStitched	chr5	90561474	90577634	4	8689	13217.264	2676.096	1019			LOC100129716	LOC100129716	NONE	1019	1
3_MACS_peak_8102_lociStitched	chr14	23023319	23037138	3	8687	14229.4243	1343.2068	1020	DAD1	ABHD4	DAD1	ABHD4	0.25670000000000004	1020	1
3_MACS_peak_4824_lociStitched	chr11	45089455	45102840	3	8682	11185.8445	2014.4425	1021		PRDM11	PRDM11	PRDM11	0.004299999999999998	1021	1
