#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_8865_lociStitched	chr15	22421436	22425726	1	4291	2914.626	911.196	11132	0
1_MACS_peak_4658_lociStitched	chr11	20274187	20276783	1	2597	2424.4044	421.0712	11133	0
1_MACS_peak_20560_lociStitched	chr3	193680063	193682320	1	2258	2730.7443	727.6568	11134	0
1_MACS_peak_8430_lociStitched	chr14	66188824	66191536	1	2713	2227.0944	224.0112	11135	0
2_MACS_peak_13041_lociStitched	chr18	60773253	60780220	2	4056	3098.2249	1095.2124	11136	0
1_MACS_peak_5715_lociStitched	chr11	120080591	120082971	1	2381	2301.46	298.69	11137	0
1_MACS_peak_19046_lociStitched	chr3	41011776	41014209	1	2434	2542.7283	540.126	11138	0
1_MACS_peak_30484_lociStitched	chrX	118924562	118926850	1	2289	2321.8624	319.4048	11139	0
2_MACS_peak_20691_lociStitched	chr4	2536988	2539840	2	2619	2373.7196	371.6156	11140	0
1_MACS_peak_28306_lociStitched	chr8	131369098	131371690	1	2593	2323.2096	321.1488	11141	0
1_MACS_peak_19117_lociStitched	chr3	45882508	45884328	1	1821	2554.188	552.37	11142	0
1_MACS_peak_19594_lociStitched	chr3	101419314	101421758	1	2445	2511.9432	510.5516	11143	0
2_MACS_peak_29823_lociStitched	chrX	8949636	8956863	2	2507	2475.2475	474.0912	11144	0
1_MACS_peak_20044_lociStitched	chr3	143548458	143552052	1	3595	2760.5514	759.4122	11145	0
1_MACS_peak_21799_lociStitched	chr4	148699861	148702563	1	2703	2524.2084	523.6476	11146	0
1_MACS_peak_8343_lociStitched	chr14	57526467	57528850	1	2384	2313.893	313.6028	11147	0
1_MACS_peak_7129_lociStitched	chr12	106751132	106752940	1	1809	2416.392	416.2016	11148	0
1_MACS_peak_8017_lociStitched	chr13	113950549	113952656	1	2108	2447.9126	447.7375	11149	0
1_MACS_peak_18626_lociStitched	chr22	49775572	49777927	1	2356	2264.097	264.231	11150	0
1_MACS_peak_22076_lociStitched	chr4	187596207	187599047	1	2841	2363.448	363.804	11151	0
1_MACS_peak_18054_lociStitched	chr22	19878250	19880396	1	2147	2328.1954	328.5526	11152	0
1_MACS_peak_8213_lociStitched	chr14	35342610	35345026	1	2417	2196.8688	197.3872	11153	0
1_MACS_peak_12156_lociStitched	chr17	63095714	63097766	1	2053	2417.8716	418.4028	11154	0
1_MACS_peak_16667_lociStitched	chr2	236340719	236343286	1	2568	2273.3352	274.1556	11155	0
2_MACS_peak_29913_lociStitched	chrX	16900030	16904710	2	3277	2457.468	458.64	11156	0
1_MACS_peak_19132_lociStitched	chr3	46227819	46231076	1	3258	2672.6942	673.8733	11157	0
1_MACS_peak_2903_lociStitched	chr1	239792132	239794643	1	2512	2613.951	615.4461	11158	0
1_MACS_peak_13971_lociStitched	chr19	42632973	42635130	1	2158	2442.8025	444.342	11159	0
1_MACS_peak_2782_lociStitched	chr1	229406042	229408070	1	2029	2524.2516	525.8604	11160	0
2_MACS_peak_20841_lociStitched	chr4	13548621	13552177	2	3178	2676.9568	679.196	11161	0
2_MACS_peak_1033_lociStitched	chr1	67464039	67468868	2	3767	2719.2099	721.4526	11162	0
1_MACS_peak_1318_lociStitched	chr1	109504829	109507146	1	2318	2305.1833	307.6976	11163	0
1_MACS_peak_10910_lociStitched	chr16	79661376	79664123	1	2748	2372.0345	374.6908	11164	0
2_MACS_peak_4555_lociStitched	chr11	12178609	12186486	2	3014	3072.8177	1075.9982	11165	0
2_MACS_peak_11938_lociStitched	chr17	47837642	47842544	2	4725	2958.8472	962.2626	11166	0
1_MACS_peak_1243_lociStitched	chr1	94311071	94314007	1	2937	2204.3488	207.8688	11167	0
1_MACS_peak_832_lociStitched	chr1	51442524	51445055	1	2532	2142.7446	146.2918	11168	0
1_MACS_peak_14784_lociStitched	chr2	43687718	43689910	1	2193	2455.04	458.7856	11169	0
1_MACS_peak_11945_lociStitched	chr17	48171482	48173766	1	2285	2623.4024	628.1	11170	0
2_MACS_peak_8133_lociStitched	chr14	23789337	23791880	2	2443	2337.7799	342.5421	11171	0
1_MACS_peak_10361_lociStitched	chr16	22367978	22370254	1	2277	2395.0348	399.8932	11172	0
2_MACS_peak_11485_lociStitched	chr17	27915080	27918833	2	3449	2536.6527	541.5579	11173	0
1_MACS_peak_2424_lociStitched	chr1	204775604	204778076	1	2473	3106.3152	1111.6584	11174	0
3_MACS_peak_7015_lociStitched	chr12	96810474	96815627	3	4342	2995.9542	1001.7432	11175	0
1_MACS_peak_19863_lociStitched	chr3	127871849	127873150	1	1302	2240.0618	246.0191	11176	0
1_MACS_peak_4782_lociStitched	chr11	36169932	36172407	1	2476	2430.945	437.085	11177	0
1_MACS_peak_13777_lociStitched	chr19	32836143	32837728	1	1586	2197.444	203.831	11178	0
2_MACS_peak_12633_lociStitched	chr18	11979920	11982745	2	2719	2542.2175	548.615	11179	0
1_MACS_peak_7054_lociStitched	chr12	101738727	101740787	1	2061	2516.084	522.622	11180	0
1_MACS_peak_22762_lociStitched	chr5	87563683	87565842	1	2160	2391.7402	398.3355	11181	0
1_MACS_peak_2063_lociStitched	chr1	173683205	173685290	1	2086	2791.1895	798.138	11182	0
1_MACS_peak_14338_lociStitched	chr2	3951411	3953629	1	2219	2319.8062	326.9332	11183	0
1_MACS_peak_27645_lociStitched	chr8	42994751	42996898	1	2148	2252.6324	260.0017	11184	0
1_MACS_peak_20415_lociStitched	chr3	182446778	182449194	1	2417	2593.3344	601.1008	11185	0
2_MACS_peak_28084_lociStitched	chr8	104383122	104385683	2	2128	2300.5463	308.3444	11186	0
2_MACS_peak_17789_lociStitched	chr21	35083894	35089174	2	3509	3235.584	1243.44	11187	0
1_MACS_peak_4225_lociStitched	chr10	121275448	121277577	1	2130	2424.7181	433.0386	11188	0
1_MACS_peak_13617_lociStitched	chr19	16581540	16583993	1	2454	2480.7189	489.1282	11189	0
1_MACS_peak_23040_lociStitched	chr5	126431535	126434826	1	3292	2566.6509	575.2668	11190	0
2_MACS_peak_30159_lociStitched	chrX	49042290	49048650	2	3002	2717.628	726.948	11191	0
1_MACS_peak_21816_lociStitched	chr4	152224535	152227314	1	2780	2437.7388	447.6969	11192	0
2_MACS_peak_29058_lociStitched	chr9	93404218	93409095	2	3333	2770.136	780.32	11193	0
1_MACS_peak_4112_lociStitched	chr10	108595516	108598252	1	2737	2577.5856	587.9664	11194	0
1_MACS_peak_15760_lociStitched	chr2	134926163	134928702	1	2540	2418.1436	428.5832	11195	0
1_MACS_peak_30181_lociStitched	chrX	52925059	52927360	1	2302	2257.5111	268.0665	11196	0
1_MACS_peak_20589_lociStitched	chr3	194990802	194992772	1	1971	2570.062	580.953	11197	0
1_MACS_peak_30150_lociStitched	chrX	48899476	48901389	1	1914	2197.0805	208.1344	11198	0
2_MACS_peak_13818_lociStitched	chr19	35757918	35760638	2	2533	2175.456	186.864	11199	0
1_MACS_peak_1479_lociStitched	chr1	142618359	142619864	1	1506	2491.979	503.4225	11200	0
2_MACS_peak_3264_lociStitched	chr10	25011102	25013774	2	2616	2248.7552	260.52	11201	0
1_MACS_peak_14083_lociStitched	chr19	47703595	47705869	1	2275	2312.8854	325.182	11202	0
1_MACS_peak_29490_lociStitched	chr9	127961621	127963738	1	2118	2480.9123	493.4727	11203	0
1_MACS_peak_473_lociStitched	chr1	29240195	29242467	1	2273	2434.6752	447.3568	11204	0
1_MACS_peak_2348_lociStitched	chr1	201732263	201734792	1	2530	2753.3223	766.0341	11205	0
1_MACS_peak_15894_lociStitched	chr2	159312415	159314969	1	2555	2457.9696	470.9576	11206	0
1_MACS_peak_10596_lociStitched	chr16	49631461	49633889	1	2429	2400.3208	413.4884	11207	0
1_MACS_peak_16336_lociStitched	chr2	204347975	204350282	1	2308	2638.2852	651.4968	11208	0
1_MACS_peak_29805_lociStitched	chrX	6143768	6145733	1	1966	2196.084	209.469	11209	0
1_MACS_peak_2888_lociStitched	chr1	236443977	236446165	1	2189	2673.0796	687.2508	11210	0
1_MACS_peak_23561_lociStitched	chr5	171086612	171088418	1	1807	2335.158	349.6416	11211	0
2_MACS_peak_14897_lociStitched	chr2	54899612	54905503	2	3473	2836.5165	851.2495	11212	0
1_MACS_peak_13916_lociStitched	chr19	40475896	40478101	1	2206	2565.297	580.1355	11213	0
1_MACS_peak_6705_lociStitched	chr12	59989020	59991017	1	1998	2288.1626	303.544	11214	0
1_MACS_peak_27970_lociStitched	chr8	95083417	95085386	1	1970	2299.2013	315.2369	11215	0
1_MACS_peak_25090_lociStitched	chr6	125621938	125623545	1	1608	2250.9249	267.8869	11216	0
2_MACS_peak_2211_lociStitched	chr1	185528546	185537519	2	3817	3275.145	1292.112	11217	0
1_MACS_peak_11831_lociStitched	chr17	43023890	43025914	1	2025	2497.2112	514.5008	11218	0
1_MACS_peak_13585_lociStitched	chr19	14800196	14801680	1	1485	2141.2636	158.9364	11219	0
1_MACS_peak_28272_lociStitched	chr8	129004306	129006914	1	2609	2598.0896	616.2704	11220	0
1_MACS_peak_22907_lociStitched	chr5	110427373	110429128	1	1756	2233.062	251.316	11221	0
1_MACS_peak_7105_lociStitched	chr12	105113394	105115535	1	2142	2320.844	339.1344	11222	0
1_MACS_peak_2116_lociStitched	chr1	179197564	179199863	1	2300	2425.9048	444.6266	11223	0
1_MACS_peak_9370_lociStitched	chr15	60611992	60613683	1	1692	2281.6663	300.4907	11224	0
2_MACS_peak_16189_lociStitched	chr2	191512699	191514890	2	2186	2279.2973	298.4142	11225	0
1_MACS_peak_1679_lociStitched	chr1	152364666	152368239	1	3574	2861.973	881.1018	11226	0
1_MACS_peak_21392_lociStitched	chr4	90031633	90033741	1	2109	2325.5456	345.0796	11227	0
1_MACS_peak_9199_lociStitched	chr15	46411692	46414271	1	2580	2427.8706	447.7144	11228	0
1_MACS_peak_6410_lociStitched	chr12	46062062	46065219	1	3158	2667.665	687.9103	11229	0
2_MACS_peak_26320_lociStitched	chr7	76541123	76549430	2	3396	3048.669	1069.1109	11230	0
1_MACS_peak_519_lociStitched	chr1	32670519	32672295	1	1777	2256.408	277.056	11231	0
1_MACS_peak_21470_lociStitched	chr4	103681191	103683110	1	1920	2542.4831	563.2265	11232	0
1_MACS_peak_13583_lociStitched	chr19	14639293	14641367	1	2075	2630.4542	651.236	11233	0
1_MACS_peak_10439_lociStitched	chr16	28722414	28724062	1	1649	2425.6912	446.7728	11234	0
1_MACS_peak_4113_lociStitched	chr10	108623021	108625142	1	2122	2332.2516	353.3586	11235	0
2_MACS_peak_27714_lociStitched	chr8	56791458	56798735	2	3338	3235.3542	1256.7379	11236	0
1_MACS_peak_15692_lociStitched	chr2	128614643	128616121	1	1479	2342.3344	363.8836	11237	0
2_MACS_peak_16095_lociStitched	chr2	179682651	179686452	2	3624	2557.3128	578.8923	11238	0
2_MACS_peak_7274_lociStitched	chr12	117397477	117401066	2	3455	2368.3811	390.4832	11239	0
1_MACS_peak_15755_lociStitched	chr2	134843534	134845819	1	2286	2345.0955	367.1995	11240	0
1_MACS_peak_2156_lociStitched	chr1	182572451	182574264	1	1814	2476.7393	498.9376	11241	0
1_MACS_peak_9430_lociStitched	chr15	65281357	65283198	1	1842	2437.484	459.8818	11242	0
1_MACS_peak_4038_lociStitched	chr10	103824288	103826345	1	2058	2323.7929	346.1931	11243	0
1_MACS_peak_6810_lociStitched	chr12	72232722	72234832	1	2111	2379.236	402.166	11244	0
1_MACS_peak_20534_lociStitched	chr3	188470078	188473217	1	3140	2734.3829	757.4407	11245	0
1_MACS_peak_11287_lociStitched	chr17	11899885	11901709	1	1825	2328.8832	352.2144	11246	0
1_MACS_peak_5095_lociStitched	chr11	65546884	65549099	1	2216	2329.294	352.628	11247	0
1_MACS_peak_21161_lociStitched	chr4	71256855	71259269	1	2415	2453.831	477.4892	11248	0
1_MACS_peak_3551_lociStitched	chr10	64216172	64218203	1	2032	2493.8649	517.905	11249	0
2_MACS_peak_13229_lociStitched	chr19	1922605	1930017	2	3318	3359.8596	1384.5616	11250	0
1_MACS_peak_17019_lociStitched	chr20	23981956	23983979	1	2024	2342.8363	367.5791	11251	0
1_MACS_peak_19721_lociStitched	chr3	115502617	115504386	1	1770	2366.3913	391.3028	11252	0
1_MACS_peak_15601_lociStitched	chr2	113881097	113883159	1	2063	2340.37	365.3864	11253	0
1_MACS_peak_6325_lociStitched	chr12	32405110	32407175	1	2066	2383.836	409.4895	11254	0
1_MACS_peak_9193_lociStitched	chr15	45840126	45842223	1	2098	2347.5915	373.6854	11255	0
1_MACS_peak_6873_lociStitched	chr12	81096042	81097882	1	1841	2452.536	479.136	11256	0
2_MACS_peak_427_lociStitched	chr1	27667457	27676534	2	3343	3001.7639	1028.4241	11257	0
1_MACS_peak_9789_lociStitched	chr15	86744487	86747881	1	3395	2536.6756	563.404	11258	0
2_MACS_peak_6695_lociStitched	chr12	58557820	58562206	2	3860	2757.0396	783.7782	11259	0
1_MACS_peak_6523_lociStitched	chr12	51294416	51296571	1	2156	2438.3825	465.48	11260	0
1_MACS_peak_12301_lociStitched	chr17	73759508	73761619	1	2112	2344.0544	371.3249	11261	0
1_MACS_peak_10518_lociStitched	chr16	30772257	30774538	1	2282	2486.5181	513.9093	11262	0
1_MACS_peak_18521_lociStitched	chr22	42393923	42395708	1	1786	2442.0585	469.6335	11263	0
1_MACS_peak_9322_lociStitched	chr15	57178731	57180578	1	1848	2462.2357	489.8244	11264	0
1_MACS_peak_564_lociStitched	chr1	36003530	36006130	1	2601	2410.72	438.36	11265	0
1_MACS_peak_10824_lociStitched	chr16	70147177	70149268	1	2092	2378.7216	406.4904	11266	0
1_MACS_peak_15479_lociStitched	chr2	109267483	109270270	1	2788	2688.3402	716.259	11267	0
1_MACS_peak_30271_lociStitched	chrX	69352669	69354478	1	1810	2193.5934	221.6025	11268	0
1_MACS_peak_7794_lociStitched	chr13	67568113	67570923	1	2811	2173.254	201.477	11269	0
1_MACS_peak_15753_lociStitched	chr2	134787795	134790133	1	2339	2463.3168	491.6814	11270	0
1_MACS_peak_25976_lociStitched	chr7	40732351	40734884	1	2534	2495.2583	524.0777	11271	0
1_MACS_peak_7434_lociStitched	chr12	129053708	129055968	1	2261	2175.476	204.53	11272	0
1_MACS_peak_26749_lociStitched	chr7	116609788	116612225	1	2438	2597.5983	626.7964	11273	0
1_MACS_peak_25794_lociStitched	chr7	24113572	24115548	1	1977	2364.4816	393.8168	11274	0
1_MACS_peak_15615_lociStitched	chr2	114548664	114550912	1	2249	2587.2232	616.6264	11275	0
1_MACS_peak_14544_lociStitched	chr2	25779749	25782462	1	2714	2501.1147	530.6628	11276	0
1_MACS_peak_27473_lociStitched	chr8	28258292	28260759	1	2468	2454.9117	485.7523	11277	0
2_MACS_peak_8424_lociStitched	chr14	65784445	65788809	2	3352	2376.198	407.1612	11278	0
1_MACS_peak_26984_lociStitched	chr7	138915132	138917417	1	2286	2632.5485	664.2495	11279	0
1_MACS_peak_27149_lociStitched	chr7	152598057	152600457	1	2401	2340.48	372.72	11280	0
1_MACS_peak_13871_lociStitched	chr19	38826201	38827915	1	1715	2342.181	374.8518	11281	0
1_MACS_peak_16125_lociStitched	chr2	182756427	182758076	1	1650	2178.4939	211.5667	11282	0
1_MACS_peak_24801_lociStitched	chr6	91134004	91135963	1	1960	2268.7179	301.8819	11283	0
2_MACS_peak_21439_lociStitched	chr4	101014002	101022677	2	3157	3501.23	1534.6075	11284	0
2_MACS_peak_9744_lociStitched	chr15	83867459	83876439	2	3129	2977.768	1011.148	11285	0
1_MACS_peak_14650_lociStitched	chr2	32502162	32503819	1	1658	2298.4247	331.8971	11286	0
1_MACS_peak_11917_lociStitched	chr17	46907920	46909581	1	1662	2399.9789	433.521	11287	0
1_MACS_peak_1961_lociStitched	chr1	164570467	164572833	1	2367	2603.3098	636.9272	11288	0
2_MACS_peak_8878_lociStitched	chr15	23085386	23087624	2	2208	2182.7214	216.4146	11289	0
1_MACS_peak_10135_lociStitched	chr16	4524041	4527599	1	3559	2588.0892	621.9384	11290	0
1_MACS_peak_12285_lociStitched	chr17	73400291	73402858	1	2568	2591.3865	625.3212	11291	0
1_MACS_peak_11051_lociStitched	chr16	90060770	90062991	1	2222	2193.0154	226.9862	11292	0
2_MACS_peak_214_lociStitched	chr1	15583765	15588641	2	3272	2738.3616	772.3584	11293	0
1_MACS_peak_2542_lociStitched	chr1	210000339	210002201	1	1863	2643.109	677.3956	11294	0
1_MACS_peak_24915_lociStitched	chr6	107779726	107781838	1	2113	2683.7184	718.7136	11295	0
1_MACS_peak_1936_lociStitched	chr1	162198403	162200798	1	2396	2625.399	660.541	11296	0
1_MACS_peak_11330_lociStitched	chr17	17493885	17496158	1	2274	2386.8773	422.0961	11297	0
1_MACS_peak_25683_lociStitched	chr7	9281390	9283510	1	2121	2394.752	430.36	11298	0
1_MACS_peak_1313_lociStitched	chr1	109203258	109204681	1	1424	2104.3324	140.1655	11299	0
1_MACS_peak_26114_lociStitched	chr7	52921001	52923910	1	2910	2421.4516	457.8766	11300	0
1_MACS_peak_30242_lociStitched	chrX	64061628	64064007	1	2380	2233.6431	270.2544	11301	0
1_MACS_peak_5312_lociStitched	chr11	76090725	76093245	1	2521	2613.24	649.908	11302	0
1_MACS_peak_88_lociStitched	chr1	6672382	6674802	1	2421	2456.058	492.954	11303	0
1_MACS_peak_21822_lociStitched	chr4	152934608	152937082	1	2475	2519.2742	556.4026	11304	0
1_MACS_peak_14499_lociStitched	chr2	20813090	20815465	1	2376	2383.7875	421.325	11305	0
1_MACS_peak_18761_lociStitched	chr3	10289139	10291708	1	2570	2607.7919	645.3328	11306	0
1_MACS_peak_326_lociStitched	chr1	24125902	24128086	1	2185	2271.5784	309.4728	11307	0
1_MACS_peak_23046_lociStitched	chr5	128429586	128431373	1	1788	2325.2444	363.2971	11308	0
2_MACS_peak_27937_lociStitched	chr8	87520021	87527874	2	2456	2743.0529	781.3735	11309	0
1_MACS_peak_14751_lociStitched	chr2	41942119	41943805	1	1687	2304.4248	342.7638	11310	0
2_MACS_peak_9612_lociStitched	chr15	75625522	75629411	2	3003	2704.0217	742.4101	11311	0
1_MACS_peak_6263_lociStitched	chr12	27863038	27864830	1	1793	2358.0928	396.5696	11312	0
1_MACS_peak_27374_lociStitched	chr8	20054315	20055939	1	1625	2298.1224	336.98	11313	0
1_MACS_peak_1331_lociStitched	chr1	110088956	110091883	1	2928	2435.264	474.4667	11314	0
2_MACS_peak_19984_lociStitched	chr3	138405429	138408625	2	2894	2521.644	560.898	11315	0
1_MACS_peak_18949_lociStitched	chr3	31958231	31960591	1	2361	2368.496	407.808	11316	0
2_MACS_peak_26051_lociStitched	chr7	45911855	45917406	2	2829	2732.2022	771.589	11317	0
1_MACS_peak_17399_lociStitched	chr20	47939503	47941485	1	1983	2467.7882	508.1848	11318	0
1_MACS_peak_6013_lociStitched	chr12	7260247	7262252	1	2006	2348.256	388.7695	11319	0
1_MACS_peak_11680_lociStitched	chr17	37885778	37887407	1	1630	2264.7987	305.4375	11320	0
1_MACS_peak_26884_lociStitched	chr7	128749868	128751655	1	1788	2410.663	451.5749	11321	0
2_MACS_peak_8393_lociStitched	chr14	64330839	64337712	2	2940	2579.4369	620.6319	11322	0
1_MACS_peak_388_lociStitched	chr1	26495927	26497393	1	1467	2174.2246	215.502	11323	0
1_MACS_peak_19284_lociStitched	chr3	52259276	52261356	1	2081	2259.504	301.6	11324	0
1_MACS_peak_6536_lociStitched	chr12	51762228	51764074	1	1847	2414.7526	456.885	11325	0
1_MACS_peak_10110_lociStitched	chr16	3313338	3315208	1	1871	2301.409	343.706	11326	0
2_MACS_peak_11592_lociStitched	chr17	34296188	34303759	2	2415	3037.4852	1080.3817	11327	0
2_MACS_peak_13643_lociStitched	chr19	17355691	17358235	2	2074	2141.0304	183.9312	11328	0
1_MACS_peak_89_lociStitched	chr1	6684602	6686698	1	2097	2323.2064	366.5904	11329	0
1_MACS_peak_19821_lociStitched	chr3	124604463	124606998	1	2536	2243.475	286.962	11330	0
1_MACS_peak_5065_lociStitched	chr11	65100636	65102425	1	1790	2259.8648	303.4144	11331	0
1_MACS_peak_13272_lociStitched	chr19	2817012	2820873	1	3862	2648.2599	691.8912	11332	0
1_MACS_peak_18839_lociStitched	chr3	15900024	15902241	1	2218	2304.5715	348.2907	11333	0
1_MACS_peak_13728_lociStitched	chr19	20846755	20848774	1	2020	2202.3252	246.318	11334	0
1_MACS_peak_21835_lociStitched	chr4	153599707	153602220	1	2514	2414.4904	458.8738	11335	0
1_MACS_peak_81_lociStitched	chr1	6294570	6296871	1	2302	2346.0996	390.7098	11336	0
1_MACS_peak_20373_lociStitched	chr3	179064801	179066509	1	1709	2431.6796	476.7028	11337	0
1_MACS_peak_4226_lociStitched	chr10	121301523	121303347	1	1825	2168.0064	213.2256	11338	0
1_MACS_peak_5702_lociStitched	chr11	119039059	119040496	1	1438	2341.7352	387.2715	11339	0
1_MACS_peak_3385_lociStitched	chr10	43277322	43279137	1	1816	2349.336	395.8515	11340	0
1_MACS_peak_21314_lociStitched	chr4	82586481	82589056	1	2576	2502.1275	548.99	11341	0
1_MACS_peak_6974_lociStitched	chr12	93860834	93862203	1	1370	2228.5951	275.7166	11342	0
1_MACS_peak_2242_lociStitched	chr1	187238619	187240636	1	2018	2517.6194	564.76	11343	0
1_MACS_peak_15462_lociStitched	chr2	107455644	107459375	1	3732	2437.8354	485.03	11344	0
1_MACS_peak_20186_lociStitched	chr3	159628381	159630136	1	1756	2595.1185	642.33	11345	0
1_MACS_peak_20596_lociStitched	chr3	195312939	195315570	1	2632	2627.5797	674.8515	11346	0
1_MACS_peak_13055_lociStitched	chr18	61033375	61035634	1	2260	2315.475	363.2472	11347	0
1_MACS_peak_5186_lociStitched	chr11	67709265	67711532	1	2268	2322.9949	370.8812	11348	0
1_MACS_peak_11238_lociStitched	chr17	7788422	7791576	1	3155	2294.2196	342.209	11349	0
1_MACS_peak_84_lociStitched	chr1	6549761	6551681	1	1921	2192.256	240.384	11350	0
1_MACS_peak_18202_lociStitched	chr22	29137196	29139122	1	1927	2473.5618	521.7534	11351	0
1_MACS_peak_11396_lociStitched	chr17	19438116	19440601	1	2486	2224.572	273.1015	11352	0
1_MACS_peak_29675_lociStitched	chr9	136282179	136284081	1	1903	2433.7992	482.3472	11353	0
2_MACS_peak_3837_lociStitched	chr10	89263802	89272304	2	3658	3088.7766	1137.5676	11354	0
1_MACS_peak_28237_lociStitched	chr8	126247844	126250682	1	2839	2578.0392	626.9142	11355	0
1_MACS_peak_27741_lociStitched	chr8	59902951	59905188	1	2238	2491.3469	540.4592	11356	0
1_MACS_peak_14442_lociStitched	chr2	15281304	15283616	1	2313	2539.5008	588.6352	11357	0
1_MACS_peak_27067_lociStitched	chr7	144779059	144781046	1	1988	2344.0639	393.2273	11358	0
1_MACS_peak_13058_lociStitched	chr18	61480617	61483225	1	2609	2450.9984	500.2144	11359	0
1_MACS_peak_6794_lociStitched	chr12	69927146	69929578	1	2433	2624.8576	674.1504	11360	0
2_MACS_peak_26089_lociStitched	chr7	49803460	49807974	2	3265	2551.7642	601.2648	11361	0
1_MACS_peak_23957_lociStitched	chr6	16668745	16671142	1	2398	2464.8351	514.6359	11362	0
1_MACS_peak_22107_lociStitched	chr5	300848	303649	1	2802	2493.7303	543.6741	11363	0
1_MACS_peak_15860_lociStitched	chr2	153262433	153264950	1	2518	2383.3473	433.4274	11364	0
1_MACS_peak_22147_lociStitched	chr5	1632994	1635017	1	2024	2176.9503	227.5875	11365	0
1_MACS_peak_24345_lociStitched	chr6	37038915	37041162	1	2248	2351.0361	402.213	11366	0
1_MACS_peak_29180_lociStitched	chr9	99999698	100001618	1	1921	2322.048	373.248	11367	0
1_MACS_peak_27557_lociStitched	chr8	35717735	35720287	1	2553	2303.6904	354.9832	11368	0
1_MACS_peak_28941_lociStitched	chr9	75249107	75251525	1	2419	2259.3792	310.713	11369	0
1_MACS_peak_13440_lociStitched	chr19	10490412	10492269	1	1858	2481.5091	532.959	11370	0
1_MACS_peak_3226_lociStitched	chr10	22260509	22263104	1	2596	2363.7855	415.9785	11371	0
2_MACS_peak_10648_lociStitched	chr16	56580626	56586858	2	3660	2844.908	897.408	11372	0
1_MACS_peak_26595_lociStitched	chr7	103847284	103849329	1	2046	2358.703	411.2495	11373	0
1_MACS_peak_30463_lociStitched	chrX	115125467	115127798	1	2332	2135.4291	189.2772	11374	0
2_MACS_peak_22361_lociStitched	chr5	40377934	40386567	2	2895	2890.3284	944.4502	11375	0
