GENE_ID	locusLine	bin_1_33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam
1_MACS_peak_6050_lociStitched	chr2(.):207346692-207347395	0.757
2_MACS_peak_6051_lociStitched	chr2(.):207398360-207400877	0.8347
1_MACS_peak_6053_lociStitched	chr2(.):207723847-207724585	0.6485
1_MACS_peak_6054_lociStitched	chr2(.):207997968-207998951	0.7673
1_MACS_peak_6055_lociStitched	chr2(.):208007804-208009066	0.8802
1_MACS_peak_6056_lociStitched	chr2(.):208014388-208015039	0.6316
1_MACS_peak_6057_lociStitched	chr2(.):208393664-208394830	1.0189
1_MACS_peak_6058_lociStitched	chr2(.):208489691-208491103	0.8298
1_MACS_peak_6059_lociStitched	chr2(.):209130349-209131370	0.7237
1_MACS_peak_6060_lociStitched	chr2(.):209346862-209347902	0.9557
1_MACS_peak_6061_lociStitched	chr2(.):210233426-210234315	0.6669
1_MACS_peak_6062_lociStitched	chr2(.):211035880-211037205	0.6253
1_MACS_peak_6063_lociStitched	chr2(.):211048439-211049214	0.888
1_MACS_peak_6064_lociStitched	chr2(.):212068498-212069624	0.8742
1_MACS_peak_6065_lociStitched	chr2(.):212287501-212288362	0.673
1_MACS_peak_6066_lociStitched	chr2(.):212496135-212496751	0.5258
1_MACS_peak_6067_lociStitched	chr2(.):212794749-212795662	1.2542
1_MACS_peak_6068_lociStitched	chr2(.):212896449-212897465	0.9319
1_MACS_peak_6069_lociStitched	chr2(.):212916813-212918091	1.2827
2_MACS_peak_6070_lociStitched	chr2(.):214180016-214183219	0.3924
1_MACS_peak_6072_lociStitched	chr2(.):215383966-215384534	0.3901
1_MACS_peak_6073_lociStitched	chr2(.):215601773-215602455	0.5864
1_MACS_peak_6074_lociStitched	chr2(.):215612518-215613331	0.5615
1_MACS_peak_6075_lociStitched	chr2(.):216176286-216177483	0.5636
1_MACS_peak_6076_lociStitched	chr2(.):216545517-216546277	0.5397
1_MACS_peak_6077_lociStitched	chr2(.):216563127-216563910	0.8025
1_MACS_peak_6078_lociStitched	chr2(.):216676150-216677012	0.7863
1_MACS_peak_6079_lociStitched	chr2(.):216705034-216706053	0.9767
2_MACS_peak_6080_lociStitched	chr2(.):216765341-216771015	0.4874
1_MACS_peak_6082_lociStitched	chr2(.):216778566-216779369	0.7426
1_MACS_peak_6083_lociStitched	chr2(.):216880110-216882818	1.1502
1_MACS_peak_6084_lociStitched	chr2(.):216977924-216979003	1.0505
3_MACS_peak_6085_lociStitched	chr2(.):217081546-217088303	0.6069
1_MACS_peak_6088_lociStitched	chr2(.):217153821-217154707	0.7132
3_MACS_peak_6089_lociStitched	chr2(.):218082937-218088602	0.5426
1_MACS_peak_6092_lociStitched	chr2(.):218474501-218476012	1.1268
1_MACS_peak_6093_lociStitched	chr2(.):218910822-218911693	1.061
1_MACS_peak_6094_lociStitched	chr2(.):219151111-219152290	0.7227
1_MACS_peak_6095_lociStitched	chr2(.):219260473-219261627	0.7358
1_MACS_peak_6096_lociStitched	chr2(.):219432600-219434872	0.7455
1_MACS_peak_6097_lociStitched	chr2(.):219465021-219465832	0.8255
1_MACS_peak_6098_lociStitched	chr2(.):219523231-219524263	0.597
1_MACS_peak_6099_lociStitched	chr2(.):219572510-219573480	0.9395
1_MACS_peak_6100_lociStitched	chr2(.):219743834-219745663	0.9847
1_MACS_peak_6101_lociStitched	chr2(.):219750700-219752085	0.7423
2_MACS_peak_6102_lociStitched	chr2(.):219757122-219762403	1.1102
1_MACS_peak_6104_lociStitched	chr2(.):220082931-220084105	0.6362
1_MACS_peak_6105_lociStitched	chr2(.):220109883-220110642	0.6511
1_MACS_peak_6106_lociStitched	chr2(.):220118462-220120182	0.7689
1_MACS_peak_6107_lociStitched	chr2(.):220143127-220144560	0.702
1_MACS_peak_6108_lociStitched	chr2(.):222067733-222068553	0.7951
1_MACS_peak_6109_lociStitched	chr2(.):223653785-223654750	0.983
1_MACS_peak_6110_lociStitched	chr2(.):224034276-224035163	1.0581
2_MACS_peak_6111_lociStitched	chr2(.):224127550-224129976	0.5485
1_MACS_peak_6113_lociStitched	chr2(.):224821704-224822508	0.6998
1_MACS_peak_6114_lociStitched	chr2(.):224890077-224891467	1.2633
2_MACS_peak_6115_lociStitched	chr2(.):225802286-225804016	0.9008
1_MACS_peak_6117_lociStitched	chr2(.):225905368-225906654	0.6776
1_MACS_peak_6118_lociStitched	chr2(.):225978759-225979586	0.626
1_MACS_peak_6119_lociStitched	chr2(.):226140773-226141541	0.8295
1_MACS_peak_6120_lociStitched	chr2(.):227165116-227165859	0.6657
1_MACS_peak_6121_lociStitched	chr2(.):227217742-227218497	0.8254
1_MACS_peak_6122_lociStitched	chr2(.):227287891-227288699	1.0008
1_MACS_peak_6123_lociStitched	chr2(.):227636975-227638442	2.3113
1_MACS_peak_6124_lociStitched	chr2(.):227699968-227701511	1.0165
1_MACS_peak_6125_lociStitched	chr2(.):227737565-227738534	0.8764
1_MACS_peak_6126_lociStitched	chr2(.):228189402-228190583	0.9759
1_MACS_peak_6127_lociStitched	chr2(.):228275272-228277164	2.2128
1_MACS_peak_6128_lociStitched	chr2(.):228473209-228473958	0.6154
1_MACS_peak_6129_lociStitched	chr2(.):228967396-228968270	1.2943
1_MACS_peak_6130_lociStitched	chr2(.):229005634-229006498	0.9509
1_MACS_peak_6131_lociStitched	chr2(.):230999042-231000169	0.8894
1_MACS_peak_6132_lociStitched	chr2(.):231312351-231313484	1.2383
1_MACS_peak_6133_lociStitched	chr2(.):231533215-231534093	0.7918
1_MACS_peak_6134_lociStitched	chr2(.):231737522-231738838	0.7066
1_MACS_peak_6135_lociStitched	chr2(.):231757947-231758567	0.4863
1_MACS_peak_6136_lociStitched	chr2(.):232025761-232027137	0.7516
1_MACS_peak_6137_lociStitched	chr2(.):232086877-232087616	0.6509
1_MACS_peak_6138_lociStitched	chr2(.):232328335-232328981	0.4606
1_MACS_peak_6139_lociStitched	chr2(.):232478197-232478991	0.631
1_MACS_peak_6140_lociStitched	chr2(.):232526650-232527368	0.649
1_MACS_peak_6141_lociStitched	chr2(.):232572525-232573233	0.6729
1_MACS_peak_6142_lociStitched	chr2(.):232688852-232689553	0.378
3_MACS_peak_6143_lociStitched	chr2(.):232706143-232713877	0.403
1_MACS_peak_6146_lociStitched	chr2(.):232878465-232878974	0.4489
1_MACS_peak_6147_lociStitched	chr2(.):232891449-232892270	0.6699
1_MACS_peak_6148_lociStitched	chr2(.):233076848-233077533	0.6817
1_MACS_peak_6149_lociStitched	chr2(.):233140226-233141404	0.8224
1_MACS_peak_6150_lociStitched	chr2(.):234159831-234160507	0.4177
1_MACS_peak_6151_lociStitched	chr2(.):234284332-234285066	0.5965
1_MACS_peak_6152_lociStitched	chr2(.):234849174-234849800	0.4695
1_MACS_peak_6153_lociStitched	chr2(.):234874809-234876093	0.7856
1_MACS_peak_6154_lociStitched	chr2(.):235200377-235201697	0.6087
1_MACS_peak_6155_lociStitched	chr2(.):235334347-235335041	0.6569
1_MACS_peak_6156_lociStitched	chr2(.):235391852-235392998	0.7629
1_MACS_peak_6157_lociStitched	chr2(.):235902108-235902754	0.546
1_MACS_peak_6158_lociStitched	chr2(.):235953859-235954498	0.6389
1_MACS_peak_6159_lociStitched	chr2(.):236179351-236180136	0.9496
1_MACS_peak_6160_lociStitched	chr2(.):236236040-236236950	1.453
1_MACS_peak_6161_lociStitched	chr2(.):236279415-236280327	1.0885
1_MACS_peak_6162_lociStitched	chr2(.):236298094-236299668	1.0096
1_MACS_peak_6163_lociStitched	chr2(.):236409757-236410741	0.7356
1_MACS_peak_6164_lociStitched	chr2(.):236510306-236511133	0.8484
1_MACS_peak_6165_lociStitched	chr2(.):236817352-236818051	0.6826
1_MACS_peak_6166_lociStitched	chr2(.):236958496-236959010	0.6591
1_MACS_peak_6167_lociStitched	chr2(.):237274950-237275703	0.519
1_MACS_peak_6168_lociStitched	chr2(.):237967683-237968387	0.684
1_MACS_peak_6169_lociStitched	chr2(.):238437954-238438707	0.6219
1_MACS_peak_6170_lociStitched	chr2(.):238583211-238584140	0.7246
1_MACS_peak_6171_lociStitched	chr2(.):238612011-238612995	0.7972
1_MACS_peak_6172_lociStitched	chr2(.):239168173-239168807	0.5855
1_MACS_peak_6173_lociStitched	chr2(.):239323606-239324183	0.6086
1_MACS_peak_6174_lociStitched	chr2(.):239684821-239686348	0.8209
1_MACS_peak_6175_lociStitched	chr2(.):240248312-240249509	0.8021
1_MACS_peak_6176_lociStitched	chr2(.):240691737-240692701	0.8837
2_MACS_peak_6177_lociStitched	chr2(.):241518964-241524928	0.2672
1_MACS_peak_6179_lociStitched	chr2(.):242448080-242448689	0.4531
1_MACS_peak_6180_lociStitched	chr2(.):243152395-243152931	1.7579
1_MACS_peak_6181_lociStitched	chr20(.):277519-278385	0.6642
1_MACS_peak_6182_lociStitched	chr20(.):361215-361931	0.7329
1_MACS_peak_6183_lociStitched	chr20(.):524042-524915	0.615
1_MACS_peak_6184_lociStitched	chr20(.):1063742-1065001	0.9187
1_MACS_peak_6185_lociStitched	chr20(.):1516119-1517049	0.9112
1_MACS_peak_6186_lociStitched	chr20(.):1702635-1703471	1.0395
1_MACS_peak_6187_lociStitched	chr20(.):1878069-1879122	1.0036
1_MACS_peak_6188_lociStitched	chr20(.):1933127-1933895	0.8204
1_MACS_peak_6189_lociStitched	chr20(.):2082195-2083926	0.8657
1_MACS_peak_6190_lociStitched	chr20(.):3082291-3083480	1.1176
1_MACS_peak_6191_lociStitched	chr20(.):3800511-3801854	0.7278
1_MACS_peak_6192_lociStitched	chr20(.):4141390-4142105	0.5726
1_MACS_peak_6193_lociStitched	chr20(.):4594068-4595240	0.8053
1_MACS_peak_6194_lociStitched	chr20(.):4700698-4701931	0.7439
1_MACS_peak_6195_lociStitched	chr20(.):4877431-4878326	0.7354
1_MACS_peak_6196_lociStitched	chr20(.):4898955-4899785	0.6333
1_MACS_peak_6197_lociStitched	chr20(.):4953717-4954753	0.7502
1_MACS_peak_6198_lociStitched	chr20(.):5058722-5059831	0.9876
1_MACS_peak_6199_lociStitched	chr20(.):5099742-5101084	0.7485
1_MACS_peak_6200_lociStitched	chr20(.):5574566-5575348	0.6456
1_MACS_peak_6201_lociStitched	chr20(.):5583803-5584693	0.8063
1_MACS_peak_6202_lociStitched	chr20(.):5591374-5592358	1.0257
1_MACS_peak_6203_lociStitched	chr20(.):5625721-5627865	0.9242
1_MACS_peak_6204_lociStitched	chr20(.):5654718-5655460	0.8099
1_MACS_peak_6205_lociStitched	chr20(.):6245952-6246701	0.5086
1_MACS_peak_6206_lociStitched	chr20(.):7485874-7486571	0.5747
1_MACS_peak_6207_lociStitched	chr20(.):7745723-7746415	0.671
1_MACS_peak_6208_lociStitched	chr20(.):7750925-7751892	2.5984
1_MACS_peak_6209_lociStitched	chr20(.):7999984-8001556	0.7179
1_MACS_peak_6210_lociStitched	chr20(.):8136948-8137962	0.8548
1_MACS_peak_6211_lociStitched	chr20(.):8374728-8375594	0.7359
1_MACS_peak_6212_lociStitched	chr20(.):8380269-8381467	1.9762
1_MACS_peak_6213_lociStitched	chr20(.):8389068-8389832	0.7644
1_MACS_peak_6214_lociStitched	chr20(.):8508443-8509069	0.5185
1_MACS_peak_6215_lociStitched	chr20(.):9000128-9000960	0.5331
1_MACS_peak_6216_lociStitched	chr20(.):9368568-9369645	1.3824
1_MACS_peak_6217_lociStitched	chr20(.):9392030-9393642	0.9032
1_MACS_peak_6218_lociStitched	chr20(.):9400655-9401468	0.828
1_MACS_peak_6219_lociStitched	chr20(.):9422392-9423215	0.9352
1_MACS_peak_6220_lociStitched	chr20(.):9438381-9439461	1.0872
1_MACS_peak_6221_lociStitched	chr20(.):9462664-9463550	0.7793
1_MACS_peak_6222_lociStitched	chr20(.):9491146-9492245	1.0092
1_MACS_peak_6223_lociStitched	chr20(.):9596344-9597448	1.7772
1_MACS_peak_6224_lociStitched	chr20(.):9657791-9658690	0.7759
1_MACS_peak_6225_lociStitched	chr20(.):9686151-9687622	1.735
1_MACS_peak_6226_lociStitched	chr20(.):9724941-9725868	1.0733
1_MACS_peak_6227_lociStitched	chr20(.):10414598-10416344	0.6144
1_MACS_peak_6228_lociStitched	chr20(.):10456667-10457726	1.18
1_MACS_peak_6229_lociStitched	chr20(.):10491938-10492659	1.3345
1_MACS_peak_6230_lociStitched	chr20(.):10539330-10539797	0.578
2_MACS_peak_6231_lociStitched	chr20(.):10652981-10656001	0.7161
1_MACS_peak_6233_lociStitched	chr20(.):10921241-10922236	1.4631
1_MACS_peak_6234_lociStitched	chr20(.):11872702-11873268	0.5227
1_MACS_peak_6235_lociStitched	chr20(.):11959639-11960642	0.7438
1_MACS_peak_6236_lociStitched	chr20(.):11974197-11975591	1.5386
1_MACS_peak_6237_lociStitched	chr20(.):12033480-12035142	2.441
2_MACS_peak_6238_lociStitched	chr20(.):12091104-12095202	0.6004
1_MACS_peak_6240_lociStitched	chr20(.):12152604-12153485	0.8793
1_MACS_peak_6241_lociStitched	chr20(.):12184391-12185211	0.69
1_MACS_peak_6242_lociStitched	chr20(.):12629740-12630727	0.6954
1_MACS_peak_6243_lociStitched	chr20(.):12679156-12680089	1.0153
1_MACS_peak_6244_lociStitched	chr20(.):12989843-12990901	1.012
1_MACS_peak_6245_lociStitched	chr20(.):13227674-13228828	1.1552
1_MACS_peak_6246_lociStitched	chr20(.):13372531-13373656	1.3165
1_MACS_peak_6247_lociStitched	chr20(.):14029604-14030221	0.7703
1_MACS_peak_6248_lociStitched	chr20(.):14384977-14385645	0.4542
1_MACS_peak_6249_lociStitched	chr20(.):15903785-15904248	0.5247
2_MACS_peak_6250_lociStitched	chr20(.):15965924-15967965	0.6661
1_MACS_peak_6252_lociStitched	chr20(.):15987616-15988455	0.9284
1_MACS_peak_6253_lociStitched	chr20(.):17688283-17689366	1.1762
1_MACS_peak_6254_lociStitched	chr20(.):17829013-17829971	1.1387
2_MACS_peak_6255_lociStitched	chr20(.):17835254-17837559	1.0538
1_MACS_peak_6257_lociStitched	chr20(.):17923787-17924623	0.7099
1_MACS_peak_6258_lociStitched	chr20(.):17948058-17950157	0.8106
1_MACS_peak_6259_lociStitched	chr20(.):18117978-18119151	0.6946
1_MACS_peak_6260_lociStitched	chr20(.):18487657-18488900	0.9067
1_MACS_peak_6261_lociStitched	chr20(.):18620062-18620865	0.755
2_MACS_peak_6262_lociStitched	chr20(.):18731049-18735349	0.3534
1_MACS_peak_6264_lociStitched	chr20(.):19638651-19639445	0.6815
1_MACS_peak_6265_lociStitched	chr20(.):19759747-19762074	1.2549
1_MACS_peak_6266_lociStitched	chr20(.):19795902-19796771	0.7779
1_MACS_peak_6267_lociStitched	chr20(.):19808637-19809427	0.7697
1_MACS_peak_6268_lociStitched	chr20(.):19918149-19918954	0.9207
1_MACS_peak_6269_lociStitched	chr20(.):19933343-19934150	0.7167
1_MACS_peak_6270_lociStitched	chr20(.):20002931-20003764	0.6122
1_MACS_peak_6271_lociStitched	chr20(.):20213167-20214480	1.7385
1_MACS_peak_6272_lociStitched	chr20(.):21080776-21081800	0.5755
1_MACS_peak_6273_lociStitched	chr20(.):21483831-21484656	1.127
1_MACS_peak_6274_lociStitched	chr20(.):21528629-21529547	1.1064
1_MACS_peak_6275_lociStitched	chr20(.):21599167-21599873	0.6247
1_MACS_peak_6276_lociStitched	chr20(.):22079770-22080661	1.7856
1_MACS_peak_6277_lociStitched	chr20(.):22352389-22353068	0.6841
1_MACS_peak_6278_lociStitched	chr20(.):23330517-23331996	0.612
2_MACS_peak_6279_lociStitched	chr20(.):23338132-23343447	0.552
1_MACS_peak_6281_lociStitched	chr20(.):23982339-23983230	0.7367
1_MACS_peak_6282_lociStitched	chr20(.):24007439-24008590	0.9454
1_MACS_peak_6283_lociStitched	chr20(.):24127857-24129896	2.0534
1_MACS_peak_6284_lociStitched	chr20(.):24442802-24443843	0.7509
1_MACS_peak_6285_lociStitched	chr20(.):24540925-24541680	0.791
1_MACS_peak_6286_lociStitched	chr20(.):24699123-24699649	0.6211
1_MACS_peak_6287_lociStitched	chr20(.):24822735-24824602	2.7339
1_MACS_peak_6288_lociStitched	chr20(.):24972964-24973945	0.7533
2_MACS_peak_6289_lociStitched	chr20(.):24995393-24998685	0.8479
2_MACS_peak_6291_lociStitched	chr20(.):25037541-25039416	0.7007
1_MACS_peak_6293_lociStitched	chr20(.):25261975-25263183	1.2459
1_MACS_peak_6294_lociStitched	chr20(.):25268920-25269894	1.3242
2_MACS_peak_6295_lociStitched	chr20(.):25274961-25279460	0.8912
1_MACS_peak_6297_lociStitched	chr20(.):25290171-25292594	1.0082
1_MACS_peak_6298_lociStitched	chr20(.):25299042-25300528	0.9218
1_MACS_peak_6299_lociStitched	chr20(.):25371400-25372170	0.6013
1_MACS_peak_6300_lociStitched	chr20(.):25603939-25605177	0.7195
1_MACS_peak_6301_lociStitched	chr20(.):30154190-30155187	1.1086
1_MACS_peak_6302_lociStitched	chr20(.):30262576-30263427	0.5487
1_MACS_peak_6303_lociStitched	chr20(.):30272340-30273783	0.7017
1_MACS_peak_6304_lociStitched	chr20(.):30286251-30287762	1.5704
2_MACS_peak_6305_lociStitched	chr20(.):30293053-30297642	1.5539
1_MACS_peak_6307_lociStitched	chr20(.):30304844-30306193	0.8466
1_MACS_peak_6308_lociStitched	chr20(.):30433945-30434630	0.6395
1_MACS_peak_6309_lociStitched	chr20(.):31097135-31097948	0.9987
3_MACS_peak_6310_lociStitched	chr20(.):31255266-31261790	0.5576
1_MACS_peak_6313_lociStitched	chr20(.):31290383-31291435	1.1527
1_MACS_peak_6314_lociStitched	chr20(.):32142006-32143499	0.9511
1_MACS_peak_6315_lociStitched	chr20(.):32319668-32321265	0.9436
1_MACS_peak_6316_lociStitched	chr20(.):32365911-32367705	1.2257
1_MACS_peak_6317_lociStitched	chr20(.):32415448-32416755	0.8817
1_MACS_peak_6318_lociStitched	chr20(.):32425192-32426488	0.6558
1_MACS_peak_6319_lociStitched	chr20(.):32439826-32440474	0.755
1_MACS_peak_6320_lociStitched	chr20(.):32446000-32447924	1.7112
1_MACS_peak_6321_lociStitched	chr20(.):32462466-32463838	0.9357
1_MACS_peak_6322_lociStitched	chr20(.):32469803-32472558	1.9678
1_MACS_peak_6323_lociStitched	chr20(.):32991559-32994182	1.0811
1_MACS_peak_6324_lociStitched	chr20(.):33002249-33005171	1.2114
1_MACS_peak_6325_lociStitched	chr20(.):33103117-33104811	0.7388
2_MACS_peak_6326_lociStitched	chr20(.):34199196-34204881	0.4217
2_MACS_peak_6328_lociStitched	chr20(.):34329688-34332513	0.6283
1_MACS_peak_6330_lociStitched	chr20(.):34542024-34543350	0.6621
1_MACS_peak_6331_lociStitched	chr20(.):34677916-34678802	0.7853
1_MACS_peak_6332_lociStitched	chr20(.):34685917-34686886	1.2811
2_MACS_peak_6333_lociStitched	chr20(.):34730309-34734458	0.9662
1_MACS_peak_6335_lociStitched	chr20(.):35233105-35234345	1.2303
1_MACS_peak_6336_lociStitched	chr20(.):35492244-35492801	0.5266
1_MACS_peak_6337_lociStitched	chr20(.):35503335-35504058	0.8888
1_MACS_peak_6338_lociStitched	chr20(.):35723942-35724960	0.7907
1_MACS_peak_6339_lociStitched	chr20(.):35806592-35808462	0.7131
1_MACS_peak_6340_lociStitched	chr20(.):35917647-35918465	0.8615
1_MACS_peak_6341_lociStitched	chr20(.):35994416-35995356	1.0055
1_MACS_peak_6342_lociStitched	chr20(.):36003245-36004311	0.775
1_MACS_peak_6343_lociStitched	chr20(.):36155958-36156918	0.7802
1_MACS_peak_6344_lociStitched	chr20(.):36618429-36619862	1.6365
1_MACS_peak_6345_lociStitched	chr20(.):36661025-36662554	0.8002
1_MACS_peak_6346_lociStitched	chr20(.):37470583-37471810	1.0188
2_MACS_peak_6347_lociStitched	chr20(.):37498927-37505365	1.3868
1_MACS_peak_6349_lociStitched	chr20(.):37520353-37521977	1.451
1_MACS_peak_6350_lociStitched	chr20(.):37986395-37987331	0.8272
2_MACS_peak_6351_lociStitched	chr20(.):39610779-39616122	0.3352
1_MACS_peak_6353_lociStitched	chr20(.):39639876-39640977	1.0875
1_MACS_peak_6354_lociStitched	chr20(.):39785348-39786509	1.155
1_MACS_peak_6355_lociStitched	chr20(.):40036220-40037395	0.7952
1_MACS_peak_6356_lociStitched	chr20(.):40321149-40322516	0.864
1_MACS_peak_6357_lociStitched	chr20(.):40459209-40459788	0.5764
1_MACS_peak_6358_lociStitched	chr20(.):40711106-40713048	2.1822
1_MACS_peak_6359_lociStitched	chr20(.):40721126-40723335	2.4937
1_MACS_peak_6360_lociStitched	chr20(.):42285525-42286655	0.7005
1_MACS_peak_6361_lociStitched	chr20(.):42309466-42311587	1.5321
1_MACS_peak_6362_lociStitched	chr20(.):42356463-42357385	0.9924
1_MACS_peak_6363_lociStitched	chr20(.):42378938-42382197	1.8041
1_MACS_peak_6364_lociStitched	chr20(.):42474095-42474835	0.564
1_MACS_peak_6365_lociStitched	chr20(.):42570463-42572216	0.969
2_MACS_peak_6366_lociStitched	chr20(.):42578246-42584895	0.593
1_MACS_peak_6368_lociStitched	chr20(.):42629877-42631254	1.1996
1_MACS_peak_6369_lociStitched	chr20(.):42684606-42685539	0.5062
1_MACS_peak_6370_lociStitched	chr20(.):42696941-42699443	2.2404
1_MACS_peak_6371_lociStitched	chr20(.):42708419-42709990	0.9295
1_MACS_peak_6372_lociStitched	chr20(.):42839049-42840250	0.8762
1_MACS_peak_6373_lociStitched	chr20(.):43118307-43119308	1.0163
1_MACS_peak_6374_lociStitched	chr20(.):43150204-43151165	0.7602
1_MACS_peak_6375_lociStitched	chr20(.):43188489-43189647	0.8032
2_MACS_peak_6376_lociStitched	chr20(.):43270979-43276355	0.7801
1_MACS_peak_6378_lociStitched	chr20(.):43514067-43515000	0.4556
2_MACS_peak_6379_lociStitched	chr20(.):43594486-43600712	0.6151
1_MACS_peak_6381_lociStitched	chr20(.):43607578-43608506	1.2308
1_MACS_peak_6382_lociStitched	chr20(.):43662907-43663720	0.67
3_MACS_peak_6383_lociStitched	chr20(.):43679874-43684298	0.7205
1_MACS_peak_6386_lociStitched	chr20(.):43691464-43692328	1.1565
1_MACS_peak_6387_lociStitched	chr20(.):44015912-44016600	0.5722
1_MACS_peak_6388_lociStitched	chr20(.):44060716-44061550	0.873
1_MACS_peak_6389_lociStitched	chr20(.):44600037-44601386	1.0548
1_MACS_peak_6390_lociStitched	chr20(.):45173140-45174847	1.5383
1_MACS_peak_6391_lociStitched	chr20(.):45181113-45182448	1.5173
1_MACS_peak_6392_lociStitched	chr20(.):45622599-45623712	1.128
1_MACS_peak_6393_lociStitched	chr20(.):45891006-45891898	0.7212
1_MACS_peak_6394_lociStitched	chr20(.):45985042-45986730	0.7168
1_MACS_peak_6395_lociStitched	chr20(.):46043761-46045954	0.7708
1_MACS_peak_6396_lociStitched	chr20(.):46081895-46082828	0.8084
2_MACS_peak_6397_lociStitched	chr20(.):46096732-46103127	0.3638
1_MACS_peak_6399_lociStitched	chr20(.):46115060-46116794	1.1094
2_MACS_peak_6400_lociStitched	chr20(.):46386923-46391495	0.9755
1_MACS_peak_6402_lociStitched	chr20(.):46445007-46446127	1.0984
1_MACS_peak_6403_lociStitched	chr20(.):46456736-46457545	0.692
1_MACS_peak_6404_lociStitched	chr20(.):46631157-46632086	0.9022
1_MACS_peak_6405_lociStitched	chr20(.):46667394-46667890	0.637
2_MACS_peak_6406_lociStitched	chr20(.):46988113-46989674	0.7494
1_MACS_peak_6408_lociStitched	chr20(.):47157941-47158609	0.9016
1_MACS_peak_6409_lociStitched	chr20(.):47225792-47226716	0.6305
