GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_14362_lociStitched	chr3(.):49130577-49132407	0.805
1_MACS_peak_14363_lociStitched	chr3(.):49157569-49158911	0.6939
2_MACS_peak_14364_lociStitched	chr3(.):49377138-49383348	0.4318
1_MACS_peak_14366_lociStitched	chr3(.):49466351-49467901	0.7676
2_MACS_peak_14367_lociStitched	chr3(.):49481043-49487048	0.559
1_MACS_peak_14369_lociStitched	chr3(.):49506901-49508387	0.7474
1_MACS_peak_14370_lociStitched	chr3(.):49710975-49712439	0.8892
1_MACS_peak_14371_lociStitched	chr3(.):49760646-49762370	0.6445
1_MACS_peak_14372_lociStitched	chr3(.):49808703-49809277	0.4516
1_MACS_peak_14373_lociStitched	chr3(.):49839834-49840916	0.5405
1_MACS_peak_14374_lociStitched	chr3(.):49966258-49967690	0.6551
1_MACS_peak_14375_lociStitched	chr3(.):49976930-49978368	0.9751
1_MACS_peak_14376_lociStitched	chr3(.):49983540-49984613	0.7765
1_MACS_peak_14377_lociStitched	chr3(.):50125755-50127078	0.5793
2_MACS_peak_14378_lociStitched	chr3(.):50263312-50265717	0.6971
1_MACS_peak_14380_lociStitched	chr3(.):50272762-50274075	0.5703
1_MACS_peak_14381_lociStitched	chr3(.):50283297-50284666	0.6791
1_MACS_peak_14382_lociStitched	chr3(.):50329030-50330469	0.794
1_MACS_peak_14383_lociStitched	chr3(.):50358138-50359664	0.8231
1_MACS_peak_14384_lociStitched	chr3(.):50365267-50366511	0.7813
1_MACS_peak_14385_lociStitched	chr3(.):50374062-50376368	0.7955
1_MACS_peak_14386_lociStitched	chr3(.):50387657-50388980	0.9415
1_MACS_peak_14387_lociStitched	chr3(.):50563239-50563976	0.4379
1_MACS_peak_14388_lociStitched	chr3(.):50606262-50607402	0.996
1_MACS_peak_14389_lociStitched	chr3(.):50653219-50655244	0.7027
1_MACS_peak_14390_lociStitched	chr3(.):51035355-51035864	0.4726
1_MACS_peak_14391_lociStitched	chr3(.):51332874-51333620	0.7482
1_MACS_peak_14392_lociStitched	chr3(.):51421607-51423092	0.6373
1_MACS_peak_14393_lociStitched	chr3(.):51428107-51429042	0.688
1_MACS_peak_14394_lociStitched	chr3(.):51533103-51535030	0.6988
1_MACS_peak_14395_lociStitched	chr3(.):51572217-51573267	0.8033
1_MACS_peak_14396_lociStitched	chr3(.):51639076-51639876	0.5828
1_MACS_peak_14397_lociStitched	chr3(.):51824981-51825796	0.9313
1_MACS_peak_14398_lociStitched	chr3(.):51975552-51977401	0.7214
1_MACS_peak_14399_lociStitched	chr3(.):52007352-52008559	0.6092
1_MACS_peak_14400_lociStitched	chr3(.):52090557-52091838	0.7558
1_MACS_peak_14401_lociStitched	chr3(.):52187983-52189150	0.8215
1_MACS_peak_14402_lociStitched	chr3(.):52286958-52288048	1.1442
1_MACS_peak_14403_lociStitched	chr3(.):52305110-52306209	0.5889
1_MACS_peak_14404_lociStitched	chr3(.):52311367-52313298	0.6719
1_MACS_peak_14405_lociStitched	chr3(.):52320907-52322710	0.8413
1_MACS_peak_14406_lociStitched	chr3(.):52347297-52348398	1.5698
1_MACS_peak_14407_lociStitched	chr3(.):52444510-52445405	0.5797
1_MACS_peak_14408_lociStitched	chr3(.):52570153-52571441	0.7161
1_MACS_peak_14409_lociStitched	chr3(.):52719101-52720873	0.6582
2_MACS_peak_14410_lociStitched	chr3(.):52738180-52745308	0.6898
1_MACS_peak_14412_lociStitched	chr3(.):52754712-52755606	0.8265
1_MACS_peak_14413_lociStitched	chr3(.):52804700-52805640	0.7387
1_MACS_peak_14414_lociStitched	chr3(.):53017284-53018203	1.6331
1_MACS_peak_14415_lociStitched	chr3(.):53080202-53081505	0.7897
1_MACS_peak_14416_lociStitched	chr3(.):53106447-53107812	0.5615
1_MACS_peak_14417_lociStitched	chr3(.):53136334-53137491	0.7491
1_MACS_peak_14418_lociStitched	chr3(.):53163932-53165082	0.6955
1_MACS_peak_14419_lociStitched	chr3(.):53214584-53215406	0.6523
1_MACS_peak_14420_lociStitched	chr3(.):53229736-53231507	0.7858
1_MACS_peak_14421_lociStitched	chr3(.):53381063-53382268	1.1409
1_MACS_peak_14422_lociStitched	chr3(.):53440705-53441515	0.6489
1_MACS_peak_14423_lociStitched	chr3(.):53879397-53880223	0.6231
1_MACS_peak_14424_lociStitched	chr3(.):53924640-53926645	0.7177
1_MACS_peak_14425_lociStitched	chr3(.):54687356-54688322	0.7578
1_MACS_peak_14426_lociStitched	chr3(.):55692334-55693510	0.6917
1_MACS_peak_14427_lociStitched	chr3(.):55721977-55722878	0.7964
1_MACS_peak_14428_lociStitched	chr3(.):56039112-56039781	0.4978
1_MACS_peak_14429_lociStitched	chr3(.):56191496-56192361	0.8403
1_MACS_peak_14430_lociStitched	chr3(.):56239174-56240080	0.7368
1_MACS_peak_14431_lociStitched	chr3(.):56590459-56592229	0.6413
1_MACS_peak_14432_lociStitched	chr3(.):56716160-56717805	0.6501
1_MACS_peak_14433_lociStitched	chr3(.):56758901-56759909	1.0364
1_MACS_peak_14434_lociStitched	chr3(.):56949765-56952929	1.0778
1_MACS_peak_14435_lociStitched	chr3(.):57261024-57263008	0.7211
1_MACS_peak_14436_lociStitched	chr3(.):57541144-57543415	1.089
1_MACS_peak_14437_lociStitched	chr3(.):57582036-57584641	0.8092
1_MACS_peak_14438_lociStitched	chr3(.):57656787-57657769	0.7505
1_MACS_peak_14439_lociStitched	chr3(.):57741220-57742592	0.8948
1_MACS_peak_14440_lociStitched	chr3(.):57969227-57970190	0.8537
1_MACS_peak_14441_lociStitched	chr3(.):58020518-58021456	0.6024
1_MACS_peak_14442_lociStitched	chr3(.):58027300-58028172	1.2917
1_MACS_peak_14443_lociStitched	chr3(.):58059894-58060628	0.5974
1_MACS_peak_14444_lociStitched	chr3(.):58070749-58071528	0.8038
1_MACS_peak_14445_lociStitched	chr3(.):58173270-58174008	0.5845
1_MACS_peak_14446_lociStitched	chr3(.):58181942-58182839	0.9285
1_MACS_peak_14447_lociStitched	chr3(.):58199992-58201294	0.8611
1_MACS_peak_14448_lociStitched	chr3(.):58291545-58293662	0.7696
2_MACS_peak_14449_lociStitched	chr3(.):59371671-59375085	0.5681
1_MACS_peak_14451_lociStitched	chr3(.):59392460-59394248	0.8239
1_MACS_peak_14452_lociStitched	chr3(.):59436542-59438104	1.0079
1_MACS_peak_14453_lociStitched	chr3(.):59769278-59769909	0.7336
1_MACS_peak_14454_lociStitched	chr3(.):59825254-59826118	0.7089
1_MACS_peak_14455_lociStitched	chr3(.):59996276-59997229	1.1203
1_MACS_peak_14456_lociStitched	chr3(.):60386007-60386753	0.745
1_MACS_peak_14457_lociStitched	chr3(.):60643451-60644191	0.8236
1_MACS_peak_14458_lociStitched	chr3(.):61167471-61168102	0.6671
1_MACS_peak_14459_lociStitched	chr3(.):61235299-61237749	0.757
2_MACS_peak_14460_lociStitched	chr3(.):61340013-61344711	0.5695
1_MACS_peak_14462_lociStitched	chr3(.):61405678-61406704	0.7882
1_MACS_peak_14463_lociStitched	chr3(.):61545818-61547763	0.7832
1_MACS_peak_14464_lociStitched	chr3(.):61616243-61617421	0.9099
1_MACS_peak_14465_lociStitched	chr3(.):61622693-61623886	1.6549
1_MACS_peak_14466_lociStitched	chr3(.):61862873-61863468	0.4451
1_MACS_peak_14467_lociStitched	chr3(.):61880386-61881340	1.0096
1_MACS_peak_14468_lociStitched	chr3(.):62222991-62224567	0.7113
1_MACS_peak_14469_lociStitched	chr3(.):62803797-62804643	0.5768
1_MACS_peak_14470_lociStitched	chr3(.):62821022-62821843	0.6271
2_MACS_peak_14471_lociStitched	chr3(.):62859279-62862296	0.3365
1_MACS_peak_14473_lociStitched	chr3(.):63543402-63544223	0.7341
1_MACS_peak_14474_lociStitched	chr3(.):63897092-63898146	0.684
1_MACS_peak_14475_lociStitched	chr3(.):63907717-63909127	0.6754
1_MACS_peak_14476_lociStitched	chr3(.):63923195-63924349	0.9979
1_MACS_peak_14477_lociStitched	chr3(.):64008564-64009611	0.7703
1_MACS_peak_14478_lociStitched	chr3(.):64181724-64182848	1.1485
1_MACS_peak_14479_lociStitched	chr3(.):64210677-64211922	0.7456
1_MACS_peak_14480_lociStitched	chr3(.):64342902-64343818	0.9551
1_MACS_peak_14481_lociStitched	chr3(.):64519136-64520173	1.0988
1_MACS_peak_14482_lociStitched	chr3(.):65547216-65547785	0.5947
1_MACS_peak_14483_lociStitched	chr3(.):65874599-65875438	0.5042
1_MACS_peak_14484_lociStitched	chr3(.):66023494-66025150	0.6942
1_MACS_peak_14485_lociStitched	chr3(.):66126346-66127060	0.5204
1_MACS_peak_14486_lociStitched	chr3(.):66270909-66271949	0.7075
1_MACS_peak_14487_lociStitched	chr3(.):66440221-66441007	0.7497
1_MACS_peak_14488_lociStitched	chr3(.):66519373-66520240	0.675
2_MACS_peak_14489_lociStitched	chr3(.):66530977-66534583	0.5613
1_MACS_peak_14491_lociStitched	chr3(.):66694847-66695580	0.4458
1_MACS_peak_14492_lociStitched	chr3(.):66998353-66999000	0.9332
1_MACS_peak_14493_lociStitched	chr3(.):67022080-67023071	0.9403
1_MACS_peak_14494_lociStitched	chr3(.):67040194-67041307	0.7957
1_MACS_peak_14495_lociStitched	chr3(.):67050181-67051061	1.0042
1_MACS_peak_14496_lociStitched	chr3(.):67066807-67067708	0.6785
1_MACS_peak_14497_lociStitched	chr3(.):67080809-67081851	1.1998
1_MACS_peak_14498_lociStitched	chr3(.):67164136-67164799	0.8325
1_MACS_peak_14499_lociStitched	chr3(.):67667694-67668518	0.7956
1_MACS_peak_14500_lociStitched	chr3(.):67704113-67705664	0.6104
1_MACS_peak_14501_lociStitched	chr3(.):67735738-67736975	0.7914
1_MACS_peak_14502_lociStitched	chr3(.):69061947-69063321	0.615
1_MACS_peak_14503_lociStitched	chr3(.):69133195-69135328	0.8953
1_MACS_peak_14504_lociStitched	chr3(.):69144533-69145471	0.9843
1_MACS_peak_14505_lociStitched	chr3(.):69227761-69229053	0.8969
2_MACS_peak_14506_lociStitched	chr3(.):69289670-69293064	0.9267
1_MACS_peak_14508_lociStitched	chr3(.):69337138-69338131	0.6308
1_MACS_peak_14509_lociStitched	chr3(.):69355310-69356078	0.6403
2_MACS_peak_14510_lociStitched	chr3(.):69369639-69376693	0.4242
1_MACS_peak_14512_lociStitched	chr3(.):69417140-69418111	1.1985
1_MACS_peak_14513_lociStitched	chr3(.):69787985-69788957	0.6706
2_MACS_peak_14514_lociStitched	chr3(.):69811506-69814204	0.5585
1_MACS_peak_14516_lociStitched	chr3(.):70550509-70551385	1.3307
1_MACS_peak_14517_lociStitched	chr3(.):70707679-70708721	0.7065
1_MACS_peak_14518_lociStitched	chr3(.):70820714-70821349	0.7051
1_MACS_peak_14519_lociStitched	chr3(.):71031689-71032591	0.8498
1_MACS_peak_14520_lociStitched	chr3(.):71059569-71061422	1.3871
1_MACS_peak_14521_lociStitched	chr3(.):71088256-71089150	0.6858
1_MACS_peak_14522_lociStitched	chr3(.):71112878-71114073	0.5758
1_MACS_peak_14523_lociStitched	chr3(.):71132844-71133512	0.5068
1_MACS_peak_14524_lociStitched	chr3(.):71441072-71442117	0.8436
2_MACS_peak_14525_lociStitched	chr3(.):71468300-71471943	0.8109
1_MACS_peak_14527_lociStitched	chr3(.):71492685-71493993	1.0185
1_MACS_peak_14528_lociStitched	chr3(.):71612642-71613908	1.4588
1_MACS_peak_14529_lociStitched	chr3(.):71635756-71636579	0.8135
1_MACS_peak_14530_lociStitched	chr3(.):71772324-71773298	0.8604
1_MACS_peak_14531_lociStitched	chr3(.):71924013-71925087	0.7871
2_MACS_peak_14532_lociStitched	chr3(.):72126319-72132201	0.3344
1_MACS_peak_14534_lociStitched	chr3(.):72149723-72150519	0.6447
1_MACS_peak_14535_lociStitched	chr3(.):72212705-72214192	1.0689
1_MACS_peak_14536_lociStitched	chr3(.):72225394-72226283	0.6436
1_MACS_peak_14537_lociStitched	chr3(.):72304920-72305860	0.5737
1_MACS_peak_14538_lociStitched	chr3(.):72495622-72496289	0.4726
1_MACS_peak_14539_lociStitched	chr3(.):72805769-72806773	1.3505
1_MACS_peak_14540_lociStitched	chr3(.):72865723-72866666	0.9553
1_MACS_peak_14541_lociStitched	chr3(.):72896932-72898564	1.058
2_MACS_peak_14542_lociStitched	chr3(.):73497486-73501446	0.8025
1_MACS_peak_14544_lociStitched	chr3(.):73533614-73534462	0.7994
1_MACS_peak_14545_lociStitched	chr3(.):73613197-73614082	0.6797
1_MACS_peak_14546_lociStitched	chr3(.):74263167-74264520	0.8156
2_MACS_peak_14547_lociStitched	chr3(.):74879845-74884932	0.2208
1_MACS_peak_14549_lociStitched	chr3(.):75150163-75151517	1.5422
1_MACS_peak_14550_lociStitched	chr3(.):75229493-75230320	1.0039
1_MACS_peak_14551_lociStitched	chr3(.):75483716-75485245	0.5373
1_MACS_peak_14552_lociStitched	chr3(.):75550889-75553055	1.0807
1_MACS_peak_14553_lociStitched	chr3(.):75653567-75654341	0.6944
1_MACS_peak_14554_lociStitched	chr3(.):75670687-75671766	1.1971
1_MACS_peak_14555_lociStitched	chr3(.):75689932-75692944	1.0921
1_MACS_peak_14556_lociStitched	chr3(.):75707701-75708560	0.5793
1_MACS_peak_14557_lociStitched	chr3(.):75813506-75814185	0.6753
1_MACS_peak_14558_lociStitched	chr3(.):75834178-75835293	0.6109
2_MACS_peak_14559_lociStitched	chr3(.):76582680-76587600	0.239
1_MACS_peak_14561_lociStitched	chr3(.):76717580-76718481	1.2681
1_MACS_peak_14562_lociStitched	chr3(.):78315452-78316276	0.8563
1_MACS_peak_14563_lociStitched	chr3(.):78326268-78327438	0.5375
1_MACS_peak_14564_lociStitched	chr3(.):78556442-78557242	0.5949
1_MACS_peak_14565_lociStitched	chr3(.):79065762-79069504	1.1743
1_MACS_peak_14566_lociStitched	chr3(.):79583071-79584012	0.7998
1_MACS_peak_14567_lociStitched	chr3(.):80946263-80947046	0.581
1_MACS_peak_14568_lociStitched	chr3(.):81534534-81535379	0.6101
1_MACS_peak_14569_lociStitched	chr3(.):81809791-81811335	0.7086
1_MACS_peak_14570_lociStitched	chr3(.):82073858-82074661	0.6252
1_MACS_peak_14571_lociStitched	chr3(.):82342874-82343521	0.5632
1_MACS_peak_14572_lociStitched	chr3(.):82785659-82786399	0.6402
1_MACS_peak_14573_lociStitched	chr3(.):82794498-82795340	1.0316
1_MACS_peak_14574_lociStitched	chr3(.):82990878-82991851	1.0729
1_MACS_peak_14575_lociStitched	chr3(.):83051967-83052675	0.7303
1_MACS_peak_14576_lociStitched	chr3(.):83238610-83239227	0.5101
1_MACS_peak_14577_lociStitched	chr3(.):83279982-83280853	0.605
1_MACS_peak_14578_lociStitched	chr3(.):83922407-83923228	0.6816
1_MACS_peak_14579_lociStitched	chr3(.):84650299-84650974	0.4866
1_MACS_peak_14580_lociStitched	chr3(.):84828415-84829037	0.4502
1_MACS_peak_14581_lociStitched	chr3(.):85588248-85588912	0.4481
1_MACS_peak_14582_lociStitched	chr3(.):85633706-85634542	1.5044
1_MACS_peak_14583_lociStitched	chr3(.):85797482-85798064	0.539
1_MACS_peak_14584_lociStitched	chr3(.):86217376-86218330	0.9346
1_MACS_peak_14585_lociStitched	chr3(.):87275838-87277333	0.6782
1_MACS_peak_14586_lociStitched	chr3(.):87535025-87535688	0.6057
1_MACS_peak_14587_lociStitched	chr3(.):87723317-87724663	1.2591
1_MACS_peak_14588_lociStitched	chr3(.):87829781-87830426	0.5776
1_MACS_peak_14589_lociStitched	chr3(.):88068068-88068734	0.5456
1_MACS_peak_14590_lociStitched	chr3(.):88107469-88108954	0.7419
1_MACS_peak_14591_lociStitched	chr3(.):88198427-88199876	0.7288
1_MACS_peak_14592_lociStitched	chr3(.):88489684-88490528	0.8065
1_MACS_peak_14593_lociStitched	chr3(.):90089553-90090170	0.56
1_MACS_peak_14594_lociStitched	chr3(.):93596821-93597593	0.494
1_MACS_peak_14595_lociStitched	chr3(.):93698489-93699795	0.6392
1_MACS_peak_14596_lociStitched	chr3(.):93781197-93782418	0.7723
1_MACS_peak_14597_lociStitched	chr3(.):93789095-93789803	0.5889
1_MACS_peak_14598_lociStitched	chr3(.):94368914-94369720	0.6586
1_MACS_peak_14599_lociStitched	chr3(.):94615538-94616392	0.7085
1_MACS_peak_14600_lociStitched	chr3(.):94803390-94804066	0.5804
1_MACS_peak_14601_lociStitched	chr3(.):94853522-94854440	0.621
1_MACS_peak_14602_lociStitched	chr3(.):95029463-95030731	0.5973
1_MACS_peak_14603_lociStitched	chr3(.):95061936-95063156	0.6213
1_MACS_peak_14604_lociStitched	chr3(.):95075413-95076501	1.063
1_MACS_peak_14605_lociStitched	chr3(.):95106209-95107015	0.8223
1_MACS_peak_14606_lociStitched	chr3(.):95440611-95441373	0.7322
2_MACS_peak_14607_lociStitched	chr3(.):96438361-96442667	0.4904
1_MACS_peak_14609_lociStitched	chr3(.):96531343-96532481	0.768
1_MACS_peak_14610_lociStitched	chr3(.):96584305-96585076	0.6236
1_MACS_peak_14611_lociStitched	chr3(.):97540072-97541532	0.8523
1_MACS_peak_14612_lociStitched	chr3(.):97613872-97614825	0.6751
1_MACS_peak_14613_lociStitched	chr3(.):97690183-97691507	0.6252
1_MACS_peak_14614_lociStitched	chr3(.):98124581-98125502	0.9067
1_MACS_peak_14615_lociStitched	chr3(.):98166570-98167716	0.7054
1_MACS_peak_14616_lociStitched	chr3(.):98240673-98242175	0.615
1_MACS_peak_14617_lociStitched	chr3(.):98258927-98259931	1.3378
1_MACS_peak_14618_lociStitched	chr3(.):98274144-98275912	0.8728
1_MACS_peak_14619_lociStitched	chr3(.):98282198-98283077	0.6979
1_MACS_peak_14620_lociStitched	chr3(.):98312239-98313159	0.5452
1_MACS_peak_14621_lociStitched	chr3(.):98331257-98332836	1.6476
1_MACS_peak_14622_lociStitched	chr3(.):98361470-98362259	0.6843
1_MACS_peak_14623_lociStitched	chr3(.):98450568-98452052	0.5803
3_MACS_peak_14624_lociStitched	chr3(.):98479756-98490729	0.5268
1_MACS_peak_14627_lociStitched	chr3(.):99261778-99262583	0.7785
2_MACS_peak_14628_lociStitched	chr3(.):99342594-99346469	0.6924
1_MACS_peak_14630_lociStitched	chr3(.):99536059-99537452	1.1014
1_MACS_peak_14631_lociStitched	chr3(.):99569180-99570219	0.6093
2_MACS_peak_14632_lociStitched	chr3(.):99762979-99767285	0.6651
1_MACS_peak_14634_lociStitched	chr3(.):99805591-99806662	0.8258
1_MACS_peak_14635_lociStitched	chr3(.):99822708-99823650	0.7751
1_MACS_peak_14636_lociStitched	chr3(.):99979178-99980474	0.7774
1_MACS_peak_14637_lociStitched	chr3(.):100119311-100121081	0.9404
2_MACS_peak_14638_lociStitched	chr3(.):100210873-100216346	0.4429
1_MACS_peak_14640_lociStitched	chr3(.):100256304-100257178	0.6401
2_MACS_peak_14641_lociStitched	chr3(.):100321566-100326573	0.4378
1_MACS_peak_14643_lociStitched	chr3(.):100427709-100428694	0.824
1_MACS_peak_14644_lociStitched	chr3(.):100556715-100557650	0.9374
1_MACS_peak_14645_lociStitched	chr3(.):100851841-100853625	1.2013
1_MACS_peak_14646_lociStitched	chr3(.):100865656-100866365	0.6078
2_MACS_peak_14647_lociStitched	chr3(.):101096479-101099508	0.6741
1_MACS_peak_14649_lociStitched	chr3(.):101108794-101109640	0.6935
2_MACS_peak_14650_lociStitched	chr3(.):101231224-101237992	0.4897
1_MACS_peak_14652_lociStitched	chr3(.):101279863-101281725	0.7462
1_MACS_peak_14653_lociStitched	chr3(.):101292014-101293897	0.8435
1_MACS_peak_14654_lociStitched	chr3(.):101394698-101396459	0.8593
1_MACS_peak_14655_lociStitched	chr3(.):101404806-101406288	1.0384
1_MACS_peak_14656_lociStitched	chr3(.):101419539-101420727	1.2797
1_MACS_peak_14657_lociStitched	chr3(.):101440506-101441862	1.372
1_MACS_peak_14658_lociStitched	chr3(.):101496156-101498983	0.8076
1_MACS_peak_14659_lociStitched	chr3(.):101510093-101511965	1.443
1_MACS_peak_14660_lociStitched	chr3(.):101526441-101527458	0.5667
1_MACS_peak_14661_lociStitched	chr3(.):101545508-101547206	0.8046
1_MACS_peak_14662_lociStitched	chr3(.):101567462-101570305	0.7879
1_MACS_peak_14663_lociStitched	chr3(.):101617313-101618218	0.8235
2_MACS_peak_14664_lociStitched	chr3(.):101655073-101657959	0.7271
1_MACS_peak_14666_lociStitched	chr3(.):101756890-101757985	0.6138
2_MACS_peak_14667_lociStitched	chr3(.):101776389-101779021	0.8484
1_MACS_peak_14669_lociStitched	chr3(.):101867225-101868251	0.5773
1_MACS_peak_14670_lociStitched	chr3(.):102328130-102329111	1.0314
1_MACS_peak_14671_lociStitched	chr3(.):102802638-102803349	0.5523
1_MACS_peak_14672_lociStitched	chr3(.):102936704-102937625	0.6877
1_MACS_peak_14673_lociStitched	chr3(.):103231630-103232437	0.6877
1_MACS_peak_14674_lociStitched	chr3(.):103290714-103291411	0.525
1_MACS_peak_14675_lociStitched	chr3(.):104192781-104193444	0.5243
2_MACS_peak_14676_lociStitched	chr3(.):104240382-104246600	0.7026
1_MACS_peak_14678_lociStitched	chr3(.):104435860-104436865	0.734
1_MACS_peak_14679_lociStitched	chr3(.):105084985-105089144	1.0505
1_MACS_peak_14680_lociStitched	chr3(.):105441647-105442665	1.007
1_MACS_peak_14681_lociStitched	chr3(.):105585220-105586195	0.8398
1_MACS_peak_14682_lociStitched	chr3(.):105626599-105627256	0.5821
1_MACS_peak_14683_lociStitched	chr3(.):105903406-105904198	0.9587
1_MACS_peak_14684_lociStitched	chr3(.):106021117-106021938	1.2322
1_MACS_peak_14685_lociStitched	chr3(.):107132934-107133840	1.0195
1_MACS_peak_14686_lociStitched	chr3(.):107241153-107242227	0.8605
1_MACS_peak_14687_lociStitched	chr3(.):107629330-107630354	0.6517
1_MACS_peak_14688_lociStitched	chr3(.):107808743-107810441	0.68
2_MACS_peak_14689_lociStitched	chr3(.):107819377-107821858	0.8782
1_MACS_peak_14691_lociStitched	chr3(.):107843056-107845065	1.0301
1_MACS_peak_14692_lociStitched	chr3(.):107927481-107928294	1.1233
1_MACS_peak_14693_lociStitched	chr3(.):107940364-107942071	0.7295
2_MACS_peak_14694_lociStitched	chr3(.):108011595-108013305	0.6308
1_MACS_peak_14696_lociStitched	chr3(.):108106769-108108415	0.955
1_MACS_peak_14697_lociStitched	chr3(.):108167228-108167903	0.6176
1_MACS_peak_14698_lociStitched	chr3(.):108247389-108248333	1.107
1_MACS_peak_14699_lociStitched	chr3(.):108307758-108309125	0.845
1_MACS_peak_14700_lociStitched	chr3(.):108483390-108484336	0.9936
1_MACS_peak_14701_lociStitched	chr3(.):108537049-108537792	0.5319
1_MACS_peak_14702_lociStitched	chr3(.):108777899-108778776	0.8545
1_MACS_peak_14703_lociStitched	chr3(.):108789946-108792566	0.9793
1_MACS_peak_14704_lociStitched	chr3(.):108800565-108801402	0.6548
1_MACS_peak_14705_lociStitched	chr3(.):109420885-109421760	0.8516
1_MACS_peak_14706_lociStitched	chr3(.):109570699-109571716	0.6751
1_MACS_peak_14707_lociStitched	chr3(.):109760299-109760987	0.5893
1_MACS_peak_14708_lociStitched	chr3(.):109786144-109787235	0.7856
1_MACS_peak_14709_lociStitched	chr3(.):110454932-110455850	1.1722
1_MACS_peak_14710_lociStitched	chr3(.):110599704-110600629	0.8628
1_MACS_peak_14711_lociStitched	chr3(.):110790032-110790823	0.5717
1_MACS_peak_14712_lociStitched	chr3(.):110910383-110911170	0.7629
1_MACS_peak_14713_lociStitched	chr3(.):110957638-110958326	0.89
1_MACS_peak_14714_lociStitched	chr3(.):111029872-111031266	1.2929
1_MACS_peak_14715_lociStitched	chr3(.):111111415-111112163	0.5775
1_MACS_peak_14716_lociStitched	chr3(.):111258123-111259106	0.6462
1_MACS_peak_14717_lociStitched	chr3(.):111328765-111329648	0.8437
1_MACS_peak_14718_lociStitched	chr3(.):111386343-111387343	0.9332
