GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
3_MACS_peak_21165_lociStitched	chr19(.):46731322-46737587	1.1145
1_MACS_peak_21168_lociStitched	chr19(.):46743558-46744125	0.9049
2_MACS_peak_21169_lociStitched	chr19(.):46762029-46765146	1.3539
1_MACS_peak_21171_lociStitched	chr19(.):46776995-46777428	0.6644
3_MACS_peak_21172_lociStitched	chr19(.):46779144-46783731	1.0682
2_MACS_peak_21175_lociStitched	chr19(.):46785719-46788208	0.8031
2_MACS_peak_21177_lociStitched	chr19(.):46789383-46790949	0.9468
4_MACS_peak_21179_lociStitched	chr19(.):46795138-46799195	0.8902
2_MACS_peak_21183_lociStitched	chr19(.):46800994-46804950	1.0084
1_MACS_peak_21185_lociStitched	chr19(.):46806799-46807131	0.5231
2_MACS_peak_21186_lociStitched	chr19(.):46808383-46809079	0.6681
4_MACS_peak_21188_lociStitched	chr19(.):46811436-46815934	0.9926
3_MACS_peak_21192_lociStitched	chr19(.):46824101-46826249	0.9711
1_MACS_peak_21195_lociStitched	chr19(.):46833801-46834107	0.6017
1_MACS_peak_21196_lociStitched	chr19(.):46837526-46837906	0.7941
5_MACS_peak_21197_lociStitched	chr19(.):46840678-46845484	0.9873
13_MACS_peak_21202_lociStitched	chr19(.):46900413-46921128	1.1928
10_MACS_peak_21215_lociStitched	chr19(.):46922377-46939669	1.0957
1_MACS_peak_21225_lociStitched	chr19(.):46940949-46941521	0.7838
4_MACS_peak_21226_lociStitched	chr19(.):46947463-46953189	1.0386
7_MACS_peak_21230_lociStitched	chr19(.):46954676-46961690	0.9774
8_MACS_peak_21237_lociStitched	chr19(.):46963093-46978943	1.2598
6_MACS_peak_21245_lociStitched	chr19(.):46980348-46985483	0.7976
6_MACS_peak_21251_lociStitched	chr19(.):46986977-47006720	1.7061
1_MACS_peak_21257_lociStitched	chr19(.):47008083-47008562	1.0178
2_MACS_peak_21258_lociStitched	chr19(.):47009776-47011919	0.8703
3_MACS_peak_21260_lociStitched	chr19(.):47014923-47018782	0.9177
5_MACS_peak_21263_lociStitched	chr19(.):47028322-47041320	1.4198
8_MACS_peak_21268_lociStitched	chr19(.):47115041-47147156	1.5399
1_MACS_peak_21276_lociStitched	chr19(.):47148187-47148539	0.5696
1_MACS_peak_21277_lociStitched	chr19(.):47150188-47150545	0.7968
8_MACS_peak_21278_lociStitched	chr19(.):47153645-47164338	1.3883
2_MACS_peak_21286_lociStitched	chr19(.):47166149-47167935	0.8435
7_MACS_peak_21288_lociStitched	chr19(.):47521689-47534796	1.28
2_MACS_peak_21295_lociStitched	chr19(.):47537397-47538604	0.7729
1_MACS_peak_21297_lociStitched	chr19(.):47558114-47558572	0.8984
2_MACS_peak_21298_lociStitched	chr19(.):47798208-47799413	0.7063
1_MACS_peak_21300_lociStitched	chr19(.):47802641-47802979	0.8097
2_MACS_peak_21301_lociStitched	chr19(.):47804723-47806719	0.8129
2_MACS_peak_21303_lociStitched	chr19(.):47809476-47818616	1.1589
2_MACS_peak_21305_lociStitched	chr19(.):47820880-47824051	1.2052
1_MACS_peak_21307_lociStitched	chr19(.):47826522-47828382	0.9725
1_MACS_peak_21308_lociStitched	chr19(.):47830096-47830423	0.7827
1_MACS_peak_21309_lociStitched	chr19(.):47832547-47832880	0.8286
2_MACS_peak_21310_lociStitched	chr19(.):47834634-47836152	0.8999
1_MACS_peak_21312_lociStitched	chr19(.):47842526-47843004	0.6032
2_MACS_peak_21313_lociStitched	chr19(.):47870899-47871709	1.066
1_MACS_peak_21315_lociStitched	chr19(.):47888634-47889192	0.802
1_MACS_peak_21316_lociStitched	chr19(.):47894814-47899219	1.174
2_MACS_peak_21317_lociStitched	chr19(.):47900821-47930460	1.8325
1_MACS_peak_21319_lociStitched	chr19(.):47932133-47935583	1.5957
6_MACS_peak_21320_lociStitched	chr19(.):47940534-47950185	1.2538
1_MACS_peak_21326_lociStitched	chr19(.):47951443-47955264	1.2637
8_MACS_peak_21327_lociStitched	chr19(.):47956823-47978523	1.3148
1_MACS_peak_21335_lociStitched	chr19(.):47979637-47980175	0.8947
1_MACS_peak_21336_lociStitched	chr19(.):47981493-47981808	0.5668
2_MACS_peak_21337_lociStitched	chr19(.):48023568-48026207	1.0224
1_MACS_peak_21339_lociStitched	chr19(.):48029571-48030100	0.9693
4_MACS_peak_21340_lociStitched	chr19(.):48032380-48035924	0.9241
1_MACS_peak_21344_lociStitched	chr19(.):48040841-48043227	1.1377
1_MACS_peak_21345_lociStitched	chr19(.):48046858-48049640	1.7284
2_MACS_peak_21346_lociStitched	chr19(.):48051503-48052860	0.9076
1_MACS_peak_21348_lociStitched	chr19(.):48055340-48055795	0.7036
2_MACS_peak_21349_lociStitched	chr19(.):48073156-48075370	0.8262
1_MACS_peak_21351_lociStitched	chr19(.):48084944-48085307	0.7432
1_MACS_peak_21352_lociStitched	chr19(.):48097630-48097922	0.7317
1_MACS_peak_21353_lociStitched	chr19(.):48100015-48100474	0.8746
1_MACS_peak_21354_lociStitched	chr19(.):48106714-48107131	0.7874
2_MACS_peak_21355_lociStitched	chr19(.):48210872-48213270	0.9313
8_MACS_peak_21357_lociStitched	chr19(.):48214537-48234014	1.401
3_MACS_peak_21365_lociStitched	chr19(.):48235150-48240385	1.2174
1_MACS_peak_21368_lociStitched	chr19(.):48241673-48242642	0.9061
2_MACS_peak_21369_lociStitched	chr19(.):48269081-48271758	0.9268
4_MACS_peak_21371_lociStitched	chr19(.):48274401-48278411	0.9397
1_MACS_peak_21375_lociStitched	chr19(.):48280143-48280559	0.6459
2_MACS_peak_21376_lociStitched	chr19(.):48299254-48302275	0.8488
3_MACS_peak_21378_lociStitched	chr19(.):48304773-48310863	1.0183
4_MACS_peak_21381_lociStitched	chr19(.):48313076-48316342	0.8599
2_MACS_peak_21385_lociStitched	chr19(.):48320125-48321580	0.9613
7_MACS_peak_21387_lociStitched	chr19(.):48322813-48335368	1.0566
3_MACS_peak_21394_lociStitched	chr19(.):48336518-48338783	0.8001
3_MACS_peak_21397_lociStitched	chr19(.):48342237-48348272	1.0807
9_MACS_peak_21400_lociStitched	chr19(.):48351661-48365164	0.9894
3_MACS_peak_21409_lociStitched	chr19(.):48366978-48372144	1.0364
8_MACS_peak_21412_lociStitched	chr19(.):48374078-48381585	0.9646
2_MACS_peak_21420_lociStitched	chr19(.):48384059-48385422	0.7095
1_MACS_peak_21422_lociStitched	chr19(.):48389250-48389583	0.9827
1_MACS_peak_21423_lociStitched	chr19(.):48392522-48393284	1.0145
1_MACS_peak_21424_lociStitched	chr19(.):48394959-48395290	0.6731
2_MACS_peak_21425_lociStitched	chr19(.):48397287-48398501	0.63
1_MACS_peak_21427_lociStitched	chr19(.):48399970-48400494	0.9536
3_MACS_peak_21428_lociStitched	chr19(.):48401606-48405356	0.9563
2_MACS_peak_21431_lociStitched	chr19(.):48463450-48466155	1.01
6_MACS_peak_21433_lociStitched	chr19(.):48467508-48472888	0.8236
2_MACS_peak_21439_lociStitched	chr19(.):48476818-48478653	0.9584
1_MACS_peak_21441_lociStitched	chr19(.):48484713-48485045	0.7938
1_MACS_peak_21442_lociStitched	chr19(.):48489157-48490011	0.8537
4_MACS_peak_21443_lociStitched	chr19(.):48491941-48496677	0.693
1_MACS_peak_21447_lociStitched	chr19(.):48501353-48501865	0.7553
2_MACS_peak_21448_lociStitched	chr19(.):48503566-48507338	0.9943
12_MACS_peak_21450_lociStitched	chr19(.):48521237-48530013	0.7796
8_MACS_peak_21462_lociStitched	chr19(.):48533121-48539782	0.8657
8_MACS_peak_21470_lociStitched	chr19(.):48541768-48549270	0.7672
1_MACS_peak_21478_lociStitched	chr19(.):48561413-48561944	0.7578
2_MACS_peak_21479_lociStitched	chr19(.):48565217-48566025	0.7938
1_MACS_peak_21481_lociStitched	chr19(.):48767565-48768759	0.9858
4_MACS_peak_21482_lociStitched	chr19(.):48773176-48776546	0.8249
18_MACS_peak_21486_lociStitched	chr19(.):48777805-48812716	1.1078
1_MACS_peak_21504_lociStitched	chr19(.):48895418-48901164	2.0119
1_MACS_peak_21505_lociStitched	chr19(.):48909600-48911298	1.0331
1_MACS_peak_21506_lociStitched	chr19(.):48916342-48918750	1.3452
2_MACS_peak_21507_lociStitched	chr19(.):48993332-48995129	0.8399
4_MACS_peak_21509_lociStitched	chr19(.):48997366-49004716	1.3948
1_MACS_peak_21513_lociStitched	chr19(.):49006400-49006894	0.9699
3_MACS_peak_21514_lociStitched	chr19(.):49009135-49017893	1.7554
8_MACS_peak_21517_lociStitched	chr19(.):49019535-49029189	0.9025
6_MACS_peak_21525_lociStitched	chr19(.):49031208-49038052	1.0486
2_MACS_peak_21531_lociStitched	chr19(.):49039084-49040905	0.8208
3_MACS_peak_21533_lociStitched	chr19(.):49043012-49046118	0.8573
13_MACS_peak_21536_lociStitched	chr19(.):49048050-49073916	1.2584
4_MACS_peak_21549_lociStitched	chr19(.):49078886-49087357	1.0622
1_MACS_peak_21553_lociStitched	chr19(.):49089594-49091151	1.2387
5_MACS_peak_21554_lociStitched	chr19(.):49092367-49111163	1.4983
3_MACS_peak_21559_lociStitched	chr19(.):49144377-49149377	0.9164
1_MACS_peak_21562_lociStitched	chr19(.):49151881-49152233	0.6358
2_MACS_peak_21563_lociStitched	chr19(.):49158037-49159011	0.6774
3_MACS_peak_21565_lociStitched	chr19(.):49160062-49162950	1.0201
5_MACS_peak_21568_lociStitched	chr19(.):49165284-49171651	1.0125
10_MACS_peak_21573_lociStitched	chr19(.):49173287-49207995	1.4017
2_MACS_peak_21583_lociStitched	chr19(.):49209203-49210448	0.8756
4_MACS_peak_21585_lociStitched	chr19(.):49211522-49214023	0.9434
5_MACS_peak_21589_lociStitched	chr19(.):49215812-49223483	1.0575
2_MACS_peak_21594_lociStitched	chr19(.):49224807-49226906	0.8058
9_MACS_peak_21596_lociStitched	chr19(.):49230785-49238793	0.9412
3_MACS_peak_21605_lociStitched	chr19(.):49242352-49246835	1.0631
2_MACS_peak_21608_lociStitched	chr19(.):49248034-49251596	1.1969
12_MACS_peak_21610_lociStitched	chr19(.):49253478-49277489	1.1747
2_MACS_peak_21622_lociStitched	chr19(.):49279044-49283011	1.0701
3_MACS_peak_21624_lociStitched	chr19(.):49284714-49290868	1.2746
2_MACS_peak_21627_lociStitched	chr19(.):49339431-49341038	1.0068
1_MACS_peak_21629_lociStitched	chr19(.):49364925-49365550	0.9916
1_MACS_peak_21630_lociStitched	chr19(.):49370460-49371534	1.005
7_MACS_peak_21631_lociStitched	chr19(.):49521215-49575243	1.5919
1_MACS_peak_21638_lociStitched	chr19(.):49576627-49577951	0.8753
2_MACS_peak_21639_lociStitched	chr19(.):49622664-49626939	1.6029
1_MACS_peak_21641_lociStitched	chr19(.):49628929-49629243	0.8869
1_MACS_peak_21642_lociStitched	chr19(.):49640541-49640908	0.8011
4_MACS_peak_21643_lociStitched	chr19(.):49642954-49646692	0.767
7_MACS_peak_21647_lociStitched	chr19(.):49649611-49661976	1.0849
18_MACS_peak_21654_lociStitched	chr19(.):49663207-49686848	1.0036
5_MACS_peak_21672_lociStitched	chr19(.):49692967-49697768	0.8448
1_MACS_peak_21677_lociStitched	chr19(.):49699817-49700640	0.9146
1_MACS_peak_21678_lociStitched	chr19(.):49738395-49738778	0.5974
3_MACS_peak_21679_lociStitched	chr19(.):49754816-49759034	0.9569
2_MACS_peak_21682_lociStitched	chr19(.):49782922-49783730	0.8009
10_MACS_peak_21684_lociStitched	chr19(.):49853885-49869672	1.2843
6_MACS_peak_21694_lociStitched	chr19(.):49872513-49879983	0.7613
1_MACS_peak_21700_lociStitched	chr19(.):49890811-49891244	0.599
14_MACS_peak_21701_lociStitched	chr19(.):49892442-49906662	0.943
1_MACS_peak_21715_lociStitched	chr19(.):49910404-49911087	0.8688
6_MACS_peak_21716_lociStitched	chr19(.):49915570-49946070	1.685
14_MACS_peak_21722_lociStitched	chr19(.):50010560-50042339	1.1943
2_MACS_peak_21736_lociStitched	chr19(.):50043927-50048710	1.2314
2_MACS_peak_21738_lociStitched	chr19(.):50139255-50140625	0.999
1_MACS_peak_21740_lociStitched	chr19(.):50142725-50143068	0.7104
5_MACS_peak_21741_lociStitched	chr19(.):50192878-50196465	0.8662
6_MACS_peak_21746_lociStitched	chr19(.):50199058-50205053	0.7579
5_MACS_peak_21752_lociStitched	chr19(.):50206851-50215314	1.0123
1_MACS_peak_21757_lociStitched	chr19(.):50216488-50217024	0.699
2_MACS_peak_21758_lociStitched	chr19(.):50218105-50219297	0.5059
11_MACS_peak_21760_lociStitched	chr19(.):50222136-50232828	0.8553
12_MACS_peak_21771_lociStitched	chr19(.):50234701-50248214	0.8793
2_MACS_peak_21783_lociStitched	chr19(.):50249451-50252138	0.8711
1_MACS_peak_21785_lociStitched	chr19(.):50255898-50256302	0.9037
2_MACS_peak_21786_lociStitched	chr19(.):50260459-50262193	0.835
1_MACS_peak_21788_lociStitched	chr19(.):50265223-50266256	0.8848
2_MACS_peak_21789_lociStitched	chr19(.):50395328-50396754	0.6701
5_MACS_peak_21791_lociStitched	chr19(.):50568293-50572055	0.7891
2_MACS_peak_21796_lociStitched	chr19(.):50573821-50574961	0.7934
1_MACS_peak_21798_lociStitched	chr19(.):50576276-50576594	0.6488
3_MACS_peak_21799_lociStitched	chr19(.):50577695-50581684	0.6866
1_MACS_peak_21802_lociStitched	chr19(.):50584829-50585143	0.5868
3_MACS_peak_21803_lociStitched	chr19(.):50588160-50589628	0.8131
1_MACS_peak_21806_lociStitched	chr19(.):50594104-50644373	2.0509
1_MACS_peak_21807_lociStitched	chr19(.):50646807-50647153	0.6359
2_MACS_peak_21808_lociStitched	chr19(.):50669537-50671327	0.7358
1_MACS_peak_21810_lociStitched	chr19(.):50674441-50674836	0.5741
1_MACS_peak_21811_lociStitched	chr19(.):50691290-50691621	0.6279
1_MACS_peak_21812_lociStitched	chr19(.):50692693-50693008	0.7864
1_MACS_peak_21813_lociStitched	chr19(.):50718713-50719009	0.7447
1_MACS_peak_21814_lociStitched	chr19(.):50737764-50738139	0.6947
2_MACS_peak_21815_lociStitched	chr19(.):50742508-50743910	0.5428
1_MACS_peak_21817_lociStitched	chr19(.):50746627-50746956	0.7077
6_MACS_peak_21818_lociStitched	chr19(.):50748372-50752909	0.7948
1_MACS_peak_21824_lociStitched	chr19(.):50765964-50766477	0.6985
1_MACS_peak_21825_lociStitched	chr19(.):50775346-50775653	0.6726
1_MACS_peak_21826_lociStitched	chr19(.):50778837-50779348	0.8585
2_MACS_peak_21827_lociStitched	chr19(.):50784452-50785608	1.2774
1_MACS_peak_21829_lociStitched	chr19(.):50791481-50791804	0.6897
1_MACS_peak_21830_lociStitched	chr19(.):50793575-50794111	0.8059
1_MACS_peak_21831_lociStitched	chr19(.):50796690-50797097	0.884
1_MACS_peak_21832_lociStitched	chr19(.):50799944-50800294	0.5728
2_MACS_peak_21833_lociStitched	chr19(.):50803907-50805159	0.8543
3_MACS_peak_21835_lociStitched	chr19(.):50810333-50812203	0.762
1_MACS_peak_21838_lociStitched	chr19(.):50814151-50814669	0.8355
3_MACS_peak_21839_lociStitched	chr19(.):50816472-50818674	0.8451
8_MACS_peak_21842_lociStitched	chr19(.):50819992-50828445	0.9931
4_MACS_peak_21850_lociStitched	chr19(.):50833140-50836034	0.8437
1_MACS_peak_21854_lociStitched	chr19(.):50841007-50841347	0.5575
5_MACS_peak_21855_lociStitched	chr19(.):50851518-50855915	0.7128
12_MACS_peak_21860_lociStitched	chr19(.):50857388-50871813	0.9256
1_MACS_peak_21872_lociStitched	chr19(.):50874009-50874577	0.6965
1_MACS_peak_21873_lociStitched	chr19(.):50922065-50922525	0.7823
14_MACS_peak_21874_lociStitched	chr19(.):50930983-50962193	1.1497
3_MACS_peak_21888_lociStitched	chr19(.):50964465-50974499	1.3591
1_MACS_peak_21891_lociStitched	chr19(.):50978091-50978422	0.7287
2_MACS_peak_21892_lociStitched	chr19(.):51017361-51018729	0.5663
8_MACS_peak_21894_lociStitched	chr19(.):51024841-51035926	1.0142
6_MACS_peak_21902_lociStitched	chr19(.):51037504-51046905	1.1958
7_MACS_peak_21908_lociStitched	chr19(.):51048086-51070228	1.3486
1_MACS_peak_21915_lociStitched	chr19(.):51072464-51074238	1.119
1_MACS_peak_21916_lociStitched	chr19(.):51077219-51078028	0.9157
4_MACS_peak_21917_lociStitched	chr19(.):51083214-51086940	0.807
2_MACS_peak_21921_lociStitched	chr19(.):51088870-51090845	0.8113
1_MACS_peak_21923_lociStitched	chr19(.):51092776-51093072	0.6493
1_MACS_peak_21924_lociStitched	chr19(.):51106184-51106483	0.5842
1_MACS_peak_21925_lociStitched	chr19(.):51118088-51118387	0.4383
1_MACS_peak_21926_lociStitched	chr19(.):51123848-51124332	0.6841
1_MACS_peak_21927_lociStitched	chr19(.):51125516-51126473	0.7421
1_MACS_peak_21928_lociStitched	chr19(.):51131200-51131635	0.7317
2_MACS_peak_21929_lociStitched	chr19(.):51141444-51143729	1.1322
1_MACS_peak_21931_lociStitched	chr19(.):51158898-51159534	0.7425
1_MACS_peak_21932_lociStitched	chr19(.):51165411-51165836	0.7435
1_MACS_peak_21933_lociStitched	chr19(.):51167649-51168252	0.8095
1_MACS_peak_21934_lociStitched	chr19(.):51170342-51170685	0.4674
4_MACS_peak_21935_lociStitched	chr19(.):51173035-51176475	0.795
1_MACS_peak_21939_lociStitched	chr19(.):51186610-51187255	0.7483
5_MACS_peak_21940_lociStitched	chr19(.):51188953-51193180	0.8154
3_MACS_peak_21945_lociStitched	chr19(.):51204483-51208646	1.055
1_MACS_peak_21948_lociStitched	chr19(.):51210935-51211537	0.7637
4_MACS_peak_21949_lociStitched	chr19(.):51212790-51215063	0.7965
4_MACS_peak_21953_lociStitched	chr19(.):51216556-51221867	0.9686
1_MACS_peak_21957_lociStitched	chr19(.):51223855-51224355	1.0641
1_MACS_peak_21958_lociStitched	chr19(.):51242095-51242905	0.9049
4_MACS_peak_21959_lociStitched	chr19(.):51244160-51247220	0.7036
2_MACS_peak_21963_lociStitched	chr19(.):51248519-51250172	0.822
1_MACS_peak_21965_lociStitched	chr19(.):51253073-51253831	0.8588
6_MACS_peak_21966_lociStitched	chr19(.):51255319-51262828	1.0431
1_MACS_peak_21972_lociStitched	chr19(.):51264694-51270966	1.2567
1_MACS_peak_21973_lociStitched	chr19(.):51274342-51275104	1.0226
1_MACS_peak_21974_lociStitched	chr19(.):51277315-51277813	0.9289
2_MACS_peak_21975_lociStitched	chr19(.):51280779-51286456	1.1982
1_MACS_peak_21977_lociStitched	chr19(.):51288407-51288757	0.8419
2_MACS_peak_21978_lociStitched	chr19(.):51317448-51318332	0.751
3_MACS_peak_21980_lociStitched	chr19(.):51321445-51326135	1.0366
2_MACS_peak_21983_lociStitched	chr19(.):51327200-51328111	0.7515
3_MACS_peak_21985_lociStitched	chr19(.):51329524-51331816	0.8319
6_MACS_peak_21988_lociStitched	chr19(.):51334169-51340268	0.9079
1_MACS_peak_21994_lociStitched	chr19(.):51344611-51345169	0.6844
1_MACS_peak_21995_lociStitched	chr19(.):51351230-51351801	0.8686
1_MACS_peak_21996_lociStitched	chr19(.):51361072-51361837	0.8982
1_MACS_peak_21997_lociStitched	chr19(.):51376527-51377067	0.8269
1_MACS_peak_21998_lociStitched	chr19(.):51378095-51378397	0.9659
8_MACS_peak_21999_lociStitched	chr19(.):51412149-51418167	0.7461
1_MACS_peak_22007_lociStitched	chr19(.):51420612-51420958	0.8186
1_MACS_peak_22008_lociStitched	chr19(.):51422644-51423661	0.8389
1_MACS_peak_22009_lociStitched	chr19(.):51426535-51426885	0.3988
1_MACS_peak_22010_lociStitched	chr19(.):51433659-51433931	0.5442
1_MACS_peak_22011_lociStitched	chr19(.):51486353-51486702	0.6473
2_MACS_peak_22012_lociStitched	chr19(.):51584232-51585210	0.7054
1_MACS_peak_22014_lociStitched	chr19(.):51615687-51616101	0.7259
1_MACS_peak_22015_lociStitched	chr19(.):51618624-51619353	0.7645
1_MACS_peak_22016_lociStitched	chr19(.):51621057-51621559	1.0124
2_MACS_peak_22017_lociStitched	chr19(.):51625943-51626858	0.6937
1_MACS_peak_22019_lociStitched	chr19(.):51629345-51629662	0.5065
1_MACS_peak_22020_lociStitched	chr19(.):52131536-52131846	0.7472
2_MACS_peak_22021_lociStitched	chr19(.):54342345-54343282	0.6985
3_MACS_peak_22023_lociStitched	chr19(.):54410393-54412168	0.7402
1_MACS_peak_22026_lociStitched	chr19(.):54467582-54468189	0.7084
2_MACS_peak_22027_lociStitched	chr19(.):54495914-54497403	0.8429
2_MACS_peak_22029_lociStitched	chr19(.):54516980-54518238	0.8212
2_MACS_peak_22031_lociStitched	chr19(.):54565414-54568136	1.1086
1_MACS_peak_22033_lociStitched	chr19(.):54582740-54583063	0.6465
1_MACS_peak_22034_lociStitched	chr19(.):54584727-54585175	0.7363
1_MACS_peak_22035_lociStitched	chr19(.):54591639-54592360	0.7667
1_MACS_peak_22036_lociStitched	chr19(.):54594879-54595259	0.6046
6_MACS_peak_22037_lociStitched	chr19(.):54597952-54603811	0.7088
2_MACS_peak_22043_lociStitched	chr19(.):54667783-54671161	1.2262
1_MACS_peak_22045_lociStitched	chr19(.):54721040-54722374	1.0201
2_MACS_peak_22046_lociStitched	chr19(.):54724619-54725494	0.6669
2_MACS_peak_22048_lociStitched	chr19(.):54726600-54728238	0.7149
4_MACS_peak_22050_lociStitched	chr19(.):54742955-54748381	1.0002
2_MACS_peak_22054_lociStitched	chr19(.):54753539-54764695	1.6339
1_MACS_peak_22056_lociStitched	chr19(.):54767806-54768236	0.9097
1_MACS_peak_22057_lociStitched	chr19(.):54774735-54775708	1.1902
2_MACS_peak_22058_lociStitched	chr19(.):54777136-54785964	1.3812
7_MACS_peak_22060_lociStitched	chr19(.):54787991-54793728	0.8638
1_MACS_peak_22067_lociStitched	chr19(.):54797898-54798216	0.7526
3_MACS_peak_22068_lociStitched	chr19(.):54800745-54804679	1.2114
3_MACS_peak_22071_lociStitched	chr19(.):54807709-54809768	0.7794
1_MACS_peak_22074_lociStitched	chr19(.):54811578-54811925	0.6699
1_MACS_peak_22075_lociStitched	chr19(.):54818604-54818907	0.643
2_MACS_peak_22076_lociStitched	chr19(.):54822361-54824692	1.0465
2_MACS_peak_22078_lociStitched	chr19(.):54827538-54830206	1.0899
2_MACS_peak_22080_lociStitched	chr19(.):54831398-54833876	0.8092
1_MACS_peak_22082_lociStitched	chr19(.):54840877-54841241	0.599
3_MACS_peak_22083_lociStitched	chr19(.):54847974-54851067	0.8329
5_MACS_peak_22086_lociStitched	chr19(.):54904080-54908771	0.929
3_MACS_peak_22091_lociStitched	chr19(.):54910063-54912688	1.0095
2_MACS_peak_22094_lociStitched	chr19(.):54914514-54916187	0.6329
8_MACS_peak_22096_lociStitched	chr19(.):54927059-54942468	1.0994
4_MACS_peak_22104_lociStitched	chr19(.):54979789-54989655	1.3749
1_MACS_peak_22108_lociStitched	chr19(.):54990942-54992490	0.967
2_MACS_peak_22109_lociStitched	chr19(.):54994647-54997370	1.0875
1_MACS_peak_22111_lociStitched	chr19(.):54998630-54999028	0.6179
7_MACS_peak_22112_lociStitched	chr19(.):55000439-55010609	0.9817
