GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
1_MACS_peak_14920_lociStitched	chr2(.):25779848-25782522	0.9403
2_MACS_peak_14921_lociStitched	chr2(.):25814215-25821666	0.5004
1_MACS_peak_14923_lociStitched	chr2(.):25895090-25897306	0.8861
1_MACS_peak_14924_lociStitched	chr2(.):25910297-25912086	0.743
3_MACS_peak_14925_lociStitched	chr2(.):25963358-25973631	1.094
1_MACS_peak_14928_lociStitched	chr2(.):26074104-26076813	0.6075
1_MACS_peak_14929_lociStitched	chr2(.):26100000-26102318	2.2623
2_MACS_peak_14930_lociStitched	chr2(.):26146492-26154019	0.3759
1_MACS_peak_14932_lociStitched	chr2(.):26204582-26206041	0.5145
1_MACS_peak_14933_lociStitched	chr2(.):26231239-26232599	0.559
1_MACS_peak_14934_lociStitched	chr2(.):26240060-26242281	0.9001
1_MACS_peak_14935_lociStitched	chr2(.):26255429-26258609	1.4713
1_MACS_peak_14936_lociStitched	chr2(.):26266528-26268121	0.7758
1_MACS_peak_14937_lociStitched	chr2(.):26290094-26292686	0.8834
2_MACS_peak_14938_lociStitched	chr2(.):26401385-26408630	0.2099
1_MACS_peak_14940_lociStitched	chr2(.):26465041-26469121	2.2216
1_MACS_peak_14941_lociStitched	chr2(.):26538757-26540130	0.4612
1_MACS_peak_14942_lociStitched	chr2(.):26549480-26552553	0.589
1_MACS_peak_14943_lociStitched	chr2(.):26567739-26570653	1.5218
1_MACS_peak_14944_lociStitched	chr2(.):26634217-26636213	1.1666
1_MACS_peak_14945_lociStitched	chr2(.):26725835-26727305	0.4906
2_MACS_peak_14946_lociStitched	chr2(.):26980797-26988150	0.3395
1_MACS_peak_14948_lociStitched	chr2(.):27008044-27010123	0.8709
1_MACS_peak_14949_lociStitched	chr2(.):27108089-27109384	0.5292
1_MACS_peak_14950_lociStitched	chr2(.):27192642-27194589	0.971
1_MACS_peak_14951_lociStitched	chr2(.):27254936-27256881	1.0611
1_MACS_peak_14952_lociStitched	chr2(.):27272438-27275392	1.2356
3_MACS_peak_14953_lociStitched	chr2(.):27293375-27310960	0.8872
1_MACS_peak_14956_lociStitched	chr2(.):27345856-27347289	0.6785
1_MACS_peak_14957_lociStitched	chr2(.):27356099-27358726	1.7218
2_MACS_peak_14958_lociStitched	chr2(.):27374611-27390065	1.0716
1_MACS_peak_14960_lociStitched	chr2(.):27401647-27403194	0.512
2_MACS_peak_14961_lociStitched	chr2(.):27434083-27441640	1.2175
1_MACS_peak_14963_lociStitched	chr2(.):27487419-27488375	0.5156
1_MACS_peak_14964_lociStitched	chr2(.):27544491-27547188	2.2315
1_MACS_peak_14965_lociStitched	chr2(.):27578494-27580906	2.2352
1_MACS_peak_14966_lociStitched	chr2(.):27592163-27595095	1.7088
1_MACS_peak_14967_lociStitched	chr2(.):27602337-27604435	1.086
1_MACS_peak_14968_lociStitched	chr2(.):27631302-27633459	1.371
1_MACS_peak_14969_lociStitched	chr2(.):27650652-27654111	1.273
1_MACS_peak_14970_lociStitched	chr2(.):27711549-27713422	0.6784
1_MACS_peak_14971_lociStitched	chr2(.):27805063-27806884	1.1321
1_MACS_peak_14972_lociStitched	chr2(.):27850607-27852688	0.9855
1_MACS_peak_14973_lociStitched	chr2(.):27885662-27887631	1.5164
1_MACS_peak_14974_lociStitched	chr2(.):27937722-27940174	0.5394
1_MACS_peak_14975_lociStitched	chr2(.):27993482-27995553	1.3086
1_MACS_peak_14976_lociStitched	chr2(.):28112565-28115053	2.9714
1_MACS_peak_14977_lociStitched	chr2(.):28201933-28203646	0.7251
1_MACS_peak_14978_lociStitched	chr2(.):28227064-28228033	0.5497
2_MACS_peak_14979_lociStitched	chr2(.):28578823-28584314	1.5682
1_MACS_peak_14981_lociStitched	chr2(.):28612088-28617269	3.0912
2_MACS_peak_14982_lociStitched	chr2(.):28699196-28710082	0.5148
1_MACS_peak_14984_lociStitched	chr2(.):28730276-28731858	0.585
1_MACS_peak_14985_lociStitched	chr2(.):28748039-28749459	0.441
1_MACS_peak_14986_lociStitched	chr2(.):28766151-28769801	2.7074
1_MACS_peak_14987_lociStitched	chr2(.):28789046-28790684	0.4774
3_MACS_peak_14988_lociStitched	chr2(.):28806816-28819230	0.6748
2_MACS_peak_14991_lociStitched	chr2(.):28836125-28845627	0.473
1_MACS_peak_14993_lociStitched	chr2(.):28903019-28905860	0.815
2_MACS_peak_14994_lociStitched	chr2(.):28970494-28976558	1.6282
1_MACS_peak_14996_lociStitched	chr2(.):29092304-29094354	1.4488
1_MACS_peak_14997_lociStitched	chr2(.):29116708-29119118	2.1001
1_MACS_peak_14998_lociStitched	chr2(.):29337640-29340005	0.6627
1_MACS_peak_14999_lociStitched	chr2(.):29362854-29364909	0.5137
1_MACS_peak_15000_lociStitched	chr2(.):29411092-29412931	0.4638
1_MACS_peak_15001_lociStitched	chr2(.):30244439-30246693	0.5409
1_MACS_peak_15002_lociStitched	chr2(.):30337530-30339118	0.5647
2_MACS_peak_15003_lociStitched	chr2(.):30360893-30371713	1.346
2_MACS_peak_15005_lociStitched	chr2(.):30447332-30454965	0.3871
1_MACS_peak_15007_lociStitched	chr2(.):30489614-30490784	0.4442
1_MACS_peak_15008_lociStitched	chr2(.):30557360-30561675	1.5443
1_MACS_peak_15009_lociStitched	chr2(.):30669361-30671059	1.2227
1_MACS_peak_15010_lociStitched	chr2(.):30806333-30807898	0.5235
1_MACS_peak_15011_lociStitched	chr2(.):31360088-31362280	0.9486
2_MACS_peak_15012_lociStitched	chr2(.):31429897-31443697	0.8963
1_MACS_peak_15014_lociStitched	chr2(.):31455747-31457640	0.5786
1_MACS_peak_15015_lociStitched	chr2(.):31478295-31480264	0.6747
1_MACS_peak_15016_lociStitched	chr2(.):31546358-31548251	0.8878
1_MACS_peak_15017_lociStitched	chr2(.):31619727-31621000	0.5984
1_MACS_peak_15018_lociStitched	chr2(.):31638499-31639958	0.6419
1_MACS_peak_15019_lociStitched	chr2(.):31652151-31653827	0.5453
1_MACS_peak_15020_lociStitched	chr2(.):32036715-32038053	0.8892
1_MACS_peak_15021_lociStitched	chr2(.):32234027-32237125	1.5518
1_MACS_peak_15022_lociStitched	chr2(.):32264241-32265543	0.7901
1_MACS_peak_15023_lociStitched	chr2(.):32287790-32289753	0.7223
1_MACS_peak_15024_lociStitched	chr2(.):32389902-32391809	1.1068
1_MACS_peak_15025_lociStitched	chr2(.):32502159-32504034	1.2951
1_MACS_peak_15026_lociStitched	chr2(.):32581078-32583725	1.855
1_MACS_peak_15027_lociStitched	chr2(.):32816466-32818100	0.7834
1_MACS_peak_15028_lociStitched	chr2(.):32852350-32853919	0.9848
1_MACS_peak_15029_lociStitched	chr2(.):32980859-32982308	0.4953
1_MACS_peak_15030_lociStitched	chr2(.):33135357-33137065	0.5228
1_MACS_peak_15031_lociStitched	chr2(.):33171151-33172876	0.5268
1_MACS_peak_15032_lociStitched	chr2(.):33496448-33498544	0.7409
1_MACS_peak_15033_lociStitched	chr2(.):33545715-33547456	0.4749
1_MACS_peak_15034_lociStitched	chr2(.):33616685-33617955	0.6181
1_MACS_peak_15035_lociStitched	chr2(.):33699123-33706018	3.3696
1_MACS_peak_15036_lociStitched	chr2(.):33716545-33724823	2.4164
1_MACS_peak_15037_lociStitched	chr2(.):33736884-33738279	0.5343
1_MACS_peak_15038_lociStitched	chr2(.):33752767-33757715	1.1431
1_MACS_peak_15039_lociStitched	chr2(.):33823069-33825307	1.4654
1_MACS_peak_15040_lociStitched	chr2(.):33841568-33843036	0.5739
1_MACS_peak_15041_lociStitched	chr2(.):34008612-34011762	1.8107
1_MACS_peak_15042_lociStitched	chr2(.):34084239-34085929	0.5332
1_MACS_peak_15043_lociStitched	chr2(.):34134823-34138353	0.9978
1_MACS_peak_15044_lociStitched	chr2(.):34152689-34157360	0.7351
1_MACS_peak_15045_lociStitched	chr2(.):34491355-34493427	0.7692
1_MACS_peak_15046_lociStitched	chr2(.):34826351-34828400	0.7132
1_MACS_peak_15047_lociStitched	chr2(.):35339739-35342069	0.9525
1_MACS_peak_15048_lociStitched	chr2(.):35350223-35351405	0.4649
1_MACS_peak_15049_lociStitched	chr2(.):35429160-35431188	0.6899
1_MACS_peak_15050_lociStitched	chr2(.):35688786-35690250	0.7003
1_MACS_peak_15051_lociStitched	chr2(.):36286606-36288182	1.4696
1_MACS_peak_15052_lociStitched	chr2(.):36298358-36299660	0.4333
1_MACS_peak_15053_lociStitched	chr2(.):36472479-36475108	0.8448
2_MACS_peak_15054_lociStitched	chr2(.):36579464-36585287	0.611
1_MACS_peak_15056_lociStitched	chr2(.):36805179-36806355	0.4535
1_MACS_peak_15057_lociStitched	chr2(.):36824400-36825246	0.8517
1_MACS_peak_15058_lociStitched	chr2(.):37192896-37194897	0.9489
2_MACS_peak_15059_lociStitched	chr2(.):37310346-37320870	1.0519
1_MACS_peak_15061_lociStitched	chr2(.):37382917-37385046	1.5468
1_MACS_peak_15062_lociStitched	chr2(.):37422928-37424813	1.3753
1_MACS_peak_15063_lociStitched	chr2(.):37457526-37460084	1.4115
5_MACS_peak_15064_lociStitched	chr2(.):37526088-37593775	2.0072
3_MACS_peak_15069_lociStitched	chr2(.):37600487-37625121	1.7399
1_MACS_peak_15072_lociStitched	chr2(.):37811821-37814158	1.1182
2_MACS_peak_15073_lociStitched	chr2(.):37842515-37854310	0.5818
2_MACS_peak_15075_lociStitched	chr2(.):37872038-37884171	0.9851
2_MACS_peak_15077_lociStitched	chr2(.):37897564-37907707	0.6798
2_MACS_peak_15079_lociStitched	chr2(.):37933200-37941649	0.6121
1_MACS_peak_15081_lociStitched	chr2(.):38078987-38080487	0.8197
1_MACS_peak_15082_lociStitched	chr2(.):38151626-38153401	0.7994
1_MACS_peak_15083_lociStitched	chr2(.):38302963-38305082	0.8967
1_MACS_peak_15084_lociStitched	chr2(.):38528026-38530021	0.8516
1_MACS_peak_15085_lociStitched	chr2(.):38602911-38605503	1.9144
1_MACS_peak_15086_lociStitched	chr2(.):38635279-38637925	0.9006
1_MACS_peak_15087_lociStitched	chr2(.):38759437-38761813	0.8259
3_MACS_peak_15088_lociStitched	chr2(.):38828883-38839563	0.5581
1_MACS_peak_15091_lociStitched	chr2(.):38861730-38863484	0.4287
2_MACS_peak_15092_lociStitched	chr2(.):38874852-38880621	0.3599
1_MACS_peak_15094_lociStitched	chr2(.):38889652-38896006	2.188
1_MACS_peak_15095_lociStitched	chr2(.):38908746-38911011	0.8062
1_MACS_peak_15096_lociStitched	chr2(.):38935663-38938253	0.8984
1_MACS_peak_15097_lociStitched	chr2(.):38949108-38951597	0.7013
1_MACS_peak_15098_lociStitched	chr2(.):38959759-38961570	0.5898
1_MACS_peak_15099_lociStitched	chr2(.):38977109-38979671	2.4141
1_MACS_peak_15100_lociStitched	chr2(.):39004939-39006316	0.7881
1_MACS_peak_15101_lociStitched	chr2(.):39102174-39103774	1.0915
1_MACS_peak_15102_lociStitched	chr2(.):39320080-39328760	1.1639
3_MACS_peak_15103_lociStitched	chr2(.):39345996-39356977	1.0348
1_MACS_peak_15106_lociStitched	chr2(.):39491727-39493541	0.5056
2_MACS_peak_15107_lociStitched	chr2(.):39603980-39607763	0.619
3_MACS_peak_15109_lociStitched	chr2(.):39629679-39641500	0.7702
1_MACS_peak_15112_lociStitched	chr2(.):39662559-39666068	2.3495
2_MACS_peak_15113_lociStitched	chr2(.):39693667-39702575	1.1129
2_MACS_peak_15115_lociStitched	chr2(.):39714818-39722838	1.3137
1_MACS_peak_15117_lociStitched	chr2(.):39730777-39732129	0.6508
1_MACS_peak_15118_lociStitched	chr2(.):39740304-39741863	0.478
1_MACS_peak_15119_lociStitched	chr2(.):40005351-40007115	1.5218
1_MACS_peak_15120_lociStitched	chr2(.):40064948-40067167	0.5396
1_MACS_peak_15121_lociStitched	chr2(.):40221875-40224288	0.5201
1_MACS_peak_15122_lociStitched	chr2(.):40255491-40257418	0.5997
1_MACS_peak_15123_lociStitched	chr2(.):40404924-40407078	0.7035
1_MACS_peak_15124_lociStitched	chr2(.):40508092-40509497	0.5648
1_MACS_peak_15125_lociStitched	chr2(.):40631492-40632522	0.5019
1_MACS_peak_15126_lociStitched	chr2(.):41397287-41398938	0.5594
1_MACS_peak_15127_lociStitched	chr2(.):41467525-41469579	0.6526
1_MACS_peak_15128_lociStitched	chr2(.):41837261-41838824	0.5638
1_MACS_peak_15129_lociStitched	chr2(.):41941994-41943670	1.2596
1_MACS_peak_15130_lociStitched	chr2(.):42067843-42069049	1.0239
1_MACS_peak_15131_lociStitched	chr2(.):42179823-42181317	0.6061
1_MACS_peak_15132_lociStitched	chr2(.):42254139-42257692	1.2303
1_MACS_peak_15133_lociStitched	chr2(.):42274290-42275062	0.5425
1_MACS_peak_15134_lociStitched	chr2(.):42323024-42335231	2.4841
3_MACS_peak_15135_lociStitched	chr2(.):42343270-42361102	1.2847
1_MACS_peak_15138_lociStitched	chr2(.):42395507-42399502	1.4273
1_MACS_peak_15139_lociStitched	chr2(.):42585998-42589649	2.1757
1_MACS_peak_15140_lociStitched	chr2(.):42720667-42722584	1.0922
1_MACS_peak_15141_lociStitched	chr2(.):42795601-42796394	0.941
1_MACS_peak_15142_lociStitched	chr2(.):43036113-43039356	2.3865
1_MACS_peak_15143_lociStitched	chr2(.):43135135-43135944	0.4833
1_MACS_peak_15144_lociStitched	chr2(.):43199483-43200640	0.5475
1_MACS_peak_15145_lociStitched	chr2(.):43357018-43363314	1.8563
3_MACS_peak_15146_lociStitched	chr2(.):43376260-43387349	0.5746
4_MACS_peak_15149_lociStitched	chr2(.):43395737-43407065	1.4371
1_MACS_peak_15153_lociStitched	chr2(.):43434431-43435586	0.446
1_MACS_peak_15154_lociStitched	chr2(.):43444126-43457062	2.7793
1_MACS_peak_15155_lociStitched	chr2(.):43467208-43468268	0.461
1_MACS_peak_15156_lociStitched	chr2(.):43520144-43522396	0.9079
1_MACS_peak_15157_lociStitched	chr2(.):43560544-43561657	0.5925
1_MACS_peak_15158_lociStitched	chr2(.):43613261-43615572	1.1489
2_MACS_peak_15159_lociStitched	chr2(.):43627630-43636541	1.2442
2_MACS_peak_15161_lociStitched	chr2(.):43647371-43655141	1.3902
1_MACS_peak_15163_lociStitched	chr2(.):43687711-43690547	0.9505
1_MACS_peak_15164_lociStitched	chr2(.):43822135-43824204	1.4833
1_MACS_peak_15165_lociStitched	chr2(.):43863650-43864642	0.4492
1_MACS_peak_15166_lociStitched	chr2(.):44000792-44002124	0.9123
1_MACS_peak_15167_lociStitched	chr2(.):44221941-44224230	1.7705
2_MACS_peak_15168_lociStitched	chr2(.):44313928-44318923	0.5861
1_MACS_peak_15170_lociStitched	chr2(.):44333828-44335517	0.6841
1_MACS_peak_15171_lociStitched	chr2(.):44394356-44397426	2.476
1_MACS_peak_15172_lociStitched	chr2(.):44418030-44419185	0.4884
1_MACS_peak_15173_lociStitched	chr2(.):44463820-44465265	0.5839
1_MACS_peak_15174_lociStitched	chr2(.):44477378-44478740	0.6352
1_MACS_peak_15175_lociStitched	chr2(.):44587501-44590534	2.9547
1_MACS_peak_15176_lociStitched	chr2(.):44842809-44845011	0.5912
3_MACS_peak_15177_lociStitched	chr2(.):44935410-44950305	0.2885
1_MACS_peak_15180_lociStitched	chr2(.):44958078-44959125	0.4654
1_MACS_peak_15181_lociStitched	chr2(.):45395654-45397187	0.6804
1_MACS_peak_15182_lociStitched	chr2(.):45637203-45641533	0.8909
1_MACS_peak_15183_lociStitched	chr2(.):45665411-45669627	0.915
1_MACS_peak_15184_lociStitched	chr2(.):45695586-45698176	0.8154
1_MACS_peak_15185_lociStitched	chr2(.):45781256-45782889	0.6535
1_MACS_peak_15186_lociStitched	chr2(.):45794221-45796696	1.0447
2_MACS_peak_15187_lociStitched	chr2(.):45837103-45845407	0.8142
2_MACS_peak_15189_lociStitched	chr2(.):45870162-45879982	0.5657
1_MACS_peak_15191_lociStitched	chr2(.):45908123-45909400	0.5927
1_MACS_peak_15192_lociStitched	chr2(.):45916939-45921235	1.0889
1_MACS_peak_15193_lociStitched	chr2(.):45939371-45942325	0.7909
2_MACS_peak_15194_lociStitched	chr2(.):46060043-46065808	1.0361
2_MACS_peak_15196_lociStitched	chr2(.):46115498-46121304	1.3771
3_MACS_peak_15198_lociStitched	chr2(.):46130056-46138451	0.7693
1_MACS_peak_15201_lociStitched	chr2(.):46413566-46415600	0.6818
1_MACS_peak_15202_lociStitched	chr2(.):46483646-46485548	0.8821
1_MACS_peak_15203_lociStitched	chr2(.):46523519-46525756	0.9118
1_MACS_peak_15204_lociStitched	chr2(.):46558411-46560124	0.5262
1_MACS_peak_15205_lociStitched	chr2(.):46572839-46577007	1.646
1_MACS_peak_15206_lociStitched	chr2(.):46614014-46615681	0.5968
1_MACS_peak_15207_lociStitched	chr2(.):46639942-46641145	0.4884
1_MACS_peak_15208_lociStitched	chr2(.):46688050-46690286	0.8706
2_MACS_peak_15209_lociStitched	chr2(.):46719477-46727932	0.5951
4_MACS_peak_15211_lociStitched	chr2(.):46761668-46777648	0.5671
2_MACS_peak_15215_lociStitched	chr2(.):46788207-46804622	1.2286
1_MACS_peak_15217_lociStitched	chr2(.):46843083-46845269	1.2692
1_MACS_peak_15218_lociStitched	chr2(.):46924855-46927376	1.147
1_MACS_peak_15219_lociStitched	chr2(.):47141869-47143899	1.0434
1_MACS_peak_15220_lociStitched	chr2(.):47166652-47173888	1.5483
4_MACS_peak_15221_lociStitched	chr2(.):47193760-47215640	1.3359
1_MACS_peak_15225_lociStitched	chr2(.):47245737-47249222	1.6549
1_MACS_peak_15226_lociStitched	chr2(.):47261521-47267507	0.7217
1_MACS_peak_15227_lociStitched	chr2(.):47297446-47299833	0.5697
1_MACS_peak_15228_lociStitched	chr2(.):47400940-47405079	2.5069
1_MACS_peak_15229_lociStitched	chr2(.):47498781-47500949	0.8401
4_MACS_peak_15230_lociStitched	chr2(.):47522683-47551533	1.6377
1_MACS_peak_15234_lociStitched	chr2(.):47629478-47631432	1.4625
1_MACS_peak_15235_lociStitched	chr2(.):47747352-47749360	0.7534
1_MACS_peak_15236_lociStitched	chr2(.):48009206-48011346	1.5162
1_MACS_peak_15237_lociStitched	chr2(.):48130989-48135290	1.6986
1_MACS_peak_15238_lociStitched	chr2(.):48338186-48339816	0.5069
1_MACS_peak_15239_lociStitched	chr2(.):48475038-48476721	0.4855
1_MACS_peak_15240_lociStitched	chr2(.):48539785-48543779	2.2298
1_MACS_peak_15241_lociStitched	chr2(.):48666864-48668986	1.3985
1_MACS_peak_15242_lociStitched	chr2(.):48976102-48978529	0.79
3_MACS_peak_15243_lociStitched	chr2(.):49126995-49143527	0.4273
1_MACS_peak_15246_lociStitched	chr2(.):49825182-49826451	0.57
1_MACS_peak_15247_lociStitched	chr2(.):50370910-50372023	0.5805
1_MACS_peak_15248_lociStitched	chr2(.):51104092-51107731	1.1369
1_MACS_peak_15249_lociStitched	chr2(.):51240145-51240881	0.458
1_MACS_peak_15250_lociStitched	chr2(.):51737122-51739683	1.3751
1_MACS_peak_15251_lociStitched	chr2(.):52009875-52011022	0.5245
1_MACS_peak_15252_lociStitched	chr2(.):53161152-53163078	0.7618
1_MACS_peak_15253_lociStitched	chr2(.):53302143-53304740	0.5542
1_MACS_peak_15254_lociStitched	chr2(.):53494473-53495690	0.6074
1_MACS_peak_15255_lociStitched	chr2(.):53976903-53978620	0.7412
1_MACS_peak_15256_lociStitched	chr2(.):53994195-53996163	1.4293
1_MACS_peak_15257_lociStitched	chr2(.):54013053-54015516	1.3892
1_MACS_peak_15258_lociStitched	chr2(.):54172002-54174083	0.8154
1_MACS_peak_15259_lociStitched	chr2(.):54196366-54199437	1.166
1_MACS_peak_15260_lociStitched	chr2(.):54213974-54215149	0.4141
2_MACS_peak_15261_lociStitched	chr2(.):54279719-54289561	0.3787
1_MACS_peak_15263_lociStitched	chr2(.):54308126-54311438	0.6961
1_MACS_peak_15264_lociStitched	chr2(.):54326355-54328382	0.6451
1_MACS_peak_15265_lociStitched	chr2(.):54341753-54343725	3.1884
1_MACS_peak_15266_lociStitched	chr2(.):54525453-54526504	0.4339
1_MACS_peak_15267_lociStitched	chr2(.):54557191-54558979	0.7493
2_MACS_peak_15268_lociStitched	chr2(.):54751084-54758655	0.7968
2_MACS_peak_15270_lociStitched	chr2(.):54776433-54788999	0.9463
3_MACS_peak_15272_lociStitched	chr2(.):54795799-54809641	0.5196
1_MACS_peak_15275_lociStitched	chr2(.):54860287-54863350	1.6996
2_MACS_peak_15276_lociStitched	chr2(.):54899604-54905575	0.4639
1_MACS_peak_15278_lociStitched	chr2(.):54936128-54937316	0.5559
1_MACS_peak_15279_lociStitched	chr2(.):54949435-54952536	0.9178
3_MACS_peak_15280_lociStitched	chr2(.):54982157-54995928	0.5767
1_MACS_peak_15283_lociStitched	chr2(.):55093454-55095216	0.7704
1_MACS_peak_15284_lociStitched	chr2(.):55172194-55173711	0.7051
1_MACS_peak_15285_lociStitched	chr2(.):55192562-55194601	0.6144
1_MACS_peak_15286_lociStitched	chr2(.):55203271-55204537	0.5028
1_MACS_peak_15287_lociStitched	chr2(.):55236218-55240163	0.977
1_MACS_peak_15288_lociStitched	chr2(.):55275565-55278899	1.3103
1_MACS_peak_15289_lociStitched	chr2(.):55290302-55291689	0.5847
2_MACS_peak_15290_lociStitched	chr2(.):55326452-55330652	0.4803
1_MACS_peak_15292_lociStitched	chr2(.):55360351-55362209	1.5911
1_MACS_peak_15293_lociStitched	chr2(.):55385833-55386943	0.4962
1_MACS_peak_15294_lociStitched	chr2(.):55458623-55461195	2.4212
1_MACS_peak_15295_lociStitched	chr2(.):55471861-55473494	0.625
1_MACS_peak_15296_lociStitched	chr2(.):55495398-55497165	1.04
1_MACS_peak_15297_lociStitched	chr2(.):55508583-55510316	1.0475
1_MACS_peak_15298_lociStitched	chr2(.):55588238-55590000	0.7409
1_MACS_peak_15299_lociStitched	chr2(.):55646488-55648180	0.5733
1_MACS_peak_15300_lociStitched	chr2(.):55745819-55747919	1.1409
1_MACS_peak_15301_lociStitched	chr2(.):55842913-55846406	3.3366
1_MACS_peak_15302_lociStitched	chr2(.):55919841-55921425	1.1107
1_MACS_peak_15303_lociStitched	chr2(.):56102360-56104137	0.8037
1_MACS_peak_15304_lociStitched	chr2(.):56149464-56151153	0.7532
1_MACS_peak_15305_lociStitched	chr2(.):56575377-56576333	0.4186
1_MACS_peak_15306_lociStitched	chr2(.):57367422-57369516	0.5401
1_MACS_peak_15307_lociStitched	chr2(.):57802405-57803499	0.4676
1_MACS_peak_15308_lociStitched	chr2(.):58135310-58136773	0.4986
1_MACS_peak_15309_lociStitched	chr2(.):58272400-58275343	1.9311
1_MACS_peak_15310_lociStitched	chr2(.):58467575-58469221	1.2113
1_MACS_peak_15311_lociStitched	chr2(.):59091364-59094763	1.1695
1_MACS_peak_15312_lociStitched	chr2(.):59458095-59461160	0.7097
1_MACS_peak_15313_lociStitched	chr2(.):59539319-59541859	0.9045
1_MACS_peak_15314_lociStitched	chr2(.):59565819-59567527	0.566
1_MACS_peak_15315_lociStitched	chr2(.):59640522-59642036	0.8252
1_MACS_peak_15316_lociStitched	chr2(.):60320843-60322748	0.7135
2_MACS_peak_15317_lociStitched	chr2(.):60580163-60584251	0.7805
2_MACS_peak_15319_lociStitched	chr2(.):60665677-60675267	0.5175
1_MACS_peak_15321_lociStitched	chr2(.):60710170-60712824	1.1981
1_MACS_peak_15322_lociStitched	chr2(.):60776133-60784962	1.1533
1_MACS_peak_15323_lociStitched	chr2(.):60871007-60873241	1.6398
1_MACS_peak_15324_lociStitched	chr2(.):60887623-60890281	0.7259
1_MACS_peak_15325_lociStitched	chr2(.):60903908-60908262	1.2757
1_MACS_peak_15326_lociStitched	chr2(.):60982957-60984365	0.917
2_MACS_peak_15327_lociStitched	chr2(.):61063209-61069436	0.6323
1_MACS_peak_15329_lociStitched	chr2(.):61107408-61110386	1.4974
1_MACS_peak_15330_lociStitched	chr2(.):61218941-61221500	1.0494
