GENE_ID	locusLine	bin_1_11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam
2_MACS_peak_18595_lociStitched	chr3(.):42622478-42633611	1.5697
1_MACS_peak_18597_lociStitched	chr3(.):42640835-42643384	3.4901
1_MACS_peak_18598_lociStitched	chr3(.):42679091-42681063	1.0016
1_MACS_peak_18599_lociStitched	chr3(.):42813944-42815522	1.0514
1_MACS_peak_18600_lociStitched	chr3(.):42844844-42846750	1.7731
1_MACS_peak_18601_lociStitched	chr3(.):43147060-43147808	0.6863
1_MACS_peak_18602_lociStitched	chr3(.):43203688-43205328	0.9462
1_MACS_peak_18603_lociStitched	chr3(.):43221123-43222475	1.2046
2_MACS_peak_18604_lociStitched	chr3(.):43320861-43330622	0.5159
1_MACS_peak_18606_lociStitched	chr3(.):43430921-43431981	0.4704
1_MACS_peak_18607_lociStitched	chr3(.):43662899-43664669	0.918
1_MACS_peak_18608_lociStitched	chr3(.):43679999-43681130	0.6801
1_MACS_peak_18609_lociStitched	chr3(.):43730970-43733741	2.7835
1_MACS_peak_18610_lociStitched	chr3(.):43998633-44000160	0.9817
2_MACS_peak_18611_lociStitched	chr3(.):44036889-44046292	0.798
1_MACS_peak_18613_lociStitched	chr3(.):44085932-44088455	1.6846
1_MACS_peak_18614_lociStitched	chr3(.):44107698-44109099	0.7349
1_MACS_peak_18615_lociStitched	chr3(.):44145747-44147516	0.8438
1_MACS_peak_18616_lociStitched	chr3(.):44168417-44172702	3.712
1_MACS_peak_18617_lociStitched	chr3(.):44224720-44229019	3.447
1_MACS_peak_18618_lociStitched	chr3(.):44379015-44381086	4.5615
1_MACS_peak_18619_lociStitched	chr3(.):44480756-44481874	0.5603
1_MACS_peak_18620_lociStitched	chr3(.):44518512-44519531	0.7138
1_MACS_peak_18621_lociStitched	chr3(.):44550980-44552958	1.1871
1_MACS_peak_18622_lociStitched	chr3(.):44666258-44667324	0.7184
1_MACS_peak_18623_lociStitched	chr3(.):44689802-44690988	0.8299
1_MACS_peak_18624_lociStitched	chr3(.):44726359-44727554	1.1162
1_MACS_peak_18625_lociStitched	chr3(.):44770342-44771763	0.8657
1_MACS_peak_18626_lociStitched	chr3(.):44802311-44804232	2.2375
2_MACS_peak_18627_lociStitched	chr3(.):44902522-44907959	1.0042
1_MACS_peak_18629_lociStitched	chr3(.):45016304-45018852	2.0504
2_MACS_peak_18630_lociStitched	chr3(.):45044542-45054369	0.6048
1_MACS_peak_18632_lociStitched	chr3(.):45075480-45077425	2.0837
1_MACS_peak_18633_lociStitched	chr3(.):45158867-45160445	0.8556
1_MACS_peak_18634_lociStitched	chr3(.):45208602-45209831	0.6737
1_MACS_peak_18635_lociStitched	chr3(.):45224061-45225685	0.6647
1_MACS_peak_18636_lociStitched	chr3(.):45429619-45431037	1.6756
1_MACS_peak_18637_lociStitched	chr3(.):45456120-45456978	0.5403
1_MACS_peak_18638_lociStitched	chr3(.):45593532-45597009	5.1977
2_MACS_peak_18639_lociStitched	chr3(.):45604694-45611973	2.4135
1_MACS_peak_18641_lociStitched	chr3(.):45634353-45639801	3.5171
1_MACS_peak_18642_lociStitched	chr3(.):45651446-45655988	2.6902
1_MACS_peak_18643_lociStitched	chr3(.):45672511-45673509	0.4798
3_MACS_peak_18644_lociStitched	chr3(.):45694992-45707078	0.9612
2_MACS_peak_18647_lociStitched	chr3(.):45729410-45736541	1.5302
1_MACS_peak_18649_lociStitched	chr3(.):45859146-45860445	0.5814
1_MACS_peak_18650_lociStitched	chr3(.):45882551-45884181	2.1215
1_MACS_peak_18651_lociStitched	chr3(.):45893795-45895178	0.8813
1_MACS_peak_18652_lociStitched	chr3(.):45911160-45912423	0.8487
2_MACS_peak_18653_lociStitched	chr3(.):46013543-46021676	0.4493
1_MACS_peak_18655_lociStitched	chr3(.):46036532-46037920	1.4399
1_MACS_peak_18656_lociStitched	chr3(.):46068112-46070237	1.978
1_MACS_peak_18657_lociStitched	chr3(.):46106227-46107803	1.4063
2_MACS_peak_18658_lociStitched	chr3(.):46132383-46141409	3.2461
1_MACS_peak_18660_lociStitched	chr3(.):46148185-46153460	2.2867
1_MACS_peak_18661_lociStitched	chr3(.):46227769-46230264	0.9086
2_MACS_peak_18662_lociStitched	chr3(.):46245542-46257154	5.5596
8_MACS_peak_18664_lociStitched	chr3(.):46317961-46347319	1.604
2_MACS_peak_18672_lociStitched	chr3(.):46355587-46364123	0.4233
2_MACS_peak_18674_lociStitched	chr3(.):46389793-46396385	3.8149
1_MACS_peak_18676_lociStitched	chr3(.):46409465-46410743	0.6901
5_MACS_peak_18677_lociStitched	chr3(.):46421588-46438842	1.1385
1_MACS_peak_18682_lociStitched	chr3(.):46448160-46449409	0.8973
1_MACS_peak_18683_lociStitched	chr3(.):46456263-46459346	3.8555
1_MACS_peak_18684_lociStitched	chr3(.):46481604-46483532	1.4818
1_MACS_peak_18685_lociStitched	chr3(.):46495209-46496220	0.4972
2_MACS_peak_18686_lociStitched	chr3(.):46530027-46535146	0.4371
2_MACS_peak_18688_lociStitched	chr3(.):46578236-46589460	4.3598
1_MACS_peak_18690_lociStitched	chr3(.):46599147-46600676	1.3656
1_MACS_peak_18691_lociStitched	chr3(.):46794021-46795462	0.7976
1_MACS_peak_18692_lociStitched	chr3(.):46850047-46851154	0.5698
1_MACS_peak_18693_lociStitched	chr3(.):46887041-46888152	0.431
1_MACS_peak_18694_lociStitched	chr3(.):46967734-46969774	0.9854
3_MACS_peak_18695_lociStitched	chr3(.):47017251-47030420	1.1061
1_MACS_peak_18698_lociStitched	chr3(.):47079134-47081375	1.2138
1_MACS_peak_18699_lociStitched	chr3(.):47203960-47207030	2.7942
1_MACS_peak_18700_lociStitched	chr3(.):47216462-47218322	1.2661
1_MACS_peak_18701_lociStitched	chr3(.):47307752-47308987	0.5009
1_MACS_peak_18702_lociStitched	chr3(.):47323000-47325530	3.8541
1_MACS_peak_18703_lociStitched	chr3(.):47421212-47423517	5.4309
1_MACS_peak_18704_lociStitched	chr3(.):47462316-47463662	0.9036
1_MACS_peak_18705_lociStitched	chr3(.):47516133-47518179	1.0844
1_MACS_peak_18706_lociStitched	chr3(.):47553811-47555779	4.5245
2_MACS_peak_18707_lociStitched	chr3(.):47821072-47831513	2.0833
1_MACS_peak_18709_lociStitched	chr3(.):47843425-47845749	2.3306
1_MACS_peak_18710_lociStitched	chr3(.):47865773-47867530	1.3945
1_MACS_peak_18711_lociStitched	chr3(.):48002693-48004147	0.6659
1_MACS_peak_18712_lociStitched	chr3(.):48075165-48076926	1.9945
1_MACS_peak_18713_lociStitched	chr3(.):48128387-48131288	2.83
1_MACS_peak_18714_lociStitched	chr3(.):48228175-48230768	1.8051
1_MACS_peak_18715_lociStitched	chr3(.):48282223-48283657	1.4679
1_MACS_peak_18716_lociStitched	chr3(.):48341926-48344040	4.7596
2_MACS_peak_18717_lociStitched	chr3(.):48480800-48489105	0.8826
3_MACS_peak_18719_lociStitched	chr3(.):48506540-48521461	1.5893
1_MACS_peak_18722_lociStitched	chr3(.):48593583-48595987	0.8343
1_MACS_peak_18723_lociStitched	chr3(.):48646119-48647506	1.7521
1_MACS_peak_18724_lociStitched	chr3(.):48672123-48673849	0.8009
2_MACS_peak_18725_lociStitched	chr3(.):48693319-48702215	0.9689
1_MACS_peak_18727_lociStitched	chr3(.):48722420-48724050	2.7941
1_MACS_peak_18728_lociStitched	chr3(.):48753583-48755108	1.7246
1_MACS_peak_18729_lociStitched	chr3(.):48884297-48886258	1.7402
1_MACS_peak_18730_lociStitched	chr3(.):48933591-48937334	2.1197
1_MACS_peak_18731_lociStitched	chr3(.):48954626-48957963	5.7632
1_MACS_peak_18732_lociStitched	chr3(.):48981698-48984192	1.0466
1_MACS_peak_18733_lociStitched	chr3(.):49011517-49012373	0.4922
1_MACS_peak_18734_lociStitched	chr3(.):49026334-49029032	1.6269
1_MACS_peak_18735_lociStitched	chr3(.):49043831-49045953	3.8049
3_MACS_peak_18736_lociStitched	chr3(.):49054824-49067748	2.7295
1_MACS_peak_18739_lociStitched	chr3(.):49129679-49132880	4.8723
1_MACS_peak_18740_lociStitched	chr3(.):49141131-49143009	1.9982
1_MACS_peak_18741_lociStitched	chr3(.):49156971-49159161	1.7484
1_MACS_peak_18742_lociStitched	chr3(.):49203007-49204539	1.076
3_MACS_peak_18743_lociStitched	chr3(.):49275211-49286745	0.544
1_MACS_peak_18746_lociStitched	chr3(.):49313726-49315301	0.713
1_MACS_peak_18747_lociStitched	chr3(.):49351372-49352270	0.4563
3_MACS_peak_18748_lociStitched	chr3(.):49376629-49389837	0.9272
1_MACS_peak_18751_lociStitched	chr3(.):49448069-49454796	3.6906
1_MACS_peak_18752_lociStitched	chr3(.):49465942-49467937	3.0568
2_MACS_peak_18753_lociStitched	chr3(.):49480381-49484796	2.3527
1_MACS_peak_18755_lociStitched	chr3(.):49506577-49509008	4.3227
1_MACS_peak_18756_lociStitched	chr3(.):49577252-49578188	0.8124
1_MACS_peak_18757_lociStitched	chr3(.):49591131-49591959	0.4848
1_MACS_peak_18758_lociStitched	chr3(.):49673859-49675031	0.4803
1_MACS_peak_18759_lociStitched	chr3(.):49710517-49712684	3.6652
1_MACS_peak_18760_lociStitched	chr3(.):49725821-49728057	2.1311
1_MACS_peak_18761_lociStitched	chr3(.):49759925-49763442	4.906
1_MACS_peak_18762_lociStitched	chr3(.):49822801-49824946	2.2628
1_MACS_peak_18763_lociStitched	chr3(.):49893285-49894559	0.7843
1_MACS_peak_18764_lociStitched	chr3(.):49941131-49941810	0.4883
1_MACS_peak_18765_lociStitched	chr3(.):49955324-49956590	0.6273
1_MACS_peak_18766_lociStitched	chr3(.):49966144-49968067	1.7312
2_MACS_peak_18767_lociStitched	chr3(.):49976820-49985296	1.1075
1_MACS_peak_18769_lociStitched	chr3(.):50125637-50127670	3.4124
1_MACS_peak_18770_lociStitched	chr3(.):50263418-50266029	1.1571
2_MACS_peak_18771_lociStitched	chr3(.):50272564-50285375	1.0066
1_MACS_peak_18773_lociStitched	chr3(.):50297240-50298356	0.7018
2_MACS_peak_18774_lociStitched	chr3(.):50328501-50338103	1.1143
4_MACS_peak_18776_lociStitched	chr3(.):50353797-50376695	1.379
1_MACS_peak_18780_lociStitched	chr3(.):50387091-50389269	3.1226
2_MACS_peak_18781_lociStitched	chr3(.):50395845-50403413	0.5347
1_MACS_peak_18783_lociStitched	chr3(.):50606017-50607757	1.7393
1_MACS_peak_18784_lociStitched	chr3(.):50627621-50628956	0.8725
4_MACS_peak_18785_lociStitched	chr3(.):50642028-50662136	0.3222
1_MACS_peak_18789_lociStitched	chr3(.):50987692-50988740	0.8435
1_MACS_peak_18790_lociStitched	chr3(.):51061376-51063752	2.7442
1_MACS_peak_18791_lociStitched	chr3(.):51231904-51232767	0.4542
2_MACS_peak_18792_lociStitched	chr3(.):51421434-51429963	1.4442
1_MACS_peak_18794_lociStitched	chr3(.):51532787-51535173	3.0741
1_MACS_peak_18795_lociStitched	chr3(.):51572059-51573957	1.1503
1_MACS_peak_18796_lociStitched	chr3(.):51638513-51640426	1.0464
1_MACS_peak_18797_lociStitched	chr3(.):51704348-51706809	1.6688
2_MACS_peak_18798_lociStitched	chr3(.):51714692-51721464	0.4395
1_MACS_peak_18800_lociStitched	chr3(.):51824998-51826322	0.627
1_MACS_peak_18801_lociStitched	chr3(.):51975102-51977610	2.1953
3_MACS_peak_18802_lociStitched	chr3(.):52000875-52018202	0.5288
1_MACS_peak_18805_lociStitched	chr3(.):52028543-52030353	2.1183
2_MACS_peak_18806_lociStitched	chr3(.):52089170-52092042	1.8792
1_MACS_peak_18808_lociStitched	chr3(.):52187212-52189647	2.3475
1_MACS_peak_18809_lociStitched	chr3(.):52231535-52233033	0.9535
1_MACS_peak_18810_lociStitched	chr3(.):52259459-52261011	0.8704
1_MACS_peak_18811_lociStitched	chr3(.):52272221-52275403	2.7623
5_MACS_peak_18812_lociStitched	chr3(.):52286341-52313619	1.0894
1_MACS_peak_18817_lociStitched	chr3(.):52320718-52322859	6.7754
1_MACS_peak_18818_lociStitched	chr3(.):52346851-52348670	1.3069
1_MACS_peak_18819_lociStitched	chr3(.):52442837-52446476	2.3585
1_MACS_peak_18820_lociStitched	chr3(.):52488727-52490379	0.9848
1_MACS_peak_18821_lociStitched	chr3(.):52570279-52571848	2.0816
1_MACS_peak_18822_lociStitched	chr3(.):52580942-52582053	0.5852
2_MACS_peak_18823_lociStitched	chr3(.):52715356-52721745	1.5687
2_MACS_peak_18825_lociStitched	chr3(.):52729732-52745826	2.3683
1_MACS_peak_18827_lociStitched	chr3(.):52753707-52756480	1.3739
1_MACS_peak_18828_lociStitched	chr3(.):52763829-52765339	1.1423
1_MACS_peak_18829_lociStitched	chr3(.):52803784-52805887	1.7363
2_MACS_peak_18830_lociStitched	chr3(.):52926323-52931972	0.3378
1_MACS_peak_18832_lociStitched	chr3(.):52948707-52950084	0.5334
1_MACS_peak_18833_lociStitched	chr3(.):53017115-53018528	0.8913
1_MACS_peak_18834_lociStitched	chr3(.):53077963-53081245	1.6708
1_MACS_peak_18835_lociStitched	chr3(.):53106239-53108182	1.2575
2_MACS_peak_18836_lociStitched	chr3(.):53135383-53145073	1.082
1_MACS_peak_18838_lociStitched	chr3(.):53163294-53165555	2.7604
1_MACS_peak_18839_lociStitched	chr3(.):53194451-53196022	0.7732
3_MACS_peak_18840_lociStitched	chr3(.):53202849-53215673	0.5729
2_MACS_peak_18843_lociStitched	chr3(.):53224032-53231815	1.4432
1_MACS_peak_18845_lociStitched	chr3(.):53269757-53271033	0.4689
2_MACS_peak_18846_lociStitched	chr3(.):53285886-53290747	1.3338
1_MACS_peak_18848_lociStitched	chr3(.):53303627-53305139	1.7725
1_MACS_peak_18849_lociStitched	chr3(.):53380193-53382393	2.5277
1_MACS_peak_18850_lociStitched	chr3(.):53440612-53441865	0.5448
1_MACS_peak_18851_lociStitched	chr3(.):53736589-53737847	0.6039
1_MACS_peak_18852_lociStitched	chr3(.):53782383-53783505	0.4138
2_MACS_peak_18853_lociStitched	chr3(.):53877449-53880912	1.1151
3_MACS_peak_18855_lociStitched	chr3(.):53915180-53927104	1.5062
1_MACS_peak_18858_lociStitched	chr3(.):54393646-54395024	0.5382
1_MACS_peak_18859_lociStitched	chr3(.):54686849-54688728	1.4207
1_MACS_peak_18860_lociStitched	chr3(.):55521786-55522483	0.4206
2_MACS_peak_18861_lociStitched	chr3(.):55687692-55696611	1.1845
1_MACS_peak_18863_lociStitched	chr3(.):55708947-55710230	0.8682
1_MACS_peak_18864_lociStitched	chr3(.):55721075-55723227	1.2955
1_MACS_peak_18865_lociStitched	chr3(.):55924604-55925500	0.5798
2_MACS_peak_18866_lociStitched	chr3(.):56238551-56244215	0.5664
1_MACS_peak_18868_lociStitched	chr3(.):56590416-56592614	2.8797
1_MACS_peak_18869_lociStitched	chr3(.):56715937-56717737	4.1333
1_MACS_peak_18870_lociStitched	chr3(.):56758604-56760798	1.0127
1_MACS_peak_18871_lociStitched	chr3(.):56816713-56819201	1.1652
1_MACS_peak_18872_lociStitched	chr3(.):56833941-56836664	1.2085
1_MACS_peak_18873_lociStitched	chr3(.):56911883-56913198	0.9489
2_MACS_peak_18874_lociStitched	chr3(.):56948155-56956726	3.5954
1_MACS_peak_18876_lociStitched	chr3(.):57207193-57208316	0.5535
1_MACS_peak_18877_lociStitched	chr3(.):57260689-57263447	1.9522
1_MACS_peak_18878_lociStitched	chr3(.):57540972-57543791	4.1958
1_MACS_peak_18879_lociStitched	chr3(.):57581302-57585224	3.5287
1_MACS_peak_18880_lociStitched	chr3(.):57656704-57658218	1.0448
1_MACS_peak_18881_lociStitched	chr3(.):57677398-57679549	2.9823
1_MACS_peak_18882_lociStitched	chr3(.):57740844-57742926	2.4075
1_MACS_peak_18883_lociStitched	chr3(.):57968983-57970708	0.919
1_MACS_peak_18884_lociStitched	chr3(.):57984175-57985157	0.7355
1_MACS_peak_18885_lociStitched	chr3(.):57993795-57994735	0.4437
1_MACS_peak_18886_lociStitched	chr3(.):58199683-58201723	3.1091
1_MACS_peak_18887_lociStitched	chr3(.):58222629-58224512	0.994
1_MACS_peak_18888_lociStitched	chr3(.):58291504-58293913	5.0103
1_MACS_peak_18889_lociStitched	chr3(.):58418691-58420294	2.2483
1_MACS_peak_18890_lociStitched	chr3(.):58477020-58479036	1.0574
1_MACS_peak_18891_lociStitched	chr3(.):59035097-59036549	0.7425
1_MACS_peak_18892_lociStitched	chr3(.):59360251-59361164	0.4845
2_MACS_peak_18893_lociStitched	chr3(.):59371339-59375426	1.5394
1_MACS_peak_18895_lociStitched	chr3(.):59391907-59394454	3.7591
1_MACS_peak_18896_lociStitched	chr3(.):59409855-59411420	0.6772
1_MACS_peak_18897_lociStitched	chr3(.):59435490-59438724	5.4117
1_MACS_peak_18898_lociStitched	chr3(.):59995879-59996959	0.5425
2_MACS_peak_18899_lociStitched	chr3(.):60385554-60390237	0.5238
1_MACS_peak_18901_lociStitched	chr3(.):60643514-60644442	0.561
1_MACS_peak_18902_lociStitched	chr3(.):61235349-61240679	2.1252
1_MACS_peak_18903_lociStitched	chr3(.):61399894-61400936	0.6104
1_MACS_peak_18904_lociStitched	chr3(.):61545595-61548058	2.2576
2_MACS_peak_18905_lociStitched	chr3(.):61615989-61624888	1.5421
1_MACS_peak_18907_lociStitched	chr3(.):61653395-61656339	1.1479
1_MACS_peak_18908_lociStitched	chr3(.):61880207-61881752	1.0583
1_MACS_peak_18909_lociStitched	chr3(.):62222531-62225081	1.5391
1_MACS_peak_18910_lociStitched	chr3(.):62551370-62552300	0.5347
1_MACS_peak_18911_lociStitched	chr3(.):62781543-62782527	0.7071
1_MACS_peak_18912_lociStitched	chr3(.):62802925-62805165	1.496
1_MACS_peak_18913_lociStitched	chr3(.):62820528-62822196	1.3875
1_MACS_peak_18914_lociStitched	chr3(.):62859060-62860412	1.1505
2_MACS_peak_18915_lociStitched	chr3(.):63848455-63851008	1.8684
1_MACS_peak_18917_lociStitched	chr3(.):63863578-63864863	0.6242
1_MACS_peak_18918_lociStitched	chr3(.):63896417-63899036	2.8795
1_MACS_peak_18919_lociStitched	chr3(.):63953011-63955341	1.8506
1_MACS_peak_18920_lociStitched	chr3(.):64007934-64009859	2.1192
1_MACS_peak_18921_lociStitched	chr3(.):64146903-64147890	0.4816
1_MACS_peak_18922_lociStitched	chr3(.):64181149-64183393	2.1458
1_MACS_peak_18923_lociStitched	chr3(.):64207915-64212407	2.2511
2_MACS_peak_18924_lociStitched	chr3(.):64342362-64346170	0.8922
1_MACS_peak_18926_lociStitched	chr3(.):64845074-64846145	0.6189
1_MACS_peak_18927_lociStitched	chr3(.):65874701-65875524	0.8829
1_MACS_peak_18928_lociStitched	chr3(.):66022963-66025632	1.7782
1_MACS_peak_18929_lociStitched	chr3(.):66270631-66272345	2.5568
1_MACS_peak_18930_lociStitched	chr3(.):66519730-66520581	0.4379
5_MACS_peak_18931_lociStitched	chr3(.):66530669-66552227	0.8306
1_MACS_peak_18936_lociStitched	chr3(.):66913078-66915177	1.1481
1_MACS_peak_18937_lociStitched	chr3(.):67022124-67023324	1.4956
2_MACS_peak_18938_lociStitched	chr3(.):67040105-67051420	1.218
1_MACS_peak_18940_lociStitched	chr3(.):67066684-67067913	0.6749
1_MACS_peak_18941_lociStitched	chr3(.):67080192-67082797	4.2481
1_MACS_peak_18942_lociStitched	chr3(.):67703835-67705982	2.9041
2_MACS_peak_18943_lociStitched	chr3(.):67728719-67736770	0.3938
1_MACS_peak_18945_lociStitched	chr3(.):67904609-67905895	0.4028
1_MACS_peak_18946_lociStitched	chr3(.):67966261-67967639	1.1651
1_MACS_peak_18947_lociStitched	chr3(.):69062127-69063556	1.3568
1_MACS_peak_18948_lociStitched	chr3(.):69099853-69102517	2.5969
3_MACS_peak_18949_lociStitched	chr3(.):69128363-69155236	1.6872
1_MACS_peak_18952_lociStitched	chr3(.):69227707-69229248	1.0322
1_MACS_peak_18953_lociStitched	chr3(.):69248388-69249364	0.6339
2_MACS_peak_18954_lociStitched	chr3(.):69285899-69293325	1.6181
1_MACS_peak_18956_lociStitched	chr3(.):69337127-69337991	0.6088
2_MACS_peak_18957_lociStitched	chr3(.):69369402-69377041	1.1368
1_MACS_peak_18959_lociStitched	chr3(.):69416855-69418376	1.2376
1_MACS_peak_18960_lociStitched	chr3(.):69787865-69789664	0.8022
2_MACS_peak_18961_lociStitched	chr3(.):69811515-69814814	0.991
1_MACS_peak_18963_lociStitched	chr3(.):70431798-70433559	0.9753
1_MACS_peak_18964_lociStitched	chr3(.):70550537-70551467	0.52
2_MACS_peak_18965_lociStitched	chr3(.):70703524-70709077	0.7928
1_MACS_peak_18967_lociStitched	chr3(.):70888797-70890075	0.6343
1_MACS_peak_18968_lociStitched	chr3(.):71029414-71033509	3.3582
1_MACS_peak_18969_lociStitched	chr3(.):71058963-71061989	5.0006
1_MACS_peak_18970_lociStitched	chr3(.):71087604-71089783	1.4433
1_MACS_peak_18971_lociStitched	chr3(.):71111657-71115499	4.0298
1_MACS_peak_18972_lociStitched	chr3(.):71178873-71180198	0.5823
1_MACS_peak_18973_lociStitched	chr3(.):71210227-71211175	0.4742
1_MACS_peak_18974_lociStitched	chr3(.):71354071-71355571	0.8203
2_MACS_peak_18975_lociStitched	chr3(.):71438815-71442241	0.5441
2_MACS_peak_18977_lociStitched	chr3(.):71467762-71472361	2.5906
2_MACS_peak_18979_lociStitched	chr3(.):71492373-71500247	1.0908
1_MACS_peak_18981_lociStitched	chr3(.):71612262-71614023	1.6214
2_MACS_peak_18982_lociStitched	chr3(.):71631298-71636482	0.5375
1_MACS_peak_18984_lociStitched	chr3(.):71771302-71774498	2.7842
2_MACS_peak_18985_lociStitched	chr3(.):71921244-71925168	0.398
1_MACS_peak_18987_lociStitched	chr3(.):72125903-72127639	1.4634
1_MACS_peak_18988_lociStitched	chr3(.):72212521-72214538	2.2973
1_MACS_peak_18989_lociStitched	chr3(.):72226244-72227111	0.4552
1_MACS_peak_18990_lociStitched	chr3(.):72304550-72305750	0.8549
1_MACS_peak_18991_lociStitched	chr3(.):72359290-72360416	0.5602
3_MACS_peak_18992_lociStitched	chr3(.):72493309-72497119	1.0392
1_MACS_peak_18995_lociStitched	chr3(.):72531603-72532623	0.463
1_MACS_peak_18996_lociStitched	chr3(.):72805211-72806891	0.9834
1_MACS_peak_18997_lociStitched	chr3(.):72865574-72866884	0.7099
1_MACS_peak_18998_lociStitched	chr3(.):72896876-72898199	0.5624
1_MACS_peak_18999_lociStitched	chr3(.):73045195-73047348	2.6521
1_MACS_peak_19000_lociStitched	chr3(.):73086363-73088659	1.3121
1_MACS_peak_19001_lociStitched	chr3(.):73496831-73501753	3.9354
1_MACS_peak_19002_lociStitched	chr3(.):73533124-73535265	1.5987
1_MACS_peak_19003_lociStitched	chr3(.):73552318-73553543	0.905
1_MACS_peak_19004_lociStitched	chr3(.):73617032-73618352	0.605
1_MACS_peak_19005_lociStitched	chr3(.):73713334-73714252	0.5535
1_MACS_peak_19006_lociStitched	chr3(.):73767234-73768130	0.5999
1_MACS_peak_19007_lociStitched	chr3(.):74263383-74264432	0.9518
1_MACS_peak_19008_lociStitched	chr3(.):74559179-74560048	0.5908
1_MACS_peak_19009_lociStitched	chr3(.):74879751-74880945	0.9374
1_MACS_peak_19010_lociStitched	chr3(.):75149964-75151954	2.9141
1_MACS_peak_19011_lociStitched	chr3(.):75290260-75291617	0.7563
1_MACS_peak_19012_lociStitched	chr3(.):75421439-75422700	0.7556
2_MACS_peak_19013_lociStitched	chr3(.):75481106-75485941	1.9222
1_MACS_peak_19015_lociStitched	chr3(.):75550626-75553350	6.5482
1_MACS_peak_19016_lociStitched	chr3(.):75615389-75616131	0.4534
1_MACS_peak_19017_lociStitched	chr3(.):75670049-75672679	4.9063
1_MACS_peak_19018_lociStitched	chr3(.):75679584-75681243	1.0466
1_MACS_peak_19019_lociStitched	chr3(.):75689793-75693060	5.3772
1_MACS_peak_19020_lociStitched	chr3(.):75833943-75835275	1.9283
1_MACS_peak_19021_lociStitched	chr3(.):76717285-76718739	0.7847
