REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_14163_lociStitched	chr19	44029361	44038948	2	5470	6708.0239	1385.3215	883	ZNF575,ETHE1	LOC390940,PHLDB3,XRCC1	ETHE1	ETHE1	0.1723	883	1
2_MACS_peak_14730_lociStitched	chr2	10259751	10264775	2	4874	6678.4032	1366.528	884	RRM2	C2orf48,CYS1	RRM2	RRM2	0.36069999999999997	884	1
2_MACS_peak_13807_lociStitched	chr19	19773607	19780552	2	4530	6474.129	1163.2875	885	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	ATP13A1	0.27470000000000006	885	1
1_MACS_peak_28101_lociStitched	chr9	117146930	117151307	1	4378	6389.5446	1083.3075	886	AKNA		AKNA	AKNA	0.25160000000000005	886	1
1_MACS_peak_26161_lociStitched	chr7	158620120	158623460	1	3341	6007.324	702.068	887	ESYT2	WDR60	ESYT2	ESYT2	0.07600000000000001	887	1
1_MACS_peak_6456_lociStitched	chr12	58237998	58241672	1	3675	5979.0676	677.853	888	CTDSP2	AVIL,MIR26A2	CTDSP2	CTDSP2	0.25570000000000004	888	1
1_MACS_peak_1460_lociStitched	chr1	144930384	144934179	1	3796	7106.517	1808.3175	889	PDE4DIP		PDE4DIP	PDE4DIP	0.005099999999999993	889	1
4_MACS_peak_1216_lociStitched	chr1	87793403	87803015	4	6719	6820.6752	1524.4632	890	LMO4		LMO4	LMO4	0.15669999999999998	890	1
1_MACS_peak_4156_lociStitched	chr11	266978	271240	1	4263	6354.2158	1060.8118	891		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	ATHL1	0.20950000000000002	891	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	892	BCL2L1	TPX2	BCL2L1	BCL2L1	0.3339	892	1
1_MACS_peak_25737_lociStitched	chr7	116164322	116167488	1	3167	6287.0428	999.1896	893	CAV1	CAV2	CAV1	CAV2	0.22179999999999997	893	1
1_MACS_peak_24883_lociStitched	chr7	26238854	26242474	1	3621	6156.534	869.524	894	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.23840000000000003	894	1
6_MACS_peak_6972_lociStitched	chr12	122227565	122241655	6	6111	6639.208	1352.64	895	RHOF,LOC338799	SETD1B	RHOF	RHOF	0.17740000000000003	895	1
2_MACS_peak_12600_lociStitched	chr18	29664918	29673763	2	3531	6441.8135	1156.926	896	RNF138		RNF138	RNF138	0.0777	896	1
3_MACS_peak_6636_lociStitched	chr12	94541267	94552689	3	5775	7266.6764	1986.2858	897	PLXNC1		PLXNC1	PLXNC1	0.07039999999999999	897	1
2_MACS_peak_26361_lociStitched	chr8	21994455	22004907	2	6600	6946.3992	1667.094	898	REEP4,LGI3	FAM160B2,SFTPC,BMP1,NUDT18,HR	REEP4	REEP4	0.3766	898	1
1_MACS_peak_1601_lociStitched	chr1	151041740	151045142	1	3403	6408.6876	1135.5876	899	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	0.5741	899	1
2_MACS_peak_1568_lociStitched	chr1	150130436	150138991	2	4863	8031.434	2760.6985	900	PLEKHO1		PLEKHO1	PLEKHO1	0.3439	900	1
1_MACS_peak_13288_lociStitched	chr19	6799028	6803576	1	4549	6894.768	1625.0004	901	VAV1	SH2D3A	VAV1	SH2D3A	0.31820000000000004	901	1
2_MACS_peak_5021_lociStitched	chr11	67350020	67356236	2	5323	6634.9584	1370.0064	902	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	GSTP1	0.43799999999999994	902	1
1_MACS_peak_6631_lociStitched	chr12	93962972	93966993	1	4022	5945.4506	682.3637	903	SOCS2		SOCS2	SOCS2	0.3227	903	1
3_MACS_peak_13427_lociStitched	chr19	10675756	10683656	3	5960	6436.92	1173.94	904	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	CDKN2D	0.4553	904	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	905	IRF2		IRF2	IRF2	0.2188	905	1
1_MACS_peak_17550_lociStitched	chr20	56253065	56258252	1	5188	6568.8168	1308.6801	906	PMEPA1		PMEPA1	PMEPA1	0.1604	906	1
1_MACS_peak_1782_lociStitched	chr1	156389307	156392890	1	3584	6287.0901	1029.0376	907	C1orf61,MIR9-1		MIR9-1	MIR9-1	0.5599000000000001	907	1
2_MACS_peak_4715_lociStitched	chr11	60603653	60610782	2	6247	7132.5645	1874.927	908	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.36860000000000004	908	1
1_MACS_peak_18718_lociStitched	chr22	44419317	44423783	1	4467	6391.7392	1134.8106	909	PARVB		PARVB	PARVB	0.0822	909	1
2_MACS_peak_25501_lociStitched	chr7	99062752	99071765	2	4866	6612.8381	1362.7656	910	ZNF789,ATP5J2,ATP5J2-PTCD1	CPSF4,ZKSCAN5,PTCD1,ZNF394	ZNF789	ZNF394	0.36960000000000004	910	1
3_MACS_peak_20483_lociStitched	chr3	197228104	197237763	3	4984	7628.6782	2381.9094	911	BDH1		BDH1	BDH1	0.17210000000000003	911	1
3_MACS_peak_27531_lociStitched	chr9	36144361	36153586	3	5242	7192.7325	1948.32	912	GLIPR2	CCIN,CLTA	GLIPR2	GLIPR2	0.26449999999999996	912	1
2_MACS_peak_11525_lociStitched	chr17	42400821	42405083	2	4236	6050.3352	812.7634	913	SLC25A39	RUNDC3A,GRN,FAM171A2	SLC25A39	SLC25A39	0.44749999999999995	913	1
2_MACS_peak_1691_lociStitched	chr1	154756419	154765059	2	4557	8053.344	2815.776	914	KCNN3		KCNN3	KCNN3	0.17379999999999998	914	1
1_MACS_peak_5412_lociStitched	chr11	115371856	115376420	1	4565	6120.7804	884.0468	915	CADM1		CADM1	NONE	NONE	915	1
2_MACS_peak_13655_lociStitched	chr19	16476081	16484028	2	5452	6933.7575	1699.8633	916	EPS15L1	KLF2	KLF2	KLF2	0.8257999999999999	916	1
3_MACS_peak_18422_lociStitched	chr22	35767126	35777794	3	4697	7220.1024	1986.3816	917	HMOX1	MIR3909,MCM5	HMOX1	HMOX1	0.272	917	1
2_MACS_peak_23553_lociStitched	chr6	31508614	31516352	2	4703	6824.916	1595.5756	918	NFKBIL1,BAT1,SNORD84,ATP6V1G2	MICB,MCCD1,LTA,TNF,LST1,SNORD117,LTB,NCR3	NFKBIL1	NFKBIL1	0.3317	918	1
2_MACS_peak_22697_lociStitched	chr5	149864016	149870470	2	5149	6362.3532	1135.904	919		NDST1,RPS14	NDST1	RPS14	0.2369	919	1
1_MACS_peak_18603_lociStitched	chr22	39841455	39845289	1	3835	6315.3648	1093.8402	920		TAB1,MGAT3	MGAT3	MGAT3	0.1831	920	1
1_MACS_peak_14092_lociStitched	chr19	41220139	41223821	1	3683	5933.9112	712.467	921	ITPKC,ADCK4	SNRPA,NUMBL,C19orf54	ADCK4	C19orf54	0.2777	921	1
2_MACS_peak_858_lociStitched	chr1	42186449	42195293	2	4361	7377.6648	2158.8204	922	HIVEP3		HIVEP3	HIVEP3	0.0632	922	1
1_MACS_peak_24029_lociStitched	chr6	82460911	82464115	1	3205	5819.1048	605.556	923	FAM46A		FAM46A	FAM46A	0.26739999999999997	923	1
1_MACS_peak_23304_lociStitched	chr6	16759430	16763361	1	3932	5910.2585	705.6145	924	ATXN1		ATXN1	ATXN1	0.011300000000000004	924	1
1_MACS_peak_1896_lociStitched	chr1	161066849	161069316	1	2468	6068.3266	866.4104	925	KLHDC9	NIT1,ARHGAP30,PVRL4,PFDN2,DEDD	KLHDC9	KLHDC9	0.4585	925	1
4_MACS_peak_17655_lociStitched	chr20	62600139	62613087	4	6497	6956.9604	1760.928	926	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	UCKL1-AS1	0.4214	926	1
1_MACS_peak_3821_lociStitched	chr10	104178828	104183170	1	4343	6172.5872	980.8578	927	FBXL15,PSD,CUEDC2	NFKB2,MIR146B,TMEM180,C10orf95	FBXL15	NFKB2	0.5347	927	1
2_MACS_peak_18668_lociStitched	chr22	42335561	42344004	2	5201	6908.9069	1721.5277	928	CENPM	MIR33A,LOC339674,SEPT3,TNFRSF13C	CENPM	CENPM	0.33440000000000003	928	1
4_MACS_peak_19025_lociStitched	chr3	20080926	20091058	4	5131	6892.7996	1706.2288	929	KAT2B	C3orf48	KAT2B	KAT2B	0.04840000000000001	929	1
2_MACS_peak_18297_lociStitched	chr22	26984615	26991788	2	6668	6744.7719	1564.4313	930	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.316	930	1
1_MACS_peak_16043_lociStitched	chr2	153573217	153575885	1	2669	5910.1536	732.6328	931	ARL6IP6,PRPF40A		ARL6IP6	ARL6IP6	0.055300000000000016	931	1
1_MACS_peak_20273_lociStitched	chr3	183352205	183355274	1	3070	6023.2194	852.2613	932	KLHL24		KLHL24	KLHL24	0.07120000000000001	932	1
2_MACS_peak_20758_lociStitched	chr4	26319966	26323919	2	3799	5781.6578	613.1103	933	RBPJ		RBPJ	RBPJ	0.024099999999999996	933	1
2_MACS_peak_28099_lociStitched	chr9	117128072	117136742	2	5428	7092.06	1924.74	934	AKNA	ORM1,ORM2	AKNA	AKNA	0.25160000000000005	934	1
1_MACS_peak_1420_lociStitched	chr1	120610870	120613304	1	2435	6113.9646	951.2072	935	NOTCH2		NOTCH2	NONE	NONE	935	1
2_MACS_peak_13046_lociStitched	chr19	1922437	1930673	2	4622	6923.1816	1767.4456	936	SCAMP4	ADAT3,CSNK1G2,FAM108A1,C19orf34	CSNK1G2	ADAT3	0.48130000000000006	936	1
1_MACS_peak_17870_lociStitched	chr21	38638825	38640895	1	2071	5839.677	686.619	937	DSCR3		DSCR3	DSCR3	0.17570000000000002	937	1
1_MACS_peak_10281_lociStitched	chr16	66582750	66587369	1	4620	6155.7413	1005.0944	938	CKLF,TK2	CMTM1,CMTM2	TK2	TK2	0.3527	938	1
2_MACS_peak_22160_lociStitched	chr5	81045298	81048441	2	3054	5663.3717	515.452	939	SSBP2		SSBP2	NONE	NONE	939	1
2_MACS_peak_13469_lociStitched	chr19	11484686	11493941	2	4850	7385.49	2240.6355	940	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	0.3577	940	1
1_MACS_peak_3463_lociStitched	chr10	74078414	74081692	1	3279	5902.039	761.1516	941		DDIT4,DNAJB12	DNAJB12	DNAJB12	0.35829999999999995	941	1
1_MACS_peak_14844_lociStitched	chr2	24148472	24151609	1	3138	5859.6023	720.8826	942	ATAD2B	UBXN2A	ATAD2B	UBXN2A	0.05050000000000002	942	1
2_MACS_peak_16284_lociStitched	chr2	192540122	192544749	2	3946	6199.7173	1063.7473	943	OBFC2A		OBFC2A	OBFC2A	0.2304	943	1
1_MACS_peak_439_lociStitched	chr1	24513188	24518276	1	5089	6520.7808	1388.0064	944	IL28RA	LOC284632,IL22RA1	IL28RA	LOC284632	0.2814	944	1
2_MACS_peak_14578_lociStitched	chr19	56185627	56190668	2	3969	6223.6186	1091.3765	945	U2AF2,EPN1	ZNF580,ZNF581,CCDC106,ZNF784	EPN1	ZNF581	0.4585	945	1
4_MACS_peak_14708_lociStitched	chr2	8817952	8826596	4	6377	6770.8452	1638.9024	946	ID2		ID2	ID2	0.41430000000000006	946	1
2_MACS_peak_2484_lociStitched	chr1	212964395	212968553	2	3351	6426.189	1297.7118	947	TATDN3,NSL1		TATDN3	TATDN3	0.1491	947	1
1_MACS_peak_2086_lociStitched	chr1	180470387	180472898	1	2512	6279.5088	1152.2979	948	ACBD6		ACBD6	NONE	NONE	948	1
