REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_14577_lociStitched	chr17	80405776	80417975	2	8132	25966.7914	1002	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.8642	1002	1
3_MACS_peak_28417_lociStitched	chr6	74158601	74173073	3	8129	17459.0208	1003	1	MTO1,C6orf150		C6orf150	C6orf150	0.3511	1003	1
1_MACS_peak_6608_lociStitched	chr11	122613303	122621430	1	8128	21586.9374	1004	1	UBASH3B		UBASH3B	UBASH3B	0.3825	1004	1
1_MACS_peak_2702_lociStitched	chr1	200833766	200841891	1	8126	27912.625	1005	1		GPR25,C1orf106	GPR25	GPR25	1.2628	1005	1
4_MACS_peak_31302_lociStitched	chr8	8084587	8097355	4	8124	16548.6048	1006	1	FLJ10661		FLJ10661	FLJ10661	0.817	1006	1
3_MACS_peak_17905_lociStitched	chr2	85151130	85167899	3	8123	12925.5452	1007	1		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.8066	1007	1
1_MACS_peak_380_lociStitched	chr1	21615653	21623774	1	8122	20721.5436	1008	1	ECE1	ECE1	ECE1	ECE1	0.2408	1008	1
2_MACS_peak_28780_lociStitched	chr6	111194766	111205271	2	8122	13694.318	1009	1	AMD1		AMD1	AMD1	0.4918	1009	1
2_MACS_peak_13688_lociStitched	chr17	38251425	38260534	2	8116	14652.7374	1010	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	MSL1	1.097	1010	1
4_MACS_peak_5818_lociStitched	chr11	65306846	65326550	4	8114	14959.2768	1011	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	FAM89B	4.6185	1011	1
4_MACS_peak_6032_lociStitched	chr11	73076554	73094753	4	8109	10480.8041	1012	1	ARHGEF17,RELT		RELT	RELT	0.3333	1012	1
4_MACS_peak_19736_lociStitched	chr20	17826502	17840099	4	8095	9315.3047	1013	1			SNORD17	SNORD17	0.3966	1013	1
3_MACS_peak_7581_lociStitched	chr12	58225048	58241319	3	8094	20049.1262	1014	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.5819	1014	1
2_MACS_peak_17752_lociStitched	chr2	70310659	70323230	2	8091	36811.6593	1015	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	3.0959	1015	1
3_MACS_peak_3077_lociStitched	chr1	226334939	226349098	3	8091	9761.2146	1016	1	ACBD3		ACBD3	ACBD3	0.397	1016	1
4_MACS_peak_16683_lociStitched	chr19	50369595	50382361	4	8089	22013.6904	1017	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	ATF5	2.01	1017	1
3_MACS_peak_29941_lociStitched	chr7	45065060	45077016	3	8087	19678.3804	1018	1	CCM2	MYO1G,SNORA9,C7orf40	CCM2	SNORA9	0.9159	1018	1
4_MACS_peak_15447_lociStitched	chr19	2738427	2754323	4	8082	9666.3576	1019	1	SLC39A3	THOP1,GNG7,DIRAS1,SGTA	SLC39A3	GNG7	0.3989	1019	1
2_MACS_peak_25500_lociStitched	chr5	1487623	1500392	2	8080	21585.9945	1020	1	LPCAT1	SLC6A3	LPCAT1	LPCAT1	0.5205	1020	1
2_MACS_peak_27750_lociStitched	chr6	26532177	26540766	2	8074	17529.2901	1021	1	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	0.9031	1021	1
2_MACS_peak_34008_lociStitched	chr9	116162617	116174118	2	8073	12554.4916	1022	1	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	0.7851	1022	1
2_MACS_peak_28157_lociStitched	chr6	43593571	43604883	2	8071	22019.9392	1023	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	MAD2L1BP	1.0605	1023	1
1_MACS_peak_22101_lociStitched	chr3	45634121	45642188	1	8068	20785.4322	1024	1	LIMD1		LIMD1	LIMD1	0.4913	1024	1
2_MACS_peak_26759_lociStitched	chr5	138602983	138613966	2	8056	9002.7651	1025	1	MATR3,SNHG4	SNORA74A,MATR3	MATR3	SNORA74A	0.6486	1025	1
1_MACS_peak_3042_lociStitched	chr1	224561213	224569265	1	8053	14497.626	1026	1	CNIH4	NVL	CNIH4	CNIH4	0.6318	1026	1
1_MACS_peak_9823_lociStitched	chr14	73353869	73361920	1	8052	13167.4105	1027	1	DPF3	DCAF4	DPF3	DPF3	0.1002	1027	1
1_MACS_peak_6520_lociStitched	chr11	118265880	118273931	1	8052	17087.4424	1028	1	UBE4A,ATP5L	MLL	ATP5L	ATP5L	0.9261	1028	1
1_MACS_peak_32020_lociStitched	chr8	67519119	67527164	1	8046	16522.0165	1029	1	MYBL1		MYBL1	MYBL1	0.3372	1029	1
1_MACS_peak_3610_lociStitched	chr10	15826749	15834794	1	8046	25042.476	1030	1	FAM188A		ITGA8	ITGA8	0.1395	1030	1
2_MACS_peak_22529_lociStitched	chr3	72864190	72872634	2	8046	10126.8892	1031	1	SHQ1		SHQ1	SHQ1	0.1596	1031	1
2_MACS_peak_1748_lociStitched	chr1	143991626	144002385	2	8046	18854.0716	1032	1	SRGAP2P2		SRGAP2P2	SRGAP2P2	0.4544	1032	1
2_MACS_peak_8697_lociStitched	chr13	41628529	41637025	2	8043	11773.7568	1033	1	WBP4	ELF1	WBP4	ELF1	0.507	1033	1
2_MACS_peak_21872_lociStitched	chr3	23846848	23855007	2	8041	18668.6079	1034	1	UBE2E1		UBE2E1	UBE2E1	0.2487	1034	1
2_MACS_peak_27350_lociStitched	chr5	180610643	180620172	2	8040	16981.6309	1035	1		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	2.2227	1035	1
2_MACS_peak_2284_lociStitched	chr1	165697820	165711283	2	8032	22106.246	1036	1	TMCO1	LOC440700,ALDH9A1	TMCO1	TMCO1	1.5027	1036	1
2_MACS_peak_15350_lociStitched	chr19	1018228	1029843	2	8017	27130.317	1037	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	1.574	1037	1
5_MACS_peak_9758_lociStitched	chr14	68794812	68811003	5	8015	6418.1124	1038	1	RAD51L1		ZFP36L1	ZFP36L1	NONE	1038	1
4_MACS_peak_27737_lociStitched	chr6	26395192	26407792	4	8012	9014.04	1039	1	BTN3A1	BTN3A2,BTN2A2,BTN2A3,BTN3A3	BTN3A1	BTN3A2	1.6863	1039	1
1_MACS_peak_14222_lociStitched	chr17	65641820	65649828	1	8009	25020.1952	1040	1	PITPNC1		NOL11	NOL11	NONE	1040	1
3_MACS_peak_35689_lociStitched	chrX	153616053	153629018	3	8009	23562.591	1041	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	DNASE1L1	1.2333	1041	1
2_MACS_peak_34425_lociStitched	chr9	139130131	139138421	2	8004	24203.484	1042	1	QSOX2	LHX3	QSOX2	QSOX2	1.0488	1042	1
1_MACS_peak_25472_lociStitched	chr5	217093	225094	1	8002	20314.539	1043	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	1.1959	1043	1
1_MACS_peak_24634_lociStitched	chr4	87854874	87862871	1	7998	20789.0012	1044	1	AFF1	C4orf36	AFF1	AFF1	0.2827	1044	1
2_MACS_peak_2057_lociStitched	chr1	155980972	155991467	2	7998	22053.1435	1045	1	SSR2	ROBLD3,RAB25,ARHGEF2,UBQLN4	SSR2	ARHGEF2	4.8132	1045	1
4_MACS_peak_22254_lociStitched	chr3	50648108	50662220	4	7993	8685.936	1046	1	MAPKAPK3,CISH	HEMK1,C3orf18	MAPKAPK3	C3orf18	0.2257	1046	1
1_MACS_peak_22901_lociStitched	chr3	121510404	121518387	1	7984	21910.1418	1047	1	IQCB1	EAF2,GOLGB1	IQCB1	IQCB1	0.7918	1047	1
1_MACS_peak_16574_lociStitched	chr19	47728516	47736494	1	7979	29442.0112	1048	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.3928	1048	1
2_MACS_peak_16301_lociStitched	chr19	39338198	39348938	2	7979	27423.516	1049	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1588	1049	1
2_MACS_peak_19854_lociStitched	chr20	30918700	30926750	2	7972	25993.45	1050	1	KIF3B	ASXL1	ASXL1	ASXL1	0.6499	1050	1
1_MACS_peak_32716_lociStitched	chr8	126613785	126621749	1	7965	15472.4592	1051	1			TRIB1	TRIB1	2.0954	1051	1
4_MACS_peak_34086_lociStitched	chr9	123688554	123699522	4	7964	17283.3744	1052	1	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.9667	1052	1
2_MACS_peak_436_lociStitched	chr1	24284556	24292641	2	7958	13172.082	1053	1	PNRC2	CNR2,SRSF10	PNRC2	PNRC2	1.0092	1053	1
3_MACS_peak_12375_lociStitched	chr16	53123597	53135023	3	7957	18984.299	1054	1	CHD9		CHD9	CHD9	0.1615	1054	1
3_MACS_peak_32987_lociStitched	chr9	700288	715901	3	7946	16437.3664	1055	1	KANK1		KANK1	KANK1	0.2942	1055	1
3_MACS_peak_6482_lociStitched	chr11	115366517	115375985	3	7937	12190.05	1056	1	CADM1		CADM1	CADM1	0.5115	1056	1
2_MACS_peak_33154_lociStitched	chr9	20552158	20560501	2	7934	14465.9277	1057	1	MLLT3		MLLT3	MLLT3	0.3985	1057	1
2_MACS_peak_25175_lociStitched	chr4	156587157	156599131	2	7931	15173.4528	1058	1	GUCY1A3		GUCY1A3	GUCY1A3	0.3149	1058	1
4_MACS_peak_5700_lociStitched	chr11	62431574	62449026	4	7930	18657.9332	1059	1	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	HNRNPUL2	1.0854	1059	1
1_MACS_peak_9841_lociStitched	chr14	74206935	74214863	1	7929	13782.828	1060	1	C14orf43	PNMA1	C14orf43	C14orf43	0.638	1060	1
3_MACS_peak_22199_lociStitched	chr3	49054916	49067563	3	7927	15955.4552	1061	1	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.0006	1061	1
3_MACS_peak_13177_lociStitched	chr17	8275190	8287930	3	7924	11723.348	1062	1	RPL26	ODF4,LOC100128288,KRBA2,RNF222	RPL26	RPL26	0.7311	1062	1
1_MACS_peak_21373_lociStitched	chr22	39145854	39153770	1	7917	21521.2292	1063	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.7475	1063	1
2_MACS_peak_19523_lociStitched	chr2	241517571	241528207	2	7905	22262.2116	1064	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	3.2363	1064	1
2_MACS_peak_22103_lociStitched	chr3	45695408	45706791	2	7903	9593.5924	1065	1	LIMD1	SACM1L,LOC644714	LOC644714	LOC644714	0.4076	1065	1
2_MACS_peak_34280_lociStitched	chr9	131935799	131949173	2	7900	32172.4944	1066	1	IER5L		IER5L	IER5L	2.3569	1066	1
1_MACS_peak_26437_lociStitched	chr5	108742340	108750237	1	7898	16867.992	1067	1	PJA2		PJA2	PJA2	0.2532	1067	1
2_MACS_peak_6081_lociStitched	chr11	75938644	75947550	2	7897	13009.8848	1068	1		WNT11	WNT11	WNT11	0.361	1068	1
2_MACS_peak_14530_lociStitched	chr17	79476205	79487126	2	7897	19787.7599	1069	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.5235	1069	1
3_MACS_peak_1712_lociStitched	chr1	120673840	120688797	3	7894	11555.7782	1070	1			NOTCH2	NOTCH2	NONE	1070	1
3_MACS_peak_32653_lociStitched	chr8	124046575	124055528	3	7889	12185.9283	1071	1	DERL1	WDR67	DERL1	DERL1	0.4051	1071	1
1_MACS_peak_2316_lociStitched	chr1	167595854	167603740	1	7887	69380.2394	1072	1	RCSD1		RCSD1	RCSD1	1.0065	1072	1
2_MACS_peak_35039_lociStitched	chrX	65231098	65241237	2	7887	5841.0779	1073	1	MIR223	VSIG4	MIR223	MIR223	0.3843	1073	1
2_MACS_peak_11224_lociStitched	chr15	80301164	80313339	2	7883	11695.305	1074	1		ZFAND6,BCL2A1	BCL2A1	ZFAND6	0.1819	1074	1
3_MACS_peak_20005_lociStitched	chr20	35698603	35710901	3	7880	25840.5576	1075	1	RBL1		RBL1	RBL1	0.4363	1075	1
2_MACS_peak_5165_lociStitched	chr11	9586576	9600245	2	7879	17268.0477	1076	1	WEE1		WEE1	WEE1	0.6539	1076	1
3_MACS_peak_24061_lociStitched	chr4	12693934	12705358	3	7876	13687.0944	1077	1			HSP90AB2P	HSP90AB2P	NONE	1077	1
1_MACS_peak_24565_lociStitched	chr4	78735806	78743678	1	7873	16501.2864	1078	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1837	1078	1
3_MACS_peak_15741_lociStitched	chr19	11484219	11493736	3	7870	19519.367	1079	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	1.4153	1079	1
2_MACS_peak_6765_lociStitched	chr11	134084910	134097284	2	7866	17157.7884	1080	1	VPS26B,NCAPD3	ACAD8,GLB1L3,THYN1	NCAPD3	THYN1	0.5341	1080	1
2_MACS_peak_15779_lociStitched	chr19	12713727	12726317	2	7864	21504.979	1081	1	ZNF791,ZNF490		ZNF490	ZNF490	0.5207	1081	1
3_MACS_peak_7503_lociStitched	chr12	56121233	56138273	3	7862	15259.32	1082	1	GDF11,CD63	METTL7B,BLOC1S1,RDH5,ITGA7	CD63	RDH5	0.8085	1082	1
1_MACS_peak_4837_lociStitched	chr10	125155794	125163652	1	7859	22018.116	1083	1			BUB3	BUB3	NONE	1083	1
1_MACS_peak_23318_lociStitched	chr3	152015013	152022869	1	7857	17993.3824	1084	1	MBNL1	LOC401093,TMEM14E	MBNL1	LOC401093	1.2122	1084	1
2_MACS_peak_33266_lociStitched	chr9	33288950	33299244	2	7852	14201.6024	1085	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.4654	1085	1
3_MACS_peak_14414_lociStitched	chr17	75082550	75093270	3	7851	10516.32	1086	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	0.8368	1086	1
2_MACS_peak_5945_lociStitched	chr11	68032252	68041694	2	7850	27476.22	1087	1	C11orf24	LRP5	C11orf24	C11orf24	1.387	1087	1
3_MACS_peak_34546_lociStitched	chrX	7027957	7039440	3	7850	5014.6261	1088	1	HDHD1		HDHD1	HDHD1	0.1444	1088	1
2_MACS_peak_33920_lociStitched	chr9	108017514	108027274	2	7849	13568.352	1089	1	SLC44A1		SLC44A1	SLC44A1	0.2325	1089	1
3_MACS_peak_25591_lociStitched	chr5	10595377	10609730	3	7849	14462.0828	1090	1	ANKRD33B		ANKRD33B	ANKRD33B	0.3646	1090	1
2_MACS_peak_11650_lociStitched	chr16	2198190	2207473	2	7848	16733.5358	1091	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	SNORD60	1.4716	1091	1
3_MACS_peak_11737_lociStitched	chr16	4555189	4568229	3	7844	21592.936	1092	1	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.6426	1092	1
2_MACS_peak_8151_lociStitched	chr12	113414329	113427323	2	7826	24432.6182	1093	1	OAS2	OAS3	OAS2	OAS2	0.6294	1093	1
2_MACS_peak_20231_lociStitched	chr20	47434873	47445734	2	7825	8018.6763	1094	1	PREX1		PREX1	PREX1	0.1278	1094	1
3_MACS_peak_26663_lociStitched	chr5	132386152	132400829	3	7825	13736.2043	1095	1	HSPA4	ZCCHC10	HSPA4	HSPA4	0.2658	1095	1
4_MACS_peak_3671_lociStitched	chr10	21873043	21881623	4	7823	8285.706	1096	1	MLLT10		MLLT10	MLLT10	0.1744	1096	1
4_MACS_peak_11945_lociStitched	chr16	17366445	17377645	4	7819	8591.52	1097	1	XYLT1		XYLT1	XYLT1	0.2324	1097	1
3_MACS_peak_6788_lociStitched	chr12	274856	290588	3	7815	13214.88	1098	1	IQSEC3	LOC574538,SLC6A12	LOC574538	SLC6A12	0.0988	1098	1
1_MACS_peak_11472_lociStitched	chr15	93442777	93450588	1	7812	20195.3405	1099	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	2.0312	1099	1
2_MACS_peak_15625_lociStitched	chr19	7980316	7991605	2	7811	24730.8123	1100	1	LOC645781,SNAPC2,CTXN1,TIMM44	LRRC8E,MAP2K7,FLJ22184,LOC388499	SNAPC2	SNAPC2	1.9232	1100	1
3_MACS_peak_34034_lociStitched	chr9	117372422	117382334	3	7805	21865.872	1101	1	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	1.2588	1101	1
3_MACS_peak_14372_lociStitched	chr17	73891088	73906861	3	7801	14574.252	1102	1	TRIM65,MRPL38,FBF1	WBP2,TRIM47	MRPL38	TRIM47	1.3387	1102	1
2_MACS_peak_27309_lociStitched	chr5	177656946	177667516	2	7799	16081.198	1103	1	AGXT2L2,COL23A1	HNRNPAB,GMCL1L	AGXT2L2	AGXT2L2	0.6384	1103	1
2_MACS_peak_3134_lociStitched	chr1	228643123	228653324	2	7795	13868.2595	1104	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	RNF187	2.202	1104	1
1_MACS_peak_33152_lociStitched	chr9	20436847	20444637	1	7791	25389.168	1105	1	MLLT3		MLLT3	MLLT3	0.3985	1105	1
3_MACS_peak_10325_lociStitched	chr15	22540020	22553788	3	7791	19799.7608	1106	1	REREP3		REREP3	REREP3	0.5355	1106	1
1_MACS_peak_31617_lociStitched	chr8	29104297	29112078	1	7782	13598.0756	1107	1	KIF13B		KIF13B	KIF13B	0.3784	1107	1
2_MACS_peak_33727_lociStitched	chr9	93696620	93708703	2	7775	15862.5624	1108	1			SYK	SYK	NONE	1108	1
1_MACS_peak_4714_lociStitched	chr10	112677475	112685247	1	7773	18227.6716	1109	1	SHOC2,NCRNA00081	PDCD4,LOC282997,RPL13AP6	SHOC2	LOC282997	0.6914	1109	1
2_MACS_peak_34875_lociStitched	chrX	48323254	48336019	2	7771	12149.727	1110	1	FTSJ1,SLC38A5	FTSJ1,PORCN,EBP	SLC38A5	SLC38A5	0.483	1110	1
4_MACS_peak_5792_lociStitched	chr11	64877718	64891038	4	7771	14404.248	1111	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	SYVN1	1.3574	1111	1
3_MACS_peak_21596_lociStitched	chr22	50322785	50331366	3	7768	24891.7648	1112	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	1.399	1112	1
3_MACS_peak_24295_lociStitched	chr4	40302345	40312193	3	7767	10505.8464	1113	1		CHRNA9	CHRNA9	CHRNA9	0.0371	1113	1
3_MACS_peak_21222_lociStitched	chr22	31884192	31893776	3	7756	14662.5616	1114	1	SFI1,EIF4ENIF1		EIF4ENIF1	EIF4ENIF1	0.2226	1114	1
1_MACS_peak_6803_lociStitched	chr12	858760	866512	1	7753	17338.8984	1115	1	WNK1		WNK1	WNK1	0.1582	1115	1
1_MACS_peak_19230_lociStitched	chr2	216973050	216980800	1	7751	23232.175	1116	1	XRCC5	TMEM169,PECR	XRCC5	TMEM169	0.297	1116	1
3_MACS_peak_13443_lociStitched	chr17	27219487	27230305	3	7743	15478.3944	1117	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.538	1117	1
2_MACS_peak_23382_lociStitched	chr3	156871805	156879581	2	7738	14681.8656	1118	1	CCNL1	LOC339894	CCNL1	CCNL1	0.7128	1118	1
1_MACS_peak_29066_lociStitched	chr6	139690357	139698092	1	7736	23741.809	1119	1	CITED2		CITED2	CITED2	1.9425	1119	1
2_MACS_peak_33535_lociStitched	chr9	73026576	73036688	2	7736	25131.3536	1120	1	KLF9		KLF9	KLF9	0.426	1120	1
3_MACS_peak_15509_lociStitched	chr19	4392640	4404851	3	7735	15374.8701	1121	1	CHAF1A,SH3GL1	MPND	SH3GL1	SH3GL1	0.4714	1121	1
3_MACS_peak_21934_lociStitched	chr3	30696373	30708992	3	7735	12967.2844	1122	1	TGFBR2		TGFBR2	TGFBR2	0.4268	1122	1
3_MACS_peak_19254_lociStitched	chr2	219259800	219272580	3	7733	21325.986	1123	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	MIR26B	1.7202	1123	1
4_MACS_peak_27724_lociStitched	chr6	26295350	26314114	4	7733	7848.9812	1124	1		HIST1H2BH,HIST1H2BI,HIST1H4G,HIST1H3F,HIST1H3G,HIST1H4H	HIST1H4H	HIST1H2BI	1.8977	1124	1
1_MACS_peak_28471_lociStitched	chr6	80335345	80343076	1	7732	14462.3817	1125	1	SH3BGRL2		SH3BGRL2	SH3BGRL2	0.2465	1125	1
3_MACS_peak_11952_lociStitched	chr16	17434258	17442781	3	7732	13228.5483	1126	1	XYLT1		XYLT1	XYLT1	0.2324	1126	1
2_MACS_peak_25552_lociStitched	chr5	6445544	6454349	2	7725	19811.25	1127	1	UBE2QL1		UBE2QL1	UBE2QL1	0.8285	1127	1
3_MACS_peak_23399_lociStitched	chr3	158575661	158584081	3	7723	12454.022	1128	1			MFSD1	MFSD1	NONE	1128	1
1_MACS_peak_28693_lociStitched	chr6	106439510	106447230	1	7721	20149.972	1129	1			PRDM1	PRDM1	4.0965	1129	1
3_MACS_peak_19966_lociStitched	chr20	34323450	34333059	3	7720	29290.1538	1130	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.7858	1130	1
2_MACS_peak_31437_lociStitched	chr8	17779312	17787104	2	7718	22102.7872	1131	1	PCM1	FGL1	PCM1	PCM1	0.2827	1131	1
4_MACS_peak_31964_lociStitched	chr8	62599711	62614300	4	7718	11380.8789	1132	1	ASPH		ASPH	ASPH	0.1883	1132	1
3_MACS_peak_26238_lociStitched	chr5	86408861	86419602	3	7713	10808.6683	1133	1	MIR4280		MIR4280	MIR4280	0.3535	1133	1
2_MACS_peak_33260_lociStitched	chr9	33157763	33168666	2	7711	17402.2783	1134	1	B4GALT1		B4GALT1	B4GALT1	0.3279	1134	1
1_MACS_peak_30644_lociStitched	chr7	104765636	104773343	1	7708	27201.0858	1135	1	SRPK2		MLL5	MLL5	0.5322	1135	1
1_MACS_peak_19020_lociStitched	chr2	198360059	198367759	1	7701	16878.4	1136	1	HSPE1,HSPD1	COQ10B,MOBKL3	HSPD1	HSPD1	0.7803	1136	1
1_MACS_peak_32730_lociStitched	chr8	128745809	128753504	1	7696	19862.334	1137	1	MYC		MYC	MYC	1.3295	1137	1
2_MACS_peak_2767_lociStitched	chr1	203707072	203714903	2	7693	9026.0106	1138	1	ATP2B4	SNORA77,LAX1,ZC3H11A	SNORA77	LAX1	1.0779	1138	1
3_MACS_peak_22246_lociStitched	chr3	50386920	50403667	3	7689	10141.9832	1139	1	CYB561D2,NPRL2,TMEM115,CACNA2D2	HYAL1,HYAL2,TUSC2,RASSF1,ZMYND10	TMEM115	ZMYND10	0.7747	1139	1
1_MACS_peak_32810_lociStitched	chr8	134508367	134516053	1	7687	20546.9838	1140	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4824	1140	1
1_MACS_peak_14065_lociStitched	chr17	55430607	55438293	1	7687	30668.6772	1141	1	MSI2		MSI2	MSI2	0.223	1141	1
2_MACS_peak_9936_lociStitched	chr14	81864032	81874345	2	7686	13390.3992	1142	1	STON2		STON2	STON2	0.1868	1142	1
2_MACS_peak_3725_lociStitched	chr10	25007934	25019414	2	7685	16933	1143	1	ARHGAP21		ARHGAP21	ARHGAP21	0.2305	1143	1
1_MACS_peak_10943_lociStitched	chr15	65182584	65190267	1	7684	41001.0978	1144	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.4783	1144	1
2_MACS_peak_11627_lociStitched	chr16	1820373	1833916	2	7684	20460.7644	1145	1	EME2,NUBP2,NME3,MRPS34,SPSB3	MIR3177,FAHD1,IGFALS,HAGH	EME2	FAHD1	1.9756	1145	1
1_MACS_peak_12772_lociStitched	chr16	81684551	81692230	1	7680	22375.8381	1146	1	CMIP		PLCG2	PLCG2	0.3029	1146	1
2_MACS_peak_2174_lociStitched	chr1	160591140	160603389	2	7677	20009.9664	1147	1	SLAMF1	CD84	SLAMF1	SLAMF1	0.6437	1147	1
2_MACS_peak_33310_lociStitched	chr9	35156488	35164557	2	7669	16425.2564	1148	1	UNC13B	KIAA1539	UNC13B	KIAA1539	0.5051	1148	1
3_MACS_peak_11918_lociStitched	chr16	15734410	15745570	3	7664	13791.528	1149	1	NDE1,MIR484,KIAA0430		MIR484	MIR484	0.9748	1149	1
2_MACS_peak_33548_lociStitched	chr9	74973104	74981348	2	7661	16474.8096	1150	1	ZFAND5		ZFAND5	ZFAND5	0.7287	1150	1
2_MACS_peak_3095_lociStitched	chr1	226919086	226928585	2	7660	23017.0269	1151	1	ITPKB		ITPKB	ITPKB	0.7293	1151	1
3_MACS_peak_15353_lociStitched	chr19	1066221	1078082	3	7651	31893.0429	1152	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	CNN2	1.574	1152	1
3_MACS_peak_6016_lociStitched	chr11	72523321	72540441	3	7650	18212.256	1153	1	ATG16L2	STARD10	ATG16L2	ATG16L2	0.7637	1153	1
2_MACS_peak_26610_lociStitched	chr5	130709627	130719272	2	7647	10442.6415	1154	1	CDC42SE2		CDC42SE2	CDC42SE2	0.1956	1154	1
1_MACS_peak_26180_lociStitched	chr5	78530194	78537835	1	7642	15497.4762	1155	1	JMY		JMY	JMY	0.2124	1155	1
2_MACS_peak_15042_lociStitched	chr18	47857781	47865545	2	7642	12541.1892	1156	1		SKA1,MBD1,CXXC1	SKA1	CXXC1	1.1372	1156	1
3_MACS_peak_23270_lociStitched	chr3	148705096	148718905	3	7640	13418.2053	1157	1	GYG1		GYG1	GYG1	0.3368	1157	1
4_MACS_peak_30918_lociStitched	chr7	133752402	133770702	4	7639	13487.1	1158	1		LRGUK	LRGUK	LRGUK	0.072	1158	1
2_MACS_peak_5091_lociStitched	chr11	3967053	3978298	2	7638	9823.632	1159	1	STIM1		STIM1	STIM1	0.3029	1159	1
2_MACS_peak_12898_lociStitched	chr16	88846166	88857651	2	7635	31310.407	1160	1	FAM38A	CDT1,APRT	FAM38A	CDT1	1.7104	1160	1
2_MACS_peak_11153_lociStitched	chr15	75491285	75502878	2	7632	24725.5504	1161	1	C15orf39	GOLGA6C	C15orf39	C15orf39	1.2741	1161	1
3_MACS_peak_6737_lociStitched	chr11	130634303	130648631	3	7630	16706.448	1162	1			SNX19	SNX19	NONE	1162	1
1_MACS_peak_1984_lociStitched	chr1	154189810	154197431	1	7622	38265.041	1163	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	C1orf189	1.2396	1163	1
3_MACS_peak_10928_lociStitched	chr15	64443342	64456156	3	7619	10543.3592	1164	1	SNX22,PPIB		PPIB	PPIB	0.6255	1164	1
1_MACS_peak_20439_lociStitched	chr20	58976304	58983919	1	7616	17541.914	1165	1			C20orf197	C20orf197	NONE	1165	1
1_MACS_peak_34033_lociStitched	chr9	117349043	117356657	1	7615	25498.5246	1166	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	1.2588	1166	1
