GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
2_MACS_peak_8610_lociStitched	chr3(.):8699321-8707990	0.7865
1_MACS_peak_8612_lociStitched	chr3(.):9188031-9189607	1.4695
1_MACS_peak_8613_lociStitched	chr3(.):9209490-9210715	1.1911
1_MACS_peak_8614_lociStitched	chr3(.):9404158-9405530	0.7266
1_MACS_peak_8615_lociStitched	chr3(.):9437554-9439545	0.7901
1_MACS_peak_8616_lociStitched	chr3(.):9694392-9695099	0.6505
1_MACS_peak_8617_lociStitched	chr3(.):9772736-9773759	0.6854
1_MACS_peak_8618_lociStitched	chr3(.):9833729-9835141	0.6969
1_MACS_peak_8619_lociStitched	chr3(.):9974370-9976026	0.5791
1_MACS_peak_8620_lociStitched	chr3(.):10027891-10029479	0.7325
1_MACS_peak_8621_lociStitched	chr3(.):10067387-10068718	0.7029
1_MACS_peak_8622_lociStitched	chr3(.):10182910-10184384	0.5248
1_MACS_peak_8623_lociStitched	chr3(.):10254746-10255311	0.6837
1_MACS_peak_8624_lociStitched	chr3(.):10262080-10263277	1.2554
1_MACS_peak_8625_lociStitched	chr3(.):10436836-10438509	1.3539
1_MACS_peak_8626_lociStitched	chr3(.):11348100-11349042	0.7486
1_MACS_peak_8627_lociStitched	chr3(.):11887486-11888922	0.6557
1_MACS_peak_8628_lociStitched	chr3(.):12234684-12235640	0.5543
1_MACS_peak_8629_lociStitched	chr3(.):12663434-12664554	0.7031
1_MACS_peak_8630_lociStitched	chr3(.):12681550-12682605	0.6622
1_MACS_peak_8631_lociStitched	chr3(.):12688542-12690872	1.3708
1_MACS_peak_8632_lociStitched	chr3(.):12703099-12704363	0.4381
1_MACS_peak_8633_lociStitched	chr3(.):12882244-12883678	0.7872
1_MACS_peak_8634_lociStitched	chr3(.):13043641-13044843	0.7905
2_MACS_peak_8635_lociStitched	chr3(.):13050356-13059078	1.0985
1_MACS_peak_8637_lociStitched	chr3(.):13113367-13114652	0.6385
1_MACS_peak_8638_lociStitched	chr3(.):13151733-13153127	0.6833
1_MACS_peak_8639_lociStitched	chr3(.):13373089-13374740	1.3587
2_MACS_peak_8640_lociStitched	chr3(.):13460037-13470345	0.4997
1_MACS_peak_8642_lociStitched	chr3(.):14163093-14166695	0.9051
1_MACS_peak_8643_lociStitched	chr3(.):14472863-14474599	1.1468
1_MACS_peak_8644_lociStitched	chr3(.):14692412-14694177	0.6454
2_MACS_peak_8645_lociStitched	chr3(.):14728472-14733449	0.7742
1_MACS_peak_8647_lociStitched	chr3(.):15139831-15141351	0.957
1_MACS_peak_8648_lociStitched	chr3(.):15166592-15167724	1.0078
1_MACS_peak_8649_lociStitched	chr3(.):15333132-15334315	0.7401
1_MACS_peak_8650_lociStitched	chr3(.):15397917-15398855	0.8665
1_MACS_peak_8651_lociStitched	chr3(.):15419203-15420214	1.07
1_MACS_peak_8652_lociStitched	chr3(.):15425916-15427081	0.6351
1_MACS_peak_8653_lociStitched	chr3(.):15688475-15690416	1.6375
2_MACS_peak_8654_lociStitched	chr3(.):15835397-15840182	0.8309
1_MACS_peak_8656_lociStitched	chr3(.):15846835-15848307	1.2666
1_MACS_peak_8657_lociStitched	chr3(.):15900056-15901053	0.5994
1_MACS_peak_8658_lociStitched	chr3(.):16842419-16843914	1.027
1_MACS_peak_8659_lociStitched	chr3(.):16857246-16858278	0.6984
1_MACS_peak_8660_lociStitched	chr3(.):16865163-16866414	0.91
2_MACS_peak_8661_lociStitched	chr3(.):16879254-16884690	0.5981
1_MACS_peak_8663_lociStitched	chr3(.):16953501-16954793	0.927
1_MACS_peak_8664_lociStitched	chr3(.):17192791-17193809	0.7845
1_MACS_peak_8665_lociStitched	chr3(.):17223304-17224310	0.8599
1_MACS_peak_8666_lociStitched	chr3(.):17236335-17238470	0.8925
1_MACS_peak_8667_lociStitched	chr3(.):17273700-17275105	0.4901
1_MACS_peak_8668_lociStitched	chr3(.):17420997-17421878	0.5762
1_MACS_peak_8669_lociStitched	chr3(.):17797067-17798144	0.8381
1_MACS_peak_8670_lociStitched	chr3(.):18464691-18465652	0.4961
1_MACS_peak_8671_lociStitched	chr3(.):18781734-18783418	1.6223
1_MACS_peak_8672_lociStitched	chr3(.):18802699-18803893	1.45
1_MACS_peak_8673_lociStitched	chr3(.):19188041-19189397	0.4976
1_MACS_peak_8674_lociStitched	chr3(.):19581277-19582269	0.7104
1_MACS_peak_8675_lociStitched	chr3(.):19601027-19601987	0.8081
1_MACS_peak_8676_lociStitched	chr3(.):20081098-20081791	0.5391
2_MACS_peak_8677_lociStitched	chr3(.):20089306-20097333	0.4365
1_MACS_peak_8679_lociStitched	chr3(.):20167140-20168098	0.7934
1_MACS_peak_8680_lociStitched	chr3(.):21487170-21488318	0.912
1_MACS_peak_8681_lociStitched	chr3(.):23097224-23098246	0.5067
1_MACS_peak_8682_lociStitched	chr3(.):23202786-23205199	2.0672
1_MACS_peak_8683_lociStitched	chr3(.):23244421-23245316	0.5196
1_MACS_peak_8684_lociStitched	chr3(.):23694729-23696810	1.503
1_MACS_peak_8685_lociStitched	chr3(.):23838603-23839644	0.5965
1_MACS_peak_8686_lociStitched	chr3(.):23852416-23854093	0.6156
1_MACS_peak_8687_lociStitched	chr3(.):23870634-23871759	1.0543
1_MACS_peak_8688_lociStitched	chr3(.):23955247-23956367	0.7805
1_MACS_peak_8689_lociStitched	chr3(.):23986923-23988548	0.7021
1_MACS_peak_8690_lociStitched	chr3(.):25706105-25707287	0.5745
2_MACS_peak_8691_lociStitched	chr3(.):25823992-25825912	0.5124
1_MACS_peak_8693_lociStitched	chr3(.):25874828-25877067	0.8629
1_MACS_peak_8694_lociStitched	chr3(.):26463858-26464835	0.4991
1_MACS_peak_8695_lociStitched	chr3(.):26615957-26617232	1.3111
1_MACS_peak_8696_lociStitched	chr3(.):26744597-26745668	1.2281
1_MACS_peak_8697_lociStitched	chr3(.):26921185-26922181	0.5741
1_MACS_peak_8698_lociStitched	chr3(.):27003559-27004682	1.2183
1_MACS_peak_8699_lociStitched	chr3(.):27090823-27092097	0.6708
1_MACS_peak_8700_lociStitched	chr3(.):27135734-27139444	1.1594
1_MACS_peak_8701_lociStitched	chr3(.):28389620-28391069	0.7896
1_MACS_peak_8702_lociStitched	chr3(.):28922620-28923885	1.1814
1_MACS_peak_8703_lociStitched	chr3(.):28957884-28959051	1.0752
1_MACS_peak_8704_lociStitched	chr3(.):28981623-28982552	0.8877
1_MACS_peak_8705_lociStitched	chr3(.):29030780-29031963	0.9352
1_MACS_peak_8706_lociStitched	chr3(.):29074599-29075679	0.5864
1_MACS_peak_8707_lociStitched	chr3(.):29365267-29366547	0.8081
1_MACS_peak_8708_lociStitched	chr3(.):29453333-29454311	0.8586
1_MACS_peak_8709_lociStitched	chr3(.):29728087-29729002	0.629
1_MACS_peak_8710_lociStitched	chr3(.):29977755-29978784	0.5977
1_MACS_peak_8711_lociStitched	chr3(.):30395239-30396203	0.6716
1_MACS_peak_8712_lociStitched	chr3(.):30647652-30649271	0.5912
6_MACS_peak_8713_lociStitched	chr3(.):30683947-30703321	0.5613
1_MACS_peak_8719_lociStitched	chr3(.):31462817-31463857	0.6934
1_MACS_peak_8720_lociStitched	chr3(.):31489761-31491224	0.7852
1_MACS_peak_8721_lociStitched	chr3(.):31572797-31574493	0.7533
1_MACS_peak_8722_lociStitched	chr3(.):31661924-31662780	0.6938
1_MACS_peak_8723_lociStitched	chr3(.):31795828-31796717	0.6794
1_MACS_peak_8724_lociStitched	chr3(.):31894751-31895466	0.6539
1_MACS_peak_8725_lociStitched	chr3(.):31993289-31994348	0.6863
1_MACS_peak_8726_lociStitched	chr3(.):32139139-32139793	0.4594
1_MACS_peak_8727_lociStitched	chr3(.):32464499-32465825	0.7198
1_MACS_peak_8728_lociStitched	chr3(.):32474099-32475310	0.7741
1_MACS_peak_8729_lociStitched	chr3(.):32535185-32536322	0.8633
1_MACS_peak_8730_lociStitched	chr3(.):33180321-33181371	0.5894
1_MACS_peak_8731_lociStitched	chr3(.):33278675-33279656	0.7187
1_MACS_peak_8732_lociStitched	chr3(.):33480825-33481885	0.5126
1_MACS_peak_8733_lociStitched	chr3(.):33700245-33701343	0.795
1_MACS_peak_8734_lociStitched	chr3(.):33759000-33760305	0.7455
1_MACS_peak_8735_lociStitched	chr3(.):33770969-33772204	1.1102
1_MACS_peak_8736_lociStitched	chr3(.):33787660-33788546	0.5394
1_MACS_peak_8737_lociStitched	chr3(.):34097467-34099286	0.7261
1_MACS_peak_8738_lociStitched	chr3(.):34364597-34365658	0.7926
1_MACS_peak_8739_lociStitched	chr3(.):34403096-34404110	0.9383
1_MACS_peak_8740_lociStitched	chr3(.):35337671-35338700	1.0887
1_MACS_peak_8741_lociStitched	chr3(.):36953352-36954579	1.1512
1_MACS_peak_8742_lociStitched	chr3(.):37283969-37286021	0.6272
1_MACS_peak_8743_lociStitched	chr3(.):37949044-37950159	1.1689
1_MACS_peak_8744_lociStitched	chr3(.):38205901-38207548	0.6782
1_MACS_peak_8745_lociStitched	chr3(.):39193543-39195590	0.7028
1_MACS_peak_8746_lociStitched	chr3(.):39222120-39223051	0.809
2_MACS_peak_8747_lociStitched	chr3(.):39256816-39263366	0.7292
2_MACS_peak_8749_lociStitched	chr3(.):39296729-39303194	0.4829
1_MACS_peak_8751_lociStitched	chr3(.):39424397-39426113	0.6617
1_MACS_peak_8752_lociStitched	chr3(.):39447442-39449042	0.8876
1_MACS_peak_8753_lociStitched	chr3(.):40226330-40227351	0.9538
1_MACS_peak_8754_lociStitched	chr3(.):40368729-40369625	1.2568
1_MACS_peak_8755_lociStitched	chr3(.):40664752-40665952	0.7218
1_MACS_peak_8756_lociStitched	chr3(.):41012342-41014008	1.2971
1_MACS_peak_8757_lociStitched	chr3(.):41563843-41564831	0.7949
1_MACS_peak_8758_lociStitched	chr3(.):41834102-41835026	0.6861
1_MACS_peak_8759_lociStitched	chr3(.):42003092-42004310	0.7075
1_MACS_peak_8760_lociStitched	chr3(.):42053749-42055196	0.7463
2_MACS_peak_8761_lociStitched	chr3(.):42107866-42114440	0.4206
2_MACS_peak_8763_lociStitched	chr3(.):42233685-42238189	0.645
1_MACS_peak_8765_lociStitched	chr3(.):42255697-42256708	0.8262
1_MACS_peak_8766_lociStitched	chr3(.):42531337-42532654	1.1802
1_MACS_peak_8767_lociStitched	chr3(.):42622821-42624280	0.6483
1_MACS_peak_8768_lociStitched	chr3(.):42813996-42815267	0.671
1_MACS_peak_8769_lociStitched	chr3(.):43221298-43222235	0.6337
1_MACS_peak_8770_lociStitched	chr3(.):43327495-43328338	0.5296
1_MACS_peak_8771_lociStitched	chr3(.):43731470-43732786	0.6258
1_MACS_peak_8772_lociStitched	chr3(.):43998975-43999919	0.5721
1_MACS_peak_8773_lociStitched	chr3(.):44038581-44040940	0.51
1_MACS_peak_8774_lociStitched	chr3(.):44086733-44088120	1.2088
2_MACS_peak_8775_lociStitched	chr3(.):44169145-44172469	0.8445
1_MACS_peak_8777_lociStitched	chr3(.):44225167-44228225	0.7895
1_MACS_peak_8778_lociStitched	chr3(.):44379283-44380632	0.6695
1_MACS_peak_8779_lociStitched	chr3(.):44480832-44481728	0.7544
1_MACS_peak_8780_lociStitched	chr3(.):44902758-44903649	0.5812
1_MACS_peak_8781_lociStitched	chr3(.):45158904-45159811	0.6222
1_MACS_peak_8782_lociStitched	chr3(.):45594336-45596695	1.4249
2_MACS_peak_8783_lociStitched	chr3(.):45608963-45611156	0.8434
1_MACS_peak_8785_lociStitched	chr3(.):45638027-45639376	0.8464
1_MACS_peak_8786_lociStitched	chr3(.):45652778-45655419	1.096
2_MACS_peak_8787_lociStitched	chr3(.):45695291-45700173	0.7099
1_MACS_peak_8789_lociStitched	chr3(.):45729282-45732636	0.6552
1_MACS_peak_8790_lociStitched	chr3(.):45894088-45895009	0.8237
1_MACS_peak_8791_lociStitched	chr3(.):45911094-45912259	1.2558
1_MACS_peak_8792_lociStitched	chr3(.):46019532-46021382	0.8036
1_MACS_peak_8793_lociStitched	chr3(.):46106440-46107674	0.797
2_MACS_peak_8794_lociStitched	chr3(.):46133568-46140804	0.5575
1_MACS_peak_8796_lociStitched	chr3(.):46148522-46149978	0.6762
1_MACS_peak_8797_lociStitched	chr3(.):46227948-46229122	0.6892
2_MACS_peak_8798_lociStitched	chr3(.):46246089-46256006	0.7133
2_MACS_peak_8800_lociStitched	chr3(.):46330599-46336740	0.7526
1_MACS_peak_8802_lociStitched	chr3(.):46345963-46347201	0.9324
1_MACS_peak_8803_lociStitched	chr3(.):46355727-46356716	0.6432
1_MACS_peak_8804_lociStitched	chr3(.):46362657-46363656	0.6594
1_MACS_peak_8805_lociStitched	chr3(.):46390720-46392600	1.5956
1_MACS_peak_8806_lociStitched	chr3(.):46409501-46410648	0.8439
4_MACS_peak_8807_lociStitched	chr3(.):46424772-46438408	0.4459
1_MACS_peak_8811_lociStitched	chr3(.):46457036-46458843	1.4577
1_MACS_peak_8812_lociStitched	chr3(.):46481712-46483177	1.1385
2_MACS_peak_8813_lociStitched	chr3(.):46579150-46588064	0.8313
1_MACS_peak_8815_lociStitched	chr3(.):46599278-46600381	0.7168
1_MACS_peak_8816_lociStitched	chr3(.):46788137-46788864	0.413
1_MACS_peak_8817_lociStitched	chr3(.):46794431-46795431	0.8752
1_MACS_peak_8818_lociStitched	chr3(.):46850123-46851201	0.5631
1_MACS_peak_8819_lociStitched	chr3(.):47028918-47030053	0.8438
1_MACS_peak_8820_lociStitched	chr3(.):47079425-47080622	0.6731
1_MACS_peak_8821_lociStitched	chr3(.):47216814-47217886	0.7273
1_MACS_peak_8822_lociStitched	chr3(.):47323437-47324681	0.6528
1_MACS_peak_8823_lociStitched	chr3(.):47421632-47423125	0.6521
1_MACS_peak_8824_lociStitched	chr3(.):47554087-47555664	0.5443
1_MACS_peak_8825_lociStitched	chr3(.):47563286-47564296	0.6438
1_MACS_peak_8826_lociStitched	chr3(.):47822387-47824310	0.6849
1_MACS_peak_8827_lociStitched	chr3(.):48075191-48076443	1.0267
1_MACS_peak_8828_lociStitched	chr3(.):48130133-48131288	0.5981
1_MACS_peak_8829_lociStitched	chr3(.):48153571-48154609	0.8584
1_MACS_peak_8830_lociStitched	chr3(.):48487805-48488664	0.4523
1_MACS_peak_8831_lociStitched	chr3(.):48513359-48515106	0.8019
1_MACS_peak_8832_lociStitched	chr3(.):48690267-48691497	1.1919
1_MACS_peak_8833_lociStitched	chr3(.):48700680-48701750	0.8623
1_MACS_peak_8834_lociStitched	chr3(.):48955228-48956835	0.932
1_MACS_peak_8835_lociStitched	chr3(.):49043985-49045327	0.6256
1_MACS_peak_8836_lociStitched	chr3(.):49057285-49060000	0.5679
1_MACS_peak_8837_lociStitched	chr3(.):49130987-49132510	0.6597
1_MACS_peak_8838_lociStitched	chr3(.):49157829-49158637	0.5446
1_MACS_peak_8839_lociStitched	chr3(.):49275534-49276642	0.6904
1_MACS_peak_8840_lociStitched	chr3(.):49382191-49383254	0.7645
1_MACS_peak_8841_lociStitched	chr3(.):49449277-49450519	0.7034
1_MACS_peak_8842_lociStitched	chr3(.):49481043-49482353	1.3896
1_MACS_peak_8843_lociStitched	chr3(.):49710688-49712025	0.6741
1_MACS_peak_8844_lociStitched	chr3(.):49760818-49762595	0.635
1_MACS_peak_8845_lociStitched	chr3(.):49983738-49984855	0.63
1_MACS_peak_8846_lociStitched	chr3(.):50374045-50376000	0.6378
1_MACS_peak_8847_lociStitched	chr3(.):50606102-50607181	0.6877
1_MACS_peak_8848_lociStitched	chr3(.):51638957-51639872	0.5821
1_MACS_peak_8849_lociStitched	chr3(.):51824927-51825965	0.6108
1_MACS_peak_8850_lociStitched	chr3(.):52286942-52288189	0.9837
1_MACS_peak_8851_lociStitched	chr3(.):52312449-52313405	0.5423
1_MACS_peak_8852_lociStitched	chr3(.):52321085-52322640	0.7222
1_MACS_peak_8853_lociStitched	chr3(.):52347268-52348426	1.0406
2_MACS_peak_8854_lociStitched	chr3(.):52739363-52745280	0.6449
1_MACS_peak_8856_lociStitched	chr3(.):52754702-52755611	0.5869
1_MACS_peak_8857_lociStitched	chr3(.):53017175-53018210	0.7355
1_MACS_peak_8858_lociStitched	chr3(.):53136349-53137478	0.6632
1_MACS_peak_8859_lociStitched	chr3(.):53214703-53215277	0.5559
1_MACS_peak_8860_lociStitched	chr3(.):53229779-53231773	0.8921
1_MACS_peak_8861_lociStitched	chr3(.):53303634-53304913	1.0384
1_MACS_peak_8862_lociStitched	chr3(.):53381097-53382122	0.5553
1_MACS_peak_8863_lociStitched	chr3(.):53440768-53441656	0.5736
1_MACS_peak_8864_lociStitched	chr3(.):53924958-53926626	0.9395
1_MACS_peak_8865_lociStitched	chr3(.):54687166-54688616	0.9768
1_MACS_peak_8866_lociStitched	chr3(.):55692541-55693644	0.7902
1_MACS_peak_8867_lociStitched	chr3(.):55721910-55722886	1.0295
1_MACS_peak_8868_lociStitched	chr3(.):56039222-56040083	0.5864
1_MACS_peak_8869_lociStitched	chr3(.):56191460-56192425	0.7647
1_MACS_peak_8870_lociStitched	chr3(.):56238834-56240244	1.5467
1_MACS_peak_8871_lociStitched	chr3(.):56716630-56717939	0.5811
1_MACS_peak_8872_lociStitched	chr3(.):56758922-56759919	0.8872
1_MACS_peak_8873_lociStitched	chr3(.):56949676-56952975	0.9743
1_MACS_peak_8874_lociStitched	chr3(.):57541211-57542434	0.9535
1_MACS_peak_8875_lociStitched	chr3(.):57582487-57584180	0.9532
1_MACS_peak_8876_lociStitched	chr3(.):58020484-58021519	0.6914
1_MACS_peak_8877_lociStitched	chr3(.):58027162-58028233	0.9494
1_MACS_peak_8878_lociStitched	chr3(.):58181940-58182906	1.0652
1_MACS_peak_8879_lociStitched	chr3(.):58199931-58201313	1.2519
1_MACS_peak_8880_lociStitched	chr3(.):58318146-58319054	0.6038
1_MACS_peak_8881_lociStitched	chr3(.):59371696-59372778	0.868
1_MACS_peak_8882_lociStitched	chr3(.):59392415-59393912	0.5949
1_MACS_peak_8883_lociStitched	chr3(.):59410124-59411111	0.9135
1_MACS_peak_8884_lociStitched	chr3(.):59436296-59438338	1.372
1_MACS_peak_8885_lociStitched	chr3(.):59769138-59770070	0.6283
1_MACS_peak_8886_lociStitched	chr3(.):59996359-59997267	0.7764
1_MACS_peak_8887_lociStitched	chr3(.):60541264-60541927	0.5608
1_MACS_peak_8888_lociStitched	chr3(.):60643558-60644397	0.6148
2_MACS_peak_8889_lociStitched	chr3(.):61339966-61344742	0.3126
1_MACS_peak_8891_lociStitched	chr3(.):61545972-61547463	0.5426
2_MACS_peak_8892_lociStitched	chr3(.):61616361-61624101	0.6229
1_MACS_peak_8894_lociStitched	chr3(.):61862950-61863516	0.6177
1_MACS_peak_8895_lociStitched	chr3(.):61880372-61881417	0.7797
1_MACS_peak_8896_lociStitched	chr3(.):62803313-62804820	0.92
1_MACS_peak_8897_lociStitched	chr3(.):62820907-62821759	0.5207
1_MACS_peak_8898_lociStitched	chr3(.):63896998-63898289	0.5358
1_MACS_peak_8899_lociStitched	chr3(.):63923163-63924370	0.7355
1_MACS_peak_8900_lociStitched	chr3(.):64016206-64017006	0.4883
1_MACS_peak_8901_lociStitched	chr3(.):64147017-64148000	0.637
1_MACS_peak_8902_lociStitched	chr3(.):64181661-64182874	0.8666
1_MACS_peak_8903_lociStitched	chr3(.):64342668-64343956	0.8669
1_MACS_peak_8904_lociStitched	chr3(.):64519170-64520200	0.7218
1_MACS_peak_8905_lociStitched	chr3(.):64845352-64846199	0.6078
1_MACS_peak_8906_lociStitched	chr3(.):65874629-65875396	0.3945
1_MACS_peak_8907_lociStitched	chr3(.):66023648-66025200	0.6028
1_MACS_peak_8908_lociStitched	chr3(.):66126382-66126971	0.5838
1_MACS_peak_8909_lociStitched	chr3(.):66270969-66272064	0.6156
1_MACS_peak_8910_lociStitched	chr3(.):66519319-66520401	0.7977
2_MACS_peak_8911_lociStitched	chr3(.):66530908-66534548	0.5066
1_MACS_peak_8913_lociStitched	chr3(.):66546765-66547730	1.1576
1_MACS_peak_8914_lociStitched	chr3(.):67049971-67051218	0.8984
1_MACS_peak_8915_lociStitched	chr3(.):67066795-67067790	0.7095
1_MACS_peak_8916_lociStitched	chr3(.):67080779-67082166	0.8967
1_MACS_peak_8917_lociStitched	chr3(.):69133318-69134487	0.6912
1_MACS_peak_8918_lociStitched	chr3(.):69144519-69145573	0.8089
1_MACS_peak_8919_lociStitched	chr3(.):69227777-69229226	0.9524
2_MACS_peak_8920_lociStitched	chr3(.):69289585-69293012	1.0182
2_MACS_peak_8922_lociStitched	chr3(.):69369720-69376877	0.5665
1_MACS_peak_8924_lociStitched	chr3(.):69416962-69418159	1.0766
1_MACS_peak_8925_lociStitched	chr3(.):69812948-69814184	0.8701
1_MACS_peak_8926_lociStitched	chr3(.):70432011-70433226	0.8829
1_MACS_peak_8927_lociStitched	chr3(.):70550406-70551506	1.5864
1_MACS_peak_8928_lociStitched	chr3(.):70707592-70708962	1.0099
1_MACS_peak_8929_lociStitched	chr3(.):70820579-70821603	1.1884
1_MACS_peak_8930_lociStitched	chr3(.):71031357-71032621	1.1053
1_MACS_peak_8931_lociStitched	chr3(.):71059118-71061541	1.4843
2_MACS_peak_8932_lociStitched	chr3(.):71112529-71115194	0.5455
1_MACS_peak_8934_lociStitched	chr3(.):71440929-71442245	1.4584
1_MACS_peak_8935_lociStitched	chr3(.):71470168-71472047	1.1871
2_MACS_peak_8936_lociStitched	chr3(.):71492518-71500013	0.439
1_MACS_peak_8938_lociStitched	chr3(.):71612534-71613885	1.1487
1_MACS_peak_8939_lociStitched	chr3(.):71635759-71636725	0.6325
1_MACS_peak_8940_lociStitched	chr3(.):71772056-71774315	0.7615
1_MACS_peak_8941_lociStitched	chr3(.):71923879-71925211	0.7791
1_MACS_peak_8942_lociStitched	chr3(.):72126314-72127393	0.573
1_MACS_peak_8943_lociStitched	chr3(.):72212578-72214162	1.1247
1_MACS_peak_8944_lociStitched	chr3(.):72225328-72226321	0.927
2_MACS_peak_8945_lociStitched	chr3(.):72494972-72497021	0.5288
1_MACS_peak_8947_lociStitched	chr3(.):72805671-72806675	1.1056
1_MACS_peak_8948_lociStitched	chr3(.):72865769-72866668	0.907
1_MACS_peak_8949_lociStitched	chr3(.):72896872-72898591	0.984
2_MACS_peak_8950_lociStitched	chr3(.):73497347-73501621	0.971
1_MACS_peak_8952_lociStitched	chr3(.):73533624-73534476	0.5935
2_MACS_peak_8953_lociStitched	chr3(.):73613143-73618160	0.3213
1_MACS_peak_8955_lociStitched	chr3(.):74263076-74264447	0.8623
1_MACS_peak_8956_lociStitched	chr3(.):74879834-74880610	0.4308
1_MACS_peak_8957_lociStitched	chr3(.):75149819-75151443	1.9617
1_MACS_peak_8958_lociStitched	chr3(.):75229315-75230254	1.0355
1_MACS_peak_8959_lociStitched	chr3(.):75290385-75291138	0.5842
1_MACS_peak_8960_lociStitched	chr3(.):75483803-75485505	0.471
1_MACS_peak_8961_lociStitched	chr3(.):75550930-75553122	0.9721
1_MACS_peak_8962_lociStitched	chr3(.):75653416-75654417	0.6673
1_MACS_peak_8963_lociStitched	chr3(.):75670316-75672030	1.7482
2_MACS_peak_8964_lociStitched	chr3(.):76582654-76587682	0.2822
1_MACS_peak_8966_lociStitched	chr3(.):76717541-76718507	0.6651
1_MACS_peak_8967_lociStitched	chr3(.):79066110-79067197	0.8367
1_MACS_peak_8968_lociStitched	chr3(.):79582957-79584019	0.5737
1_MACS_peak_8969_lociStitched	chr3(.):79612629-79613853	0.5971
1_MACS_peak_8970_lociStitched	chr3(.):81809740-81811288	0.6722
1_MACS_peak_8971_lociStitched	chr3(.):82794393-82795371	0.6165
1_MACS_peak_8972_lociStitched	chr3(.):83051845-83052859	0.736
1_MACS_peak_8973_lociStitched	chr3(.):83279687-83280578	0.4156
1_MACS_peak_8974_lociStitched	chr3(.):85633702-85634674	0.9396
1_MACS_peak_8975_lociStitched	chr3(.):86217205-86218394	1.0896
1_MACS_peak_8976_lociStitched	chr3(.):87723169-87724636	1.04
1_MACS_peak_8977_lociStitched	chr3(.):88482515-88483765	0.4405
1_MACS_peak_8978_lociStitched	chr3(.):88489666-88490614	0.8673
1_MACS_peak_8979_lociStitched	chr3(.):88570549-88571363	0.4234
1_MACS_peak_8980_lociStitched	chr3(.):90054398-90055073	0.5366
1_MACS_peak_8981_lociStitched	chr3(.):90089466-90090191	0.7347
1_MACS_peak_8982_lociStitched	chr3(.):93596753-93597622	0.5601
