REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_3693_lociStitched	chr1	30552600	30554690	1	2091	2119.26	118.712
3_MACS_peak_4332_lociStitched	chr1	53948199	53950289	3	1866	1623.93	189.77200000000002
2_MACS_peak_20800_lociStitched	chr2	127809922	127812012	2	1574	1780.68	126.445
1_MACS_peak_34162_lociStitched	chr9	140436838	140438928	1	2091	2376.33	271.491
3_MACS_peak_25666_lociStitched	chr3	10989114	10991203	3	1986	1805.9405000000002	76.87519999999999
2_MACS_peak_28421_lociStitched	chr6	32168037	32170126	2	2059	1995.2039	240.44389999999999
2_MACS_peak_34083_lociStitched	chr9	140016106	140018195	2	1239	1525.5966999999998	388.97180000000003
2_MACS_peak_25474_lociStitched	chr22	49765388	49767476	2	1642	1766.2392	224.25119999999998
1_MACS_peak_26424_lociStitched	chr4	1748548	1750636	1	2089	2575.1304	230.0976
1_MACS_peak_4436_lociStitched	chr1	151117053	151119138	1	2086	3071.8305	350.28000000000003
1_MACS_peak_9402_lociStitched	chr13	113797091	113799176	1	2086	2168.1915	125.1
2_MACS_peak_28290_lociStitched	chr6	7724055	7726140	2	1816	1742.0175000000002	291.483
2_MACS_peak_29949_lociStitched	chr7	145697204	145699289	2	2012	2146.299	375.0915
2_MACS_peak_16395_lociStitched	chr19	4728306	4730390	2	1320	1611.5572	393.0424
3_MACS_peak_18919_lociStitched	chr19	42005166	42007250	3	1580	1895.6064	255.91520000000003
4_MACS_peak_12114_lociStitched	chr16	87540090	87542173	4	1859	1539.7536	102.69189999999999
3_MACS_peak_26727_lociStitched	chr4	6566050	6568132	3	1211	1539.0144	160.7304
1_MACS_peak_29873_lociStitched	chr7	123171946	123174028	1	2083	2583.762	481.5666
2_MACS_peak_13_lociStitched	chr1	132079	134160	2	1279	1142.469	236.6097
2_MACS_peak_6241_lociStitched	chr11	548091	550172	2	1912	1951.3537	188.7467
2_MACS_peak_32410_lociStitched	chr9	128988083	128990164	2	2013	2288.4757	180.2146
3_MACS_peak_1284_lociStitched	chr1	7491602	7493682	3	1647	1833.104	200.09599999999998
2_MACS_peak_30389_lociStitched	chr7	156232375	156234455	2	1905	1795.248	267.904
3_MACS_peak_9461_lociStitched	chr13	114322322	114324401	3	2034	1977.7527	150.9354
2_MACS_peak_10634_lociStitched	chr15	89399425	89401504	2	1299	1780.6635	200.4156
1_MACS_peak_11201_lociStitched	chr16	11304106	11306185	1	2080	1819.125	266.112
1_MACS_peak_26340_lociStitched	chr3	197819209	197821288	1	2080	2322.243	429.9372
2_MACS_peak_9490_lociStitched	chr14	23884743	23886821	2	1157	1470.3928	155.4344
3_MACS_peak_11216_lociStitched	chr16	19179637	19181715	3	1667	1678.6083999999998	66.91159999999999
1_MACS_peak_1091_lociStitched	chr1	6532667	6534744	1	2078	2478.0687000000003	139.3667
2_MACS_peak_16668_lociStitched	chr19	6091500	6093577	2	2015	2007.4205	286.8337
1_MACS_peak_5649_lociStitched	chr10	102808222	102810297	1	2076	2092.015	323.7
3_MACS_peak_12522_lociStitched	chr17	201948	204021	3	1411	1949.0346000000002	126.453
3_MACS_peak_14378_lociStitched	chr17	61529307	61531379	3	1284	1908.9336	209.6864
3_MACS_peak_13243_lociStitched	chr17	17302271	17304342	3	1472	1590.7351	181.21249999999998
2_MACS_peak_22584_lociStitched	chr20	60942569	60944640	2	1642	2410.644	290.1471
2_MACS_peak_27194_lociStitched	chr4	8205714	8207785	2	1846	1918.5744	66.47909999999999
2_MACS_peak_6943_lociStitched	chr11	62676747	62678817	2	2000	1980.576	203.481
3_MACS_peak_7746_lociStitched	chr11	70487726	70489795	3	1437	1710.4423	81.3117
2_MACS_peak_31358_lociStitched	chr8	97155716	97157784	2	1662	1628.7567999999999	141.65800000000002
3_MACS_peak_26479_lociStitched	chr4	3550734	3552801	3	1302	1710.6492	164.1198
2_MACS_peak_3844_lociStitched	chr1	31089960	31092026	2	1330	1420.1684	119.0016
3_MACS_peak_26982_lociStitched	chr4	7632882	7634947	3	1652	1602.44	131.74699999999999
2_MACS_peak_4072_lociStitched	chr1	37252813	37254877	2	1282	1396.296	236.53439999999998
3_MACS_peak_26740_lociStitched	chr4	6763034	6765098	3	1629	1699.4976000000001	140.352
1_MACS_peak_4348_lociStitched	chr1	55504988	55507051	1	2064	2494.7859000000003	125.01780000000001
2_MACS_peak_4459_lociStitched	chr1	153657960	153660023	2	1561	1698.2616	295.4216
3_MACS_peak_14215_lociStitched	chr17	47640221	47642284	3	1855	1819.9786	322.8595
2_MACS_peak_22492_lociStitched	chr20	60409176	60411239	2	1186	1716.2096999999999	132.8572
3_MACS_peak_28815_lociStitched	chr6	167787586	167789648	3	1150	1312.463	65.984
2_MACS_peak_21294_lociStitched	chr20	1447890	1449951	2	2052	1940.6376	295.5474
1_MACS_peak_4509_lociStitched	chr1	156336477	156338536	1	2060	2378.3509	377.0029
3_MACS_peak_285_lociStitched	chr1	2483322	2485380	3	1692	1591.0398	126.9786
2_MACS_peak_3289_lociStitched	chr1	23147525	23149582	2	1214	1280.4825	156.7434
3_MACS_peak_22298_lociStitched	chr20	58019213	58021268	3	1404	1828.128	133.3695
2_MACS_peak_30503_lociStitched	chr7	157435971	157438026	2	1351	1968.8954999999999	280.0965
2_MACS_peak_4212_lociStitched	chr1	37826856	37828910	2	1477	1465.7344	170.482
2_MACS_peak_11986_lociStitched	chr16	85792282	85794336	2	1692	2009.0174	108.24579999999999
2_MACS_peak_5743_lociStitched	chr10	124903138	124905190	2	1169	1424.7036	183.654
2_MACS_peak_19524_lociStitched	chr19	48404509	48406561	2	1763	1836.3348	194.5296
1_MACS_peak_7034_lociStitched	chr11	64253181	64255232	1	2052	2140.2185000000004	110.3438
2_MACS_peak_631_lociStitched	chr1	3834457	3836506	2	1311	1494.1308	140.7663
2_MACS_peak_16721_lociStitched	chr19	6315755	6317802	2	1417	1680.1776	326.90590000000003
2_MACS_peak_19452_lociStitched	chr19	48095493	48097540	2	1511	1360.0268	245.64
3_MACS_peak_26141_lociStitched	chr3	126853491	126855538	3	1120	1389.913	144.1088
2_MACS_peak_11229_lociStitched	chr16	25035919	25037965	2	1235	1713.3204	211.761
1_MACS_peak_26273_lociStitched	chr3	187653864	187655909	1	2046	1973.6295	404.092
2_MACS_peak_31816_lociStitched	chr8	143640292	143642337	2	1698	2033.957	163.80450000000002
3_MACS_peak_33221_lociStitched	chr9	136328911	136330956	3	1499	1549.4965	198.774
3_MACS_peak_34103_lociStitched	chr9	140144836	140146881	3	1352	1446.2240000000002	169.5305
2_MACS_peak_2433_lociStitched	chr1	18383872	18385916	2	1171	1467.1832	196.0196
3_MACS_peak_14900_lociStitched	chr17	74592650	74594694	3	1456	1700.1992	247.93720000000002
2_MACS_peak_18866_lociStitched	chr19	41642115	41644159	2	1942	1824.6788000000001	96.068
3_MACS_peak_19232_lociStitched	chr19	46427110	46429153	3	1790	1855.6569	180.6012
2_MACS_peak_19371_lociStitched	chr19	47016663	47018706	2	1776	1970.8821	200.8269
2_MACS_peak_21030_lociStitched	chr2	232259715	232261758	2	1791	1940.0328	99.6984
1_MACS_peak_21516_lociStitched	chr20	31892440	31894483	1	2044	1757.3886	180.8055
2_MACS_peak_19846_lociStitched	chr19	50394337	50396379	2	1165	1486.9843999999998	267.0936
2_MACS_peak_30_lociStitched	chr1	807904	809945	2	1766	1691.1726	274.92269999999996
2_MACS_peak_4818_lociStitched	chr1	204965514	204967555	2	1891	2064.6756	334.9281
2_MACS_peak_18602_lociStitched	chr19	38975754	38977795	2	1322	1601.5727	134.9101
3_MACS_peak_17804_lociStitched	chr19	17539349	17541389	3	1878	2120.1719999999996	147.084
2_MACS_peak_29522_lociStitched	chr7	99583538	99585578	2	1899	2139.96	237.048
2_MACS_peak_4761_lociStitched	chr1	202619718	202621757	2	1364	1558.6116	242.641
2_MACS_peak_29058_lociStitched	chr7	1663500	1665538	2	1602	1730.6696	179.14020000000002
1_MACS_peak_33310_lociStitched	chr9	136861065	136863103	1	2039	2349.814	202.5772
2_MACS_peak_3537_lociStitched	chr1	29778208	29780245	2	1069	1544.6571	179.256
3_MACS_peak_11880_lociStitched	chr16	85381938	85383975	3	1502	1759.7643	74.3505
2_MACS_peak_904_lociStitched	chr1	5523488	5525523	2	1103	1371.183	88.1155
3_MACS_peak_11709_lociStitched	chr16	84966172	84968206	3	1648	1619.064	121.023
2_MACS_peak_25564_lociStitched	chr22	50528578	50530612	2	1783	1928.232	282.3192
2_MACS_peak_1277_lociStitched	chr1	7478494	7480527	2	1657	1777.4519	92.5015
2_MACS_peak_15042_lociStitched	chr17	75932717	75934750	2	1101	1663.6039	198.0142
2_MACS_peak_26345_lociStitched	chr3	197873782	197875815	2	1731	1742.0777	385.0502
2_MACS_peak_13345_lociStitched	chr17	19356407	19358439	2	1963	2001.52	191.008
2_MACS_peak_18326_lociStitched	chr19	35583455	35585485	2	1091	1548.6870000000001	260.855
2_MACS_peak_23046_lociStitched	chr21	43810866	43812896	2	1946	2275.427	266.74199999999996
2_MACS_peak_3974_lociStitched	chr1	33167331	33169360	2	1578	1629.4899	170.436
2_MACS_peak_19208_lociStitched	chr19	46171313	46173342	2	2017	2043.8117000000002	356.69820000000004
2_MACS_peak_20324_lociStitched	chr19	56263505	56265532	2	1482	1565.2494	175.7409
2_MACS_peak_27636_lociStitched	chr5	1003899	1005926	2	1284	1674.9101	165.4032
1_MACS_peak_10666_lociStitched	chr15	93614276	93616302	1	2027	1721.087	129.8666
2_MACS_peak_30700_lociStitched	chr7	158251693	158253719	2	1692	1800.7088	218.2002
2_MACS_peak_15838_lociStitched	chr19	306521	308546	2	1343	1629.1125	171.51749999999998
1_MACS_peak_11414_lociStitched	chr16	31226216	31228240	1	2025	2324.3616	163.94400000000002
1_MACS_peak_17872_lociStitched	chr19	17749756	17751779	1	2024	2363.6732	155.16410000000002
2_MACS_peak_7718_lociStitched	chr11	70383371	70385393	2	1433	1807.2636	133.6542
3_MACS_peak_9885_lociStitched	chr14	105321849	105323871	3	1755	1939.3002	83.10419999999999
2_MACS_peak_9955_lociStitched	chr14	105611436	105613458	2	1539	1863.0708	59.2446
2_MACS_peak_33354_lociStitched	chr9	137096590	137098612	2	1718	1803.624	148.617
4_MACS_peak_18153_lociStitched	chr19	30339061	30341082	4	1526	1571.5295999999998	195.2286
2_MACS_peak_30072_lociStitched	chr7	151572183	151574204	2	1974	1872.6586	193.6118
2_MACS_peak_3998_lociStitched	chr1	35250399	35252419	2	1389	1673.974	210.07999999999998
2_MACS_peak_19755_lociStitched	chr19	49699711	49701731	2	1625	1611.758	205.434
2_MACS_peak_22954_lociStitched	chr21	43046243	43048263	2	1055	1381.882	256.54
1_MACS_peak_20642_lociStitched	chr2	74724739	74726758	1	2020	2210.1993	191.4012
2_MACS_peak_12549_lociStitched	chr17	397025	399043	2	1914	1958.8726	133.7934
1_MACS_peak_12990_lociStitched	chr17	7075794	7077812	1	2019	2258.9492	151.1482
2_MACS_peak_831_lociStitched	chr1	4756675	4758692	2	1141	1526.6673	154.3005
1_MACS_peak_4648_lociStitched	chr1	180881022	180883039	1	2018	2562.3968	204.5238
1_MACS_peak_2884_lociStitched	chr1	20662614	20664629	1	2016	1467.3229999999999	197.47
2_MACS_peak_30424_lociStitched	chr7	157223482	157225497	2	1830	2137.7135	142.662
2_MACS_peak_31617_lociStitched	chr8	142898244	142900259	2	1809	1823.172	200.291
3_MACS_peak_11697_lociStitched	chr16	84931115	84933129	3	1638	1520.7714	96.0678
2_MACS_peak_21871_lociStitched	chr20	49211525	49213539	2	1853	1964.4556	277.32779999999997
2_MACS_peak_32363_lociStitched	chr9	124460817	124462831	2	1273	1572.3298	153.2654
3_MACS_peak_23952_lociStitched	chr22	26707219	26709231	3	1145	1527.3092	117.70200000000001
3_MACS_peak_30643_lociStitched	chr7	158049181	158051193	3	1100	1368.3612	237.416
2_MACS_peak_1424_lociStitched	chr1	8181478	8183489	2	1093	1331.2820000000002	181.1911
3_MACS_peak_13246_lociStitched	chr17	17305852	17307863	3	1737	1854.9464	177.3702
2_MACS_peak_34274_lociStitched	chrX	53349183	53351194	2	1771	1655.2541	88.8862
1_MACS_peak_11163_lociStitched	chr16	5009103	5011112	1	2010	1723.722	227.21790000000001
1_MACS_peak_11468_lociStitched	chr16	49313372	49315381	1	2010	2322.6049	238.0665
2_MACS_peak_25709_lociStitched	chr3	13549407	13551416	2	1088	1490.0753	171.1668
2_MACS_peak_30480_lociStitched	chr7	157394992	157397001	2	1722	2048.7782	177.1938
2_MACS_peak_8014_lociStitched	chr11	74441292	74443300	2	1868	1834.1072	90.1592
1_MACS_peak_11196_lociStitched	chr16	10275728	10277736	1	2009	2566.224	212.84799999999998
2_MACS_peak_20402_lociStitched	chr2	927989	929997	2	1030	1176.4872	127.3072
1_MACS_peak_8075_lociStitched	chr11	76380489	76382496	1	2008	2969.7579	262.91700000000003
2_MACS_peak_28272_lociStitched	chr6	2546311	2548317	2	1049	1575.713	229.4864
2_MACS_peak_30103_lociStitched	chr7	154631570	154633576	2	1156	1508.3114	150.24939999999998
2_MACS_peak_28100_lociStitched	chr5	177421392	177423397	2	1055	1363.4	187.4675
3_MACS_peak_21051_lociStitched	chr2	233364583	233366587	3	1172	1382.1588	132.0636
3_MACS_peak_21930_lociStitched	chr20	55864695	55866697	3	1395	1743.1414	173.5734
2_MACS_peak_7969_lociStitched	chr11	71289091	71291092	2	1884	1580.1897	218.3091
3_MACS_peak_9610_lociStitched	chr14	101177291	101179292	3	1650	1686.4428	97.0485
3_MACS_peak_21039_lociStitched	chr2	233243983	233245984	3	1361	1225.8126	58.029
3_MACS_peak_4170_lociStitched	chr1	37540493	37542493	3	1663	1668.4	187.79999999999998
2_MACS_peak_3864_lociStitched	chr1	31143688	31145687	2	1466	1487.8556999999998	140.1299
1_MACS_peak_28258_lociStitched	chr6	370821	372820	1	2000	6962.3171	1581.4089000000001
2_MACS_peak_34152_lociStitched	chr9	140381156	140383154	2	1770	1858.3398	182.41740000000001
1_MACS_peak_4893_lociStitched	chr1	212872189	212874186	1	1998	2780.6228	384.22279999999995
3_MACS_peak_8186_lociStitched	chr11	117613870	117615864	3	1550	1707.6616000000001	202.39100000000002
1_MACS_peak_4777_lociStitched	chr1	202780283	202782276	1	1994	2179.9434	463.3725
3_MACS_peak_30833_lociStitched	chr8	1586121	1588114	3	1570	1425.7922	129.54500000000002
3_MACS_peak_16_lociStitched	chr1	329768	331760	3	1219	970.5024000000001	137.24880000000002
2_MACS_peak_24728_lociStitched	chr22	44255362	44257354	2	1815	2288.0112	173.1048
1_MACS_peak_33879_lociStitched	chr9	138546209	138548201	1	1993	2326.656	121.31280000000001
2_MACS_peak_27054_lociStitched	chr4	7811822	7813813	2	1857	2239.0786000000003	165.25300000000001
2_MACS_peak_20379_lociStitched	chr2	484756	486746	2	1144	1204.149	172.732
2_MACS_peak_26249_lociStitched	chr3	184346662	184348652	2	1729	1994.577	261.287
2_MACS_peak_27141_lociStitched	chr4	8085523	8087513	2	1209	1461.655	93.132
2_MACS_peak_28621_lociStitched	chr6	37666781	37668769	2	1965	2119.8044	311.5196
2_MACS_peak_11076_lociStitched	chr16	4007142	4009128	2	1534	1760.9862	133.8564
2_MACS_peak_30271_lociStitched	chr7	155384158	155386144	2	1228	1437.864	207.7356
2_MACS_peak_7451_lociStitched	chr11	69359513	69361497	2	1074	1617.952	144.2368
3_MACS_peak_11283_lociStitched	chr16	28949512	28951496	3	1595	1829.8432	113.4848
3_MACS_peak_19470_lociStitched	chr19	48275763	48277746	3	1886	1530.2811000000002	235.5804
1_MACS_peak_8231_lociStitched	chr11	118400797	118402779	1	1983	2141.7492	147.659
2_MACS_peak_16962_lociStitched	chr19	8144727	8146709	2	1452	1767.5476	160.3438
2_MACS_peak_24457_lociStitched	chr22	39937612	39939594	2	1876	1820.0706	241.6058
2_MACS_peak_34373_lociStitched	chrX	153042598	153044580	2	1791	2116.1814000000004	71.5502
2_MACS_peak_5748_lociStitched	chr10	125528915	125530896	2	1042	1412.453	191.9589
1_MACS_peak_29517_lociStitched	chr7	99525340	99527321	1	1982	1966.7368000000001	311.4132
3_MACS_peak_32988_lociStitched	chr9	135335494	135337475	3	1484	1552.3116	203.2506
2_MACS_peak_4488_lociStitched	chr1	155131611	155133591	2	1407	1483.416	376.992
2_MACS_peak_6604_lociStitched	chr11	2907624	2909604	2	1969	1987.326	279.57599999999996
1_MACS_peak_7723_lociStitched	chr11	70394341	70396321	1	1981	2182.356	156.42
2_MACS_peak_16345_lociStitched	chr19	4071425	4073405	2	1596	2007.1260000000002	351.648
2_MACS_peak_259_lociStitched	chr1	2298843	2300822	2	1779	2058.9516	203.6391
2_MACS_peak_23876_lociStitched	chr22	25211363	25213341	2	1311	1486.8626000000002	225.0964
1_MACS_peak_25491_lociStitched	chr22	50097588	50099566	1	1979	2330.4795999999997	106.61420000000001
2_MACS_peak_9457_lociStitched	chr13	114082634	114084611	2	1956	1866.0902999999998	197.3046
1_MACS_peak_15622_lociStitched	chr17	79859301	79861278	1	1978	2422.0227	170.8128
2_MACS_peak_20694_lociStitched	chr2	91995798	91997775	2	1899	1867.8696	312.9591
3_MACS_peak_821_lociStitched	chr1	4725921	4727896	3	1685	1641.6200000000001	97.17
2_MACS_peak_16623_lociStitched	chr19	5816738	5818712	2	986	1026.48	198.387
2_MACS_peak_18245_lociStitched	chr19	33793805	33795778	2	1872	2003.5815000000002	146.3966
2_MACS_peak_21035_lociStitched	chr2	232706331	232708304	2	1892	1561.8268	568.2239999999999
2_MACS_peak_29234_lociStitched	chr7	5592271	5594244	2	1885	1865.6688	213.4786
3_MACS_peak_7954_lociStitched	chr11	71236925	71238897	3	1118	1112.4052000000001	95.83919999999999
3_MACS_peak_11999_lociStitched	chr16	85869096	85871068	3	1351	1469.7315999999998	74.3444
2_MACS_peak_19709_lociStitched	chr19	49369614	49371586	2	1393	1738.318	278.6436
1_MACS_peak_21531_lociStitched	chr20	34204559	34206530	1	1972	1977.7014000000001	334.67580000000004
2_MACS_peak_20853_lociStitched	chr2	137085468	137087438	2	1613	1631.948	287.423
1_MACS_peak_21635_lociStitched	chr20	43374176	43376146	1	1971	2516.478	292.939
2_MACS_peak_26277_lociStitched	chr3	194052593	194054563	2	1487	1932.373	337.264
2_MACS_peak_28969_lociStitched	chr7	1380311	1382281	2	1364	1670.56	123.519
1_MACS_peak_32255_lociStitched	chr9	38066684	38068653	1	1970	3473.1191	152.2037
2_MACS_peak_33193_lociStitched	chr9	136169042	136171011	2	1327	1313.7168	156.92929999999998
3_MACS_peak_5368_lociStitched	chr10	73234777	73236745	3	1166	1398.6576	136.776
2_MACS_peak_11056_lociStitched	chr16	3246433	3248401	2	1203	1397.4768	179.2848
3_MACS_peak_12797_lociStitched	chr17	2859665	2861633	3	1388	1450.6127999999999	149.17440000000002
2_MACS_peak_1208_lociStitched	chr1	7257517	7259484	2	1505	1903.8593	127.0682
1_MACS_peak_5454_lociStitched	chr10	73549492	73551459	1	1968	2060.8259000000003	254.92319999999998
1_MACS_peak_11569_lociStitched	chr16	67282801	67284768	1	1968	1859.2084	283.0513
1_MACS_peak_1028_lociStitched	chr1	5881962	5883928	1	1967	2032.6474	194.83059999999998
2_MACS_peak_21070_lociStitched	chr2	239476509	239478475	2	1166	1513.0336	66.0576
1_MACS_peak_30327_lociStitched	chr7	155754572	155756538	1	1967	2166.1387999999997	242.4078
2_MACS_peak_819_lociStitched	chr1	4722614	4724579	2	1009	1293.1665	114.1665
1_MACS_peak_12915_lociStitched	chr17	6558685	6560650	1	1966	2918.2215	232.263
2_MACS_peak_16670_lociStitched	chr19	6095415	6097380	2	1122	1460.1915	313.614
2_MACS_peak_9138_lociStitched	chr12	56473807	56475771	2	1941	1781.348	271.81759999999997
2_MACS_peak_10478_lociStitched	chr15	78016224	78018188	2	1727	1618.336	164.3868
2_MACS_peak_20856_lociStitched	chr2	145275925	145277889	2	1521	1620.1036	286.3512
2_MACS_peak_29514_lociStitched	chr7	98465793	98467757	2	1683	2201.8404	132.1772
2_MACS_peak_19052_lociStitched	chr19	42760509	42762472	2	1959	1894.4913	229.67100000000002
2_MACS_peak_28882_lociStitched	chr7	978189	980152	2	1423	1523.0917000000002	108.16130000000001
2_MACS_peak_1539_lociStitched	chr1	9158301	9160263	2	1317	1541.7396	183.6432
2_MACS_peak_10211_lociStitched	chr15	70011536	70013498	2	1197	1627.2828	231.516
2_MACS_peak_21610_lociStitched	chr20	39311201	39313163	2	1770	1912.7538	146.3652
2_MACS_peak_27114_lociStitched	chr4	8039222	8041183	2	1024	1584.2919	172.3719
2_MACS_peak_28154_lociStitched	chr5	178923255	178925216	2	1118	1260.3347	184.334
1_MACS_peak_31643_lociStitched	chr8	143023066	143025027	1	1962	2254.3656	143.5452
3_MACS_peak_12398_lociStitched	chr16	89151231	89153191	3	1756	1755.376	90.16
2_MACS_peak_1191_lociStitched	chr1	7186491	7188450	2	1257	1425.9560999999999	115.58099999999999
3_MACS_peak_8550_lociStitched	chr12	2035931	2037890	3	1008	1204.785	166.31910000000002
3_MACS_peak_18633_lociStitched	chr19	39066953	39068912	3	1890	1786.2162	189.6312
1_MACS_peak_14116_lociStitched	chr17	46795792	46797750	1	1959	2212.7358000000004	189.33859999999999
2_MACS_peak_27318_lociStitched	chr4	8682521	8684479	2	1264	1405.2566	142.1508
2_MACS_peak_9934_lociStitched	chr14	105537725	105539682	2	1843	1813.9433	76.7144
3_MACS_peak_10092_lociStitched	chr15	32728786	32730742	3	1485	1286.4612	132.2256
2_MACS_peak_17684_lociStitched	chr19	15926016	15927972	2	1023	1488.3204	142.59240000000003
2_MACS_peak_25819_lociStitched	chr3	14546258	14548214	2	1617	1780.9379999999999	159.80519999999999
2_MACS_peak_28887_lociStitched	chr7	991114	993070	2	1802	2049.6924	167.238
2_MACS_peak_10150_lociStitched	chr15	44072535	44074489	2	1051	1881.3111999999999	200.87120000000002
2_MACS_peak_31814_lociStitched	chr8	143636346	143638299	2	1321	1346.0076000000001	209.7522
3_MACS_peak_5251_lociStitched	chr10	71595625	71597577	3	1484	1547.7408	71.8336
2_MACS_peak_11989_lociStitched	chr16	85845586	85847537	2	1062	1381.308	85.4538
3_MACS_peak_12766_lociStitched	chr17	2672959	2674909	3	1830	2000.505	96.525
1_MACS_peak_19266_lociStitched	chr19	46492188	46494137	1	1950	1889.9453	236.4137
