#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_20088_lociStitched	chr19	54927011	54927850	1	840	912.1608	16.5283	7141	0
1_MACS_peak_14406_lociStitched	chr17	61950180	61951246	1	1067	973.6844	78.5642	7142	0
1_MACS_peak_26718_lociStitched	chr4	6539973	6540935	1	963	953.823	58.8744	7143	0
2_MACS_peak_23764_lociStitched	chr22	21746536	21748250	2	974	988.978	94.4414	7144	0
1_MACS_peak_6834_lociStitched	chr11	61061184	61062244	1	1061	1055.124	161.014	7145	0
2_MACS_peak_862_lociStitched	chr1	5045276	5046789	2	1036	1031.2608	137.3804	7146	0
2_MACS_peak_20791_lociStitched	chr2	121430817	121432314	2	922	979.4871	85.9278	7147	0
2_MACS_peak_20408_lociStitched	chr2	945442	947102	2	1079	958.152	64.74	7148	0
2_MACS_peak_22472_lociStitched	chr20	60344046	60345256	2	700	919.479	26.378	7149	0
1_MACS_peak_22464_lociStitched	chr20	60318275	60319201	1	927	905.0724	12.1306	7150	0
1_MACS_peak_4985_lociStitched	chr1	234349829	234350778	1	950	984.7773	92.2428	7151	0
2_MACS_peak_153_lociStitched	chr1	1863767	1865188	2	656	1032.4986	140.1106	7152	0
2_MACS_peak_3593_lociStitched	chr1	30142454	30143817	2	1334	1058.6421	166.286	7153	0
2_MACS_peak_14863_lociStitched	chr17	73832659	73834488	2	897	998.634	106.8136	7154	0
2_MACS_peak_27788_lociStitched	chr5	2141934	2143320	2	981	984.753	93.2778	7155	0
1_MACS_peak_15392_lociStitched	chr17	77870932	77872143	1	1212	980.7889	89.9773	7156	0
2_MACS_peak_4561_lociStitched	chr1	157614659	157616066	2	1109	1187.7894	297.1584	7157	0
1_MACS_peak_30501_lociStitched	chr7	157429920	157430879	1	960	954.3968	65.0202	7158	0
2_MACS_peak_21910_lociStitched	chr20	55753764	55755053	2	1111	984.796	95.9016	7159	0
1_MACS_peak_9524_lociStitched	chr14	75078104	75078916	1	813	895.7172	8.2824	7160	0
2_MACS_peak_6139_lociStitched	chr10	135133702	135135019	2	1251	1012.773	125.7735	7161	0
2_MACS_peak_10736_lociStitched	chr16	470367	471754	2	1153	1032.7602	146.1898	7162	0
1_MACS_peak_11355_lociStitched	chr16	29478073	29479184	1	1112	1024.6753	138.2084	7163	0
2_MACS_peak_20372_lociStitched	chr2	289167	290198	2	869	970.3772	84.4389	7164	0
1_MACS_peak_21029_lociStitched	chr2	230419534	230419692	1	159	893.8692	8.137	7165	0
2_MACS_peak_23991_lociStitched	chr22	27842157	27843435	2	836	908.1468	22.7484	7166	0
2_MACS_peak_17723_lociStitched	chr19	16857624	16858885	2	926	949.1547	63.9327	7167	0
1_MACS_peak_2452_lociStitched	chr1	18459557	18460556	1	1000	945.8532	60.7392	7168	0
2_MACS_peak_20358_lociStitched	chr19	59002187	59003436	2	943	975.8437	91.4268	7169	0
2_MACS_peak_708_lociStitched	chr1	4183935	4185253	2	954	979.933	95.555	7170	0
2_MACS_peak_2804_lociStitched	chr1	20502413	20503699	2	1266	1005.1376	120.884	7171	0
2_MACS_peak_24991_lociStitched	chr22	45175683	45177175	2	909	985.466	101.3068	7172	0
2_MACS_peak_2852_lociStitched	chr1	20608636	20610055	2	912	950.3043	66.693	7173	0
1_MACS_peak_20557_lociStitched	chr2	26947563	26948691	1	1129	1030.5408	147.0912	7174	0
2_MACS_peak_5239_lociStitched	chr10	71521806	71523491	2	957	1030.3775	147.1005	7175	0
1_MACS_peak_21767_lociStitched	chr20	48597645	48598815	1	1171	969.111	85.878	7176	0
2_MACS_peak_30973_lociStitched	chr8	7077621	7079101	2	1076	1013.208	130.98	7177	0
1_MACS_peak_13653_lociStitched	chr17	37777415	37778486	1	1072	1084.923	202.7403	7178	0
1_MACS_peak_28331_lociStitched	chr6	30139264	30140157	1	894	972.2091	90.1037	7179	0
1_MACS_peak_9522_lociStitched	chr14	74989001	74989992	1	992	898.7379	17.5407	7180	0
2_MACS_peak_16064_lociStitched	chr19	2920309	2921559	2	1202	1066.125	185.125	7181	0
2_MACS_peak_6687_lociStitched	chr11	20621925	20623195	2	743	982.599	101.6	7182	0
2_MACS_peak_12861_lociStitched	chr17	5032929	5034139	2	968	967.153	86.757	7183	0
2_MACS_peak_15040_lociStitched	chr17	75929494	75931095	2	880	1001.4255	121.0356	7184	0
3_MACS_peak_20759_lociStitched	chr2	114330810	114333023	3	1740	1179.529	299.1976	7185	0
2_MACS_peak_26743_lociStitched	chr4	6777423	6778608	2	1097	1043.6295	163.6485	7186	0
1_MACS_peak_16800_lociStitched	chr19	6985499	6986555	1	1057	1011.8592	132	7187	0
2_MACS_peak_14490_lociStitched	chr17	71488835	71489930	2	879	912.792	33.069	7188	0
1_MACS_peak_31989_lociStitched	chr8	144296107	144297161	1	1055	949.5486	69.8802	7189	0
1_MACS_peak_23716_lociStitched	chr22	21419642	21420722	1	1081	1020.168	140.616	7190	0
2_MACS_peak_11_lociStitched	chr1	92546	94463	2	1377	1142.9154	263.3958	7191	0
1_MACS_peak_23401_lociStitched	chr21	46921339	46922102	1	764	982.4388	103.0813	7192	0
2_MACS_peak_7965_lociStitched	chr11	71277638	71278942	2	1164	1029.2472	149.96	7193	0
2_MACS_peak_19844_lociStitched	chr19	50265922	50267142	2	1062	960.628	81.862	7194	0
1_MACS_peak_31663_lociStitched	chr8	143104701	143105726	1	1026	936.1325	57.4	7195	0
1_MACS_peak_29360_lociStitched	chr7	64974467	64975289	1	823	933.9564	55.485	7196	0
1_MACS_peak_29898_lociStitched	chr7	128827945	128829062	1	1118	1001.949	123.8753	7197	0
1_MACS_peak_2977_lociStitched	chr1	20900865	20902009	1	1145	1094.6936	216.6736	7198	0
1_MACS_peak_10057_lociStitched	chr15	20560853	20562235	1	1383	1312.3472	434.9154	7199	0
2_MACS_peak_26385_lociStitched	chr4	1144210	1145407	2	1001	935.0964	57.8151	7200	0
2_MACS_peak_7653_lociStitched	chr11	70045171	70046631	2	997	994.26	117.53	7201	0
2_MACS_peak_9100_lociStitched	chr12	54452641	54454057	2	807	951.6936	75.756	7202	0
2_MACS_peak_31980_lociStitched	chr8	144272884	144274339	2	933	1011.6615	135.7515	7203	0
2_MACS_peak_25366_lociStitched	chr22	47596252	47597671	2	856	937.2495	61.8684	7204	0
2_MACS_peak_2841_lociStitched	chr1	20578928	20580378	2	729	1011.81	136.88	7205	0
2_MACS_peak_5074_lociStitched	chr10	1508664	1510081	2	1313	1029.3088	154.8781	7206	0
2_MACS_peak_23908_lociStitched	chr22	25574242	25575500	2	1206	938.5938	64.6612	7207	0
2_MACS_peak_32543_lociStitched	chr9	132107655	132108638	2	829	930.2129	56.6208	7208	0
2_MACS_peak_9237_lociStitched	chr12	132101474	132102634	2	1071	909.904	36.888	7209	0
2_MACS_peak_2912_lociStitched	chr1	20734859	20736210	2	1157	996.9029	124.1569	7210	0
2_MACS_peak_13577_lociStitched	chr17	35078979	35080269	2	800	918.093	45.666	7211	0
2_MACS_peak_15800_lociStitched	chr18	77538933	77540089	2	1000	931.5048	59.4184	7212	0
2_MACS_peak_11655_lociStitched	chr16	84476656	84477794	2	1105	932.1358	60.314	7213	0
1_MACS_peak_16589_lociStitched	chr19	5681934	5683018	1	1085	1077.7128	205.96	7214	0
1_MACS_peak_26336_lociStitched	chr3	197808416	197809415	1	1000	1122.0768	251.748	7215	0
2_MACS_peak_11364_lociStitched	chr16	29891384	29892714	2	1030	1011.332	141.113	7216	0
2_MACS_peak_22320_lociStitched	chr20	58136069	58137426	2	736	949.2215	79.5202	7217	0
2_MACS_peak_2505_lociStitched	chr1	18575381	18576495	2	873	941.7756	72.1872	7218	0
1_MACS_peak_9188_lociStitched	chr12	108523268	108524149	1	882	960.2019	91.1835	7219	0
1_MACS_peak_4676_lociStitched	chr1	201224078	201225154	1	1077	1019.9404	151.0704	7220	0
2_MACS_peak_21743_lociStitched	chr20	44966137	44967914	2	1008	1086.1024	217.3271	7221	0
1_MACS_peak_4786_lociStitched	chr1	204043540	204044475	1	936	1011.2025	142.5875	7222	0
1_MACS_peak_7588_lociStitched	chr11	69874569	69875706	1	1138	965.9952	97.4409	7223	0
1_MACS_peak_31344_lociStitched	chr8	86793270	86794869	1	1600	1191.7347	323.3178	7224	0
1_MACS_peak_22429_lociStitched	chr20	60229324	60230362	1	1039	945.8256	77.4348	7225	0
2_MACS_peak_27627_lociStitched	chr5	961027	962347	2	1223	993.3	125.664	7226	0
3_MACS_peak_10076_lociStitched	chr15	30393320	30395503	3	1260	1089.7536	222.2294	7227	0
2_MACS_peak_15299_lociStitched	chr17	77599971	77601308	2	1281	942.7187	75.2731	7228	0
2_MACS_peak_3515_lociStitched	chr1	29717469	29719013	2	846	1031.2376	163.9728	7229	0
2_MACS_peak_11574_lociStitched	chr16	67432254	67433497	2	1135	1082.7773	215.7848	7230	0
1_MACS_peak_21649_lociStitched	chr20	44034328	44035291	1	964	972.3411	105.3522	7231	0
2_MACS_peak_24872_lociStitched	chr22	44922316	44923399	2	1079	913.1856	46.2441	7232	0
2_MACS_peak_19772_lociStitched	chr19	49875450	49876730	2	1051	985.984	119.168	7233	0
2_MACS_peak_25333_lociStitched	chr22	46898438	46899636	2	818	950.1338	83.5006	7234	0
2_MACS_peak_27490_lociStitched	chr4	81974765	81976214	2	1036	1016.0388	149.8266	7235	0
1_MACS_peak_21869_lociStitched	chr20	49065837	49066625	1	789	987.758	122.3764	7236	0
2_MACS_peak_21980_lociStitched	chr20	56378702	56379918	2	968	936.928	71.6224	7237	0
2_MACS_peak_9314_lociStitched	chr13	112855876	112857085	2	934	897.4407	32.1594	7238	0
1_MACS_peak_5986_lociStitched	chr10	134728285	134729324	1	1040	931.0479	66.0804	7239	0
2_MACS_peak_30224_lociStitched	chr7	155262414	155263710	2	870	1018.2672	153.576	7240	0
1_MACS_peak_21376_lociStitched	chr20	30175576	30176490	1	915	911.9892	47.4366	7241	0
2_MACS_peak_5157_lociStitched	chr10	48125245	48126874	2	835	1004.6043	140.4198	7242	0
2_MACS_peak_17705_lociStitched	chr19	16021364	16022796	2	932	958.8672	94.9416	7243	0
2_MACS_peak_23910_lociStitched	chr22	25576696	25577806	2	1038	908.202	44.4	7244	0
2_MACS_peak_23681_lociStitched	chr22	21011666	21013071	2	912	931.3745	67.8615	7245	0
2_MACS_peak_20140_lociStitched	chr19	55154086	55155517	2	891	974.2248	111.0456	7246	0
2_MACS_peak_30330_lociStitched	chr7	155785800	155787038	2	1172	1063.8134	200.6798	7247	0
1_MACS_peak_28604_lociStitched	chr6	36354471	36355498	1	1028	952.2344	89.2463	7248	0
2_MACS_peak_30391_lociStitched	chr7	156238116	156239339	2	956	997.968	135.0192	7249	0
2_MACS_peak_29632_lociStitched	chr7	100528177	100529523	2	863	977.869	115.083	7250	0
2_MACS_peak_9724_lociStitched	chr14	104598486	104600093	2	648	938.488	76.0111	7251	0
1_MACS_peak_31130_lociStitched	chr8	10454221	10455474	1	1254	1012.9252	150.4853	7252	0
2_MACS_peak_8023_lociStitched	chr11	74992334	74993514	2	1124	927.244	64.9	7253	0
2_MACS_peak_5755_lociStitched	chr10	126253973	126255336	2	929	935.2906	73.4657	7254	0
1_MACS_peak_30785_lociStitched	chr7	158909992	158910862	1	871	958.566	97.527	7255	0
2_MACS_peak_25636_lociStitched	chr3	10525610	10527101	2	706	1033.4121	173.5524	7256	0
1_MACS_peak_4453_lociStitched	chr1	153234058	153235047	1	990	1121.6249	261.8872	7257	0
1_MACS_peak_27556_lociStitched	chr5	399632	400697	1	1066	974.901	115.3395	7258	0
2_MACS_peak_24420_lociStitched	chr22	38823634	38824727	2	969	939.8707	80.7727	7259	0
2_MACS_peak_9258_lociStitched	chr12	132960059	132961754	2	899	931.572	73.224	7260	0
1_MACS_peak_24125_lociStitched	chr22	31199066	31200097	1	1032	1022.1334	164.0321	7261	0
2_MACS_peak_15780_lociStitched	chr18	76339896	76341074	2	1109	934.2718	76.2166	7262	0
1_MACS_peak_25817_lociStitched	chr3	14387429	14388485	1	1057	1014.6048	156.816	7263	0
2_MACS_peak_31483_lociStitched	chr8	142506683	142507993	2	1036	930.231	73.491	7264	0
2_MACS_peak_24653_lociStitched	chr22	43712436	43713828	2	815	1022.0064	165.5088	7265	0
1_MACS_peak_5730_lociStitched	chr10	118926824	118927769	1	946	946.89	90.72	7266	0
1_MACS_peak_4880_lociStitched	chr1	206808731	206809803	1	1073	1012.1824	156.4048	7267	0
1_MACS_peak_1912_lociStitched	chr1	15442945	15444076	1	1132	997.3158	141.8274	7268	0
1_MACS_peak_9530_lociStitched	chr14	77736626	77737595	1	970	871.9062	16.473	7269	0
1_MACS_peak_18211_lociStitched	chr19	33731539	33732327	1	789	907.2244	52.1656	7270	0
2_MACS_peak_8823_lociStitched	chr12	52342227	52343471	2	1155	962.856	108.228	7271	0
2_MACS_peak_24044_lociStitched	chr22	30610199	30611343	2	801	975.1456	120.8064	7272	0
1_MACS_peak_32920_lociStitched	chr9	134973268	134974353	1	1086	967.169	112.84	7273	0
2_MACS_peak_29152_lociStitched	chr7	4838720	4839921	2	1037	940.9835	86.7122	7274	0
2_MACS_peak_23956_lociStitched	chr22	26719581	26720940	2	747	970.4619	117.1458	7275	0
2_MACS_peak_29959_lociStitched	chr7	150038053	150039591	2	1210	1064.7574	212.0902	7276	0
1_MACS_peak_29303_lociStitched	chr7	27244337	27245028	1	692	876.2571	23.6322	7277	0
1_MACS_peak_5827_lociStitched	chr10	129705555	129706481	1	927	909.795	58.1528	7278	0
2_MACS_peak_25117_lociStitched	chr22	45424363	45425322	2	801	916.804	65.3079	7279	0
1_MACS_peak_5698_lociStitched	chr10	104194138	104195270	1	1133	1018.6868	167.6492	7280	0
3_MACS_peak_12791_lociStitched	chr17	2836101	2837457	3	1111	972.6588	121.6332	7281	0
1_MACS_peak_25395_lociStitched	chr22	49259846	49260731	1	886	924.648	73.632	7282	0
1_MACS_peak_22963_lociStitched	chr21	43070430	43071544	1	1115	1014.297	163.4238	7283	0
2_MACS_peak_14917_lociStitched	chr17	74705723	74706749	2	916	916.9362	66.2796	7284	0
1_MACS_peak_28459_lociStitched	chr6	33724478	33725353	1	876	938	87.4125	7285	0
2_MACS_peak_32240_lociStitched	chr9	36862729	36863871	2	734	923.6496	73.2022	7286	0
2_MACS_peak_1133_lociStitched	chr1	7019649	7020774	2	1063	969.75	119.475	7287	0
1_MACS_peak_1920_lociStitched	chr1	15734972	15736058	1	1087	1037.673	187.7694	7288	0
1_MACS_peak_18206_lociStitched	chr19	33720295	33721467	1	1173	956.8208	107.1208	7289	0
2_MACS_peak_4100_lociStitched	chr1	37311487	37312811	2	1079	952.7504	103.1396	7290	0
2_MACS_peak_11685_lociStitched	chr16	84882972	84884190	2	841	890.4798	41.2902	7291	0
1_MACS_peak_7968_lociStitched	chr11	71286871	71288068	1	1198	953.8893	104.9769	7292	0
1_MACS_peak_6651_lociStitched	chr11	10461839	10462720	1	882	977.2933	128.626	7293	0
2_MACS_peak_21202_lociStitched	chr2	241856068	241857426	2	748	885.9592	37.345	7294	0
2_MACS_peak_3847_lociStitched	chr1	31106018	31106844	2	719	869.1172	20.9804	7295	0
2_MACS_peak_11098_lociStitched	chr16	4229277	4230427	2	852	928.74	81.19	7296	0
2_MACS_peak_5414_lociStitched	chr10	73375392	73376406	2	941	893.5368	46.2384	7297	0
1_MACS_peak_16706_lociStitched	chr19	6202848	6203730	1	883	953.2656	106.0164	7298	0
1_MACS_peak_3233_lociStitched	chr1	23026389	23027286	1	898	891.7974	44.7603	7299	0
1_MACS_peak_23678_lociStitched	chr22	20958403	20959356	1	954	975.1096	128.0832	7300	0
2_MACS_peak_23096_lociStitched	chr21	44133089	44134708	2	1020	1070.159	223.422	7301	0
1_MACS_peak_1759_lociStitched	chr1	11467258	11468173	1	916	911.4315	65.148	7302	0
1_MACS_peak_14394_lociStitched	chr17	61601612	61602661	1	1050	919.8681	74.0594	7303	0
1_MACS_peak_11231_lociStitched	chr16	25078453	25079350	1	898	998.4507	152.6694	7304	0
2_MACS_peak_31608_lociStitched	chr8	142874540	142875989	2	868	947.9358	102.5892	7305	0
2_MACS_peak_12089_lociStitched	chr16	86613553	86614780	2	896	879.8817	34.7241	7306	0
2_MACS_peak_25700_lociStitched	chr3	13250037	13251054	2	977	883.2645	39.3579	7307	0
2_MACS_peak_30268_lociStitched	chr7	155377134	155378381	2	1238	1008.9477	165.6016	7308	0
2_MACS_peak_9791_lociStitched	chr14	104851935	104853147	2	1016	884.3964	41.208	7309	0
2_MACS_peak_23857_lociStitched	chr22	25015784	25017400	2	759	1109.0608	265.9936	7310	0
2_MACS_peak_11348_lociStitched	chr16	29336658	29338398	2	767	940.122	97.614	7311	0
2_MACS_peak_18754_lociStitched	chr19	40998619	41000063	2	702	947.4084	106.134	7312	0
4_MACS_peak_125_lociStitched	chr1	1420204	1422619	4	1316	1002.708	161.5635	7313	0
1_MACS_peak_22239_lociStitched	chr20	57783588	57784474	1	887	918.4276	77.4364	7314	0
2_MACS_peak_3720_lociStitched	chr1	30612983	30614037	2	799	865.1232	24.1366	7315	0
2_MACS_peak_30636_lociStitched	chr7	158028075	158029305	2	1098	987.321	146.37	7316	0
2_MACS_peak_9615_lociStitched	chr14	101198202	101199416	2	996	886.7056	46.4962	7317	0
1_MACS_peak_6246_lociStitched	chr11	569204	570458	1	1255	1016.1162	176.0616	7318	0
2_MACS_peak_20153_lociStitched	chr19	55255127	55256801	2	1084	996.1974	156.1842	7319	0
2_MACS_peak_18388_lociStitched	chr19	35872354	35873869	2	693	1023.534	183.921	7320	0
1_MACS_peak_8422_lociStitched	chr11	134234252	134235356	1	1105	959.4864	120.2256	7321	0
1_MACS_peak_1711_lociStitched	chr1	11039972	11040937	1	966	884.519	45.4515	7322	0
2_MACS_peak_6185_lociStitched	chr10	135493780	135495486	2	1566	1175.2634	336.2526	7323	0
1_MACS_peak_22399_lociStitched	chr20	60118467	60119612	1	1146	913.1375	74.3105	7324	0
1_MACS_peak_18640_lociStitched	chr19	39260984	39262000	1	1017	915.0096	76.5048	7325	0
2_MACS_peak_10050_lociStitched	chr14	107250495	107251690	2	1046	934.729	96.317	7326	0
2_MACS_peak_21032_lociStitched	chr2	232393148	232394750	2	658	962.802	124.4754	7327	0
1_MACS_peak_5900_lociStitched	chr10	134211368	134212196	1	829	888.858	50.6736	7328	0
1_MACS_peak_20670_lociStitched	chr2	87655474	87656447	1	974	1304.2092	466.5535	7329	0
2_MACS_peak_20756_lociStitched	chr2	114298534	114299755	2	970	937.8501	100.4883	7330	0
2_MACS_peak_25656_lociStitched	chr3	10783963	10785269	2	1044	950.5068	113.2302	7331	0
3_MACS_peak_26147_lociStitched	chr3	127140640	127141923	3	1198	965.3292	128.1717	7332	0
2_MACS_peak_24602_lociStitched	chr22	43168102	43169125	2	857	876.9156	40.4085	7333	0
1_MACS_peak_14066_lociStitched	chr17	45795184	45796311	1	1128	990.1822	153.7228	7334	0
2_MACS_peak_1592_lociStitched	chr1	9553233	9554849	2	733	935.8256	99.384	7335	0
2_MACS_peak_9444_lociStitched	chr13	114046633	114047886	2	1013	945.0126	108.6351	7336	0
1_MACS_peak_20911_lociStitched	chr2	217235863	217236501	1	639	841.7134	6.5714	7337	0
2_MACS_peak_12003_lociStitched	chr16	85874897	85876251	2	687	909.3464	74.3346	7338	0
1_MACS_peak_20912_lociStitched	chr2	217498464	217499357	1	894	889.2494	54.3837	7339	0
2_MACS_peak_14418_lociStitched	chr17	62026505	62028094	2	869	928.4527	93.5921	7340	0
2_MACS_peak_8718_lociStitched	chr12	8541504	8542999	2	939	1084.772	250.562	7341	0
2_MACS_peak_11724_lociStitched	chr16	85145360	85146475	2	1010	882.7455	48.614	7342	0
2_MACS_peak_32457_lociStitched	chr9	129516731	129518085	2	766	916.3872	82.8648	7343	0
2_MACS_peak_27707_lociStitched	chr5	1437013	1438086	2	1022	903.3587	70.0669	7344	0
1_MACS_peak_15894_lociStitched	chr19	474586	475563	1	978	944.2705	110.9872	7345	0
3_MACS_peak_16_lociStitched	chr1	329768	331760	3	1219	970.5024	137.2488	7346	0
2_MACS_peak_4732_lociStitched	chr1	202150952	202152592	2	1455	1157.02	323.9	7347	0
3_MACS_peak_12077_lociStitched	chr16	86592585	86593822	3	953	911.2979	78.4258	7348	0
1_MACS_peak_5831_lociStitched	chr10	130227726	130228867	1	1142	904.0143	71.3125	7349	0
1_MACS_peak_20863_lociStitched	chr2	170624434	170625419	1	986	933.2875	100.9625	7350	0
2_MACS_peak_12030_lociStitched	chr16	85988575	85989632	2	994	869.911	37.7349	7351	0
2_MACS_peak_6601_lociStitched	chr11	2882678	2884014	2	745	893.9176	61.8568	7352	0
1_MACS_peak_8185_lociStitched	chr11	117588130	117589118	1	989	911.6276	79.7316	7353	0
3_MACS_peak_30970_lociStitched	chr8	6949568	6950882	3	1264	919.2744	87.9066	7354	0
1_MACS_peak_26279_lociStitched	chr3	194056085	194057115	1	1031	991.169	159.959	7355	0
1_MACS_peak_5317_lociStitched	chr10	72793084	72794159	1	1076	912.3525	81.1625	7356	0
1_MACS_peak_11556_lociStitched	chr16	66461489	66462542	1	1054	850.6134	19.9017	7357	0
2_MACS_peak_27090_lociStitched	chr4	7980104	7981067	2	891	873.441	43.0461	7358	0
1_MACS_peak_25880_lociStitched	chr3	45268230	45269215	1	986	996.82	167.056	7359	0
1_MACS_peak_20984_lociStitched	chr2	220222632	220223569	1	938	880.4989	50.9728	7360	0
1_MACS_peak_14257_lociStitched	chr17	48332713	48333780	1	1068	943.8682	114.5958	7361	0
2_MACS_peak_14734_lociStitched	chr17	72496136	72497431	2	1231	1004.2725	175.084	7362	0
1_MACS_peak_32957_lociStitched	chr9	135285383	135286335	1	953	1015.4032	186.4016	7363	0
2_MACS_peak_30372_lociStitched	chr7	155962138	155963450	2	1200	894.9152	65.9936	7364	0
2_MACS_peak_1786_lociStitched	chr1	11533976	11535361	2	842	978.7795	149.9955	7365	0
2_MACS_peak_4359_lociStitched	chr1	94568475	94569901	2	770	907.9342	79.2856	7366	0
1_MACS_peak_28379_lociStitched	chr6	31106447	31107676	1	1230	946.2071	117.7382	7367	0
2_MACS_peak_16623_lociStitched	chr19	5816738	5818712	2	986	1026.48	198.387	7368	0
1_MACS_peak_24164_lociStitched	chr22	36935958	36937032	1	1075	928.7952	100.7412	7369	0
2_MACS_peak_11979_lociStitched	chr16	85756208	85757427	2	1000	869.7565	41.8117	7370	0
1_MACS_peak_31925_lociStitched	chr8	144139149	144140140	1	992	970.5854	142.704	7371	0
2_MACS_peak_4871_lociStitched	chr1	205645388	205646847	2	1289	1074.2617	246.4251	7372	0
2_MACS_peak_30300_lociStitched	chr7	155662066	155663360	2	641	878.3672	50.5954	7373	0
2_MACS_peak_26643_lociStitched	chr4	6244426	6245503	2	1007	937.3131	109.6386	7374	0
2_MACS_peak_4842_lociStitched	chr1	205441689	205442997	2	1127	974.7216	148.0656	7375	0
2_MACS_peak_1274_lociStitched	chr1	7465846	7466999	2	770	923.2071	96.7367	7376	0
2_MACS_peak_30822_lociStitched	chr8	927571	928777	2	1187	884.2392	57.888	7377	0
2_MACS_peak_34408_lociStitched	chrX	153403599	153404950	2	603	887.8772	62.146	7378	0
1_MACS_peak_11081_lociStitched	chr16	4020948	4021886	1	939	975.1448	149.5172	7379	0
1_MACS_peak_17355_lociStitched	chr19	13305703	13306835	1	1133	969.558	144.5564	7380	0
1_MACS_peak_2865_lociStitched	chr1	20630387	20631371	1	985	942.9672	118.1784	7381	0
1_MACS_peak_30270_lociStitched	chr7	155379692	155380663	1	972	976.4376	152.2528	7382	0
1_MACS_peak_8101_lociStitched	chr11	117297218	117298346	1	1129	902.5128	78.96	7383	0
1_MACS_peak_23204_lociStitched	chr21	45802087	45802948	1	862	913.9515	90.405	7384	0
2_MACS_peak_30004_lociStitched	chr7	151004113	151005551	2	1047	1050.8904	227.3478	7385	0
2_MACS_peak_17733_lociStitched	chr19	16917503	16918707	2	1027	909.5016	85.9656	7386	0
2_MACS_peak_3409_lociStitched	chr1	27326081	27327427	2	793	963.063	139.984	7387	0
1_MACS_peak_32078_lociStitched	chr8	144845280	144846305	1	1026	935.9275	113.0575	7388	0
1_MACS_peak_28848_lociStitched	chr6	170604480	170605561	1	1082	850.2065	27.4574	7389	0
1_MACS_peak_21664_lociStitched	chr20	44673740	44674783	1	1044	969.2599	146.5415	7390	0
2_MACS_peak_31106_lociStitched	chr8	7829593	7830809	2	621	966.112	143.7312	7391	0
2_MACS_peak_29642_lociStitched	chr7	100554078	100555153	2	776	871.0725	48.6975	7392	0
2_MACS_peak_19415_lociStitched	chr19	47887910	47889194	2	951	928.4604	106.1868	7393	0
2_MACS_peak_11587_lociStitched	chr16	70208327	70209701	2	1005	926.3508	104.2866	7394	0
2_MACS_peak_34204_lociStitched	chr9	140916465	140917601	2	871	871.0848	49.416	7395	0
1_MACS_peak_30132_lociStitched	chr7	154964327	154965094	1	768	915.798	94.6478	7396	0
