GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
1_MACS_peak_13317_lociStitched	chr19(.):4908801-4911202	1.5679
1_MACS_peak_13318_lociStitched	chr19(.):4969364-4971169	0.5341
1_MACS_peak_13319_lociStitched	chr19(.):5287065-5288951	0.5404
1_MACS_peak_13320_lociStitched	chr19(.):5621632-5624732	2.199
3_MACS_peak_13321_lociStitched	chr19(.):5679536-5692211	1.3212
1_MACS_peak_13324_lociStitched	chr19(.):5717846-5721373	3.1926
1_MACS_peak_13325_lociStitched	chr19(.):5790078-5791662	4.6961
1_MACS_peak_13326_lociStitched	chr19(.):5803389-5805025	0.7374
1_MACS_peak_13327_lociStitched	chr19(.):5825988-5829405	1.5996
1_MACS_peak_13328_lociStitched	chr19(.):5902567-5905761	3.349
1_MACS_peak_13329_lociStitched	chr19(.):5948337-5952534	1.597
1_MACS_peak_13330_lociStitched	chr19(.):5976706-5979323	1.8574
2_MACS_peak_13331_lociStitched	chr19(.):5987219-5990890	0.6222
1_MACS_peak_13333_lociStitched	chr19(.):6202981-6204123	0.732
1_MACS_peak_13334_lociStitched	chr19(.):6278748-6280380	0.8479
1_MACS_peak_13335_lociStitched	chr19(.):6360758-6363023	1.6954
1_MACS_peak_13336_lociStitched	chr19(.):6372053-6374302	1.7529
1_MACS_peak_13337_lociStitched	chr19(.):6392037-6394665	3.0887
1_MACS_peak_13338_lociStitched	chr19(.):6423336-6426385	0.944
2_MACS_peak_13339_lociStitched	chr19(.):6458196-6465458	1.0695
1_MACS_peak_13341_lociStitched	chr19(.):6480858-6482667	2.0793
1_MACS_peak_13342_lociStitched	chr19(.):6504223-6505249	0.8121
1_MACS_peak_13343_lociStitched	chr19(.):6515831-6519689	1.9639
2_MACS_peak_13344_lociStitched	chr19(.):6529753-6538514	1.1532
1_MACS_peak_13346_lociStitched	chr19(.):6554659-6556216	0.4979
1_MACS_peak_13347_lociStitched	chr19(.):6574932-6580050	2.2504
1_MACS_peak_13348_lociStitched	chr19(.):6589891-6593993	2.2374
1_MACS_peak_13349_lociStitched	chr19(.):6629828-6632571	0.9517
1_MACS_peak_13350_lociStitched	chr19(.):6639941-6642999	1.0532
1_MACS_peak_13351_lociStitched	chr19(.):6674252-6676160	1.1301
1_MACS_peak_13352_lociStitched	chr19(.):6727834-6729254	0.5774
1_MACS_peak_13353_lociStitched	chr19(.):6735603-6741699	2.0196
6_MACS_peak_13354_lociStitched	chr19(.):6765167-6791119	0.6305
1_MACS_peak_13360_lociStitched	chr19(.):6799271-6804076	2.6642
1_MACS_peak_13361_lociStitched	chr19(.):6848543-6852056	1.7859
1_MACS_peak_13362_lociStitched	chr19(.):6861395-6864504	0.7176
1_MACS_peak_13363_lociStitched	chr19(.):7068650-7070432	2.1023
1_MACS_peak_13364_lociStitched	chr19(.):7098147-7100112	2.8778
1_MACS_peak_13365_lociStitched	chr19(.):7146694-7148258	0.7375
5_MACS_peak_13366_lociStitched	chr19(.):7178636-7199125	0.7496
1_MACS_peak_13371_lociStitched	chr19(.):7241506-7244169	2.477
1_MACS_peak_13372_lociStitched	chr19(.):7293039-7295786	1.5615
2_MACS_peak_13373_lociStitched	chr19(.):7398355-7411384	2.2354
1_MACS_peak_13375_lociStitched	chr19(.):7445168-7446257	0.6205
1_MACS_peak_13376_lociStitched	chr19(.):7459180-7461230	0.8332
1_MACS_peak_13377_lociStitched	chr19(.):7474307-7476551	0.739
1_MACS_peak_13378_lociStitched	chr19(.):7553095-7554204	0.5452
1_MACS_peak_13379_lociStitched	chr19(.):7586582-7588327	0.9759
1_MACS_peak_13380_lociStitched	chr19(.):7598238-7601087	1.3338
1_MACS_peak_13381_lociStitched	chr19(.):7616041-7616667	0.5456
2_MACS_peak_13382_lociStitched	chr19(.):7693444-7703021	0.6892
1_MACS_peak_13384_lociStitched	chr19(.):7745045-7746592	0.9529
1_MACS_peak_13385_lociStitched	chr19(.):7871215-7873865	1.4768
2_MACS_peak_13386_lociStitched	chr19(.):7929981-7935147	0.8346
1_MACS_peak_13388_lociStitched	chr19(.):7967460-7970236	1.2531
2_MACS_peak_13389_lociStitched	chr19(.):7980791-7986585	1.0069
1_MACS_peak_13391_lociStitched	chr19(.):8007377-8009801	3.0214
1_MACS_peak_13392_lociStitched	chr19(.):8069093-8071436	0.8495
1_MACS_peak_13393_lociStitched	chr19(.):8258394-8259875	0.5482
1_MACS_peak_13394_lociStitched	chr19(.):8332892-8335609	1.4209
1_MACS_peak_13395_lociStitched	chr19(.):8346066-8348408	1.936
1_MACS_peak_13396_lociStitched	chr19(.):8360842-8363412	1.6503
1_MACS_peak_13397_lociStitched	chr19(.):8371578-8373885	2.5743
1_MACS_peak_13398_lociStitched	chr19(.):8385058-8387667	2.6068
1_MACS_peak_13399_lociStitched	chr19(.):8454134-8456089	4.0015
1_MACS_peak_13400_lociStitched	chr19(.):8477865-8479011	0.878
1_MACS_peak_13401_lociStitched	chr19(.):8508964-8511171	1.6969
1_MACS_peak_13402_lociStitched	chr19(.):8538292-8539578	0.9881
1_MACS_peak_13403_lociStitched	chr19(.):8578035-8579933	2.68
1_MACS_peak_13404_lociStitched	chr19(.):8589976-8591853	0.8976
1_MACS_peak_13405_lociStitched	chr19(.):8633334-8634985	0.8294
1_MACS_peak_13406_lociStitched	chr19(.):8942203-8943923	1.9594
1_MACS_peak_13407_lociStitched	chr19(.):9120416-9121488	0.6413
1_MACS_peak_13408_lociStitched	chr19(.):9250672-9251963	1.4956
1_MACS_peak_13409_lociStitched	chr19(.):9419743-9421172	0.9452
1_MACS_peak_13410_lociStitched	chr19(.):9433917-9435665	1.1293
1_MACS_peak_13411_lociStitched	chr19(.):9545485-9546976	1.1532
1_MACS_peak_13412_lociStitched	chr19(.):9648708-9649970	0.851
1_MACS_peak_13413_lociStitched	chr19(.):9694188-9695978	1.4799
1_MACS_peak_13414_lociStitched	chr19(.):9731118-9732831	1.6355
1_MACS_peak_13415_lociStitched	chr19(.):9784730-9786600	1.5738
1_MACS_peak_13416_lociStitched	chr19(.):9902655-9904051	0.4124
1_MACS_peak_13417_lociStitched	chr19(.):9916982-9921070	1.4755
4_MACS_peak_13418_lociStitched	chr19(.):9928833-9946816	0.5479
1_MACS_peak_13422_lociStitched	chr19(.):9976834-9977900	0.5472
1_MACS_peak_13423_lociStitched	chr19(.):10196125-10197890	0.8253
1_MACS_peak_13424_lociStitched	chr19(.):10206649-10207792	0.8944
1_MACS_peak_13425_lociStitched	chr19(.):10216068-10218451	1.5424
1_MACS_peak_13426_lociStitched	chr19(.):10229480-10231021	0.9159
1_MACS_peak_13427_lociStitched	chr19(.):10277492-10280072	0.8428
3_MACS_peak_13428_lociStitched	chr19(.):10304096-10316448	0.9584
3_MACS_peak_13431_lociStitched	chr19(.):10328982-10347966	1.3435
1_MACS_peak_13434_lociStitched	chr19(.):10361921-10363770	1.9252
1_MACS_peak_13435_lociStitched	chr19(.):10380036-10382721	1.2336
1_MACS_peak_13436_lociStitched	chr19(.):10399200-10400560	0.601
1_MACS_peak_13437_lociStitched	chr19(.):10425965-10426875	0.6004
2_MACS_peak_13438_lociStitched	chr19(.):10443032-10451189	0.689
1_MACS_peak_13440_lociStitched	chr19(.):10490412-10492269	1.3363
6_MACS_peak_13441_lociStitched	chr19(.):10513219-10542991	1.0933
2_MACS_peak_13447_lociStitched	chr19(.):10608596-10614822	1.3192
1_MACS_peak_13449_lociStitched	chr19(.):10653831-10655574	1.5711
2_MACS_peak_13450_lociStitched	chr19(.):10675476-10680980	1.1808
1_MACS_peak_13452_lociStitched	chr19(.):10704379-10708084	0.6611
1_MACS_peak_13453_lociStitched	chr19(.):10761817-10766636	2.5688
1_MACS_peak_13454_lociStitched	chr19(.):10811430-10813140	1.235
1_MACS_peak_13455_lociStitched	chr19(.):10828413-10829946	1.3164
1_MACS_peak_13456_lociStitched	chr19(.):10869666-10870936	0.5839
1_MACS_peak_13457_lociStitched	chr19(.):10886879-10888810	0.8546
1_MACS_peak_13458_lociStitched	chr19(.):10945585-10947966	3.6277
4_MACS_peak_13459_lociStitched	chr19(.):10978010-10991151	1.0076
1_MACS_peak_13463_lociStitched	chr19(.):11038173-11040448	0.9478
1_MACS_peak_13464_lociStitched	chr19(.):11046899-11054018	1.7828
1_MACS_peak_13465_lociStitched	chr19(.):11070442-11075242	1.227
1_MACS_peak_13466_lociStitched	chr19(.):11089527-11092080	0.8797
1_MACS_peak_13467_lociStitched	chr19(.):11158886-11161449	0.9224
1_MACS_peak_13468_lociStitched	chr19(.):11198979-11208186	2.2198
1_MACS_peak_13469_lociStitched	chr19(.):11247870-11248924	0.6467
1_MACS_peak_13470_lociStitched	chr19(.):11265649-11267445	1.0617
1_MACS_peak_13471_lociStitched	chr19(.):11289720-11291202	0.7737
2_MACS_peak_13472_lociStitched	chr19(.):11307381-11317514	0.4671
2_MACS_peak_13474_lociStitched	chr19(.):11449702-11457936	0.2962
2_MACS_peak_13476_lociStitched	chr19(.):11484640-11493296	1.0859
1_MACS_peak_13478_lociStitched	chr19(.):11545342-11547602	1.4298
1_MACS_peak_13479_lociStitched	chr19(.):11592671-11593833	0.9058
1_MACS_peak_13480_lociStitched	chr19(.):11615388-11617649	1.5233
2_MACS_peak_13481_lociStitched	chr19(.):11639083-11647640	0.355
1_MACS_peak_13483_lociStitched	chr19(.):11669440-11671579	0.902
2_MACS_peak_13484_lociStitched	chr19(.):11691736-11695678	0.8163
1_MACS_peak_13486_lociStitched	chr19(.):11707253-11709258	2.0749
1_MACS_peak_13487_lociStitched	chr19(.):11750288-11751341	0.745
1_MACS_peak_13488_lociStitched	chr19(.):11848613-11850576	0.7373
1_MACS_peak_13489_lociStitched	chr19(.):11877126-11879213	2.3533
1_MACS_peak_13490_lociStitched	chr19(.):11924642-11925824	0.8098
1_MACS_peak_13491_lociStitched	chr19(.):12034308-12037126	1.7674
1_MACS_peak_13492_lociStitched	chr19(.):12074900-12076933	1.4356
2_MACS_peak_13493_lociStitched	chr19(.):12091889-12100238	0.353
1_MACS_peak_13495_lociStitched	chr19(.):12145985-12146831	0.4228
1_MACS_peak_13496_lociStitched	chr19(.):12202956-12203895	0.5018
1_MACS_peak_13497_lociStitched	chr19(.):12273406-12274689	1.2098
1_MACS_peak_13498_lociStitched	chr19(.):12404315-12406055	1.5075
1_MACS_peak_13499_lociStitched	chr19(.):12424957-12426291	0.8296
1_MACS_peak_13500_lociStitched	chr19(.):12443520-12444855	0.6812
1_MACS_peak_13501_lociStitched	chr19(.):12475411-12477071	1.3769
1_MACS_peak_13502_lociStitched	chr19(.):12510559-12512483	1.1469
1_MACS_peak_13503_lociStitched	chr19(.):12550254-12552595	1.2026
2_MACS_peak_13504_lociStitched	chr19(.):12588418-12596665	1.908
1_MACS_peak_13506_lociStitched	chr19(.):12605583-12606915	0.6565
1_MACS_peak_13507_lociStitched	chr19(.):12661183-12663581	1.7298
2_MACS_peak_13508_lociStitched	chr19(.):12713697-12725989	1.4599
2_MACS_peak_13510_lociStitched	chr19(.):12776776-12781275	1.0968
1_MACS_peak_13512_lociStitched	chr19(.):12791402-12793412	1.7987
1_MACS_peak_13513_lociStitched	chr19(.):12806717-12808379	0.7761
1_MACS_peak_13514_lociStitched	chr19(.):12831977-12835144	1.1867
2_MACS_peak_13515_lociStitched	chr19(.):12844120-12849148	1.5862
6_MACS_peak_13517_lociStitched	chr19(.):12885542-12918210	0.8025
3_MACS_peak_13523_lociStitched	chr19(.):12991348-13003307	0.9269
1_MACS_peak_13526_lociStitched	chr19(.):13009803-13012042	1.0369
2_MACS_peak_13527_lociStitched	chr19(.):13023923-13030711	0.7684
4_MACS_peak_13529_lociStitched	chr19(.):13043365-13057802	1.1475
1_MACS_peak_13533_lociStitched	chr19(.):13066644-13068859	1.3943
1_MACS_peak_13534_lociStitched	chr19(.):13075566-13077005	1.0337
2_MACS_peak_13535_lociStitched	chr19(.):13093921-13099873	0.7682
1_MACS_peak_13537_lociStitched	chr19(.):13132699-13134573	0.8815
1_MACS_peak_13538_lociStitched	chr19(.):13212892-13216656	1.327
2_MACS_peak_13539_lociStitched	chr19(.):13226284-13229991	1.0657
2_MACS_peak_13541_lociStitched	chr19(.):13260315-13266478	1.2206
1_MACS_peak_13543_lociStitched	chr19(.):13277731-13279753	0.6605
1_MACS_peak_13544_lociStitched	chr19(.):13371405-13373281	0.8921
1_MACS_peak_13545_lociStitched	chr19(.):13385046-13387111	0.6563
1_MACS_peak_13546_lociStitched	chr19(.):13842209-13843109	0.5537
1_MACS_peak_13547_lociStitched	chr19(.):13858502-13859826	1.5365
1_MACS_peak_13548_lociStitched	chr19(.):13874632-13875673	0.6836
1_MACS_peak_13549_lociStitched	chr19(.):13884876-13886364	0.9096
2_MACS_peak_13550_lociStitched	chr19(.):13898082-13906828	0.2806
1_MACS_peak_13552_lociStitched	chr19(.):13927767-13929681	2.2923
3_MACS_peak_13553_lociStitched	chr19(.):13943895-13962056	1.9991
1_MACS_peak_13556_lociStitched	chr19(.):13972374-13973472	0.4984
2_MACS_peak_13557_lociStitched	chr19(.):13990860-13996848	1.0489
1_MACS_peak_13559_lociStitched	chr19(.):14016356-14018081	1.1219
1_MACS_peak_13560_lociStitched	chr19(.):14062928-14064470	0.8281
1_MACS_peak_13561_lociStitched	chr19(.):14096029-14098717	2.2942
1_MACS_peak_13562_lociStitched	chr19(.):14115636-14118631	2.6256
2_MACS_peak_13563_lociStitched	chr19(.):14124980-14130401	0.8652
1_MACS_peak_13565_lociStitched	chr19(.):14142069-14143778	1.0224
1_MACS_peak_13566_lociStitched	chr19(.):14152126-14154784	1.2974
2_MACS_peak_13567_lociStitched	chr19(.):14182466-14193364	0.4666
1_MACS_peak_13569_lociStitched	chr19(.):14201655-14202930	0.6231
1_MACS_peak_13570_lociStitched	chr19(.):14212196-14214938	1.2502
2_MACS_peak_13571_lociStitched	chr19(.):14227656-14229954	0.5496
1_MACS_peak_13573_lociStitched	chr19(.):14237967-14239724	0.7765
1_MACS_peak_13574_lociStitched	chr19(.):14246409-14249134	1.3764
1_MACS_peak_13575_lociStitched	chr19(.):14317409-14318855	0.5149
1_MACS_peak_13576_lociStitched	chr19(.):14528452-14531108	1.8136
3_MACS_peak_13577_lociStitched	chr19(.):14543345-14551801	0.2614
1_MACS_peak_13580_lociStitched	chr19(.):14606648-14607785	0.9502
1_MACS_peak_13581_lociStitched	chr19(.):14616937-14618722	0.6559
1_MACS_peak_13582_lociStitched	chr19(.):14628148-14630039	1.1146
1_MACS_peak_13583_lociStitched	chr19(.):14639293-14641367	1.2683
1_MACS_peak_13584_lociStitched	chr19(.):14682099-14683333	1.236
1_MACS_peak_13585_lociStitched	chr19(.):14800196-14801680	1.4429
1_MACS_peak_13586_lociStitched	chr19(.):15235309-15237025	1.7366
3_MACS_peak_13587_lociStitched	chr19(.):15390459-15404749	0.4631
1_MACS_peak_13590_lociStitched	chr19(.):15441603-15445859	1.2014
1_MACS_peak_13591_lociStitched	chr19(.):15488555-15491683	2.3134
1_MACS_peak_13592_lociStitched	chr19(.):15528538-15530252	1.3615
1_MACS_peak_13593_lociStitched	chr19(.):15542404-15544456	0.74
2_MACS_peak_13594_lociStitched	chr19(.):15574004-15578867	0.8942
1_MACS_peak_13596_lociStitched	chr19(.):15947114-15948633	1.7004
3_MACS_peak_13597_lociStitched	chr19(.):16180230-16198200	1.4552
1_MACS_peak_13600_lociStitched	chr19(.):16221336-16232336	2.1117
4_MACS_peak_13601_lociStitched	chr19(.):16244078-16272611	1.694
3_MACS_peak_13605_lociStitched	chr19(.):16285707-16297181	0.4904
1_MACS_peak_13608_lociStitched	chr19(.):16307867-16309419	0.7009
1_MACS_peak_13609_lociStitched	chr19(.):16369971-16371698	0.7522
2_MACS_peak_13610_lociStitched	chr19(.):16432714-16442664	1.9367
2_MACS_peak_13612_lociStitched	chr19(.):16475316-16484957	2.0438
1_MACS_peak_13614_lociStitched	chr19(.):16492933-16495346	1.4085
2_MACS_peak_13615_lociStitched	chr19(.):16544577-16561838	1.6909
1_MACS_peak_13617_lociStitched	chr19(.):16581540-16583993	1.0113
1_MACS_peak_13618_lociStitched	chr19(.):16606385-16608001	0.555
1_MACS_peak_13619_lociStitched	chr19(.):16651962-16654528	1.42
3_MACS_peak_13620_lociStitched	chr19(.):16676882-16684377	0.4871
4_MACS_peak_13623_lociStitched	chr19(.):16693428-16717242	2.6645
1_MACS_peak_13627_lociStitched	chr19(.):16737428-16741493	2.1602
1_MACS_peak_13628_lociStitched	chr19(.):16757323-16758492	0.6322
1_MACS_peak_13629_lociStitched	chr19(.):16769983-16773292	1.5949
1_MACS_peak_13630_lociStitched	chr19(.):16939992-16940968	0.4438
1_MACS_peak_13631_lociStitched	chr19(.):16984420-16986776	0.7418
2_MACS_peak_13632_lociStitched	chr19(.):16993697-17000770	0.6432
1_MACS_peak_13634_lociStitched	chr19(.):17007178-17007900	0.3865
3_MACS_peak_13635_lociStitched	chr19(.):17184610-17191764	0.9042
1_MACS_peak_13638_lociStitched	chr19(.):17235586-17237677	1.1413
1_MACS_peak_13639_lociStitched	chr19(.):17245808-17247270	0.8663
1_MACS_peak_13640_lociStitched	chr19(.):17325291-17327088	1.7191
1_MACS_peak_13641_lociStitched	chr19(.):17336577-17338124	0.8947
1_MACS_peak_13642_lociStitched	chr19(.):17345472-17346804	0.5978
2_MACS_peak_13643_lociStitched	chr19(.):17355691-17358235	0.8416
1_MACS_peak_13645_lociStitched	chr19(.):17376438-17379023	1.1232
3_MACS_peak_13646_lociStitched	chr19(.):17413242-17421599	0.8847
2_MACS_peak_13649_lociStitched	chr19(.):17444765-17449447	0.8352
2_MACS_peak_13651_lociStitched	chr19(.):17480198-17486666	0.9512
1_MACS_peak_13653_lociStitched	chr19(.):17493157-17494420	0.7466
1_MACS_peak_13654_lociStitched	chr19(.):17502047-17503119	0.602
1_MACS_peak_13655_lociStitched	chr19(.):17515022-17519108	1.8954
1_MACS_peak_13656_lociStitched	chr19(.):17529940-17531694	0.6747
1_MACS_peak_13657_lociStitched	chr19(.):17580022-17581374	0.7279
1_MACS_peak_13658_lociStitched	chr19(.):17621549-17623329	2.6385
1_MACS_peak_13659_lociStitched	chr19(.):17666312-17667779	1.0304
1_MACS_peak_13660_lociStitched	chr19(.):17829675-17830654	0.5246
1_MACS_peak_13661_lociStitched	chr19(.):17861423-17863322	1.6351
2_MACS_peak_13662_lociStitched	chr19(.):17957826-17961749	0.6376
1_MACS_peak_13664_lociStitched	chr19(.):17970410-17972252	1.4824
1_MACS_peak_13665_lociStitched	chr19(.):18042763-18044667	1.5987
1_MACS_peak_13666_lociStitched	chr19(.):18132306-18133793	0.9213
1_MACS_peak_13667_lociStitched	chr19(.):18154825-18157010	1.07
2_MACS_peak_13668_lociStitched	chr19(.):18197103-18202695	0.7031
2_MACS_peak_13670_lociStitched	chr19(.):18215010-18221584	0.358
1_MACS_peak_13672_lociStitched	chr19(.):18227938-18231203	0.8316
1_MACS_peak_13673_lociStitched	chr19(.):18262474-18264944	1.6685
1_MACS_peak_13674_lociStitched	chr19(.):18271399-18272600	0.8112
1_MACS_peak_13675_lociStitched	chr19(.):18283760-18285803	0.799
1_MACS_peak_13676_lociStitched	chr19(.):18302395-18304940	0.8375
1_MACS_peak_13677_lociStitched	chr19(.):18313388-18316849	1.5177
1_MACS_peak_13678_lociStitched	chr19(.):18364983-18366349	0.6302
1_MACS_peak_13679_lociStitched	chr19(.):18389350-18394167	2.183
1_MACS_peak_13680_lociStitched	chr19(.):18402219-18403837	0.7321
1_MACS_peak_13681_lociStitched	chr19(.):18413607-18418035	1.6871
1_MACS_peak_13682_lociStitched	chr19(.):18432674-18434955	1.159
1_MACS_peak_13683_lociStitched	chr19(.):18450692-18452501	0.5877
1_MACS_peak_13684_lociStitched	chr19(.):18539499-18541170	0.6013
2_MACS_peak_13685_lociStitched	chr19(.):18629936-18639641	0.9427
1_MACS_peak_13687_lociStitched	chr19(.):18653504-18655528	0.8338
1_MACS_peak_13688_lociStitched	chr19(.):18667823-18669804	1.2117
1_MACS_peak_13689_lociStitched	chr19(.):18681537-18683888	1.3353
1_MACS_peak_13690_lociStitched	chr19(.):18698714-18700975	1.5114
1_MACS_peak_13691_lociStitched	chr19(.):18746814-18748797	1.3227
1_MACS_peak_13692_lociStitched	chr19(.):18793687-18795000	0.562
1_MACS_peak_13693_lociStitched	chr19(.):18811096-18812856	0.744
1_MACS_peak_13694_lociStitched	chr19(.):18942180-18945121	1.0563
1_MACS_peak_13695_lociStitched	chr19(.):18971363-18973125	0.7584
1_MACS_peak_13696_lociStitched	chr19(.):19028883-19031400	1.7013
3_MACS_peak_13697_lociStitched	chr19(.):19050181-19061906	1.7766
1_MACS_peak_13700_lociStitched	chr19(.):19143148-19145650	1.7514
1_MACS_peak_13701_lociStitched	chr19(.):19173363-19180814	1.0818
1_MACS_peak_13702_lociStitched	chr19(.):19248359-19249651	1.2727
1_MACS_peak_13703_lociStitched	chr19(.):19256379-19257289	0.559
1_MACS_peak_13704_lociStitched	chr19(.):19302158-19305545	1.8475
1_MACS_peak_13705_lociStitched	chr19(.):19313106-19314541	1.3137
1_MACS_peak_13706_lociStitched	chr19(.):19430455-19432790	2.3498
1_MACS_peak_13707_lociStitched	chr19(.):19475080-19476246	0.7523
1_MACS_peak_13708_lociStitched	chr19(.):19483165-19484527	0.9216
2_MACS_peak_13709_lociStitched	chr19(.):19491270-19497789	0.5269
2_MACS_peak_13711_lociStitched	chr19(.):19515639-19518081	0.625
1_MACS_peak_13713_lociStitched	chr19(.):19626098-19627839	1.3963
1_MACS_peak_13714_lociStitched	chr19(.):19753440-19755229	1.1019
2_MACS_peak_13715_lociStitched	chr19(.):19773348-19780589	1.329
1_MACS_peak_13717_lociStitched	chr19(.):19886678-19888261	0.5586
1_MACS_peak_13718_lociStitched	chr19(.):19931909-19932757	0.5269
1_MACS_peak_13719_lociStitched	chr19(.):19976264-19978024	1.6136
1_MACS_peak_13720_lociStitched	chr19(.):20010879-20012639	0.9916
1_MACS_peak_13721_lociStitched	chr19(.):20162618-20163517	0.5582
2_MACS_peak_13722_lociStitched	chr19(.):20348458-20355842	0.2469
1_MACS_peak_13724_lociStitched	chr19(.):20476314-20479741	0.6342
1_MACS_peak_13725_lociStitched	chr19(.):20606561-20608036	0.647
1_MACS_peak_13726_lociStitched	chr19(.):20614256-20616329	0.7473
1_MACS_peak_13727_lociStitched	chr19(.):20747920-20748649	0.5152
1_MACS_peak_13728_lociStitched	chr19(.):20846755-20848774	1.0908
1_MACS_peak_13729_lociStitched	chr19(.):20959015-20959912	0.6488
1_MACS_peak_13730_lociStitched	chr19(.):21105685-21106691	0.6957
1_MACS_peak_13731_lociStitched	chr19(.):21202849-21204270	0.8973
1_MACS_peak_13732_lociStitched	chr19(.):21324418-21325722	0.996
1_MACS_peak_13733_lociStitched	chr19(.):21511412-21512542	1.1554
1_MACS_peak_13734_lociStitched	chr19(.):21688265-21689143	0.3957
1_MACS_peak_13735_lociStitched	chr19(.):21751671-21752404	0.518
1_MACS_peak_13736_lociStitched	chr19(.):21949215-21950736	1.11
1_MACS_peak_13737_lociStitched	chr19(.):23432320-23433588	0.9126
1_MACS_peak_13738_lociStitched	chr19(.):23455899-23457384	0.7721
1_MACS_peak_13739_lociStitched	chr19(.):23464889-23466169	0.4803
1_MACS_peak_13740_lociStitched	chr19(.):23577635-23578557	0.6061
1_MACS_peak_13741_lociStitched	chr19(.):23709529-23711985	1.0695
1_MACS_peak_13742_lociStitched	chr19(.):23723092-23724125	0.5872
1_MACS_peak_13743_lociStitched	chr19(.):23869001-23870376	1.4001
