GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_18363	chr19(.):35794339-35795063	0.6269
MACS_peak_18366	chr19(.):35798804-35799656	0.4381
MACS_peak_18367	chr19(.):35799815-35800140	0.5673
MACS_peak_18368	chr19(.):35800176-35801584	1.0753
MACS_peak_18373	chr19(.):35811435-35812003	0.5827
MACS_peak_18374_1	chr19(.):35819646-35820570	0.6774
MACS_peak_18375_1	chr19(.):35820593-35821070	0.7381
MACS_peak_18375_2	chr19(.):35821071-35822219	0.7082
MACS_peak_18376	chr19(.):35822271-35822839	0.6009
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18378	chr19(.):35823299-35834562	1.0756
MACS_peak_18379	chr19(.):35834606-35836198	0.7855
MACS_peak_18380	chr19(.):35836269-35837377	1.0622
MACS_peak_18380	chr19(.):35836269-35837377	1.0622
MACS_peak_18381	chr19(.):35837421-35837928	0.9593
MACS_peak_18381	chr19(.):35837421-35837928	0.9593
MACS_peak_18382	chr19(.):35838076-35838431	1.1911
MACS_peak_18383_1	chr19(.):35838499-35841443	1.3293
MACS_peak_18383_2	chr19(.):35841444-35843443	2.0156
MACS_peak_18383_3	chr19(.):35843444-35843809	0.9053
MACS_peak_18384_1	chr19(.):35849126-35850486	1.0441
MACS_peak_18384_2	chr19(.):35850487-35851735	0.9019
MACS_peak_18385	chr19(.):35851834-35853034	0.9516
MACS_peak_18386	chr19(.):35853061-35855046	1.3145
MACS_peak_18387	chr19(.):35861830-35864420	0.9586
MACS_peak_18391	chr19(.):35937870-35938204	0.5423
MACS_peak_18392_1	chr19(.):35939370-35939615	0.8204
MACS_peak_18392_2	chr19(.):35939616-35939823	0.2986
MACS_peak_18393_1	chr19(.):35940291-35941522	0.7153
MACS_peak_18393_1	chr19(.):35940291-35941522	0.7153
MACS_peak_18395	chr19(.):35977365-35977652	0.6967
MACS_peak_18396	chr19(.):35977685-35979499	0.9287
MACS_peak_18396	chr19(.):35977685-35979499	0.9287
MACS_peak_18397_1	chr19(.):35979504-35980355	1.1693
MACS_peak_18397_2	chr19(.):35980356-35982355	1.0815
MACS_peak_18397_3	chr19(.):35982356-35983124	0.7119
MACS_peak_18397_1	chr19(.):35979504-35980355	1.1693
MACS_peak_18397_2	chr19(.):35980356-35982355	1.0815
MACS_peak_18397_3	chr19(.):35982356-35983124	0.7119
MACS_peak_18397_1	chr19(.):35979504-35980355	1.1693
MACS_peak_18397_2	chr19(.):35980356-35982355	1.0815
MACS_peak_18397_3	chr19(.):35982356-35983124	0.7119
MACS_peak_18397_1	chr19(.):35979504-35980355	1.1693
MACS_peak_18397_2	chr19(.):35980356-35982355	1.0815
MACS_peak_18397_3	chr19(.):35982356-35983124	0.7119
MACS_peak_18398	chr19(.):35983145-35985781	0.8521
MACS_peak_18399	chr19(.):35985850-35986461	1.1056
MACS_peak_18401_1	chr19(.):35987643-35991812	1.2196
MACS_peak_18401_2	chr19(.):35991813-35993812	1.4923
MACS_peak_18401_3	chr19(.):35993813-36000390	1.3549
MACS_peak_18401_4	chr19(.):36000412-36002390	2.0591
MACS_peak_18401_5	chr19(.):36002412-36003559	1.3449
MACS_peak_18401_6	chr19(.):36003560-36005559	1.3775
MACS_peak_18401_7	chr19(.):36005560-36007324	0.9708
MACS_peak_18401_1	chr19(.):35987643-35991812	1.2196
MACS_peak_18401_2	chr19(.):35991813-35993812	1.4923
MACS_peak_18401_3	chr19(.):35993813-36000390	1.3549
MACS_peak_18401_4	chr19(.):36000412-36002390	2.0591
MACS_peak_18401_5	chr19(.):36002412-36003559	1.3449
MACS_peak_18401_6	chr19(.):36003560-36005559	1.3775
MACS_peak_18401_7	chr19(.):36005560-36007324	0.9708
MACS_peak_18401_1	chr19(.):35987643-35991812	1.2196
MACS_peak_18401_2	chr19(.):35991813-35993812	1.4923
MACS_peak_18401_3	chr19(.):35993813-36000390	1.3549
MACS_peak_18401_4	chr19(.):36000412-36002390	2.0591
MACS_peak_18401_5	chr19(.):36002412-36003559	1.3449
MACS_peak_18401_6	chr19(.):36003560-36005559	1.3775
MACS_peak_18401_7	chr19(.):36005560-36007324	0.9708
MACS_peak_18401_1	chr19(.):35987643-35991812	1.2196
MACS_peak_18401_2	chr19(.):35991813-35993812	1.4923
MACS_peak_18401_3	chr19(.):35993813-36000390	1.3549
MACS_peak_18401_4	chr19(.):36000412-36002390	2.0591
MACS_peak_18401_5	chr19(.):36002412-36003559	1.3449
MACS_peak_18401_6	chr19(.):36003560-36005559	1.3775
MACS_peak_18401_7	chr19(.):36005560-36007324	0.9708
MACS_peak_18401_1	chr19(.):35987643-35991812	1.2196
MACS_peak_18401_2	chr19(.):35991813-35993812	1.4923
MACS_peak_18401_3	chr19(.):35993813-36000390	1.3549
MACS_peak_18401_4	chr19(.):36000412-36002390	2.0591
MACS_peak_18401_5	chr19(.):36002412-36003559	1.3449
MACS_peak_18401_6	chr19(.):36003560-36005559	1.3775
MACS_peak_18401_7	chr19(.):36005560-36007324	0.9708
MACS_peak_18402	chr19(.):36007973-36009127	0.7928
MACS_peak_18402	chr19(.):36007973-36009127	0.7928
MACS_peak_18402	chr19(.):36007973-36009127	0.7928
MACS_peak_18403	chr19(.):36009299-36009970	0.8775
MACS_peak_18403	chr19(.):36009299-36009970	0.8775
MACS_peak_18404	chr19(.):36010083-36011116	0.8108
MACS_peak_18405	chr19(.):36012207-36012696	0.9815
MACS_peak_18406	chr19(.):36013388-36016609	1.0288
MACS_peak_18406	chr19(.):36013388-36016609	1.0288
MACS_peak_18406	chr19(.):36013388-36016609	1.0288
MACS_peak_18406	chr19(.):36013388-36016609	1.0288
MACS_peak_18407	chr19(.):36016625-36017496	0.8748
MACS_peak_18408_1	chr19(.):36017566-36018252	1.1686
MACS_peak_18408_2	chr19(.):36018253-36020252	0.9636
MACS_peak_18408_3	chr19(.):36020253-36021720	1.3259
MACS_peak_18408_1	chr19(.):36017566-36018252	1.1686
MACS_peak_18408_2	chr19(.):36018253-36020252	0.9636
MACS_peak_18408_3	chr19(.):36020253-36021720	1.3259
MACS_peak_18408_1	chr19(.):36017566-36018252	1.1686
MACS_peak_18408_2	chr19(.):36018253-36020252	0.9636
MACS_peak_18408_3	chr19(.):36020253-36021720	1.3259
MACS_peak_18409_1	chr19(.):36021724-36023312	0.8796
MACS_peak_18409_2	chr19(.):36023313-36025312	0.9462
MACS_peak_18409_3	chr19(.):36025313-36025585	0.8857
MACS_peak_18409_1	chr19(.):36021724-36023312	0.8796
MACS_peak_18409_2	chr19(.):36023313-36025312	0.9462
MACS_peak_18409_3	chr19(.):36025313-36025585	0.8857
MACS_peak_18410	chr19(.):36025613-36026525	0.7339
MACS_peak_18410	chr19(.):36025613-36026525	0.7339
MACS_peak_18411	chr19(.):36026543-36028328	1.0512
MACS_peak_18411	chr19(.):36026543-36028328	1.0512
MACS_peak_18412	chr19(.):36043463-36048867	1.0532
MACS_peak_18412	chr19(.):36043463-36048867	1.0532
MACS_peak_18412	chr19(.):36043463-36048867	1.0532
MACS_peak_18412	chr19(.):36043463-36048867	1.0532
MACS_peak_18413_1	chr19(.):36049336-36053559	1.3216
MACS_peak_18413_2	chr19(.):36053560-36054667	0.8995
MACS_peak_18413_1	chr19(.):36049336-36053559	1.3216
MACS_peak_18413_2	chr19(.):36053560-36054667	0.8995
MACS_peak_18414_1	chr19(.):36054727-36055559	0.9653
MACS_peak_18414_2	chr19(.):36055560-36056205	0.9234
MACS_peak_18414_1	chr19(.):36054727-36055559	0.9653
MACS_peak_18414_2	chr19(.):36055560-36056205	0.9234
MACS_peak_18415	chr19(.):36056323-36056900	0.7821
MACS_peak_18416	chr19(.):36057556-36057961	0.6106
MACS_peak_18418	chr19(.):36058401-36059008	0.7044
MACS_peak_18419	chr19(.):36059067-36059397	0.5012
MACS_peak_18420	chr19(.):36059442-36060116	0.9047
MACS_peak_18421	chr19(.):36060152-36060874	0.7579
MACS_peak_18422	chr19(.):36075760-36076106	0.9368
MACS_peak_18426	chr19(.):36159193-36159689	0.7406
MACS_peak_18427	chr19(.):36160020-36161299	1.2053
MACS_peak_18428	chr19(.):36161608-36162205	0.6677
MACS_peak_18429	chr19(.):36162492-36163580	0.5249
MACS_peak_18430	chr19(.):36163925-36165328	1.0355
MACS_peak_18431	chr19(.):36165562-36168793	1.4467
MACS_peak_18432	chr19(.):36168882-36169370	0.7324
MACS_peak_18433	chr19(.):36169381-36170379	0.7991
MACS_peak_18433	chr19(.):36169381-36170379	0.7991
MACS_peak_18433	chr19(.):36169381-36170379	0.7991
MACS_peak_18436	chr19(.):36178966-36179732	0.4945
MACS_peak_18437	chr19(.):36180248-36181853	0.7535
MACS_peak_18437	chr19(.):36180248-36181853	0.7535
MACS_peak_18438	chr19(.):36181914-36182492	0.8261
MACS_peak_18441	chr19(.):36194895-36196155	0.8147
MACS_peak_18441	chr19(.):36194895-36196155	0.8147
MACS_peak_18442	chr19(.):36196357-36196768	1.0979
MACS_peak_18443	chr19(.):36197002-36199588	1.1308
MACS_peak_18443	chr19(.):36197002-36199588	1.1308
MACS_peak_18443	chr19(.):36197002-36199588	1.1308
MACS_peak_18444	chr19(.):36200145-36201203	0.4843
MACS_peak_18444	chr19(.):36200145-36201203	0.4843
MACS_peak_18445	chr19(.):36201850-36202410	0.7154
MACS_peak_18446_1	chr19(.):36203397-36204023	0.5162
MACS_peak_18446_1	chr19(.):36203397-36204023	0.5162
MACS_peak_18447_1	chr19(.):36204127-36204828	0.7735
MACS_peak_18447_2	chr19(.):36204829-36205841	0.9812
MACS_peak_18449	chr19(.):36283111-36284407	0.978
MACS_peak_18449	chr19(.):36283111-36284407	0.978
MACS_peak_18450	chr19(.):36284648-36285350	0.8413
MACS_peak_18450	chr19(.):36284648-36285350	0.8413
MACS_peak_18451	chr19(.):36285539-36286187	0.4217
MACS_peak_18452	chr19(.):36286886-36291531	1.2453
MACS_peak_18452	chr19(.):36286886-36291531	1.2453
MACS_peak_18452	chr19(.):36286886-36291531	1.2453
MACS_peak_18452	chr19(.):36286886-36291531	1.2453
MACS_peak_18453	chr19(.):36291744-36293458	0.9014
MACS_peak_18453	chr19(.):36291744-36293458	0.9014
MACS_peak_18453	chr19(.):36291744-36293458	0.9014
MACS_peak_18455	chr19(.):36294235-36295930	0.9159
MACS_peak_18455	chr19(.):36294235-36295930	0.9159
MACS_peak_18456	chr19(.):36296399-36296893	0.6363
MACS_peak_18457	chr19(.):36296952-36299534	1.1953
MACS_peak_18458	chr19(.):36299630-36300081	0.251
MACS_peak_18459	chr19(.):36300738-36301189	0.694
MACS_peak_18459	chr19(.):36300738-36301189	0.694
MACS_peak_18460	chr19(.):36301225-36301951	0.979
MACS_peak_18461_1	chr19(.):36302466-36303200	1.3864
MACS_peak_18461_2	chr19(.):36303201-36304519	1.2905
MACS_peak_18461_1	chr19(.):36302466-36303200	1.3864
MACS_peak_18461_2	chr19(.):36303201-36304519	1.2905
MACS_peak_18463	chr19(.):36305421-36306900	0.7405
MACS_peak_18463	chr19(.):36305421-36306900	0.7405
MACS_peak_18464	chr19(.):36306935-36307565	0.9235
MACS_peak_18465	chr19(.):36307932-36308531	0.6357
MACS_peak_18465	chr19(.):36307932-36308531	0.6357
MACS_peak_18466	chr19(.):36310363-36310738	0.8384
MACS_peak_18474	chr19(.):36321378-36323597	0.8971
MACS_peak_18474	chr19(.):36321378-36323597	0.8971
MACS_peak_18475	chr19(.):36323980-36324656	0.8654
MACS_peak_18478	chr19(.):36329982-36330701	0.3235
MACS_peak_18479	chr19(.):36331185-36331726	0.5036
MACS_peak_18479	chr19(.):36331185-36331726	0.5036
MACS_peak_18480	chr19(.):36331931-36332584	0.5179
MACS_peak_18481	chr19(.):36332771-36333084	0.5842
MACS_peak_18482	chr19(.):36334750-36337522	1.0348
MACS_peak_18482	chr19(.):36334750-36337522	1.0348
MACS_peak_18483	chr19(.):36338235-36338729	0.9911
MACS_peak_18484	chr19(.):36338864-36339400	1.2339
MACS_peak_18485	chr19(.):36339403-36340825	1.1217
MACS_peak_18485	chr19(.):36339403-36340825	1.1217
MACS_peak_18486	chr19(.):36340918-36341741	0.9383
MACS_peak_18486	chr19(.):36340918-36341741	0.9383
MACS_peak_18487_1	chr19(.):36341895-36342183	0.7116
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18489_1	chr19(.):36343722-36343894	0.6661
MACS_peak_18489_2	chr19(.):36343895-36346808	1.0993
MACS_peak_18489_3	chr19(.):36346809-36348808	1.48
MACS_peak_18489_4	chr19(.):36348809-36353149	1.254
MACS_peak_18490	chr19(.):36353206-36357552	1.0954
MACS_peak_18490	chr19(.):36353206-36357552	1.0954
MACS_peak_18491_1	chr19(.):36357579-36358399	0.7046
MACS_peak_18491_2	chr19(.):36358400-36359843	1.205
MACS_peak_18491_1	chr19(.):36357579-36358399	0.7046
MACS_peak_18491_2	chr19(.):36358400-36359843	1.205
MACS_peak_18492_1	chr19(.):36359938-36360304	1.3087
MACS_peak_18494	chr19(.):36360762-36362096	0.8538
MACS_peak_18495	chr19(.):36362323-36363193	1.0753
MACS_peak_18496	chr19(.):36363656-36370597	1.2192
MACS_peak_18496	chr19(.):36363656-36370597	1.2192
MACS_peak_18498	chr19(.):36395370-36395768	0.4646
MACS_peak_18499_1	chr19(.):36397494-36398210	0.7831
MACS_peak_18499_2	chr19(.):36398211-36399767	0.7086
MACS_peak_18499_1	chr19(.):36397494-36398210	0.7831
MACS_peak_18499_2	chr19(.):36398211-36399767	0.7086
MACS_peak_18501	chr19(.):36404322-36404716	0.3596
MACS_peak_18504	chr19(.):36407407-36408229	0.8647
MACS_peak_18505	chr19(.):36409968-36410871	0.9026
MACS_peak_18505	chr19(.):36409968-36410871	0.9026
MACS_peak_18506	chr19(.):36413298-36414323	0.6208
MACS_peak_18506	chr19(.):36413298-36414323	0.6208
MACS_peak_18507	chr19(.):36414556-36415113	0.9683
MACS_peak_18508	chr19(.):36415788-36416159	0.5204
MACS_peak_18509	chr19(.):36416232-36419034	0.9
MACS_peak_18509	chr19(.):36416232-36419034	0.9
MACS_peak_18511	chr19(.):36439175-36440399	0.4802
MACS_peak_18512	chr19(.):36440942-36441423	0.6619
MACS_peak_18513	chr19(.):36442129-36443148	0.7303
MACS_peak_18514	chr19(.):36443701-36444043	0.6762
MACS_peak_18515	chr19(.):36444134-36444440	0.3855
MACS_peak_18518	chr19(.):36447003-36447590	0.4988
MACS_peak_18520	chr19(.):36449598-36451222	1.1374
MACS_peak_18524	chr19(.):36464549-36465140	0.9723
MACS_peak_18526	chr19(.):36467641-36467960	0.3579
MACS_peak_18527	chr19(.):36468007-36468918	0.7354
MACS_peak_18528	chr19(.):36469139-36469560	0.7381
MACS_peak_18529	chr19(.):36469703-36471653	0.8784
MACS_peak_18530	chr19(.):36471662-36472191	0.8619
MACS_peak_18530	chr19(.):36471662-36472191	0.8619
MACS_peak_18531	chr19(.):36472243-36473546	0.8498
MACS_peak_18531	chr19(.):36472243-36473546	0.8498
MACS_peak_18532	chr19(.):36474181-36477801	0.7439
MACS_peak_18532	chr19(.):36474181-36477801	0.7439
MACS_peak_18532	chr19(.):36474181-36477801	0.7439
MACS_peak_18546	chr19(.):38716954-38719024	1.1898
MACS_peak_18547_1	chr19(.):38719214-38719316	0.4159
MACS_peak_18547_2	chr19(.):38719317-38720171	1.2969
MACS_peak_18548_1	chr19(.):38720290-38721316	0.9806
MACS_peak_18548_2	chr19(.):38721317-38724406	0.8095
MACS_peak_18548_1	chr19(.):38720290-38721316	0.9806
MACS_peak_18548_2	chr19(.):38721317-38724406	0.8095
MACS_peak_18548_1	chr19(.):38720290-38721316	0.9806
MACS_peak_18548_2	chr19(.):38721317-38724406	0.8095
MACS_peak_18548_1	chr19(.):38720290-38721316	0.9806
MACS_peak_18548_2	chr19(.):38721317-38724406	0.8095
MACS_peak_18551	chr19(.):38728227-38728656	0.5229
MACS_peak_18556	chr19(.):38743157-38745190	1.0286
MACS_peak_18557_1	chr19(.):38745280-38746171	0.8768
MACS_peak_18557_2	chr19(.):38746172-38746260	0.2581
MACS_peak_18558_1	chr19(.):38809799-38811169	0.8339
MACS_peak_18560	chr19(.):38848311-38849823	0.7876
MACS_peak_18561	chr19(.):38850679-38851209	0.8563
MACS_peak_18562	chr19(.):38851210-38852343	0.9769
MACS_peak_18562	chr19(.):38851210-38852343	0.9769
MACS_peak_18563	chr19(.):38854801-38855928	1.1253
MACS_peak_18564	chr19(.):38856010-38856417	1.0481
MACS_peak_18565	chr19(.):38856566-38858147	0.9193
MACS_peak_18565	chr19(.):38856566-38858147	0.9193
MACS_peak_18566_1	chr19(.):38878466-38879074	0.892
MACS_peak_18567_1	chr19(.):38879286-38879667	1.3035
MACS_peak_18567_2	chr19(.):38879668-38879937	1.93
MACS_peak_18567_3	chr19(.):38879938-38880291	1.1683
MACS_peak_18568_1	chr19(.):38880541-38881405	1.1963
MACS_peak_18569_1	chr19(.):38881624-38881937	0.7767
MACS_peak_18569_2	chr19(.):38881938-38883199	1.0561
MACS_peak_18570	chr19(.):38883230-38883912	0.7964
MACS_peak_18571	chr19(.):38883954-38889792	1.1928
MACS_peak_18571	chr19(.):38883954-38889792	1.1928
MACS_peak_18571	chr19(.):38883954-38889792	1.1928
MACS_peak_18571	chr19(.):38883954-38889792	1.1928
MACS_peak_18572	chr19(.):38889932-38890491	0.5794
MACS_peak_18576	chr19(.):38902764-38904994	1.0104
MACS_peak_18576	chr19(.):38902764-38904994	1.0104
MACS_peak_18576	chr19(.):38902764-38904994	1.0104
MACS_peak_18577	chr19(.):38905390-38906085	1.061
MACS_peak_18578	chr19(.):38908767-38909489	1.1254
MACS_peak_18579	chr19(.):38910500-38911004	0.9053
MACS_peak_18580	chr19(.):38911015-38912197	0.7151
MACS_peak_18581	chr19(.):38912411-38913947	0.8995
MACS_peak_18581	chr19(.):38912411-38913947	0.8995
MACS_peak_18586	chr19(.):38933458-38934346	0.8838
MACS_peak_18593	chr19(.):38962498-38963618	0.7256
MACS_peak_18597	chr19(.):38965584-38966373	1.162
MACS_peak_18598	chr19(.):38966717-38967541	1.1863
MACS_peak_18600	chr19(.):38968735-38969619	0.8681
MACS_peak_18604	chr19(.):38980140-38980595	0.6608
MACS_peak_18604	chr19(.):38980140-38980595	0.6608
MACS_peak_18605	chr19(.):38982931-38983440	0.6499
MACS_peak_18605	chr19(.):38982931-38983440	0.6499
MACS_peak_18606	chr19(.):38983568-38984036	0.828
MACS_peak_18607	chr19(.):38984483-38985551	0.761
MACS_peak_18608	chr19(.):38989680-38990877	0.8474
MACS_peak_18608	chr19(.):38989680-38990877	0.8474
MACS_peak_18609	chr19(.):38991033-38991667	0.9651
MACS_peak_18610	chr19(.):38991754-38992278	0.8429
MACS_peak_18613	chr19(.):39000579-39003786	1.0726
MACS_peak_18613	chr19(.):39000579-39003786	1.0726
MACS_peak_18613	chr19(.):39000579-39003786	1.0726
MACS_peak_18613	chr19(.):39000579-39003786	1.0726
MACS_peak_18614	chr19(.):39006605-39008366	0.7636
MACS_peak_18614	chr19(.):39006605-39008366	0.7636
MACS_peak_18615	chr19(.):39009130-39009973	1.0409
MACS_peak_18616	chr19(.):39013791-39014632	0.682
MACS_peak_18617	chr19(.):39015037-39015485	0.6578
MACS_peak_18618	chr19(.):39015634-39016718	0.9115
MACS_peak_18622	chr19(.):39021775-39022474	0.777
MACS_peak_18623	chr19(.):39023048-39023902	0.6602
MACS_peak_18623	chr19(.):39023048-39023902	0.6602
MACS_peak_18624	chr19(.):39024018-39024567	0.841
MACS_peak_18625	chr19(.):39024857-39026135	1.081
MACS_peak_18625	chr19(.):39024857-39026135	1.081
MACS_peak_18628	chr19(.):39053441-39054142	0.6506
MACS_peak_18630	chr19(.):39056612-39057763	0.6514
MACS_peak_18631	chr19(.):39057891-39059173	1.0296
MACS_peak_18634	chr19(.):39067522-39067985	0.5564
MACS_peak_18635	chr19(.):39068050-39068912	1.0661
MACS_peak_18636	chr19(.):39070234-39071606	0.747
MACS_peak_18637	chr19(.):39071831-39072592	0.5574
MACS_peak_18640	chr19(.):39260984-39262000	0.8429
MACS_peak_18641_1	chr19(.):39263170-39263780	0.7825
MACS_peak_18642_1	chr19(.):39264405-39265156	0.8274
MACS_peak_18642_2	chr19(.):39265157-39265613	0.6464
MACS_peak_18642_1	chr19(.):39264405-39265156	0.8274
MACS_peak_18642_2	chr19(.):39265157-39265613	0.6464
MACS_peak_18643	chr19(.):39269346-39270211	0.7659
MACS_peak_18644	chr19(.):39270236-39271579	0.9429
MACS_peak_18645	chr19(.):39271738-39272341	1.4889
MACS_peak_18646	chr19(.):39272359-39273251	0.6812
MACS_peak_18648_1	chr19(.):39280188-39280848	0.9003
MACS_peak_18649	chr19(.):39281961-39283847	1.0
MACS_peak_18649	chr19(.):39281961-39283847	1.0
MACS_peak_18650	chr19(.):39289941-39290441	0.6538
MACS_peak_18651	chr19(.):39291367-39292077	0.6105
MACS_peak_18652	chr19(.):39292757-39293219	0.5715
MACS_peak_18653	chr19(.):39293467-39294557	0.7684
MACS_peak_18658	chr19(.):39436801-39440170	1.0668
MACS_peak_18658	chr19(.):39436801-39440170	1.0668
MACS_peak_18658	chr19(.):39436801-39440170	1.0668
MACS_peak_18658	chr19(.):39436801-39440170	1.0668
MACS_peak_18659_1	chr19(.):39442812-39443782	0.7731
MACS_peak_18660_1	chr19(.):39444080-39444326	0.5833
MACS_peak_18660_2	chr19(.):39444327-39444562	0.617
MACS_peak_18662_1	chr19(.):39465684-39466007	0.6837
MACS_peak_18663	chr19(.):39481628-39482204	0.6425
MACS_peak_18666	chr19(.):39507709-39508046	0.4926
MACS_peak_18667	chr19(.):39509472-39509943	0.4861
MACS_peak_18668	chr19(.):39510087-39510728	0.5443
MACS_peak_18668	chr19(.):39510087-39510728	0.5443
MACS_peak_18670	chr19(.):39515560-39516387	0.5227
MACS_peak_18671	chr19(.):39517358-39517846	0.6615
MACS_peak_18674_1	chr19(.):39522565-39524114	0.9962
MACS_peak_18675	chr19(.):39524673-39524977	0.6565
MACS_peak_18678	chr19(.):39541453-39542008	0.4777
MACS_peak_18679	chr19(.):39543279-39544057	0.8883
MACS_peak_18680	chr19(.):39544305-39544663	0.7703
MACS_peak_18686_1	chr19(.):39573574-39573943	1.033
MACS_peak_18686_2	chr19(.):39573944-39574758	1.6651
MACS_peak_18687_1	chr19(.):39574821-39575943	1.7679
MACS_peak_18687_2	chr19(.):39575944-39577058	1.0053
MACS_peak_18687_1	chr19(.):39574821-39575943	1.7679
MACS_peak_18687_2	chr19(.):39575944-39577058	1.0053
MACS_peak_18688	chr19(.):39579255-39579695	0.9645
MACS_peak_18689	chr19(.):39584041-39584391	0.2297
MACS_peak_18691	chr19(.):39588895-39590137	0.9988
MACS_peak_18692	chr19(.):39590331-39592295	0.9655
MACS_peak_18692	chr19(.):39590331-39592295	0.9655
MACS_peak_18693	chr19(.):39592920-39594096	0.6768
MACS_peak_18694	chr19(.):39595461-39599303	1.1964
MACS_peak_18694	chr19(.):39595461-39599303	1.1964
MACS_peak_18696	chr19(.):39601751-39602134	0.3705
