REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_4244_lociStitched	chr11	2792944	2801057	3	6762	22136.3205	1384.8891	948	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	948	1
2_MACS_peak_16336_lociStitched	chr2	236403257	236412333	2	6759	19510.6772	1051.9084	949	AGAP1		AGAP1	AGAP1	0.019700000000000002	949	1
1_MACS_peak_15895_lociStitched	chr2	192539160	192545917	1	6758	30153.1125	1350.0486	950	OBFC2A		OBFC2A	OBFC2A	1.4193	950	1
2_MACS_peak_26747_lociStitched	chr8	23075179	23083621	2	6758	17609.1678	1870.7472	951	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.3251	951	1
3_MACS_peak_13057_lociStitched	chr19	5679258	5692484	3	6756	18318.01	3252.2734	952	HSD11B1L,RPL36,C19orf70,LONP1	TMEM146	RPL36	RPL36	1.0325	952	1
2_MACS_peak_7510_lociStitched	chr13	50697299	50705458	2	6754	15936.1588	536.0463	953	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.2647	953	1
3_MACS_peak_6864_lociStitched	chr12	105618944	105630822	3	6750	9218.5158	1969.3724	954	APPL2		APPL2	APPL2	0.05680000000000002	954	1
2_MACS_peak_4322_lociStitched	chr11	8703018	8711470	2	6746	25428.6872	1556.8584	955	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.3384	955	1
3_MACS_peak_15921_lociStitched	chr2	197089099	197105564	3	6743	15661.508	2471.3965	956	HECW2		STK17B	STK17B	0.6043999999999999	956	1
2_MACS_peak_9623_lociStitched	chr15	90613332	90620327	2	6740	12911.371	1194.746	957	ZNF710	IDH2	IDH2	IDH2	1.1571	957	1
2_MACS_peak_18919_lociStitched	chr3	55687489	55696702	2	6740	11009.535	1610.4324	958	ERC2,C3orf51		C3orf51	C3orf51	0.7569	958	1
3_MACS_peak_25301_lociStitched	chr7	32766726	32779279	3	6740	12922.0582	1773.7389	959	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	0.8759999999999999	959	1
3_MACS_peak_8971_lociStitched	chr15	44579402	44593466	3	6740	15034.416	1998.4944	960	CASC4		CASC4	CASC4	0.12310000000000001	960	1
3_MACS_peak_20019_lociStitched	chr3	184660026	184671749	3	6738	17809.5816	2576.7154	961	VPS8		VPS8	NONE	NONE	961	1
2_MACS_peak_6386_lociStitched	chr12	56544547	56554671	2	6733	27117.134	1706.9064	962	MYL6B,MYL6	PA2G4,RPL41,ZC3H10,ESYT1,SMARCC2	MYL6	ZC3H10	1.3236	962	1
1_MACS_peak_19482_lociStitched	chr3	130567366	130574096	1	6731	15757.622	1296.871	963	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.0818	963	1
2_MACS_peak_18252_lociStitched	chr22	50623504	50630770	2	6730	13641.915	1051.3902	964	TRABD	MOV10L1,PANX2,SELO	TRABD	TRABD	0.6255	964	1
4_MACS_peak_1990_lociStitched	chr1	168302517	168318132	4	6730	7443.6705	3190.1445	965		MIR557	MIR557	NONE	NONE	965	1
1_MACS_peak_18398_lociStitched	chr3	13371460	13378188	1	6729	45078.9456	1159.9072	966	NUP210		NUP210	NUP210	0.5714	966	1
2_MACS_peak_6842_lociStitched	chr12	104318532	104326461	2	6728	39032.8812	1453.3857	967	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.4382999999999999	967	1
2_MACS_peak_15968_lociStitched	chr2	201312653	201321880	2	6726	9578.5487	1764.2024	968	SPATS2L		KCTD18	KCTD18	NONE	968	1
4_MACS_peak_12208_lociStitched	chr17	78227900	78238705	4	6725	15195.0715	1407.8915	969	RNF213	SLC26A11,SGSH	RNF213	SGSH	0.2852	969	1
1_MACS_peak_22360_lociStitched	chr5	100235029	100241752	1	6724	41464.1025	1407.7962	970	ST8SIA4		ST8SIA4	ST8SIA4	0.5236999999999999	970	1
1_MACS_peak_14152_lociStitched	chr2	10259655	10266372	1	6718	27759.3459	1274.8866	971	RRM2	C2orf48,CYS1	RRM2	RRM2	1.4448999999999999	971	1
1_MACS_peak_21879_lociStitched	chr5	43036994	43043708	1	6715	25025.7636	1639.5588	972	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	2.0615	972	1
3_MACS_peak_23809_lociStitched	chr6	37136435	37144367	3	6714	21696.3996	1415.0688	973	PIM1		PIM1	PIM1	1.3039	973	1
1_MACS_peak_15840_lociStitched	chr2	187810861	187817569	1	6709	35198.8884	1106.1492	974			ZSWIM2	ZSWIM2	NONE	974	1
2_MACS_peak_26710_lociStitched	chr8	21770264	21778417	2	6705	11404.4164	1277.5751	975	XPO7,DOK2		XPO7	XPO7	0.044999999999999984	975	1
2_MACS_peak_18677_lociStitched	chr3	44036430	44046307	2	6705	7883.8214	1514.1441	976			MIR138-1	MIR138-1	NONE	976	1
2_MACS_peak_12855_lociStitched	chr18	72162629	72169821	2	6702	17333.4392	1401.0016	977	CNDP2	CNDP1,FAM69C	CNDP2	CNDP2	0.40759999999999996	977	1
2_MACS_peak_10789_lociStitched	chr16	88846674	88857575	2	6689	15015.0374	783.7819	978	FAM38A	CDT1,APRT	FAM38A	CDT1	0.3363	978	1
1_MACS_peak_25010_lociStitched	chr7	5460385	5467070	1	6686	18913.202	578.2525	979	TNRC18		TNRC18	TNRC18	0.1454	979	1
