GENE_ID	locusLine	bin_1_23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam
1_MACS_peak_16677_lociStitched	chr19(.):46699158-46700268	0.662
1_MACS_peak_16678_lociStitched	chr19(.):46701709-46702234	0.6641
2_MACS_peak_16679_lociStitched	chr19(.):46704414-46706209	0.6951
1_MACS_peak_16681_lociStitched	chr19(.):46707574-46708148	0.6871
1_MACS_peak_16682_lociStitched	chr19(.):46709184-46710100	0.8431
2_MACS_peak_16683_lociStitched	chr19(.):46715699-46719136	0.7818
1_MACS_peak_16685_lociStitched	chr19(.):46720995-46721722	0.664
3_MACS_peak_16686_lociStitched	chr19(.):46725398-46727677	0.6051
7_MACS_peak_16689_lociStitched	chr19(.):46729305-46737054	0.7723
1_MACS_peak_16696_lociStitched	chr19(.):46743122-46744300	0.7361
1_MACS_peak_16697_lociStitched	chr19(.):46748843-46749287	0.5269
1_MACS_peak_16698_lociStitched	chr19(.):46755658-46756044	0.5693
2_MACS_peak_16699_lociStitched	chr19(.):46761848-46765576	0.8164
1_MACS_peak_16701_lociStitched	chr19(.):46772215-46772679	0.4736
1_MACS_peak_16702_lociStitched	chr19(.):46777354-46777970	0.6223
2_MACS_peak_16703_lociStitched	chr19(.):46779512-46783545	0.8512
3_MACS_peak_16705_lociStitched	chr19(.):46786124-46788673	0.7284
1_MACS_peak_16708_lociStitched	chr19(.):46789883-46790757	0.8727
2_MACS_peak_16709_lociStitched	chr19(.):46796107-46798133	0.5559
2_MACS_peak_16711_lociStitched	chr19(.):46799843-46802054	0.6225
2_MACS_peak_16713_lociStitched	chr19(.):46803102-46805058	0.7869
4_MACS_peak_16715_lociStitched	chr19(.):46808690-46815287	0.7237
1_MACS_peak_16719_lociStitched	chr19(.):46824736-46826339	0.8275
4_MACS_peak_16720_lociStitched	chr19(.):46838807-46845490	0.7425
4_MACS_peak_16724_lociStitched	chr19(.):46901304-46916169	1.0322
8_MACS_peak_16728_lociStitched	chr19(.):46918590-46935622	1.0057
2_MACS_peak_16736_lociStitched	chr19(.):46937034-46940257	0.7008
2_MACS_peak_16738_lociStitched	chr19(.):46947055-46951620	0.9223
2_MACS_peak_16740_lociStitched	chr19(.):46954783-46957320	0.5936
3_MACS_peak_16742_lociStitched	chr19(.):46958356-46961595	0.9028
20_MACS_peak_16745_lociStitched	chr19(.):46963887-47012778	1.1259
1_MACS_peak_16765_lociStitched	chr19(.):47016253-47018697	0.8573
2_MACS_peak_16766_lociStitched	chr19(.):47027863-47041401	1.2342
1_MACS_peak_16768_lociStitched	chr19(.):47044474-47045443	0.7761
7_MACS_peak_16769_lociStitched	chr19(.):47114619-47147454	1.3895
1_MACS_peak_16776_lociStitched	chr19(.):47151170-47152067	0.8738
4_MACS_peak_16777_lociStitched	chr19(.):47154457-47164463	1.2103
1_MACS_peak_16781_lociStitched	chr19(.):47166466-47167148	0.8615
1_MACS_peak_16782_lociStitched	chr19(.):47511983-47512631	0.6473
3_MACS_peak_16783_lociStitched	chr19(.):47521868-47533599	1.3403
1_MACS_peak_16786_lociStitched	chr19(.):47534899-47535753	0.7637
1_MACS_peak_16787_lociStitched	chr19(.):47537748-47538484	0.9302
1_MACS_peak_16788_lociStitched	chr19(.):47797390-47797882	0.7379
1_MACS_peak_16789_lociStitched	chr19(.):47801190-47801732	0.6823
1_MACS_peak_16790_lociStitched	chr19(.):47803016-47803806	0.7637
7_MACS_peak_16791_lociStitched	chr19(.):47805817-47819699	0.9073
1_MACS_peak_16798_lociStitched	chr19(.):47820830-47824032	0.9919
1_MACS_peak_16799_lociStitched	chr19(.):47826527-47827624	0.906
1_MACS_peak_16800_lociStitched	chr19(.):47828939-47829523	0.6149
1_MACS_peak_16801_lociStitched	chr19(.):47834931-47835803	0.8284
1_MACS_peak_16802_lociStitched	chr19(.):47846688-47847156	0.5144
1_MACS_peak_16803_lociStitched	chr19(.):47870746-47871731	0.897
1_MACS_peak_16804_lociStitched	chr19(.):47888287-47888715	0.602
1_MACS_peak_16805_lociStitched	chr19(.):47891593-47892103	0.6839
1_MACS_peak_16806_lociStitched	chr19(.):47894459-47896697	0.9606
1_MACS_peak_16807_lociStitched	chr19(.):47897713-47899081	0.8312
4_MACS_peak_16808_lociStitched	chr19(.):47901717-47930937	1.5023
1_MACS_peak_16812_lociStitched	chr19(.):47932060-47935998	1.3417
1_MACS_peak_16813_lociStitched	chr19(.):47937296-47938070	0.7437
4_MACS_peak_16814_lociStitched	chr19(.):47939585-47950298	0.9388
1_MACS_peak_16818_lociStitched	chr19(.):47951620-47955317	1.1361
9_MACS_peak_16819_lociStitched	chr19(.):47956543-47978210	1.0752
1_MACS_peak_16828_lociStitched	chr19(.):48024114-48026301	0.9319
2_MACS_peak_16829_lociStitched	chr19(.):48031581-48036115	0.9775
2_MACS_peak_16831_lociStitched	chr19(.):48041014-48044253	0.9001
2_MACS_peak_16833_lociStitched	chr19(.):48047057-48052774	1.1279
2_MACS_peak_16835_lociStitched	chr19(.):48055463-48056893	0.5208
2_MACS_peak_16837_lociStitched	chr19(.):48073459-48075689	0.7126
1_MACS_peak_16839_lociStitched	chr19(.):48077311-48077728	0.5322
1_MACS_peak_16840_lociStitched	chr19(.):48094591-48096136	0.8154
9_MACS_peak_16841_lociStitched	chr19(.):48210768-48240517	1.0655
1_MACS_peak_16850_lociStitched	chr19(.):48241550-48242282	0.6688
1_MACS_peak_16851_lociStitched	chr19(.):48245636-48246932	0.8463
2_MACS_peak_16852_lociStitched	chr19(.):48269486-48272025	0.8631
1_MACS_peak_16854_lociStitched	chr19(.):48274828-48278439	0.8074
2_MACS_peak_16855_lociStitched	chr19(.):48295389-48298060	0.6657
2_MACS_peak_16857_lociStitched	chr19(.):48299278-48302121	0.7142
4_MACS_peak_16859_lociStitched	chr19(.):48305984-48311586	0.9638
1_MACS_peak_16863_lociStitched	chr19(.):48315089-48316191	0.7876
1_MACS_peak_16864_lociStitched	chr19(.):48319572-48320768	0.824
5_MACS_peak_16865_lociStitched	chr19(.):48322648-48330558	1.0351
4_MACS_peak_16870_lociStitched	chr19(.):48331822-48336213	0.6646
2_MACS_peak_16874_lociStitched	chr19(.):48342878-48347063	0.9329
1_MACS_peak_16876_lociStitched	chr19(.):48349294-48349806	0.538
9_MACS_peak_16877_lociStitched	chr19(.):48351589-48365247	0.787
9_MACS_peak_16886_lociStitched	chr19(.):48367447-48381670	0.7779
2_MACS_peak_16895_lociStitched	chr19(.):48383853-48385408	0.6427
1_MACS_peak_16897_lociStitched	chr19(.):48387596-48388168	0.6439
2_MACS_peak_16898_lociStitched	chr19(.):48391738-48393449	0.6765
1_MACS_peak_16900_lociStitched	chr19(.):48400768-48403467	0.7738
7_MACS_peak_16901_lociStitched	chr19(.):48406261-48472636	1.9817
3_MACS_peak_16908_lociStitched	chr19(.):48476733-48479594	0.8123
6_MACS_peak_16911_lociStitched	chr19(.):48488905-48496496	0.7171
3_MACS_peak_16917_lociStitched	chr19(.):48501341-48506218	0.8519
2_MACS_peak_16920_lociStitched	chr19(.):48507932-48509497	0.7829
1_MACS_peak_16922_lociStitched	chr19(.):48512689-48513065	0.5786
1_MACS_peak_16923_lociStitched	chr19(.):48519320-48519728	0.5106
1_MACS_peak_16924_lociStitched	chr19(.):48523314-48523752	0.6047
1_MACS_peak_16925_lociStitched	chr19(.):48524798-48525828	0.8725
2_MACS_peak_16926_lociStitched	chr19(.):48527575-48529428	0.7765
5_MACS_peak_16928_lociStitched	chr19(.):48532788-48539855	0.8226
5_MACS_peak_16933_lociStitched	chr19(.):48541846-48547703	0.7204
1_MACS_peak_16938_lociStitched	chr19(.):48551452-48552017	0.6698
1_MACS_peak_16939_lociStitched	chr19(.):48555836-48556517	0.6553
1_MACS_peak_16940_lociStitched	chr19(.):48559928-48560441	0.6426
1_MACS_peak_16941_lociStitched	chr19(.):48565858-48566735	0.6336
1_MACS_peak_16942_lociStitched	chr19(.):48767437-48769048	0.7656
3_MACS_peak_16943_lociStitched	chr19(.):48772323-48776863	0.9312
12_MACS_peak_16946_lociStitched	chr19(.):48778500-48810453	1.0077
2_MACS_peak_16958_lociStitched	chr19(.):48811525-48812899	0.6467
1_MACS_peak_16960_lociStitched	chr19(.):48895405-48900514	1.8464
3_MACS_peak_16961_lociStitched	chr19(.):48909001-48912381	0.7702
1_MACS_peak_16964_lociStitched	chr19(.):48916917-48918990	1.5518
1_MACS_peak_16965_lociStitched	chr19(.):48969251-48970393	0.7873
1_MACS_peak_16966_lociStitched	chr19(.):48993046-48993985	0.7676
4_MACS_peak_16967_lociStitched	chr19(.):48997233-49007528	0.999
1_MACS_peak_16971_lociStitched	chr19(.):49009322-49018060	1.5725
10_MACS_peak_16972_lociStitched	chr19(.):49019557-49038107	0.8434
14_MACS_peak_16982_lociStitched	chr19(.):49043056-49074133	1.0122
4_MACS_peak_16996_lociStitched	chr19(.):49078998-49088140	0.8645
5_MACS_peak_17000_lociStitched	chr19(.):49089200-49111527	1.305
1_MACS_peak_17005_lociStitched	chr19(.):49139733-49140299	0.6467
1_MACS_peak_17006_lociStitched	chr19(.):49142403-49143068	0.5786
1_MACS_peak_17007_lociStitched	chr19(.):49145885-49149928	1.0017
3_MACS_peak_17008_lociStitched	chr19(.):49151585-49154050	0.7341
3_MACS_peak_17011_lociStitched	chr19(.):49157133-49162272	0.8326
3_MACS_peak_17014_lociStitched	chr19(.):49165902-49170828	0.8381
12_MACS_peak_17017_lociStitched	chr19(.):49173447-49214178	1.1469
2_MACS_peak_17029_lociStitched	chr19(.):49215965-49223394	0.9807
1_MACS_peak_17031_lociStitched	chr19(.):49225583-49227844	0.7745
1_MACS_peak_17032_lociStitched	chr19(.):49230566-49232041	0.8757
2_MACS_peak_17033_lociStitched	chr19(.):49233055-49239145	0.9697
6_MACS_peak_17035_lociStitched	chr19(.):49241016-49251112	0.9171
4_MACS_peak_17041_lociStitched	chr19(.):49253308-49260795	0.8455
7_MACS_peak_17045_lociStitched	chr19(.):49262522-49282916	1.0829
2_MACS_peak_17052_lociStitched	chr19(.):49285073-49289790	1.1256
2_MACS_peak_17054_lociStitched	chr19(.):49339088-49341144	0.6757
3_MACS_peak_17056_lociStitched	chr19(.):49364392-49367519	0.6469
1_MACS_peak_17059_lociStitched	chr19(.):49369220-49371676	0.9028
1_MACS_peak_17060_lociStitched	chr19(.):49438118-49438629	0.6196
1_MACS_peak_17061_lociStitched	chr19(.):49450673-49451409	0.7182
8_MACS_peak_17062_lociStitched	chr19(.):49520930-49577893	1.3611
3_MACS_peak_17070_lociStitched	chr19(.):49622747-49627165	1.3025
1_MACS_peak_17073_lociStitched	chr19(.):49628958-49629734	0.6892
4_MACS_peak_17074_lociStitched	chr19(.):49641319-49646632	0.7249
7_MACS_peak_17078_lociStitched	chr19(.):49649284-49672280	1.0451
3_MACS_peak_17085_lociStitched	chr19(.):49673477-49678259	0.7978
4_MACS_peak_17088_lociStitched	chr19(.):49679481-49685368	0.7514
1_MACS_peak_17092_lociStitched	chr19(.):49687049-49687688	0.7027
1_MACS_peak_17093_lociStitched	chr19(.):49689781-49690419	0.638
1_MACS_peak_17094_lociStitched	chr19(.):49693735-49694735	0.9159
1_MACS_peak_17095_lociStitched	chr19(.):49696537-49697839	0.9618
1_MACS_peak_17096_lociStitched	chr19(.):49743641-49744294	0.7584
1_MACS_peak_17097_lociStitched	chr19(.):49747063-49747519	0.8821
4_MACS_peak_17098_lociStitched	chr19(.):49754561-49759017	0.8267
1_MACS_peak_17102_lociStitched	chr19(.):49783123-49783609	0.5933
4_MACS_peak_17103_lociStitched	chr19(.):49853547-49870318	1.1059
1_MACS_peak_17107_lociStitched	chr19(.):49872313-49873321	0.9817
2_MACS_peak_17108_lociStitched	chr19(.):49877679-49879618	0.8571
8_MACS_peak_17110_lociStitched	chr19(.):49891510-49905660	0.8722
3_MACS_peak_17118_lociStitched	chr19(.):49909441-49912502	0.6032
4_MACS_peak_17121_lociStitched	chr19(.):49915479-49946240	1.3813
5_MACS_peak_17125_lociStitched	chr19(.):50011417-50041664	1.1501
2_MACS_peak_17130_lociStitched	chr19(.):50044637-50049999	1.0801
2_MACS_peak_17132_lociStitched	chr19(.):50139490-50142680	0.8723
3_MACS_peak_17134_lociStitched	chr19(.):50193218-50196757	0.8593
2_MACS_peak_17137_lociStitched	chr19(.):50198827-50200685	0.6698
5_MACS_peak_17139_lociStitched	chr19(.):50201764-50213701	0.8606
1_MACS_peak_17144_lociStitched	chr19(.):50218535-50218946	0.7419
1_MACS_peak_17145_lociStitched	chr19(.):50221964-50222804	0.847
3_MACS_peak_17146_lociStitched	chr19(.):50224630-50228142	0.8049
3_MACS_peak_17149_lociStitched	chr19(.):50229529-50233072	0.7692
3_MACS_peak_17152_lociStitched	chr19(.):50234327-50239150	0.9268
2_MACS_peak_17155_lociStitched	chr19(.):50243354-50248189	0.8717
2_MACS_peak_17157_lociStitched	chr19(.):50250006-50252408	0.7598
1_MACS_peak_17159_lociStitched	chr19(.):50253457-50254156	0.7614
1_MACS_peak_17160_lociStitched	chr19(.):50255203-50255734	0.7151
1_MACS_peak_17161_lociStitched	chr19(.):50257976-50258772	0.7881
1_MACS_peak_17162_lociStitched	chr19(.):50260877-50261896	0.8058
2_MACS_peak_17163_lociStitched	chr19(.):50568231-50570832	0.6664
1_MACS_peak_17165_lociStitched	chr19(.):50571884-50572293	0.5346
1_MACS_peak_17166_lociStitched	chr19(.):50574897-50575570	0.8332
3_MACS_peak_17167_lociStitched	chr19(.):50576592-50580802	0.6413
1_MACS_peak_17170_lociStitched	chr19(.):50584369-50584779	0.6354
1_MACS_peak_17171_lociStitched	chr19(.):50588716-50589694	0.7141
2_MACS_peak_17172_lociStitched	chr19(.):50650542-50651965	0.8983
1_MACS_peak_17174_lociStitched	chr19(.):50654174-50654640	0.5969
1_MACS_peak_17175_lociStitched	chr19(.):50670567-50671060	0.662
1_MACS_peak_17176_lociStitched	chr19(.):50707906-50708303	0.7568
2_MACS_peak_17177_lociStitched	chr19(.):50718444-50719413	0.5858
1_MACS_peak_17179_lociStitched	chr19(.):50726010-50726623	0.6898
1_MACS_peak_17180_lociStitched	chr19(.):50735895-50736321	0.6767
1_MACS_peak_17181_lociStitched	chr19(.):50749885-50750791	0.708
1_MACS_peak_17182_lociStitched	chr19(.):50752749-50753185	0.7446
1_MACS_peak_17183_lociStitched	chr19(.):50762187-50762582	0.5943
2_MACS_peak_17184_lociStitched	chr19(.):50765080-50766487	0.6098
1_MACS_peak_17186_lociStitched	chr19(.):50778909-50779647	0.9375
1_MACS_peak_17187_lociStitched	chr19(.):50783231-50783886	0.6814
1_MACS_peak_17188_lociStitched	chr19(.):50794076-50794506	0.6486
1_MACS_peak_17189_lociStitched	chr19(.):50799269-50799862	0.7899
1_MACS_peak_17190_lociStitched	chr19(.):50802379-50802787	0.8443
3_MACS_peak_17191_lociStitched	chr19(.):50811698-50814717	0.795
3_MACS_peak_17194_lociStitched	chr19(.):50818090-50821224	0.6565
4_MACS_peak_17197_lociStitched	chr19(.):50822384-50827640	0.71
2_MACS_peak_17201_lociStitched	chr19(.):50832716-50836059	0.8274
1_MACS_peak_17203_lociStitched	chr19(.):50839757-50841139	0.7934
2_MACS_peak_17204_lociStitched	chr19(.):50847243-50848473	0.7006
2_MACS_peak_17206_lociStitched	chr19(.):50851630-50854065	0.7859
1_MACS_peak_17208_lociStitched	chr19(.):50855082-50855540	0.7411
10_MACS_peak_17209_lociStitched	chr19(.):50856752-50872462	0.8662
1_MACS_peak_17219_lociStitched	chr19(.):50874397-50874973	0.5959
14_MACS_peak_17220_lociStitched	chr19(.):50930541-50962343	0.9769
1_MACS_peak_17234_lociStitched	chr19(.):50964515-50974577	1.2329
1_MACS_peak_17235_lociStitched	chr19(.):51016378-51017072	0.8396
21_MACS_peak_17236_lociStitched	chr19(.):51024196-51069571	0.9246
3_MACS_peak_17257_lociStitched	chr19(.):51072354-51074966	0.6585
2_MACS_peak_17260_lociStitched	chr19(.):51083072-51084775	0.6615
2_MACS_peak_17262_lociStitched	chr19(.):51088752-51090210	0.6058
1_MACS_peak_17264_lociStitched	chr19(.):51098186-51098610	0.6947
3_MACS_peak_17265_lociStitched	chr19(.):51123657-51126409	0.5883
1_MACS_peak_17268_lociStitched	chr19(.):51140780-51143939	0.9195
1_MACS_peak_17269_lociStitched	chr19(.):51167637-51168016	0.581
3_MACS_peak_17270_lociStitched	chr19(.):51172910-51176514	0.7212
4_MACS_peak_17273_lociStitched	chr19(.):51188180-51192499	0.7468
2_MACS_peak_17277_lociStitched	chr19(.):51205252-51207559	0.761
1_MACS_peak_17279_lociStitched	chr19(.):51210778-51211436	0.5865
3_MACS_peak_17280_lociStitched	chr19(.):51216756-51221553	0.7418
6_MACS_peak_17283_lociStitched	chr19(.):51238872-51244858	0.5993
2_MACS_peak_17289_lociStitched	chr19(.):51248902-51250135	0.6519
6_MACS_peak_17291_lociStitched	chr19(.):51252926-51260419	0.8609
1_MACS_peak_17297_lociStitched	chr19(.):51261447-51262713	0.8791
3_MACS_peak_17298_lociStitched	chr19(.):51263851-51271084	0.911
2_MACS_peak_17301_lociStitched	chr19(.):51273783-51275251	0.7096
7_MACS_peak_17303_lociStitched	chr19(.):51276784-51286489	0.8798
1_MACS_peak_17310_lociStitched	chr19(.):51289429-51290089	0.682
2_MACS_peak_17311_lociStitched	chr19(.):51315311-51316821	0.6947
1_MACS_peak_17313_lociStitched	chr19(.):51320284-51323953	0.9433
1_MACS_peak_17314_lociStitched	chr19(.):51324999-51326195	0.9338
1_MACS_peak_17315_lociStitched	chr19(.):51327767-51328419	0.688
3_MACS_peak_17316_lociStitched	chr19(.):51329616-51334081	0.7152
4_MACS_peak_17319_lociStitched	chr19(.):51336925-51340921	0.8543
1_MACS_peak_17323_lociStitched	chr19(.):51361129-51361672	0.6118
1_MACS_peak_17324_lociStitched	chr19(.):51411831-51412573	0.5425
1_MACS_peak_17325_lociStitched	chr19(.):51415906-51416804	0.9984
1_MACS_peak_17326_lociStitched	chr19(.):51422939-51423732	0.6925
1_MACS_peak_17327_lociStitched	chr19(.):51435477-51435835	0.4528
1_MACS_peak_17328_lociStitched	chr19(.):51615441-51616050	0.6701
2_MACS_peak_17329_lociStitched	chr19(.):51618724-51620342	0.8723
1_MACS_peak_17331_lociStitched	chr19(.):51625848-51626591	0.8832
1_MACS_peak_17332_lociStitched	chr19(.):51628342-51628737	0.6509
1_MACS_peak_17333_lociStitched	chr19(.):52133334-52133729	0.5383
1_MACS_peak_17334_lociStitched	chr19(.):53025088-53025661	0.7156
1_MACS_peak_17335_lociStitched	chr19(.):54466649-54467049	0.5418
1_MACS_peak_17336_lociStitched	chr19(.):54518038-54518468	0.5077
1_MACS_peak_17337_lociStitched	chr19(.):54543195-54543706	0.7405
1_MACS_peak_17338_lociStitched	chr19(.):54562660-54563125	0.6646
2_MACS_peak_17339_lociStitched	chr19(.):54566015-54568564	0.8203
1_MACS_peak_17341_lociStitched	chr19(.):54577506-54578088	0.5667
1_MACS_peak_17342_lociStitched	chr19(.):54580039-54580434	0.612
1_MACS_peak_17343_lociStitched	chr19(.):54592606-54593239	0.7429
1_MACS_peak_17344_lociStitched	chr19(.):54594444-54595353	0.6517
2_MACS_peak_17345_lociStitched	chr19(.):54597703-54599714	0.6263
1_MACS_peak_17347_lociStitched	chr19(.):54601462-54601935	0.6214
3_MACS_peak_17348_lociStitched	chr19(.):54667301-54672044	0.8502
1_MACS_peak_17351_lociStitched	chr19(.):54721537-54722155	0.9005
3_MACS_peak_17352_lociStitched	chr19(.):54724573-54727645	0.5611
1_MACS_peak_17355_lociStitched	chr19(.):54737808-54738205	0.5828
5_MACS_peak_17356_lociStitched	chr19(.):54742694-54748369	0.6429
1_MACS_peak_17361_lociStitched	chr19(.):54749714-54750079	0.6322
5_MACS_peak_17362_lociStitched	chr19(.):54753331-54766351	1.1846
2_MACS_peak_17367_lociStitched	chr19(.):54774079-54777167	0.8223
2_MACS_peak_17369_lociStitched	chr19(.):54778328-54786778	1.1006
4_MACS_peak_17371_lociStitched	chr19(.):54788565-54795383	0.9253
5_MACS_peak_17375_lociStitched	chr19(.):54797929-54803450	0.6927
1_MACS_peak_17380_lociStitched	chr19(.):54804472-54804885	0.6542
1_MACS_peak_17381_lociStitched	chr19(.):54806887-54807282	0.572
2_MACS_peak_17382_lociStitched	chr19(.):54808733-54809804	0.7767
7_MACS_peak_17384_lociStitched	chr19(.):54821331-54830257	0.8279
3_MACS_peak_17391_lociStitched	chr19(.):54831442-54834043	0.7585
3_MACS_peak_17394_lociStitched	chr19(.):54847483-54850786	0.752
1_MACS_peak_17397_lociStitched	chr19(.):54852259-54852772	0.6625
1_MACS_peak_17398_lociStitched	chr19(.):54881370-54882074	0.8231
1_MACS_peak_17399_lociStitched	chr19(.):54886892-54887341	0.6414
4_MACS_peak_17400_lociStitched	chr19(.):54904252-54913994	0.8377
2_MACS_peak_17404_lociStitched	chr19(.):54915703-54917439	0.7367
1_MACS_peak_17406_lociStitched	chr19(.):54923286-54923680	0.4735
4_MACS_peak_17407_lociStitched	chr19(.):54926840-54938170	1.0497
1_MACS_peak_17411_lociStitched	chr19(.):54939578-54942023	0.9023
2_MACS_peak_17412_lociStitched	chr19(.):54979449-54989589	1.1826
1_MACS_peak_17414_lociStitched	chr19(.):54990819-54992578	0.9207
2_MACS_peak_17415_lociStitched	chr19(.):54994426-54996860	0.8856
2_MACS_peak_17417_lociStitched	chr19(.):55000898-55004908	0.7954
4_MACS_peak_17419_lociStitched	chr19(.):55006379-55011567	0.9303
1_MACS_peak_17423_lociStitched	chr19(.):55013342-55015124	0.8865
3_MACS_peak_17424_lociStitched	chr19(.):55016171-55021162	0.8085
2_MACS_peak_17427_lociStitched	chr19(.):55022262-55024917	0.6481
1_MACS_peak_17429_lociStitched	chr19(.):55044221-55044859	0.6701
1_MACS_peak_17430_lociStitched	chr19(.):55046435-55047623	0.8059
1_MACS_peak_17431_lociStitched	chr19(.):55062181-55062843	0.7626
1_MACS_peak_17432_lociStitched	chr19(.):55069793-55070324	0.7808
1_MACS_peak_17433_lociStitched	chr19(.):55076642-55077124	0.544
1_MACS_peak_17434_lociStitched	chr19(.):55083272-55084319	0.7356
1_MACS_peak_17435_lociStitched	chr19(.):55085914-55086659	0.6519
1_MACS_peak_17436_lociStitched	chr19(.):55106341-55109383	0.7582
2_MACS_peak_17437_lociStitched	chr19(.):55118119-55120257	0.7329
2_MACS_peak_17439_lociStitched	chr19(.):55135386-55137071	0.6421
3_MACS_peak_17441_lociStitched	chr19(.):55142934-55148598	0.8498
1_MACS_peak_17444_lociStitched	chr19(.):55150950-55151355	0.6034
1_MACS_peak_17445_lociStitched	chr19(.):55159495-55160475	0.7086
2_MACS_peak_17446_lociStitched	chr19(.):55167952-55169591	0.6639
1_MACS_peak_17448_lociStitched	chr19(.):55172151-55172659	0.7173
2_MACS_peak_17449_lociStitched	chr19(.):55173963-55176187	0.687
1_MACS_peak_17451_lociStitched	chr19(.):55177939-55178616	0.7766
1_MACS_peak_17452_lociStitched	chr19(.):55190396-55190793	0.8967
1_MACS_peak_17453_lociStitched	chr19(.):55208247-55209821	0.8602
1_MACS_peak_17454_lociStitched	chr19(.):55215511-55215897	0.5525
1_MACS_peak_17455_lociStitched	chr19(.):55226757-55227113	0.4943
