REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_16150_lociStitched	chr20	39631445	39642637	2	8168	20152.3152	1875.7792	987		TOP1	TOP1	TOP1	0.0754	987	1
3_MACS_peak_23295_lociStitched	chr6	106227518	106242062	3	8150	9815.7456	2222.3232	988			PRDM1	PRDM1	2.8695	988	1
2_MACS_peak_20336_lociStitched	chr4	140148028	140156279	2	8147	17914.5712	1481.8796	989		C4orf49	C4orf49	C4orf49	0.2143	989	1
1_MACS_peak_1423_lociStitched	chr1	144928720	144936865	1	8146	19240.119	3391.578	990	PDE4DIP		PDE4DIP	PDE4DIP	0.619	990	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	991	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.3310000000000002	991	1
1_MACS_peak_6561_lociStitched	chr12	94581498	94589632	1	8135	21446.9178	1492.589	992	PLXNC1		PLXNC1	PLXNC1	0.6996	992	1
3_MACS_peak_15977_lociStitched	chr20	30150586	30162271	3	8134	13251.9585	1717.695	993	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	MIR3193	0.43950000000000006	993	1
4_MACS_peak_6034_lociStitched	chr12	48134146	48153679	4	8132	12485.4936	2988.549	994	RAPGEF3	SLC48A1,RPAP3,ENDOU	RAPGEF3	RAPGEF3	0.2924	994	1
1_MACS_peak_15452_lociStitched	chr2	217080686	217088815	1	8130	11089.5818	1846.0959	995			XRCC5	XRCC5	NONE	995	1
3_MACS_peak_23164_lociStitched	chr6	87755015	87765802	3	8125	8413.86	1779.855	996		CGA	CGA	NONE	NONE	996	1
2_MACS_peak_28276_lociStitched	chrX	58149797	58159710	2	8124	7438.7152	847.5615	997			ZXDA	ZXDA	NONE	997	1
1_MACS_peak_17672_lociStitched	chr3	23846735	23854857	1	8123	20533.2282	1574.8558	998	UBE2E1		UBE2E1	UBE2E1	0.1996	998	1
2_MACS_peak_6510_lociStitched	chr12	92449337	92457633	2	8121	12125.4336	1639.2896	999			BTG1	BTG1	1.6149	999	1
3_MACS_peak_23524_lociStitched	chr6	129809604	129823754	3	8115	19161.93	2283.81	1000	LAMA2		ARHGAP18	ARHGAP18	0.3134	1000	1
3_MACS_peak_11329_lociStitched	chr17	55553544	55565290	3	8113	7297.7898	1625.6464	1001	MSI2		MSI2	MSI2	0.15589999999999998	1001	1
5_MACS_peak_4744_lociStitched	chr11	65306967	65326924	5	8111	11199.8684	2694.195	1002	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	2.5403000000000002	1002	1
2_MACS_peak_21910_lociStitched	chr5	151127702	151139090	2	8110	17774.3904	2186.496	1003	ATOX1	G3BP1	ATOX1	ATOX1	0.6022	1003	1
1_MACS_peak_9018_lociStitched	chr15	74832212	74840318	1	8107	16116.3492	1750.896	1004	ARID3B		ARID3B	ARID3B	0.20819999999999997	1004	1
1_MACS_peak_27888_lociStitched	chrX	12904574	12912678	1	8105	26511.4256	1132.1288	1005	TLR7	TLR8,LOC349408	TLR8	LOC349408	0.016799999999999995	1005	1
2_MACS_peak_24912_lociStitched	chr7	106182684	106195107	2	8103	16034.3661	3129.3537	1006			FLJ36031	FLJ36031	NONE	1006	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	1007			KIF20B	KIF20B	NONE	1007	1
2_MACS_peak_5489_lociStitched	chr11	132218605	132231468	2	8095	18123.967	1907.5829	1008			NTM	NTM	NONE	1008	1
2_MACS_peak_23930_lociStitched	chr7	2438219	2447868	2	8089	16331.8974	1859.3623	1009	CHST12	EIF3B	CHST12	EIF3B	0.5207999999999999	1009	1
2_MACS_peak_25555_lociStitched	chr8	19241643	19252290	2	8089	29129.1273	1845.1251	1010	SH2D4A		SH2D4A	SH2D4A	0.3427	1010	1
2_MACS_peak_5120_lociStitched	chr11	95940118	95950722	2	8085	16979.1248	2048.6928	1011	MAML2		MIR1260B	MIR1260B	NONE	1011	1
1_MACS_peak_24192_lociStitched	chr7	26190819	26198894	1	8076	24678.0075	1930.7325	1012	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7942	1012	1
